Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2019-03-02,15:00 (23:00),Premier League,Matchweek 29,Sat,Home,W,1,0,Huddersfield,1.2,0.2,54,30182,Lewis Dunk,4-3-3,Mike Dean,Match Report,
2019-03-09,12:30 (20:30),Premier League,Matchweek 30,Sat,Away,W,2,1,Crystal Palace,0.2,1.5,38,24972,Lewis Dunk,4-5-1,Craig Pawson,Match Report,
2019-03-17,14:00 (22:00),FA Cup,Quarter-finals,Sun,Away,D,2 (5),2 (4),Millwall,,,66,17137,Lewis Dunk,4-3-3,Chris Kavanagh,Match Report,
2019-03-30,15:00 (23:00),Premier League,Matchweek 32,Sat,Home,L,0,1,Southampton,0.7,0.7,60,30636,Lewis Dunk,4-3-3,Michael Oliver,Match Report,
2019-04-03,19:45 (02:45),Premier League,Matchweek 27,Wed,Away,L,0,3,Chelsea,0.4,2.7,32,38593,Bruno,4-3-3,Graham Scott,Match Report,
2019-04-06,17:30 (00:30),FA Cup,Semi-finals,Sat,Away,L,0,1,Manchester City,,,30,71521,Lewis Dunk,4-3-3,Anthony Taylor,Match Report,
2019-04-13,15:00 (22:00),Premier League,Matchweek 34,Sat,Home,L,0,5,Bournemouth,0.3,2.5,51,30460,Lewis Dunk,4-3-3,Kevin Friend,Match Report,
2019-04-16,19:45 (02:45),Premier League,Matchweek 31,Tue,Home,L,0,2,Cardiff City,0.6,0.9,64,30226,Bruno,4-2-3-1,Andre Marriner,Match Report,
2019-04-20,15:00 (22:00),Premier League,Matchweek 35,Sat,Away,D,0,0,Wolves,0.2,2.7,32,31096,Bruno,4-3-3,Craig Pawson,Match Report,
2019-04-23,19:45 (02:45),Premier League,Matchweek 33,Tue,Away,L,0,1,Tottenham,0.3,1.3,23,56251,Lewis Dunk,4-3-3,Chris Kavanagh,Match Report,
2019-04-27,17:30 (00:30),Premier League,Matchweek 36,Sat,Home,D,1,1,Newcastle Utd,1.3,0.4,50,30587,Bruno,4-4-2,Mike Dean,Match Report,
2019-05-05,16:30 (23:30),Premier League,Matchweek 37,Sun,Away,D,1,1,Arsenal,1.9,2.4,30,59965,Bruno,4-5-1,Anthony Taylor,Match Report,
2019-05-12,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,L,1,4,Manchester City,0.5,1.6,25,30662,Bruno,4-5-1,Michael Oliver,Match Report,
