Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsScoredHA,GoalsConceded,GoalsConcededHA,GoalsDiff,GoalsDiffHA,HTGoalsScored,HTGoalsConceded,HTGoalsScoredHA,HTGoalsConcededHA,HTGoalsDiff,HTGoalsDiffHA,Points,PointsHA,WinPercent,WinPercentHA,WinStreak,UnbPercent,UnbPercentHA,UnbStreak,Def,Mid,Att,Ovr,WinnerOdd,DrawOdd,Venue,Result
A Madley,Tue,0.0,0,0.9000000000000004,0.7000000000000002,0.2000000000000001,-0.0999999999999996,0.5,0.0,0.5000000000000001,1.4,0.4000000000000001,-0.3999999999999999,1.0,18.0,0.1999999999999999,0.3,0.8,-0.1999999999999999,-1.0,10.0,-0.4,0.5,-20.0,10.0,0.0,0.0,30.0,-3.0,0,0,5,1.6700000000000017,-1.95,3.5,St. James Park,D
P Dowd,Sat,0.0,0,-1.8000000000000007,-1.2999999999999998,-1.2999999999999998,-1.0,0.3999999999999999,0.0,-0.8,-0.6000000000000001,-0.1999999999999999,-0.8999999999999999,-6.0,3.0,-0.9,0.1,0.0,-0.6,-10.0,6.0,-0.1,0.8,-10.0,30.0,-1.0,10.0,20.0,3.0,-2,-4,-2,-2.6599999999999966,0.5,3.4,Goodison Park,D
M Dean,Sat,-2.0,0,8.500000000000002,4.0,2.0,1.6000000000000014,0.1999999999999999,0.0,0.4000000000000001,0.2999999999999999,-0.9,-1.1,13.0,14.0,-0.2,-0.5,0.0999999999999999,-0.5,3.0,6.0,0.5000000000000002,0.9,10.0,20.0,0.0,30.0,50.0,17.0,8,8,5,7.0,-9.64,5.0,Old Trafford,D
M Oliver,Sun,-1.0,1,-2.0,-0.2000000000000001,2.0,1.1000000000000014,0.7,-0.1,-0.5,-0.2000000000000001,0.3,-0.0999999999999999,-8.0,-1.0,-0.3,0.1,-0.0999999999999999,0.1,-4.0,-2.0,-0.3999999999999999,0.0,-10.0,0.0,1.0,-20.0,0.0,-7.0,4,5,-7,0.6700000000000017,-1.7999999999999998,3.4,Old Trafford,D
C Pawson,Sun,-1.0,-6,-0.0999999999999996,-0.2999999999999998,-0.5,-4.300000000000001,-0.1,0.2,1.0,0.4,0.3999999999999999,0.0,6.0,4.0,0.8,0.7,0.3,0.0,1.0,3.0,0.2999999999999998,0.3,10.0,20.0,1.0,10.0,-10.0,1.0,5,4,7,5.329999999999998,-3.1,3.8,Emirates Stadium,D
A Marriner,Sat,0.0,1,3.0,-0.6000000000000001,-1.1000000000000003,1.200000000000001,0.3999999999999999,0.1,-0.1999999999999999,0.7,0.1999999999999999,0.1,-4.0,6.0,-0.1,0.1,0.5,0.0,-2.0,5.0,-0.1999999999999999,0.6,0.0,20.0,-3.0,-20.0,20.0,-5.0,0,0,1,0.3400000000000034,-2.0,3.6,London Stadium,D
M Oliver,Sun,0.0,-1,0.7000000000000011,1.2999999999999998,0.9000000000000004,-1.5999999999999996,-0.3,0.0,0.3999999999999999,0.3,0.0,0.1,4.0,2.0,0.0999999999999999,-0.2,-0.1,-0.5,3.0,4.0,0.1999999999999999,0.0,0.0,0.0,-1.0,20.0,0.0,7.0,4,3,0,2.3299999999999983,-1.75,3.3,Stamford Bridge,D
N Swarbrick,Wed,-1.0,-1,4.299999999999999,0.9000000000000004,2.3,-2.200000000000001,0.4000000000000001,0.1,0.5999999999999999,0.6000000000000001,-0.6000000000000001,-0.7999999999999998,12.0,14.0,-0.3,-0.7,-0.0999999999999999,-0.8,4.0,7.0,0.8000000000000003,0.7999999999999998,30.0,20.0,3.0,20.0,40.0,4.0,3,6,5,4.670000000000002,-13.75,6.5,Etihad Stadium,D
R Madley,Sat,0.0,2,-8.8,-2.6,-3.7,4.6,0.7999999999999999,0.1,0.0,-0.0999999999999998,1.1,0.6000000000000001,-11.0,-7.0,-0.0999999999999999,0.5,-0.5,0.2,-6.0,-7.0,-0.8,-0.1,-30.0,0.0,0.0,-20.0,-10.0,3.0,-7,-4,-14,-8.340000000000003,4.34,3.89,Goodison Park,D
J Moss,Fri,0.0,0,-1.299999999999999,-0.7000000000000002,0.5,-1.5,0.3,0.0,-0.0999999999999998,0.5,0.6000000000000001,-0.1,-7.0,6.0,-0.0999999999999999,0.1999999999999999,0.0,0.0,-3.0,0.0,-0.5,0.3,-20.0,10.0,-1.0,-10.0,10.0,-4.0,1,1,2,1.3299999999999983,0.6299999999999999,3.4,Tottenham Hotspur Stadium,D
M Clattenburg,Sat,0.0,0,-3.1,-1.8999999999999997,-0.7999999999999998,0.5,0.5,0.0,-0.9000000000000001,-0.3,0.1,-0.9,-10.0,6.0,-0.8,-0.2,-0.2,-0.6000000000000001,-6.0,4.0,-0.4000000000000001,0.8,-10.0,30.0,0.0,-20.0,20.0,0.0,1,2,-1,0.6599999999999966,-0.5,3.4,Carrow Road,D
M Jones,Sat,0.0,-1,-2.5,-1.7999999999999998,-2.2,-3.4000000000000004,-0.8,0.0,-0.7000000000000001,0.4000000000000001,0.5,0.0,-12.0,4.0,-0.2999999999999999,0.2999999999999999,-0.2,0.4,-6.0,-6.0,-1.1,-0.1,-40.0,-10.0,-1.0,-30.0,10.0,-1.0,-8,-10,-12,-10.0,3.5,3.8,Swansea.com Stadium,D
M Jones,Sat,1.0,0,-0.9000000000000004,-0.5999999999999996,-1.6999999999999995,0.2999999999999989,-0.5,0.1,0.1,0.7000000000000001,-0.0999999999999998,-0.6000000000000001,2.0,13.0,-0.1,-0.4,0.0999999999999999,-0.1999999999999999,3.0,3.0,0.0999999999999999,1.2,0.0,50.0,1.0,10.0,20.0,1.0,2,-2,-7,-2.3299999999999983,-1.35,3.3,Turf Moor,D
A Madley,Wed,0.0,0,-3.799999999999999,-2.3000000000000003,-1.2000000000000002,-1.0999999999999996,-0.1999999999999999,0.0,-0.7000000000000001,-0.6000000000000001,0.3,0.0,-10.0,-6.0,-0.7,0.5,-0.4,0.0999999999999999,-12.0,-5.0,-0.8,-0.5,-30.0,-20.0,0.0,-20.0,-10.0,0.0,-2,-5,-6,-4.340000000000003,2.0,3.25,Turf Moor,D
J Moss,Thu,0.0,-1,-2.1999999999999997,-0.9000000000000004,-0.2000000000000001,1.200000000000001,0.1,0.0,-0.3,-0.1999999999999999,1.1,0.2999999999999998,-14.0,-5.0,-0.0999999999999999,0.1999999999999999,0.2999999999999999,-0.0999999999999999,-3.0,4.0,-1.0,-0.5999999999999999,-40.0,-30.0,1.0,-20.0,0.0,1.0,-7,-6,-8,-7.0,2.95,3.79,London Stadium,D
M Dean,Tue,-3.0,-1,-2.9000000000000004,-1.7999999999999998,-1.3000000000000005,-0.4000000000000003,-0.1,0.0,-0.7000000000000001,-0.8999999999999999,0.2999999999999999,0.1,-10.0,-10.0,0.0999999999999999,0.6000000000000001,0.1999999999999999,0.0999999999999999,-5.0,1.0,-1.2000000000000002,-1.0,-50.0,-40.0,-2.0,-20.0,-20.0,-1.0,-4,-8,-5,-5.670000000000002,3.89,4.0,Turf Moor,D
S Attwell,Tue,0.0,-7,0.200000000000001,-0.2000000000000001,1.2999999999999998,1.0,0.4000000000000001,0.0,-0.5999999999999999,0.0999999999999999,-0.1,-0.1999999999999999,-5.0,3.0,-0.1999999999999999,-0.0999999999999999,0.2,0.1999999999999999,-1.0,0.0,-0.7000000000000001,0.0999999999999999,-30.0,10.0,-1.0,-10.0,-10.0,-1.0,0,-1,-3,-1.3299999999999983,-0.2999999999999998,3.1,Riverside Stadium,D
K Friend,Sun,0.0,2,2.5,0.2000000000000001,1.2000000000000002,0.5999999999999996,-0.8000000000000003,0.1,-0.0999999999999998,0.4,1.5,1.4,-16.0,-10.0,0.0,0.0,0.0999999999999999,0.5,0.0,-4.0,-0.7,-0.3999999999999999,-20.0,-10.0,0.0,-30.0,-20.0,-1.0,8,7,8,7.670000000000002,-0.1699999999999999,3.5,Craven Cottage,D
C Pawson,Thu,-1.0,1,6.300000000000001,3.0000000000000004,3.0,1.6999999999999993,1.0000000000000002,0.0,1.7000000000000002,0.7000000000000001,-0.0999999999999998,0.3999999999999999,18.0,3.0,0.6000000000000001,-0.0999999999999999,0.3999999999999999,0.0999999999999999,7.0,3.0,0.9,-0.3,40.0,0.0,0.0,10.0,-30.0,-1.0,-1,1,0,0.0,-2.75,3.8,Villa Park,D
M Dean,Sun,0.0,1,-2.3999999999999986,-1.6,-2.3000000000000007,1.1999999999999993,0.7,0.0,-0.6000000000000001,-0.3999999999999999,0.6,-0.4000000000000001,-12.0,0.0,-0.3,0.0,0.0,-0.5,-3.0,5.0,0.0999999999999998,0.3999999999999999,10.0,20.0,2.0,-10.0,0.0,1.0,-8,-3,-13,-8.0,4.47,4.75,Swansea.com Stadium,D
A Taylor,Wed,0.0,0,-4.699999999999999,-1.3000000000000005,-1.9000000000000004,3.6,-0.6000000000000001,0.3,-1.0,-0.7000000000000002,-0.0999999999999998,-0.7,-9.0,0.0,0.2,-0.2,0.0,-0.5,4.0,5.0,-0.5999999999999999,0.1,-10.0,0.0,-1.0,-40.0,10.0,-1.0,-4,-7,-8,-6.340000000000003,3.53,3.9,Falmer Stadium,D
K Friend,Sat,0.0,-3,2.3000000000000007,1.2999999999999998,-2.1000000000000005,1.8000000000000007,-0.1999999999999999,0.1,0.1999999999999999,0.3999999999999999,0.0999999999999998,-0.5,1.0,9.0,0.2,-0.5,0.7,-0.3,7.0,10.0,0.1,0.7,10.0,30.0,0.0,-10.0,10.0,2.0,-1,-4,-9,-4.659999999999997,-0.5700000000000003,3.8,Goodison Park,D
S Attwell,Mon,2.0,0,-2.3999999999999986,-1.0999999999999996,-2.3999999999999995,-1.299999999999999,-0.7,-0.1,0.0999999999999998,0.7999999999999998,-0.3,0.0,4.0,8.0,0.1999999999999999,0.0,0.6000000000000001,0.1999999999999999,2.0,4.0,0.0999999999999998,0.4999999999999998,0.0,20.0,-2.0,10.0,10.0,-4.0,6,6,6,6.0,-3.39,4.2,Stamford Bridge,D
P Dowd,Sat,0.0,0,-0.5,-0.0999999999999996,1.7999999999999998,1.0999999999999996,-0.1,0.1,-0.1,0.5,0.0999999999999998,0.2999999999999999,-2.0,2.0,0.0999999999999999,-0.0999999999999999,0.7,0.3,2.0,4.0,0.0,0.5,0.0,10.0,1.0,0.0,30.0,-3.0,4,2,3,3.0,-4.93,4.2,Goodison Park,D
A Marriner,Wed,0.0,0,-6.7,-3.8,-3.1000000000000005,-1.799999999999999,-0.6,0.0,-1.1,-0.3999999999999999,0.5999999999999999,0.9,-17.0,-13.0,-0.3,0.2999999999999999,0.0999999999999999,0.2,-6.0,-1.0,-0.3,-0.8,0.0,-20.0,0.0,-30.0,-40.0,-4.0,-6,-6,-6,-6.0,6.6,4.75,Selhurst Park,D
M Dean,Sat,1.0,1,2.3000000000000007,0.9999999999999992,0.2999999999999998,1.5,0.1,0.0,0.5,1.0,-0.3999999999999999,-0.8999999999999999,9.0,19.0,0.5,0.4,0.8,0.0999999999999999,1.0,7.0,0.3999999999999999,1.3,10.0,40.0,3.0,20.0,50.0,2.0,1,-3,-2,-1.3299999999999983,-2.29,3.75,St Mary's Stadium,D
P Dowd,Tue,0.0,0,-4.300000000000001,-2.8000000000000007,-1.9000000000000004,-2.3000000000000007,-0.9000000000000001,-0.2,-1.2,-0.8,0.2,0.5999999999999999,-14.0,-14.0,-0.6000000000000001,0.1999999999999999,-0.6000000000000001,0.8,-8.0,-14.0,-1.1,-1.3,-50.0,-50.0,-4.0,-10.0,-30.0,-1.0,-7,-9,-6,-7.329999999999998,6.0,4.5,Loftus Road,D
R Madley,Sat,0.0,1,1.0,-0.5,0.2000000000000001,0.0999999999999996,0.0,0.0,-0.2999999999999998,0.0,0.6000000000000001,0.1,-9.0,-1.0,-0.2999999999999999,0.5,-0.3,0.0,-8.0,-3.0,-0.0999999999999998,0.2,0.0,10.0,-1.0,-10.0,0.0,-3.0,1,-4,-1,-1.3299999999999983,-0.1699999999999999,3.29,Bet365 Stadium,D
P Dowd,Sat,0.0,0,0.0,1.0,-2.2,-1.0999999999999996,0.4000000000000001,-0.1,0.3,0.7,-0.9000000000000001,-1.0,12.0,17.0,0.1999999999999999,-0.4,0.3,-0.1999999999999999,6.0,5.0,0.1999999999999999,1.2,0.0,40.0,0.0,20.0,40.0,0.0,-5,-4,-7,-5.329999999999998,-0.8700000000000001,3.4,Boleyn Ground,D
J Moss,Sat,0.0,2,-5.000000000000002,-2.4000000000000004,-0.3000000000000007,-0.3000000000000007,-0.2999999999999998,0.2,-2.1,-1.6,-0.4,-0.6,-17.0,-10.0,-0.7,-0.1999999999999999,-0.7,0.0999999999999999,-5.0,-8.0,-1.5,-0.7,-60.0,-30.0,0.0,-30.0,-10.0,0.0,-7,-10,-13,-10.0,7.64,5.5,Carrow Road,D
A Marriner,Sun,1.0,-5,3.0,2.1000000000000005,0.0,-0.6999999999999993,-0.0999999999999998,-0.1,0.0,0.2999999999999998,0.1,-0.5,-1.0,8.0,-0.1,0.0,0.0999999999999999,-0.3999999999999999,-1.0,5.0,0.0,0.8999999999999999,0.0,40.0,-2.0,0.0,10.0,-2.0,2,5,5,4.0,-1.4,3.4,White Hart Lane,D
L Mason,Sun,0.0,0,-6.599999999999998,-4.299999999999999,-2.1,3.200000000000001,1.5,0.0,-1.0,-1.1,0.3999999999999999,-0.2000000000000001,-14.0,-9.0,-0.3999999999999999,0.4,-1.0,-0.4,-8.0,-6.0,-0.5,-0.0999999999999998,-20.0,0.0,2.0,-10.0,-10.0,2.0,-7,-8,-3,-6.0,3.25,4.0,Villa Park,ND
T Harrington,Sun,0.0,0,0.3000000000000007,0.3999999999999999,0.3000000000000007,1.299999999999999,0.8,0.1,0.5,0.7,-0.4999999999999998,-0.3,10.0,10.0,0.4999999999999999,-0.6,0.8,-0.0999999999999999,11.0,9.0,0.6,0.9,20.0,30.0,0.0,20.0,30.0,0.0,5,7,4,5.329999999999998,-5.05,4.75,Molineux Stadium,D
K Friend,Sun,0.0,-1,-5.6,-3.2,-0.0999999999999996,-0.5999999999999996,0.5,0.0,-2.0,-0.9999999999999998,0.5,-0.8,-25.0,-2.0,-1.2000000000000002,0.1999999999999999,-0.8999999999999999,-0.5000000000000001,-14.0,-4.0,-1.5000000000000002,0.1,-60.0,0.0,-1.0,-30.0,10.0,-4.0,-8,-6,-2,-5.329999999999998,4.13,4.33,The Hawthorns,D
A Taylor,Thu,0.0,0,0.2999999999999989,0.5999999999999996,-1.5,-0.0999999999999996,0.1999999999999999,0.0,0.4,0.7999999999999999,-0.3,-1.3,7.0,21.0,0.3999999999999999,0.2,0.5,-0.4999999999999999,2.0,10.0,0.7,1.5,20.0,40.0,-1.0,30.0,70.0,-1.0,4,3,3,3.3299999999999983,-1.75,3.5,Goodison Park,D
M Oliver,Sat,0.0,-7,-4.199999999999999,-1.5,0.4000000000000003,1.1999999999999993,0.3,0.0,-0.1,0.7,0.3999999999999999,0.0,-5.0,7.0,0.0999999999999999,-0.0999999999999999,0.5,-0.1,2.0,6.0,-0.3,0.3,0.0,10.0,0.0,-30.0,10.0,0.0,0,2,7,3.0,-0.1499999999999999,3.3,London Stadium,D
L Mason,Tue,0.0,2,2.4000000000000004,1.7000000000000002,-0.1000000000000005,-0.0999999999999996,0.3999999999999999,0.0,1.2,1.8000000000000005,-0.8,0.3,20.0,15.0,0.0999999999999999,0.0,0.8,0.3999999999999999,1.0,4.0,1.6,0.7999999999999998,50.0,40.0,0.0,60.0,0.0,0.0,8,7,9,8.0,-7.72,6.0,Old Trafford,D
K Friend,Wed,0.0,0,3.5,1.6999999999999995,0.9000000000000004,-0.3000000000000007,0.0,0.0,0.8999999999999999,0.9000000000000001,-0.4000000000000001,-0.4999999999999999,13.0,14.0,0.1999999999999999,-0.3999999999999999,0.6,-0.2,6.0,8.0,0.5,1.1,20.0,40.0,1.0,10.0,30.0,-1.0,10,9,11,10.0,-7.67,5.25,Anfield,ND
J Moss,Sun,0.0,0,-2.1000000000000014,0.3999999999999999,-0.2000000000000001,-1.1999999999999993,0.7,0.1,0.0,0.7000000000000001,-0.5,-0.1999999999999999,5.0,9.0,0.1,-0.5,0.0999999999999999,-0.2,6.0,3.0,0.2999999999999998,0.1999999999999999,10.0,10.0,0.0,10.0,0.0,0.0,-3,-4,-2,-3.0,0.5,3.25,Dean Court,D
P Dowd,Sat,1.0,1,0.0999999999999996,0.5999999999999996,0.2999999999999998,3.8000000000000007,1.1,-0.1,0.7,0.2,0.7,0.3,0.0,-1.0,0.0999999999999999,0.3999999999999999,-0.0999999999999999,0.0999999999999999,-3.0,-2.0,-0.1,0.0999999999999999,0.0,10.0,1.0,-10.0,-10.0,1.0,-3,-5,-2,-3.3400000000000034,-1.2000000000000002,3.3,Villa Park,D
R Madley,Wed,0.0,-1,4.6,2.3000000000000003,1.6999999999999995,-2.700000000000001,0.0,-0.1,0.5,1.1,-0.5999999999999999,0.0,11.0,11.0,0.1999999999999999,-0.0999999999999999,0.9000000000000001,-0.3,3.0,12.0,0.8,0.7,30.0,30.0,0.0,20.0,10.0,0.0,7,7,6,6.670000000000002,-5.47,4.33,Goodison Park,D
M Dean,Sun,0.0,0,-0.7999999999999989,-0.5,0.5,0.2999999999999989,-0.0999999999999998,0.0,0.5,0.4,0.3,0.0,2.0,4.0,0.2999999999999999,0.0999999999999999,0.3,-0.1999999999999999,2.0,5.0,0.0,0.2999999999999999,0.0,10.0,0.0,0.0,10.0,0.0,-3,-5,0,-2.6700000000000017,-0.3999999999999999,3.25,Turf Moor,D
M Atkinson,Sun,0.0,-2,-4.0,-1.0000000000000004,-2.0,2.200000000000001,0.1999999999999999,0.1,0.0,1.3000000000000005,0.0,-0.8,0.0,21.0,0.0,-0.1999999999999999,0.6000000000000001,-0.6000000000000001,2.0,12.0,-0.0999999999999998,0.7999999999999998,0.0,20.0,0.0,-10.0,40.0,-1.0,-2,0,-2,-1.3299999999999983,0.0,3.5,Old Trafford,D
P Bankes,Sat,0.0,-1,5.600000000000001,2.2,1.7999999999999998,2.1999999999999997,0.5999999999999999,-0.1,1.0,0.7,-0.2999999999999998,0.8,13.0,-1.0,0.1,-0.0999999999999999,0.1999999999999999,0.5,2.0,-3.0,1.0,0.1,30.0,-10.0,0.0,40.0,30.0,0.0,5,5,5,5.0,-8.17,5.0,Stamford Bridge,D
A Taylor,Sun,0.0,-4,-2.1000000000000014,-0.6000000000000005,0.4000000000000003,0.5999999999999996,-0.1,-0.1,0.1999999999999999,0.6000000000000001,-0.1,-0.6,3.0,12.0,-0.2999999999999999,0.1999999999999999,-0.2999999999999999,-0.3999999999999999,-5.0,1.0,0.0999999999999998,0.5,10.0,30.0,-1.0,-10.0,-10.0,-8.0,2,2,2,2.0,-0.3999999999999999,3.6,Etihad Stadium,D
R Madley,Sat,0.0,0,-0.5999999999999996,1.2999999999999998,-1.1,1.5999999999999996,0.3,0.0,0.0,0.7,0.3,0.1999999999999999,-3.0,5.0,0.0,0.0999999999999999,0.1999999999999999,0.0999999999999999,-1.0,1.0,-0.1999999999999999,0.5999999999999999,0.0,20.0,-1.0,-20.0,20.0,-2.0,2,2,3,2.3400000000000034,-1.19,3.2,Bet365 Stadium,D
M Atkinson,Sat,0.0,2,-3.4000000000000004,-1.6000000000000003,0.6999999999999993,2.1,-0.1,-0.1,-1.1,-0.6000000000000001,0.3,0.1999999999999999,-14.0,-8.0,-0.6,-0.1,-0.3999999999999999,0.0999999999999999,-5.0,-5.0,-0.7999999999999999,-0.5999999999999999,-20.0,-10.0,0.0,-40.0,-40.0,-5.0,-4,-3,-7,-4.659999999999997,0.3500000000000001,3.5,Carrow Road,D
M Dean,Thu,0.0,0,6.299999999999999,1.5999999999999996,1.5,0.9000000000000004,-0.8999999999999999,0.1,0.8,0.9000000000000001,-0.3,-1.2,11.0,21.0,0.0999999999999999,0.0,0.0,-0.3999999999999999,1.0,4.0,0.5,1.4,20.0,50.0,2.0,10.0,40.0,1.0,5,3,7,5.0,-8.75,6.0,Wembley Stadium,D
K Friend,Sat,0.0,-3,7.4,3.3999999999999995,4.1000000000000005,-3.0,0.0,0.0,0.9,0.8,0.0,-0.3999999999999999,9.0,12.0,0.2999999999999999,-0.2,0.3,-0.1,5.0,4.0,0.9,1.1,30.0,40.0,0.0,30.0,30.0,0.0,6,6,4,5.340000000000003,-6.6,4.75,Stamford Bridge,ND
A Marriner,Tue,0.0,0,0.0999999999999996,0.7000000000000002,0.7000000000000002,0.8000000000000007,0.0,0.0,-0.1,0.6000000000000001,0.3999999999999999,0.2,-5.0,4.0,0.3,0.3,0.3,0.2,0.0,1.0,-0.1,0.1999999999999999,10.0,10.0,1.0,-30.0,0.0,-4.0,1,2,4,2.3299999999999983,-0.5,3.4,Stadium of Light,D
J Gillett,Wed,0.0,0,-3.0,-0.6999999999999997,-0.2000000000000001,-2.5,-1.5,0.0,0.0999999999999998,0.5999999999999999,-1.0000000000000002,-0.6999999999999997,11.0,13.0,0.0,-0.2,0.0,0.1,2.0,-1.0,0.5,0.4999999999999999,20.0,20.0,1.0,10.0,10.0,2.0,3,-1,1,1.0,-2.4000000000000004,3.8,Villa Park,D
A Taylor,Sat,0.0,0,-2.5,-3.2,-1.7000000000000002,-2.1999999999999997,-0.1999999999999999,0.0,-1.6,-1.6,0.3999999999999999,0.0,-20.0,-16.0,-1.2,0.1999999999999999,-1.2,0.3,-14.0,-15.0,-1.6,-1.4,-60.0,-60.0,-3.0,-40.0,-20.0,-14.0,-9,-8,-7,-8.0,5.47,4.33,Loftus Road,ND
M Jones,Sat,0.0,-1,-2.5,-0.8999999999999999,0.0,0.0999999999999996,1.2,0.1,-0.0999999999999999,0.0999999999999999,-0.0999999999999998,0.3,0.0,-2.0,0.1999999999999999,-0.3,0.2999999999999999,0.2,5.0,1.0,-0.2999999999999999,-0.0999999999999999,-10.0,0.0,-1.0,-10.0,-10.0,-2.0,1,-1,4,1.3299999999999983,-0.1999999999999997,3.2,Stadium of Light,D
R Jones,Wed,0.0,1,-0.5,-1.9,0.8999999999999995,3.4000000000000004,0.4000000000000001,0.1,-0.9000000000000001,-0.3,-0.6000000000000001,-0.9,-3.0,6.0,-0.5,-0.4,-0.0999999999999999,-0.4999999999999999,-1.0,4.0,0.0,0.4000000000000001,0.0,10.0,-1.0,0.0,20.0,-1.0,-5,-5,-4,-4.659999999999997,-0.5,3.5,St Mary's Stadium,D
L Mason,Sat,-1.0,-3,5.100000000000001,1.0,1.6000000000000003,-1.0,0.0999999999999998,-0.1,0.7999999999999999,1.4,-1.1,-1.3,19.0,27.0,0.0,-0.4,0.3,-0.3,4.0,6.0,1.3,2.1,40.0,70.0,1.0,50.0,70.0,1.0,7,8,17,10.659999999999997,-13.78,7.0,Tottenham Hotspur Stadium,ND
