Version,Date,Team,Attack,Midfield,Defense
FIFA 18,2018-04-19,hull,75,70,70
FIFA 18,2018-04-19,norwich,73,71,70
FIFA 18,2018-04-19,middlesbrough,72,72,71
FIFA 18,2018-04-19,cardiff,72,71,72
FIFA 18,2018-04-19,leeds,72,71,71
FIFA 18,2018-04-19,bristol,72,70,73
FIFA 18,2018-04-19,derby,70,72,72
FIFA 18,2018-04-19,wednesday,70,72,70
FIFA 18,2018-04-19,nottingham,68,70,70
FIFA 18,2018-04-19,brentford,71,70,70
FIFA 18,2018-04-19,preston,70,70,70
FIFA 18,2018-04-19,birmingham,70,70,69
FIFA 18,2018-04-19,ipswich,70,69,70
FIFA 18,2018-04-19,reading,70,69,69
FIFA 18,2018-04-19,sunderland,67,69,70
FIFA 18,2018-04-19,sheffield,70,70,70
FIFA 18,2018-04-19,millwall,69,71,69
FIFA 18,2018-04-19,qpr,69,69,68
FIFA 18,2018-04-19,bolton,68,68,69
FIFA 18,2018-04-19,barnsley,68,67,67
FIFA 18,2018-04-19,burton,70,66,66
FIFA 18,2018-04-16,wolves,75,77,72
FIFA 18,2018-04-16,aston-villa,73,73,73
FIFA 18,2018-04-16,fulham,72,74,71
FIFA 18,2018-04-16,derby,71,71,72
FIFA 18,2018-04-16,norwich,73,71,70
FIFA 18,2018-04-16,bristol,73,70,72
FIFA 18,2018-04-16,middlesbrough,72,72,71
FIFA 18,2018-04-16,cardiff,72,71,72
FIFA 18,2018-04-16,leeds,72,71,71
FIFA 18,2018-04-16,hull,72,70,70
FIFA 18,2018-04-16,wednesday,70,72,70
FIFA 18,2018-04-16,nottingham,68,70,70
FIFA 18,2018-04-16,brentford,71,70,70
FIFA 18,2018-04-16,preston,70,70,70
FIFA 18,2018-04-16,reading,70,70,69
FIFA 18,2018-04-16,birmingham,70,70,69
FIFA 18,2018-04-16,ipswich,70,69,70
FIFA 18,2018-04-16,sunderland,67,69,70
FIFA 18,2018-04-16,sheffield,70,69,70
FIFA 18,2018-04-16,qpr,69,69,68
FIFA 18,2018-04-16,millwall,68,70,69
FIFA 18,2018-04-16,bolton,68,68,69
FIFA 18,2018-04-16,barnsley,68,67,67
FIFA 18,2018-04-16,burton,70,66,66
FIFA 18,2018-04-12,wolves,75,77,72
FIFA 18,2018-04-12,aston-villa,73,73,73
FIFA 18,2018-04-12,fulham,72,74,71
FIFA 18,2018-04-12,derby,71,71,72
FIFA 18,2018-04-12,norwich,73,71,70
FIFA 18,2018-04-12,bristol,73,70,72
FIFA 18,2018-04-12,middlesbrough,72,72,71
FIFA 18,2018-04-12,cardiff,72,71,72
FIFA 18,2018-04-12,leeds,72,71,71
FIFA 18,2018-04-12,hull,72,70,70
FIFA 18,2018-04-12,wednesday,70,72,70
FIFA 18,2018-04-12,nottingham,68,70,70
FIFA 18,2018-04-12,brentford,71,70,70
FIFA 18,2018-04-12,preston,70,70,70
FIFA 18,2018-04-12,reading,70,70,69
FIFA 18,2018-04-12,birmingham,70,70,69
FIFA 18,2018-04-12,ipswich,70,69,70
FIFA 18,2018-04-12,sunderland,67,69,70
FIFA 18,2018-04-12,sheffield,70,69,70
FIFA 18,2018-04-12,qpr,69,69,68
FIFA 18,2018-04-12,millwall,68,70,69
FIFA 18,2018-04-12,bolton,68,68,69
FIFA 18,2018-04-12,barnsley,68,67,67
FIFA 18,2018-04-12,burton,70,66,66
FIFA 18,2018-04-09,wolves,75,77,72
FIFA 18,2018-04-09,aston-villa,73,73,73
FIFA 18,2018-04-09,fulham,72,74,71
FIFA 18,2018-04-09,derby,71,72,72
FIFA 18,2018-04-09,norwich,73,71,70
FIFA 18,2018-04-09,bristol,73,70,72
FIFA 18,2018-04-09,middlesbrough,72,72,71
FIFA 18,2018-04-09,cardiff,72,71,72
FIFA 18,2018-04-09,leeds,72,71,72
FIFA 18,2018-04-09,hull,72,70,70
FIFA 18,2018-04-09,wednesday,70,72,70
FIFA 18,2018-04-09,nottingham,68,70,70
FIFA 18,2018-04-09,brentford,71,70,70
FIFA 18,2018-04-09,preston,71,70,70
FIFA 18,2018-04-09,ipswich,70,70,70
FIFA 18,2018-04-09,birmingham,70,70,69
FIFA 18,2018-04-09,reading,70,69,70
FIFA 18,2018-04-09,sunderland,67,69,71
FIFA 18,2018-04-09,sheffield,70,69,70
FIFA 18,2018-04-09,qpr,69,69,68
FIFA 18,2018-04-09,millwall,68,70,69
FIFA 18,2018-04-09,bolton,68,69,68
FIFA 18,2018-04-09,barnsley,68,67,68
FIFA 18,2018-04-09,burton,70,65,66
FIFA 18,2018-04-05,wolves,75,77,72
FIFA 18,2018-04-05,aston-villa,73,73,73
FIFA 18,2018-04-05,fulham,72,74,71
FIFA 18,2018-04-05,derby,71,72,72
FIFA 18,2018-04-05,norwich,73,71,70
FIFA 18,2018-04-05,bristol,73,70,72
FIFA 18,2018-04-05,middlesbrough,72,72,71
FIFA 18,2018-04-05,cardiff,72,71,72
FIFA 18,2018-04-05,leeds,72,71,72
FIFA 18,2018-04-05,hull,72,70,70
FIFA 18,2018-04-05,wednesday,70,72,70
FIFA 18,2018-04-05,nottingham,68,70,70
FIFA 18,2018-04-05,brentford,71,70,70
FIFA 18,2018-04-05,preston,71,70,70
FIFA 18,2018-04-05,ipswich,70,70,70
FIFA 18,2018-04-05,birmingham,70,70,69
FIFA 18,2018-04-05,reading,70,69,70
FIFA 18,2018-04-05,sunderland,67,69,71
FIFA 18,2018-04-05,sheffield,70,69,70
FIFA 18,2018-04-05,qpr,69,69,68
FIFA 18,2018-04-05,millwall,68,70,69
FIFA 18,2018-04-05,bolton,68,69,68
FIFA 18,2018-04-05,barnsley,68,67,68
FIFA 18,2018-04-05,burton,70,65,66
FIFA 18,2018-04-03,wolves,75,77,72
FIFA 18,2018-04-03,aston-villa,73,73,73
FIFA 18,2018-04-03,fulham,72,74,71
FIFA 18,2018-04-03,derby,71,72,72
FIFA 18,2018-04-03,wednesday,70,69,70
FIFA 18,2018-04-03,bristol,73,70,72
FIFA 18,2018-04-03,middlesbrough,72,72,71
FIFA 18,2018-04-03,cardiff,72,71,72
FIFA 18,2018-04-03,leeds,72,71,72
FIFA 18,2018-04-03,hull,72,69,70
FIFA 18,2018-04-03,norwich,71,72,69
FIFA 18,2018-04-03,nottingham,68,70,70
FIFA 18,2018-04-03,preston,71,70,70
FIFA 18,2018-04-03,brentford,70,70,71
FIFA 18,2018-04-03,ipswich,70,70,70
FIFA 18,2018-04-03,reading,70,69,70
FIFA 18,2018-04-03,birmingham,69,70,70
FIFA 18,2018-04-03,sunderland,67,70,70
FIFA 18,2018-04-03,sheffield,69,69,69
FIFA 18,2018-04-03,qpr,68,72,69
FIFA 18,2018-04-03,millwall,68,70,69
FIFA 18,2018-04-03,bolton,68,69,68
FIFA 18,2018-04-03,barnsley,68,67,68
FIFA 18,2018-04-03,burton,70,65,66
FIFA 18,2018-03-29,wolves,75,77,72
FIFA 18,2018-03-29,aston-villa,73,73,73
FIFA 18,2018-03-29,fulham,72,74,71
FIFA 18,2018-03-29,derby,71,72,72
FIFA 18,2018-03-29,wednesday,70,69,70
FIFA 18,2018-03-29,bristol,73,70,72
FIFA 18,2018-03-29,middlesbrough,72,72,71
FIFA 18,2018-03-29,cardiff,72,71,72
FIFA 18,2018-03-29,leeds,72,71,72
FIFA 18,2018-03-29,hull,72,69,70
FIFA 18,2018-03-29,norwich,71,72,69
FIFA 18,2018-03-29,nottingham,68,70,70
FIFA 18,2018-03-29,preston,71,70,70
FIFA 18,2018-03-29,brentford,70,70,71
FIFA 18,2018-03-29,ipswich,70,70,70
FIFA 18,2018-03-29,reading,70,69,70
FIFA 18,2018-03-29,birmingham,69,70,70
FIFA 18,2018-03-29,sunderland,67,70,70
FIFA 18,2018-03-29,sheffield,69,69,69
FIFA 18,2018-03-29,qpr,68,72,69
FIFA 18,2018-03-29,millwall,68,70,69
FIFA 18,2018-03-29,bolton,68,69,68
FIFA 18,2018-03-29,barnsley,68,67,68
FIFA 18,2018-03-29,burton,70,65,66
FIFA 18,2018-03-26,wolves,75,77,72
FIFA 18,2018-03-26,aston-villa,73,73,73
FIFA 18,2018-03-26,fulham,72,74,71
FIFA 18,2018-03-26,derby,71,72,72
FIFA 18,2018-03-26,wednesday,70,69,70
FIFA 18,2018-03-26,bristol,73,70,72
FIFA 18,2018-03-26,middlesbrough,72,72,71
FIFA 18,2018-03-26,cardiff,72,71,72
FIFA 18,2018-03-26,leeds,72,71,72
FIFA 18,2018-03-26,hull,72,69,70
FIFA 18,2018-03-26,norwich,71,72,69
FIFA 18,2018-03-26,nottingham,68,70,70
FIFA 18,2018-03-26,preston,71,70,70
FIFA 18,2018-03-26,brentford,70,70,71
FIFA 18,2018-03-26,ipswich,70,70,70
FIFA 18,2018-03-26,reading,70,69,70
FIFA 18,2018-03-26,birmingham,69,70,70
FIFA 18,2018-03-26,sunderland,67,70,70
FIFA 18,2018-03-26,sheffield,69,69,69
FIFA 18,2018-03-26,qpr,68,72,69
FIFA 18,2018-03-26,millwall,68,70,69
FIFA 18,2018-03-26,bolton,68,69,68
FIFA 18,2018-03-26,barnsley,67,67,68
FIFA 18,2018-03-26,burton,70,65,66
FIFA 18,2018-03-22,wolves,75,77,72
FIFA 18,2018-03-22,aston-villa,73,73,73
FIFA 18,2018-03-22,fulham,72,74,71
FIFA 18,2018-03-22,derby,71,72,72
FIFA 18,2018-03-22,wednesday,70,69,70
FIFA 18,2018-03-22,bristol,73,70,72
FIFA 18,2018-03-22,middlesbrough,72,72,71
FIFA 18,2018-03-22,cardiff,72,71,72
FIFA 18,2018-03-22,leeds,72,71,72
FIFA 18,2018-03-22,hull,72,69,70
FIFA 18,2018-03-22,norwich,71,72,69
FIFA 18,2018-03-22,nottingham,68,70,70
FIFA 18,2018-03-22,preston,71,70,70
FIFA 18,2018-03-22,brentford,70,70,71
FIFA 18,2018-03-22,ipswich,70,70,70
FIFA 18,2018-03-22,reading,70,69,70
FIFA 18,2018-03-22,birmingham,69,70,70
FIFA 18,2018-03-22,sunderland,67,70,70
FIFA 18,2018-03-22,sheffield,69,69,69
FIFA 18,2018-03-22,qpr,68,72,69
FIFA 18,2018-03-22,millwall,68,70,69
FIFA 18,2018-03-22,bolton,68,69,68
FIFA 18,2018-03-22,barnsley,67,67,68
FIFA 18,2018-03-22,burton,70,65,66
FIFA 18,2018-03-19,wolves,75,77,72
FIFA 18,2018-03-19,aston-villa,73,73,73
FIFA 18,2018-03-19,fulham,72,74,71
FIFA 18,2018-03-19,derby,71,72,72
FIFA 18,2018-03-19,wednesday,70,69,70
FIFA 18,2018-03-19,bristol,73,70,72
FIFA 18,2018-03-19,middlesbrough,72,72,71
FIFA 18,2018-03-19,cardiff,72,71,72
FIFA 18,2018-03-19,leeds,72,71,72
FIFA 18,2018-03-19,hull,72,69,69
FIFA 18,2018-03-19,norwich,71,72,69
FIFA 18,2018-03-19,nottingham,68,70,70
FIFA 18,2018-03-19,ipswich,71,69,70
FIFA 18,2018-03-19,brentford,70,70,71
FIFA 18,2018-03-19,preston,70,70,70
FIFA 18,2018-03-19,reading,70,69,70
FIFA 18,2018-03-19,sunderland,70,69,70
FIFA 18,2018-03-19,birmingham,69,70,70
FIFA 18,2018-03-19,sheffield,70,69,69
FIFA 18,2018-03-19,qpr,68,72,69
FIFA 18,2018-03-19,millwall,68,70,69
FIFA 18,2018-03-19,bolton,68,69,67
FIFA 18,2018-03-19,barnsley,67,67,68
FIFA 18,2018-03-19,burton,69,64,66
FIFA 18,2018-03-15,wolves,75,77,72
FIFA 18,2018-03-15,aston-villa,73,73,73
FIFA 18,2018-03-15,fulham,72,74,71
FIFA 18,2018-03-15,derby,71,72,72
FIFA 18,2018-03-15,wednesday,70,69,70
FIFA 18,2018-03-15,bristol,73,70,72
FIFA 18,2018-03-15,middlesbrough,72,72,71
FIFA 18,2018-03-15,cardiff,72,71,72
FIFA 18,2018-03-15,leeds,72,71,72
FIFA 18,2018-03-15,hull,72,69,69
FIFA 18,2018-03-15,norwich,71,72,69
FIFA 18,2018-03-15,nottingham,68,70,70
FIFA 18,2018-03-15,ipswich,71,69,70
FIFA 18,2018-03-15,brentford,70,70,71
FIFA 18,2018-03-15,preston,70,70,70
FIFA 18,2018-03-15,reading,70,69,70
FIFA 18,2018-03-15,sunderland,70,69,70
FIFA 18,2018-03-15,birmingham,69,70,70
FIFA 18,2018-03-15,sheffield,70,69,69
FIFA 18,2018-03-15,qpr,68,72,69
FIFA 18,2018-03-15,millwall,68,70,69
FIFA 18,2018-03-15,bolton,68,69,67
FIFA 18,2018-03-15,barnsley,67,67,68
FIFA 18,2018-03-15,burton,69,64,66
FIFA 18,2018-03-12,wolves,75,77,72
FIFA 18,2018-03-12,aston-villa,73,73,73
FIFA 18,2018-03-12,fulham,72,74,71
FIFA 18,2018-03-12,derby,71,72,72
FIFA 18,2018-03-12,wednesday,70,69,71
FIFA 18,2018-03-12,bristol,73,70,72
FIFA 18,2018-03-12,leeds,72,72,72
FIFA 18,2018-03-12,hull,72,70,69
FIFA 18,2018-03-12,middlesbrough,71,72,71
FIFA 18,2018-03-12,norwich,71,72,69
FIFA 18,2018-03-12,cardiff,71,71,72
FIFA 18,2018-03-12,nottingham,68,70,69
FIFA 18,2018-03-12,preston,71,70,70
FIFA 18,2018-03-12,ipswich,71,69,70
FIFA 18,2018-03-12,sunderland,70,71,70
FIFA 18,2018-03-12,birmingham,70,71,70
FIFA 18,2018-03-12,brentford,70,70,71
FIFA 18,2018-03-12,reading,70,70,69
FIFA 18,2018-03-12,sheffield,70,69,69
FIFA 18,2018-03-12,qpr,68,72,69
FIFA 18,2018-03-12,millwall,68,70,69
FIFA 18,2018-03-12,bolton,69,69,68
FIFA 18,2018-03-12,barnsley,67,67,68
FIFA 18,2018-03-12,burton,70,64,66
FIFA 18,2018-03-08,wolves,75,77,72
FIFA 18,2018-03-08,aston-villa,73,73,73
FIFA 18,2018-03-08,fulham,72,74,71
FIFA 18,2018-03-08,derby,71,72,72
FIFA 18,2018-03-08,wednesday,70,71,70
FIFA 18,2018-03-08,bristol,73,70,72
FIFA 18,2018-03-08,leeds,72,72,72
FIFA 18,2018-03-08,hull,72,70,69
FIFA 18,2018-03-08,middlesbrough,71,72,71
FIFA 18,2018-03-08,norwich,71,72,69
FIFA 18,2018-03-08,cardiff,71,71,72
FIFA 18,2018-03-08,nottingham,68,70,69
FIFA 18,2018-03-08,preston,71,70,70
FIFA 18,2018-03-08,ipswich,71,69,70
FIFA 18,2018-03-08,sunderland,70,71,70
FIFA 18,2018-03-08,birmingham,70,71,70
FIFA 18,2018-03-08,brentford,70,70,71
FIFA 18,2018-03-08,reading,70,70,69
FIFA 18,2018-03-08,sheffield,70,69,69
FIFA 18,2018-03-08,qpr,68,72,69
FIFA 18,2018-03-08,millwall,68,70,69
FIFA 18,2018-03-08,bolton,69,69,68
FIFA 18,2018-03-08,barnsley,67,67,68
FIFA 18,2018-03-08,burton,70,64,66
FIFA 18,2018-03-05,wolves,75,77,72
FIFA 18,2018-03-05,aston-villa,73,73,73
FIFA 18,2018-03-05,fulham,72,74,70
FIFA 18,2018-03-05,derby,71,72,72
FIFA 18,2018-03-05,wednesday,70,71,69
FIFA 18,2018-03-05,bristol,73,70,72
FIFA 18,2018-03-05,leeds,72,72,72
FIFA 18,2018-03-05,cardiff,72,71,72
FIFA 18,2018-03-05,hull,72,70,69
FIFA 18,2018-03-05,middlesbrough,71,72,71
FIFA 18,2018-03-05,norwich,71,72,69
FIFA 18,2018-03-05,nottingham,68,70,69
FIFA 18,2018-03-05,ipswich,71,69,70
FIFA 18,2018-03-05,birmingham,70,71,69
FIFA 18,2018-03-05,brentford,70,70,71
FIFA 18,2018-03-05,reading,70,70,70
FIFA 18,2018-03-05,preston,70,69,70
FIFA 18,2018-03-05,sunderland,65,70,70
FIFA 18,2018-03-05,sheffield,70,69,69
FIFA 18,2018-03-05,qpr,68,72,69
FIFA 18,2018-03-05,millwall,68,70,69
FIFA 18,2018-03-05,bolton,69,69,68
FIFA 18,2018-03-05,barnsley,66,68,68
FIFA 18,2018-03-05,burton,70,64,66
FIFA 18,2018-02-26,wolves,75,77,72
FIFA 18,2018-02-26,aston-villa,73,73,73
FIFA 18,2018-02-26,fulham,72,74,70
FIFA 18,2018-02-26,derby,71,72,72
FIFA 18,2018-02-26,wednesday,71,71,69
FIFA 18,2018-02-26,bristol,73,70,72
FIFA 18,2018-02-26,leeds,72,72,72
FIFA 18,2018-02-26,cardiff,72,71,72
FIFA 18,2018-02-26,middlesbrough,71,72,71
FIFA 18,2018-02-26,norwich,71,72,69
FIFA 18,2018-02-26,hull,71,71,69
FIFA 18,2018-02-26,reading,70,70,71
FIFA 18,2018-02-26,birmingham,69,70,69
FIFA 18,2018-02-26,nottingham,68,71,69
FIFA 18,2018-02-26,ipswich,71,70,70
FIFA 18,2018-02-26,brentford,70,70,71
FIFA 18,2018-02-26,preston,70,69,70
FIFA 18,2018-02-26,sunderland,65,68,70
FIFA 18,2018-02-26,sheffield,69,69,69
FIFA 18,2018-02-26,qpr,68,72,69
FIFA 18,2018-02-26,millwall,68,70,69
FIFA 18,2018-02-26,barnsley,66,68,68
FIFA 18,2018-02-26,bolton,65,68,68
FIFA 18,2018-02-26,burton,69,66,67
FIFA 18,2018-02-22,wolves,75,77,72
FIFA 18,2018-02-22,aston-villa,73,73,73
FIFA 18,2018-02-22,fulham,72,74,70
FIFA 18,2018-02-22,derby,71,72,72
FIFA 18,2018-02-22,wednesday,71,71,69
FIFA 18,2018-02-22,bristol,73,70,72
FIFA 18,2018-02-22,leeds,72,72,72
FIFA 18,2018-02-22,cardiff,72,71,72
FIFA 18,2018-02-22,middlesbrough,71,72,71
FIFA 18,2018-02-22,norwich,71,72,69
FIFA 18,2018-02-22,hull,71,71,69
FIFA 18,2018-02-22,reading,70,70,71
FIFA 18,2018-02-22,birmingham,69,70,69
FIFA 18,2018-02-22,nottingham,68,71,69
FIFA 18,2018-02-22,ipswich,71,70,70
FIFA 18,2018-02-22,brentford,70,70,71
FIFA 18,2018-02-22,preston,70,69,70
FIFA 18,2018-02-22,sunderland,65,68,70
FIFA 18,2018-02-22,sheffield,69,69,69
FIFA 18,2018-02-22,qpr,68,72,69
FIFA 18,2018-02-22,millwall,68,70,69
FIFA 18,2018-02-22,barnsley,66,68,68
FIFA 18,2018-02-22,bolton,65,68,68
FIFA 18,2018-02-22,burton,69,66,67
FIFA 18,2018-02-19,wolves,75,77,72
FIFA 18,2018-02-19,aston-villa,73,73,73
FIFA 18,2018-02-19,fulham,72,74,70
FIFA 18,2018-02-19,derby,71,72,72
FIFA 18,2018-02-19,wednesday,71,71,69
FIFA 18,2018-02-19,bristol,73,70,72
FIFA 18,2018-02-19,leeds,72,72,72
FIFA 18,2018-02-19,cardiff,72,71,71
FIFA 18,2018-02-19,norwich,71,72,69
FIFA 18,2018-02-19,middlesbrough,71,71,71
FIFA 18,2018-02-19,hull,71,71,69
FIFA 18,2018-02-19,reading,71,69,71
FIFA 18,2018-02-19,birmingham,70,71,69
FIFA 18,2018-02-19,nottingham,69,71,69
FIFA 18,2018-02-19,brentford,71,71,71
FIFA 18,2018-02-19,ipswich,71,70,70
FIFA 18,2018-02-19,preston,70,69,70
FIFA 18,2018-02-19,sunderland,65,68,70
FIFA 18,2018-02-19,sheffield,69,70,69
FIFA 18,2018-02-19,millwall,68,69,69
FIFA 18,2018-02-19,qpr,66,72,68
FIFA 18,2018-02-19,barnsley,68,68,68
FIFA 18,2018-02-19,bolton,65,68,68
FIFA 18,2018-02-19,burton,68,65,67
FIFA 18,2018-02-15,wolves,75,77,72
FIFA 18,2018-02-15,aston-villa,73,73,73
FIFA 18,2018-02-15,fulham,72,74,70
FIFA 18,2018-02-15,derby,71,72,72
FIFA 18,2018-02-15,wednesday,71,71,69
FIFA 18,2018-02-15,bristol,73,70,72
FIFA 18,2018-02-15,leeds,72,72,72
FIFA 18,2018-02-15,cardiff,72,71,71
FIFA 18,2018-02-15,norwich,71,72,69
FIFA 18,2018-02-15,middlesbrough,71,71,71
FIFA 18,2018-02-15,hull,71,71,69
FIFA 18,2018-02-15,reading,71,69,71
FIFA 18,2018-02-15,birmingham,70,71,69
FIFA 18,2018-02-15,nottingham,69,71,69
FIFA 18,2018-02-15,brentford,71,71,71
FIFA 18,2018-02-15,ipswich,71,70,70
FIFA 18,2018-02-15,preston,70,69,70
FIFA 18,2018-02-15,sunderland,65,68,70
FIFA 18,2018-02-15,sheffield,69,70,69
FIFA 18,2018-02-15,millwall,68,69,69
FIFA 18,2018-02-15,qpr,66,72,68
FIFA 18,2018-02-15,barnsley,68,68,68
FIFA 18,2018-02-15,bolton,65,68,68
FIFA 18,2018-02-15,burton,68,65,67
FIFA 18,2018-02-12,wolves,75,77,72
FIFA 18,2018-02-12,aston-villa,73,73,73
FIFA 18,2018-02-12,fulham,72,74,70
FIFA 18,2018-02-12,derby,71,72,72
FIFA 18,2018-02-12,wednesday,71,71,69
FIFA 18,2018-02-12,bristol,73,70,72
FIFA 18,2018-02-12,leeds,72,72,72
FIFA 18,2018-02-12,cardiff,72,71,71
FIFA 18,2018-02-12,hull,72,71,69
FIFA 18,2018-02-12,norwich,71,72,69
FIFA 18,2018-02-12,middlesbrough,71,71,71
FIFA 18,2018-02-12,reading,71,69,71
FIFA 18,2018-02-12,birmingham,70,71,69
FIFA 18,2018-02-12,brentford,71,71,71
FIFA 18,2018-02-12,ipswich,71,70,70
FIFA 18,2018-02-12,preston,70,69,70
FIFA 18,2018-02-12,nottingham,69,71,69
FIFA 18,2018-02-12,sunderland,65,68,70
FIFA 18,2018-02-12,sheffield,69,70,69
FIFA 18,2018-02-12,millwall,68,69,69
FIFA 18,2018-02-12,qpr,66,72,68
FIFA 18,2018-02-12,barnsley,68,68,68
FIFA 18,2018-02-12,bolton,65,68,68
FIFA 18,2018-02-12,burton,68,65,67
FIFA 18,2018-02-07,wolves,75,77,72
FIFA 18,2018-02-07,aston-villa,73,73,73
FIFA 18,2018-02-07,fulham,72,74,70
FIFA 18,2018-02-07,derby,71,72,72
FIFA 18,2018-02-07,wednesday,71,71,69
FIFA 18,2018-02-07,bristol,73,70,72
FIFA 18,2018-02-07,leeds,72,72,72
FIFA 18,2018-02-07,cardiff,72,71,71
FIFA 18,2018-02-07,hull,72,71,69
FIFA 18,2018-02-07,norwich,71,72,69
FIFA 18,2018-02-07,middlesbrough,71,71,71
FIFA 18,2018-02-07,reading,71,69,71
FIFA 18,2018-02-07,birmingham,70,71,69
FIFA 18,2018-02-07,brentford,71,71,71
FIFA 18,2018-02-07,ipswich,71,70,70
FIFA 18,2018-02-07,preston,70,69,70
FIFA 18,2018-02-07,nottingham,69,71,69
FIFA 18,2018-02-07,sunderland,65,68,70
FIFA 18,2018-02-07,sheffield,69,70,69
FIFA 18,2018-02-07,millwall,68,69,69
FIFA 18,2018-02-07,qpr,66,72,68
FIFA 18,2018-02-07,barnsley,68,68,68
FIFA 18,2018-02-07,bolton,65,68,68
FIFA 18,2018-02-07,burton,68,65,67
FIFA 18,2018-02-05,wolves,75,77,72
FIFA 18,2018-02-05,aston-villa,73,73,73
FIFA 18,2018-02-05,fulham,72,74,70
FIFA 18,2018-02-05,derby,71,72,72
FIFA 18,2018-02-05,wednesday,71,71,69
FIFA 18,2018-02-05,bristol,73,70,72
FIFA 18,2018-02-05,leeds,72,72,72
FIFA 18,2018-02-05,cardiff,72,71,72
FIFA 18,2018-02-05,hull,72,71,69
FIFA 18,2018-02-05,norwich,71,72,69
FIFA 18,2018-02-05,middlesbrough,71,71,71
FIFA 18,2018-02-05,reading,71,70,71
FIFA 18,2018-02-05,nottingham,70,71,70
FIFA 18,2018-02-05,birmingham,69,71,70
FIFA 18,2018-02-05,preston,72,69,70
FIFA 18,2018-02-05,brentford,71,71,70
FIFA 18,2018-02-05,ipswich,70,70,70
FIFA 18,2018-02-05,sunderland,65,68,70
FIFA 18,2018-02-05,sheffield,69,70,69
FIFA 18,2018-02-05,qpr,66,72,68
FIFA 18,2018-02-05,millwall,68,69,68
FIFA 18,2018-02-05,barnsley,68,67,68
FIFA 18,2018-02-05,bolton,65,68,68
FIFA 18,2018-02-05,burton,68,65,67
FIFA 18,2018-02-01,wolves,75,77,72
FIFA 18,2018-02-01,aston-villa,73,73,73
FIFA 18,2018-02-01,fulham,72,74,70
FIFA 18,2018-02-01,derby,71,72,72
FIFA 18,2018-02-01,wednesday,71,71,69
FIFA 18,2018-02-01,bristol,73,70,72
FIFA 18,2018-02-01,leeds,72,72,72
FIFA 18,2018-02-01,cardiff,72,71,72
FIFA 18,2018-02-01,hull,72,71,69
FIFA 18,2018-02-01,norwich,71,72,69
FIFA 18,2018-02-01,middlesbrough,71,71,71
FIFA 18,2018-02-01,reading,71,70,71
FIFA 18,2018-02-01,nottingham,70,71,70
FIFA 18,2018-02-01,birmingham,69,71,70
FIFA 18,2018-02-01,preston,72,69,70
FIFA 18,2018-02-01,brentford,71,71,70
FIFA 18,2018-02-01,ipswich,70,70,70
FIFA 18,2018-02-01,sunderland,65,68,71
FIFA 18,2018-02-01,sheffield,69,70,69
FIFA 18,2018-02-01,qpr,66,72,68
FIFA 18,2018-02-01,millwall,68,69,68
FIFA 18,2018-02-01,barnsley,68,67,68
FIFA 18,2018-02-01,bolton,65,68,68
FIFA 18,2018-02-01,burton,68,65,67
FIFA 18,2018-01-29,wolves,76,75,72
FIFA 18,2018-01-29,aston-villa,73,73,73
FIFA 18,2018-01-29,fulham,71,73,70
FIFA 18,2018-01-29,derby,71,72,72
FIFA 18,2018-01-29,wednesday,71,70,69
FIFA 18,2018-01-29,norwich,74,71,69
FIFA 18,2018-01-29,leeds,72,72,72
FIFA 18,2018-01-29,middlesbrough,72,72,71
FIFA 18,2018-01-29,cardiff,72,71,72
FIFA 18,2018-01-29,hull,72,71,69
FIFA 18,2018-01-29,bristol,71,71,72
FIFA 18,2018-01-29,reading,71,70,71
FIFA 18,2018-01-29,birmingham,69,71,70
FIFA 18,2018-01-29,sunderland,67,72,70
FIFA 18,2018-01-29,preston,72,69,70
FIFA 18,2018-01-29,brentford,71,71,70
FIFA 18,2018-01-29,ipswich,70,70,70
FIFA 18,2018-01-29,nottingham,70,70,70
FIFA 18,2018-01-29,sheffield,70,69,69
FIFA 18,2018-01-29,qpr,68,72,69
FIFA 18,2018-01-29,millwall,68,68,68
FIFA 18,2018-01-29,bolton,68,68,67
FIFA 18,2018-01-29,burton,69,66,67
FIFA 18,2018-01-29,barnsley,68,67,67
FIFA 18,2018-01-25,wolves,76,75,72
FIFA 18,2018-01-25,aston-villa,73,73,73
FIFA 18,2018-01-25,fulham,71,73,70
FIFA 18,2018-01-25,derby,71,72,72
FIFA 18,2018-01-25,wednesday,71,70,69
FIFA 18,2018-01-25,norwich,74,71,69
FIFA 18,2018-01-25,leeds,72,72,72
FIFA 18,2018-01-25,middlesbrough,72,72,71
FIFA 18,2018-01-25,cardiff,72,71,72
FIFA 18,2018-01-25,hull,72,71,69
FIFA 18,2018-01-25,bristol,71,71,72
FIFA 18,2018-01-25,reading,71,70,71
FIFA 18,2018-01-25,birmingham,69,71,70
FIFA 18,2018-01-25,sunderland,67,72,70
FIFA 18,2018-01-25,preston,72,69,70
FIFA 18,2018-01-25,brentford,71,71,70
FIFA 18,2018-01-25,ipswich,70,70,70
FIFA 18,2018-01-25,nottingham,70,70,70
FIFA 18,2018-01-25,sheffield,70,69,69
FIFA 18,2018-01-25,qpr,68,72,69
FIFA 18,2018-01-25,millwall,68,68,68
FIFA 18,2018-01-25,bolton,68,68,67
FIFA 18,2018-01-25,burton,69,66,67
FIFA 18,2018-01-25,barnsley,68,67,67
FIFA 18,2018-01-22,wolves,76,75,72
