Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2017-12-28,20:00 (04:00),Premier League,Matchweek 20,Thu,Away,W,3,2,Crystal Palace,1.8,1.3,64,25762,Laurent Koscielny,3-4-3,Michael Oliver,Match Report,
2017-12-31,16:30 (00:30),Premier League,Matchweek 21,Sun,Away,D,1,1,West Brom,0.9,1.5,65,26223,Laurent Koscielny,3-4-3,Mike Dean,Match Report,
2018-01-03,19:45 (03:45),Premier League,Matchweek 22,Wed,Home,D,2,2,Chelsea,1.2,3.0,58,59379,Petr Čech,3-4-3,Anthony Taylor,Match Report,
2018-01-07,16:00 (00:00),FA Cup,Third round,Sun,Away,L,2,4,Nott'ham Forest,,,69,27182,Per Mertesacker,4-2-3-1,Jonathan Moss,Match Report,
2018-01-10,20:00 (04:00),EFL Cup,Semi-finals,Wed,Away,D,0,0,Chelsea,,,46,40097,Jack Wilshere,3-4-3,Martin Atkinson,Match Report,Leg 1 of 2
2018-01-14,13:30 (21:30),Premier League,Matchweek 23,Sun,Away,L,1,2,Bournemouth,1.1,0.8,59,10836,Petr Čech,3-4-3,Kevin Friend,Match Report,
2018-01-20,15:00 (23:00),Premier League,Matchweek 24,Sat,Home,W,4,1,Crystal Palace,2.9,0.6,63,59386,Laurent Koscielny,4-1-4-1,Chris Kavanagh,Match Report,
2018-01-24,20:00 (04:00),EFL Cup,Semi-finals,Wed,Home,W,2,1,Chelsea,,,52,58964,Laurent Koscielny,4-3-3,Michael Oliver,Match Report,Leg 2 of 2; Arsenal won
2018-01-30,19:45 (03:45),Premier League,Matchweek 25,Tue,Away,L,1,3,Swansea City,1.3,2.1,74,20819,Laurent Koscielny,4-3-3,Lee Mason,Match Report,
2018-02-03,17:30 (01:30),Premier League,Matchweek 26,Sat,Home,W,5,1,Everton,2.6,1.2,57,59306,Laurent Koscielny,4-2-3-1,Niel Swarbrick,Match Report,
2018-02-10,12:30 (20:30),Premier League,Matchweek 27,Sat,Away,L,0,1,Tottenham,0.6,2.6,50,83222,Laurent Koscielny,4-3-3,Anthony Taylor,Match Report,
2018-02-15,19:00 (02:00),Europa Lg,Round of 32,Thu,Neutral,W,3,0,se Östersund,1.5,1.2,61,7665,David Ospina,4-2-3-1,David Fernández,Match Report,Leg 1 of 2
2018-02-22,20:05 (04:05),Europa Lg,Round of 32,Thu,Neutral,L,1,2,se Östersund,1.4,0.7,56,58405,Jack Wilshere,4-2-3-1,Ivan Kružliak,Match Report,Leg 2 of 2; Arsenal won
2018-02-25,16:30 (00:30),EFL Cup,Final,Sun,Home,L,0,3,Manchester City,,,44,85671,Laurent Koscielny,3-4-3,Craig Pawson,Match Report,
2018-03-01,19:45 (03:45),Premier League,Matchweek 28,Thu,Home,L,0,3,Manchester City,1.3,1.5,46,58420,Laurent Koscielny,4-2-3-1,Andre Marriner,Match Report,
2018-03-04,13:30 (21:30),Premier League,Matchweek 29,Sun,Away,L,1,2,Brighton,1.2,1.2,67,30620,Laurent Koscielny,4-2-3-1,Stuart Attwell,Match Report,
2018-03-08,19:00 (02:00),Europa Lg,Round of 16,Thu,Away,W,2,0,it Milan,1.4,1.3,49,72821,Laurent Koscielny,4-2-3-1,Clément Turpin,Match Report,Leg 1 of 2
2018-03-11,13:30 (21:30),Premier League,Matchweek 30,Sun,Home,W,3,0,Watford,2.2,1.4,59,59131,Petr Čech,4-2-3-1,Martin Atkinson,Match Report,
2018-03-15,20:05 (04:05),Europa Lg,Round of 16,Thu,Home,W,3,1,it Milan,2.6,1.1,57,58973,Laurent Koscielny,4-2-3-1,Jonas Eriksson,Match Report,Leg 2 of 2; Arsenal won
2018-04-01,13:30 (20:30),Premier League,Matchweek 32,Sun,Home,W,3,0,Stoke City,3.3,0.4,69,59371,Jack Wilshere,4-2-3-1,Craig Pawson,Match Report,
2018-04-05,20:05 (03:05),Europa Lg,Quarter-finals,Thu,Home,W,4,1,ru CSKA Moscow,3.9,1.0,57,58285,Laurent Koscielny,4-3-3,Pavel Královec,Match Report,Leg 1 of 2
2018-04-08,14:15 (21:15),Premier League,Matchweek 33,Sun,Home,W,3,2,Southampton,1.6,2.0,64,59374,Petr Čech,4-2-3-1,Andre Marriner,Match Report,
2018-04-12,22:05 (03:05),Europa Lg,Quarter-finals,Thu,Away,D,2,2,ru CSKA Moscow,2.1,1.6,47,29284,Laurent Koscielny,4-3-3,Felix Zwayer,Match Report,Leg 2 of 2; Arsenal won
2018-04-15,13:30 (20:30),Premier League,Matchweek 34,Sun,Away,L,1,2,Newcastle Utd,1.2,0.8,71,52210,Petr Čech,4-3-3,Anthony Taylor,Match Report,
2018-04-22,13:30 (20:30),Premier League,Matchweek 35,Sun,Home,W,4,1,West Ham,1.8,0.8,67,59422,Laurent Koscielny,4-3-3,Lee Mason,Match Report,
2018-04-26,20:05 (03:05),Europa Lg,Semi-finals,Thu,Home,D,1,1,es Atlético Madrid,2.6,1.0,75,59066,Laurent Koscielny,4-3-2-1,Clément Turpin,Match Report,Leg 1 of 2
2018-04-29,16:30 (23:30),Premier League,Matchweek 36,Sun,Away,L,1,2,Manchester Utd,0.5,1.7,41,75035,Granit Xhaka,4-2-3-1,Kevin Friend,Match Report,
2018-05-03,21:05 (03:05),Europa Lg,Semi-finals,Thu,Away,L,0,1,es Atlético Madrid,0.3,1.9,54,64196,Laurent Koscielny,4-3-2-1,Gianluca Rocchi,Match Report,Leg 2 of 2; Atlético Madrid won
2018-05-06,16:30 (23:30),Premier League,Matchweek 37,Sun,Home,W,5,0,Burnley,2.6,0.3,63,59540,Petr Čech,4-3-3,Andre Marriner,Match Report,
2018-05-09,19:45 (02:45),Premier League,Matchweek 31,Wed,Away,L,1,3,Leicester City,1.4,2.2,59,32095,Petr Čech,4-3-3,Graham Scott,Match Report,
2018-05-13,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,W,1,0,Huddersfield,2.0,1.7,55,24122,Aaron Ramsey,4-3-3,Michael Oliver,Match Report,
