Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2017-08-06,14:00 (21:00),Community Shield,FA Community Shield,Sun,Neutral,D,1 (4),1 (1),Chelsea,,,,83325,Per Mertesacker,3-4-3,Robert Madley,Match Report,
2017-08-11,19:45 (02:45),Premier League,Matchweek 1,Fri,Home,W,4,3,Leicester City,2.5,1.5,68,59387,Petr Čech,3-4-3,Mike Dean,Match Report,
2017-08-19,17:30 (00:30),Premier League,Matchweek 2,Sat,Away,L,0,1,Stoke City,1.5,0.7,76,29459,Petr Čech,3-4-3,Andre Marriner,Match Report,
2017-08-27,16:00 (23:00),Premier League,Matchweek 3,Sun,Away,L,0,4,Liverpool,0.6,3.1,52,53206,Laurent Koscielny,3-4-3,Craig Pawson,Match Report,
2017-09-09,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,W,3,0,Bournemouth,2.2,0.6,58,59262,Laurent Koscielny,3-4-3,Anthony Taylor,Match Report,
2017-09-14,21:05 (04:05),Europa Lg,Group stage,Thu,Home,W,3,1,de Köln,1.4,0.4,71,59359,Per Mertesacker,3-4-3,Javier Estrada,Match Report,
2017-09-17,13:30 (20:30),Premier League,Matchweek 5,Sun,Away,D,0,0,Chelsea,1.4,0.8,49,41478,Laurent Koscielny,3-4-3,Michael Oliver,Match Report,
2017-09-20,19:45 (02:45),EFL Cup,Third round,Wed,Home,W,1,0,Doncaster,,,57,44064,Per Mertesacker,3-4-3,Scott Duncan,Match Report,
2017-09-25,20:00 (03:00),Premier League,Matchweek 6,Mon,Home,W,2,0,West Brom,2.2,0.9,69,59134,Laurent Koscielny,3-4-3,Robert Madley,Match Report,
2017-09-28,20:00 (01:00),Europa Lg,Group stage,Thu,Away,W,4,2,by BATE Borisov,3.8,1.8,61,13100,Per Mertesacker,3-4-3,Daniel Stefański,Match Report,
2017-10-01,12:00 (19:00),Premier League,Matchweek 7,Sun,Home,W,2,0,Brighton,2.4,0.4,64,59378,Petr Čech,3-4-3,Kevin Friend,Match Report,
2017-10-14,17:30 (00:30),Premier League,Matchweek 8,Sat,Away,L,1,2,Watford,1.0,1.6,54,20384,Per Mertesacker,3-4-3,Niel Swarbrick,Match Report,
2017-10-19,19:00 (01:00),Europa Lg,Group stage,Thu,Away,W,1,0,rs Red Star,1.5,0.7,60,50327,Petr Čech,3-4-3,Benoît Bastien,Match Report,
2017-10-22,13:30 (20:30),Premier League,Matchweek 9,Sun,Away,W,5,2,Everton,3.5,1.0,67,39189,Per Mertesacker,3-4-3,Craig Pawson,Match Report,
2017-10-24,19:45 (02:45),EFL Cup,Fourth round,Tue,Home,W,2,1,Norwich City,,,57,58444,Theo Walcott,3-4-3,Andy Madley,Match Report,Required Extra Time
2017-10-28,15:00 (22:00),Premier League,Matchweek 10,Sat,Home,W,2,1,Swansea City,2.0,0.9,72,59493,Per Mertesacker,3-4-3,Lee Mason,Match Report,
2017-11-02,20:05 (04:05),Europa Lg,Group stage,Thu,Home,D,0,0,rs Red Star,0.8,1.1,63,58285,Theo Walcott,3-4-3,Luca Banti,Match Report,
2017-11-05,14:15 (22:15),Premier League,Matchweek 11,Sun,Away,L,1,3,Manchester City,0.3,1.8,43,54286,Laurent Koscielny,3-4-3,Michael Oliver,Match Report,
2017-11-18,12:30 (20:30),Premier League,Matchweek 12,Sat,Home,W,2,0,Tottenham,2.1,0.7,43,59530,Laurent Koscielny,3-4-3,Mike Dean,Match Report,
2017-11-23,19:00 (02:00),Europa Lg,Group stage,Thu,Away,L,0,1,de Köln,1.3,0.9,69,45300,Per Mertesacker,3-4-3,Vladislav Bezborodov,Match Report,
2017-11-26,14:00 (22:00),Premier League,Matchweek 13,Sun,Away,W,1,0,Burnley,1.8,0.4,64,21722,Laurent Koscielny,3-4-3,Lee Mason,Match Report,
2017-11-29,19:45 (03:45),Premier League,Matchweek 14,Wed,Home,W,5,0,Huddersfield,4.0,0.5,69,59285,Laurent Koscielny,3-4-3,Graham Scott,Match Report,
2017-12-02,17:30 (01:30),Premier League,Matchweek 15,Sat,Home,L,1,3,Manchester Utd,4.7,1.8,75,59547,Laurent Koscielny,3-4-3,Andre Marriner,Match Report,
2017-12-07,20:05 (04:05),Europa Lg,Group stage,Thu,Home,W,6,0,by BATE Borisov,3.1,0.5,70,25909,Theo Walcott,4-2-3-1,Robert Schörgenhofer,Match Report,
2017-12-10,12:00 (20:00),Premier League,Matchweek 16,Sun,Away,D,1,1,Southampton,0.7,1.3,67,31643,Per Mertesacker,3-4-3,Robert Madley,Match Report,
2017-12-13,20:00 (04:00),Premier League,Matchweek 17,Wed,Away,D,0,0,West Ham,1.0,0.4,69,56921,Laurent Koscielny,4-3-3,Jonathan Moss,Match Report,
2017-12-16,15:00 (23:00),Premier League,Matchweek 18,Sat,Home,W,1,0,Newcastle Utd,1.8,0.3,71,59379,Laurent Koscielny,4-3-3,Stuart Attwell,Match Report,
2017-12-19,19:45 (03:45),EFL Cup,Quarter-finals,Tue,Home,W,1,0,West Ham,,,67,44741,Theo Walcott,4-3-3,Kevin Friend,Match Report,
2017-12-22,19:45 (03:45),Premier League,Matchweek 19,Fri,Home,D,3,3,Liverpool,1.2,2.0,54,59409,Laurent Koscielny,4-2-3-1,Martin Atkinson,Match Report,
