Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2012-08-18,,Premier League,Matchweek 1,Sat,Away,L,1,2,Newcastle Utd,,,,4-2-3-1,Martin Atkinson,Match Report,
2012-08-25,,Premier League,Matchweek 2,Sat,Home,D,1,1,West Brom,,,,4-2-3-1,Mike Dean,Match Report,
2012-09-01,,Premier League,Matchweek 3,Sat,Home,D,1,1,Norwich City,,,,4-2-3-1,Mark Halsey,Match Report,
2012-09-16,,Premier League,Matchweek 4,Sun,Away,W,3,1,Reading,,,,4-2-3-1,Howard Webb,Match Report,
2012-09-20,,Europa Lg,Group stage,Thu,Home,D,0,0,it Lazio,,,,4-2-3-1,Ovidiu Haţegan,Match Report,
2012-09-23,,Premier League,Matchweek 5,Sun,Home,W,2,1,QPR,,,,4-2-3-1,Phil Dowd,Match Report,
2012-09-29,,Premier League,Matchweek 6,Sat,Away,W,3,2,Manchester Utd,,,,4-2-3-1,Chris Foy,Match Report,
2012-10-04,,Europa Lg,Group stage,Thu,Away,D,1,1,gr Panathinaikos,,,,4-2-3-1,Florian Meyer,Match Report,
2012-10-07,,Premier League,Matchweek 7,Sun,Home,W,2,0,Aston Villa,,,,4-2-3-1,Neil Swarbrick,Match Report,
2012-10-20,,Premier League,Matchweek 8,Sat,Home,L,2,4,Chelsea,,,,4-2-3-1,Mike Dean,Match Report,
2012-10-25,,Europa Lg,Group stage,Thu,Away,D,1,1,si NK Maribor,,,,4-2-3-1,Sergei Karasev,Match Report,
2012-10-28,,Premier League,Matchweek 9,Sun,Away,W,2,1,Southampton,,,,4-2-3-1,Lee Mason,Match Report,
2012-11-03,,Premier League,Matchweek 10,Sat,Home,L,0,1,Wigan Athletic,,,,4-2-3-1,Martin Atkinson,Match Report,
2012-11-08,,Europa Lg,Group stage,Thu,Home,W,3,1,si NK Maribor,,,,4-4-2,Antti Munukka,Match Report,
2012-11-11,,Premier League,Matchweek 11,Sun,Away,L,1,2,Manchester City,,,,4-2-3-1,Michael Oliver,Match Report,
2012-11-17,,Premier League,Matchweek 12,Sat,Away,L,2,5,Arsenal,,,,4-4-2,Howard Webb,Match Report,
2012-11-22,,Europa Lg,Group stage,Thu,Away,D,0,0,it Lazio,,,,4-2-3-1,Teixeira Vitienes,Match Report,
2012-11-25,,Premier League,Matchweek 13,Sun,Home,W,3,1,West Ham,,,,4-2-3-1,Andre Marriner,Match Report,
2012-11-28,,Premier League,Matchweek 14,Wed,Home,W,2,1,Liverpool,,,,4-2-3-1,Phil Dowd,Match Report,
2012-12-01,,Premier League,Matchweek 15,Sat,Away,W,3,0,Fulham,,,,4-2-3-1,Chris Foy,Match Report,
2012-12-06,,Europa Lg,Group stage,Thu,Home,W,3,1,gr Panathinaikos,,,,4-4-2,Pawel Gil,Match Report,
2012-12-09,,Premier League,Matchweek 16,Sun,Away,L,1,2,Everton,,,,4-4-1-1,Lee Mason,Match Report,
2012-12-16,,Premier League,Matchweek 17,Sun,Home,W,1,0,Swansea City,,,,4-4-2,Mike Dean,Match Report,
2012-12-22,,Premier League,Matchweek 18,Sat,Home,D,0,0,Stoke City,,,,4-4-2,Lee Mason,Match Report,
2012-12-26,,Premier League,Matchweek 19,Wed,Away,W,4,0,Aston Villa,,,,4-4-2,Mark Clattenburg,Match Report,
2012-12-29,,Premier League,Matchweek 20,Sat,Away,W,2,1,Sunderland,,,,4-4-2,Martin Atkinson,Match Report,
2013-01-01,,Premier League,Matchweek 21,Tue,Home,W,3,1,Reading,,,,4-4-2,Howard Webb,Match Report,
2013-01-12,,Premier League,Matchweek 22,Sat,Away,D,0,0,QPR,,,,4-4-2,Lee Probert,Match Report,
2013-01-20,,Premier League,Matchweek 23,Sun,Home,D,1,1,Manchester Utd,,,,4-2-3-1,Chris Foy,Match Report,
2013-01-30,,Premier League,Matchweek 24,Wed,Away,D,1,1,Norwich City,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-02-03,,Premier League,Matchweek 25,Sun,Away,W,1,0,West Brom,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-02-09,,Premier League,Matchweek 26,Sat,Home,W,2,1,Newcastle Utd,,,,4-2-3-1,Phil Dowd,Match Report,
2013-02-14,,Europa Lg,Round of 32,Thu,Home,W,2,1,fr Lyon,,,,4-2-3-1,Pedro Proença,Match Report,Leg 1 of 2
2013-02-21,,Europa Lg,Round of 32,Thu,Away,D,1,1,fr Lyon,,,,4-2-3-1,Wolfgang Stark,Match Report,Leg 2 of 2; Tottenham won
2013-02-25,,Premier League,Matchweek 27,Mon,Away,W,3,2,West Ham,,,,4-2-3-1,Howard Webb,Match Report,
2013-03-03,,Premier League,Matchweek 28,Sun,Home,W,2,1,Arsenal,,,,4-4-1-1,Mark Clattenburg,Match Report,
2013-03-07,,Europa Lg,Round of 16,Thu,Home,W,3,0,it Inter,,,,4-2-3-1,Mateu Lahoz,Match Report,Leg 1 of 2
2013-03-10,,Premier League,Matchweek 29,Sun,Away,L,2,3,Liverpool,,,,4-4-1-1,Michael Oliver,Match Report,
2013-03-14,,Europa Lg,Round of 16,Thu,Away,L,1,4,it Inter,,,,4-4-2,Ivan Bebek,Match Report,Leg 2 of 2; Tottenham won; Required Extra Time
2013-03-17,,Premier League,Matchweek 30,Sun,Home,L,0,1,Fulham,,,,4-2-3-1,Mike Jones,Match Report,
2013-03-30,,Premier League,Matchweek 31,Sat,Away,W,2,1,Swansea City,,,,4-2-3-1,Anthony Taylor,Match Report,
2013-04-04,,Europa Lg,Quarter-finals,Thu,Home,D,2,2,ch Basel,,,,4-2-3-1,Milorad Mažić,Match Report,Leg 1 of 2
2013-04-07,,Premier League,Matchweek 32,Sun,Home,D,2,2,Everton,,,,4-2-3-1,Andre Marriner,Match Report,
2013-04-11,,Europa Lg,Quarter-finals,Thu,Away,D,2,2,ch Basel,,,,4-2-3-1,Olegário Benquerença,Match Report,Leg 2 of 2; Basel won; Required Extra Time
2013-04-21,,Premier League,Matchweek 34,Sun,Home,W,3,1,Manchester City,,,,4-4-1-1,Lee Mason,Match Report,
2013-04-27,,Premier League,Matchweek 35,Sat,Away,D,2,2,Wigan Athletic,,,,4-3-3,Martin Atkinson,Match Report,
2013-05-04,,Premier League,Matchweek 36,Sat,Home,W,1,0,Southampton,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-05-08,,Premier League,Matchweek 33,Wed,Away,D,2,2,Chelsea,,,,4-2-3-1,Mike Dean,Match Report,
2013-05-12,,Premier League,Matchweek 37,Sun,Away,W,2,1,Stoke City,,,,4-2-3-1,Kevin Friend,Match Report,
2013-05-19,,Premier League,Matchweek 38,Sun,Home,W,1,0,Sunderland,,,,4-2-3-1,Andre Marriner,Match Report,
