Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2012-08-19,,Premier League,Matchweek 1,Sun,Away,L,2,3,Manchester City,,,,4-1-4-1,Howard Webb,Match Report,
2012-08-25,,Premier League,Matchweek 2,Sat,Home,L,0,2,Wigan Athletic,,,,4-1-4-1,Anthony Taylor,Match Report,
2012-09-02,,Premier League,Matchweek 3,Sun,Home,L,2,3,Manchester Utd,,,,4-1-4-1,Mike Dean,Match Report,
2012-09-15,,Premier League,Matchweek 4,Sat,Away,L,1,6,Arsenal,,,,4-1-4-1,Kevin Friend,Match Report,
2012-09-22,,Premier League,Matchweek 5,Sat,Home,W,4,1,Aston Villa,,,,4-1-4-1,Jon Moss,Match Report,
2012-09-29,,Premier League,Matchweek 6,Sat,Away,L,1,3,Everton,,,,4-1-4-1,Lee Probert,Match Report,
2012-10-07,,Premier League,Matchweek 7,Sun,Home,D,2,2,Fulham,,,,4-4-1-1,Mark Clattenburg,Match Report,
2012-10-20,,Premier League,Matchweek 8,Sat,Away,L,1,4,West Ham,,,,4-1-4-1,Neil Swarbrick,Match Report,
2012-10-28,,Premier League,Matchweek 9,Sun,Home,L,1,2,Tottenham,,,,4-1-4-1,Lee Mason,Match Report,
2012-11-05,,Premier League,Matchweek 10,Mon,Away,L,0,2,West Brom,,,,4-4-2,Mark Halsey,Match Report,
2012-11-10,,Premier League,Matchweek 11,Sat,Home,D,1,1,Swansea City,,,,4-1-4-1,Andre Marriner,Match Report,
2012-11-17,,Premier League,Matchweek 12,Sat,Away,W,3,1,QPR,,,,4-1-4-1,Mike Dean,Match Report,
2012-11-25,,Premier League,Matchweek 13,Sun,Home,W,2,0,Newcastle Utd,,,,4-2-3-1,Martin Atkinson,Match Report,
2012-11-28,,Premier League,Matchweek 14,Wed,Home,D,1,1,Norwich City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2012-12-01,,Premier League,Matchweek 15,Sat,Away,L,0,1,Liverpool,,,,4-2-3-1,Michael Oliver,Match Report,
2012-12-08,,Premier League,Matchweek 16,Sat,Home,W,1,0,Reading,,,,4-2-3-1,Jon Moss,Match Report,
2012-12-22,,Premier League,Matchweek 18,Sat,Home,L,0,1,Sunderland,,,,4-4-2,Howard Webb,Match Report,
2012-12-26,,Premier League,Matchweek 19,Wed,Away,D,1,1,Fulham,,,,4-2-3-1,Phil Dowd,Match Report,
2012-12-29,,Premier League,Matchweek 20,Sat,Away,D,3,3,Stoke City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-01-01,,Premier League,Matchweek 21,Tue,Home,D,1,1,Arsenal,,,,4-2-3-1,Lee Probert,Match Report,
2013-01-12,,Premier League,Matchweek 22,Sat,Away,W,1,0,Aston Villa,,,,4-2-3-1,Mark Halsey,Match Report,
2013-01-16,,Premier League,Matchweek 17,Wed,Away,D,2,2,Chelsea,,,,4-1-4-1,Michael Oliver,Match Report,
2013-01-21,,Premier League,Matchweek 23,Mon,Home,D,0,0,Everton,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-01-30,,Premier League,Matchweek 24,Wed,Away,L,1,2,Manchester Utd,,,,4-2-3-1,Lee Mason,Match Report,
2013-02-02,,Premier League,Matchweek 25,Sat,Away,D,2,2,Wigan Athletic,,,,4-2-3-1,Andre Marriner,Match Report,
2013-02-09,,Premier League,Matchweek 26,Sat,Home,W,3,1,Manchester City,,,,4-2-3-1,Martin Atkinson,Match Report,
2013-02-24,,Premier League,Matchweek 27,Sun,Away,L,2,4,Newcastle Utd,,,,4-2-3-1,Chris Foy,Match Report,
2013-03-02,,Premier League,Matchweek 28,Sat,Home,L,1,2,QPR,,,,4-2-3-1,Howard Webb,Match Report,
2013-03-09,,Premier League,Matchweek 29,Sat,Away,D,0,0,Norwich City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-03-16,,Premier League,Matchweek 30,Sat,Home,W,3,1,Liverpool,,,,4-2-3-1,Phil Dowd,Match Report,
2013-03-30,,Premier League,Matchweek 31,Sat,Home,W,2,1,Chelsea,,,,4-2-3-1,Jon Moss,Match Report,
2013-04-06,,Premier League,Matchweek 32,Sat,Away,W,2,0,Reading,,,,4-2-3-1,Mike Jones,Match Report,
2013-04-13,,Premier League,Matchweek 33,Sat,Home,D,1,1,West Ham,,,,4-2-3-1,Mike Dean,Match Report,
2013-04-20,,Premier League,Matchweek 34,Sat,Away,D,0,0,Swansea City,,,,4-4-2,Mark Halsey,Match Report,
2013-04-27,,Premier League,Matchweek 35,Sat,Home,L,0,3,West Brom,,,,4-2-3-1,Bobby Madley,Match Report,
2013-05-04,,Premier League,Matchweek 36,Sat,Away,L,0,1,Tottenham,,,,4-4-1-1,Mark Clattenburg,Match Report,
2013-05-12,,Premier League,Matchweek 37,Sun,Away,D,1,1,Sunderland,,,,4-2-3-1,Mike Dean,Match Report,
2013-05-19,,Premier League,Matchweek 38,Sun,Home,D,1,1,Stoke City,,,,4-2-3-1,Lee Probert,Match Report,
