Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-02-23,,Premier League,Matchweek 27,Sat,Away,W,2,0,QPR,,,,4-4-2,Anthony Taylor,Match Report,
2013-03-02,,Premier League,Matchweek 28,Sat,Home,W,4,0,Norwich City,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-03-05,,Champions Lg,Round of 16,Tue,Home,L,1,2,es Real Madrid,,,,,Cüneyt Çakır,Match Report,Leg 2 of 2; Real Madrid won
2013-03-16,,Premier League,Matchweek 30,Sat,Home,W,1,0,Reading,,,,4-2-3-1,Lee Mason,Match Report,
2013-03-30,,Premier League,Matchweek 31,Sat,Away,W,1,0,Sunderland,,,,4-2-3-1,Kevin Friend,Match Report,
2013-04-08,,Premier League,Matchweek 32,Mon,Home,L,1,2,Manchester City,,,,4-2-3-1,Mike Dean,Match Report,
2013-04-14,,Premier League,Matchweek 33,Sun,Away,W,2,0,Stoke City,,,,4-2-3-1,Jon Moss,Match Report,
2013-04-17,,Premier League,Matchweek 29,Wed,Away,D,2,2,West Ham,,,,4-2-3-1,Lee Probert,Match Report,
2013-04-22,,Premier League,Matchweek 34,Mon,Home,W,3,0,Aston Villa,,,,4-2-3-1,Anthony Taylor,Match Report,
2013-04-28,,Premier League,Matchweek 35,Sun,Away,D,1,1,Arsenal,,,,4-4-2,Phil Dowd,Match Report,
2013-05-05,,Premier League,Matchweek 36,Sun,Home,L,0,1,Chelsea,,,,4-2-3-1,Howard Webb,Match Report,
2013-05-12,,Premier League,Matchweek 37,Sun,Home,W,2,1,Swansea City,,,,4-2-3-1,Jon Moss,Match Report,
2013-05-19,,Premier League,Matchweek 38,Sun,Away,D,5,5,West Brom,,,,4-2-3-1,Michael Oliver,Match Report,
