Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2012-08-20,,Premier League,Matchweek 1,Mon,Away,L,0,1,Everton,,,,4-2-3-1,Andre Marriner,Match Report,
2012-08-25,,Premier League,Matchweek 2,Sat,Home,W,3,2,Fulham,,,,4-2-3-1,Kevin Friend,Match Report,
2012-09-02,,Premier League,Matchweek 3,Sun,Away,W,3,2,Southampton,,,,4-2-3-1,Mike Dean,Match Report,
2012-09-15,,Premier League,Matchweek 4,Sat,Home,W,4,0,Wigan Athletic,,,,4-4-1-1,Michael Oliver,Match Report,
2012-09-19,,Champions Lg,Group stage,Wed,Home,W,1,0,tr Galatasaray,,,,,Wolfgang Stark,Match Report,
2012-09-23,,Premier League,Matchweek 5,Sun,Away,W,2,1,Liverpool,,,,4-2-3-1,Mark Halsey,Match Report,
2012-09-29,,Premier League,Matchweek 6,Sat,Home,L,2,3,Tottenham,,,,4-4-1-1,Chris Foy,Match Report,
2012-10-02,,Champions Lg,Group stage,Tue,Away,W,2,1,ro CFR Cluj,,,,,Undiano Mallenco,Match Report,
2012-10-07,,Premier League,Matchweek 7,Sun,Away,W,3,0,Newcastle Utd,,,,4-2-3-1,Howard Webb,Match Report,
2012-10-20,,Premier League,Matchweek 8,Sat,Home,W,4,2,Stoke City,,,,4-2-3-1,Anthony Taylor,Match Report,
2012-10-23,,Champions Lg,Group stage,Tue,Home,W,3,2,pt Braga,,,,,Milorad Mažić,Match Report,
2012-10-28,,Premier League,Matchweek 9,Sun,Away,W,3,2,Chelsea,,,,4-2-3-1,Mark Clattenburg,Match Report,
2012-11-03,,Premier League,Matchweek 10,Sat,Home,W,2,1,Arsenal,,,,4-2-3-1,Mike Dean,Match Report,
2012-11-07,,Champions Lg,Group stage,Wed,Away,W,3,1,pt Braga,,,,,Felix Brych,Match Report,
2012-11-10,,Premier League,Matchweek 11,Sat,Away,W,3,2,Aston Villa,,,,4-2-3-1,Kevin Friend,Match Report,
2012-11-17,,Premier League,Matchweek 12,Sat,Away,L,0,1,Norwich City,,,,4-4-2,Anthony Taylor,Match Report,
2012-11-20,,Champions Lg,Group stage,Tue,Away,L,0,1,tr Galatasaray,,,,,Velasco Carballo,Match Report,
2012-11-24,,Premier League,Matchweek 13,Sat,Home,W,3,1,QPR,,,,4-2-3-1,Lee Probert,Match Report,
2012-11-28,,Premier League,Matchweek 14,Wed,Home,W,1,0,West Ham,,,,4-1-2-1-2◆,Mike Jones,Match Report,
2012-12-01,,Premier League,Matchweek 15,Sat,Away,W,4,3,Reading,,,,4-3-3,Mark Halsey,Match Report,
2012-12-05,,Champions Lg,Group stage,Wed,Home,L,0,1,ro CFR Cluj,,,,,Daniele Orsato,Match Report,
2012-12-09,,Premier League,Matchweek 16,Sun,Away,W,3,2,Manchester City,,,,4-2-3-1,Martin Atkinson,Match Report,
2012-12-15,,Premier League,Matchweek 17,Sat,Home,W,3,1,Sunderland,,,,4-2-3-1,Chris Foy,Match Report,
2012-12-23,,Premier League,Matchweek 18,Sun,Away,D,1,1,Swansea City,,,,4-4-1-1,Michael Oliver,Match Report,
2012-12-26,,Premier League,Matchweek 19,Wed,Home,W,4,3,Newcastle Utd,,,,4-4-2,Mike Dean,Match Report,
2012-12-29,,Premier League,Matchweek 20,Sat,Home,W,2,0,West Brom,,,,4-2-3-1,Jon Moss,Match Report,
2013-01-01,,Premier League,Matchweek 21,Tue,Away,W,4,0,Wigan Athletic,,,,4-4-2,Andre Marriner,Match Report,
2013-01-13,,Premier League,Matchweek 22,Sun,Home,W,2,1,Liverpool,,,,4-2-3-1,Howard Webb,Match Report,
2013-01-20,,Premier League,Matchweek 23,Sun,Away,D,1,1,Tottenham,,,,4-2-3-1,Chris Foy,Match Report,
2013-01-30,,Premier League,Matchweek 24,Wed,Home,W,2,1,Southampton,,,,4-2-3-1,Lee Mason,Match Report,
2013-02-02,,Premier League,Matchweek 25,Sat,Away,W,1,0,Fulham,,,,4-2-3-1,Kevin Friend,Match Report,
2013-02-10,,Premier League,Matchweek 26,Sun,Home,W,2,0,Everton,,,,4-2-3-1,Mark Halsey,Match Report,
2013-02-13,,Champions Lg,Round of 16,Wed,Away,D,1,1,es Real Madrid,,,,,Felix Brych,Match Report,Leg 1 of 2
