Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2012-08-02,,Europa Lg,Third qualifying round,Thu,Away,W,1,0,by FC Gomel,,,,,Ivan Kružliak,Match Report,Leg 1 of 2
2012-08-09,,Europa Lg,Third qualifying round,Thu,Home,W,3,0,by FC Gomel,,,,,Kenn Hansen,Match Report,Leg 2 of 2; Liverpool won
2012-08-18,,Premier League,Matchweek 1,Sat,Away,L,0,3,West Brom,,,,4-2-3-1,Phil Dowd,Match Report,
2012-08-23,,Europa Lg,Play-off round,Thu,Away,W,1,0,sct Hearts,,,,,Florian Meyer,Match Report,Leg 1 of 2
2012-08-26,,Premier League,Matchweek 2,Sun,Home,D,2,2,Manchester City,,,,4-3-3,Andre Marriner,Match Report,
2012-08-30,,Europa Lg,Play-off round,Thu,Home,D,1,1,sct Hearts,,,,,Vladislav Bezborodov,Match Report,Leg 2 of 2; Liverpool won
2012-09-02,,Premier League,Matchweek 3,Sun,Home,L,0,2,Arsenal,,,,4-3-3,Howard Webb,Match Report,
2012-09-15,,Premier League,Matchweek 4,Sat,Away,D,1,1,Sunderland,,,,4-2-3-1,Martin Atkinson,Match Report,
2012-09-20,,Europa Lg,Group stage,Thu,Away,W,5,3,ch Young Boys,,,,4-2-3-1,Michael Koukoulakis,Match Report,
2012-09-23,,Premier League,Matchweek 5,Sun,Home,L,1,2,Manchester Utd,,,,4-2-3-1,Mark Halsey,Match Report,
2012-09-29,,Premier League,Matchweek 6,Sat,Away,W,5,2,Norwich City,,,,4-3-3,Mike Jones,Match Report,
2012-10-04,,Europa Lg,Group stage,Thu,Home,L,2,3,it Udinese,,,,4-2-3-1,Stefan Johannesson,Match Report,
2012-10-07,,Premier League,Matchweek 7,Sun,Home,D,0,0,Stoke City,,,,4-3-3,Lee Mason,Match Report,
2012-10-20,,Premier League,Matchweek 8,Sat,Home,W,1,0,Reading,,,,4-3-3,Roger East,Match Report,
2012-10-25,,Europa Lg,Group stage,Thu,Home,W,1,0,ru Anzhi,,,,4-2-3-1,Bas Nijhuis,Match Report,
2012-10-28,,Premier League,Matchweek 9,Sun,Away,D,2,2,Everton,,,,4-2-3-1,Andre Marriner,Match Report,
2012-11-04,,Premier League,Matchweek 10,Sun,Home,D,1,1,Newcastle Utd,,,,4-2-3-1,Anthony Taylor,Match Report,
2012-11-08,,Europa Lg,Group stage,Thu,Away,L,0,1,ru Anzhi,,,,3-4-3,Fernández Borbalán,Match Report,
2012-11-11,,Premier League,Matchweek 11,Sun,Away,D,1,1,Chelsea,,,,3-4-1-2,Howard Webb,Match Report,
2012-11-17,,Premier League,Matchweek 12,Sat,Home,W,3,0,Wigan Athletic,,,,4-2-3-1,Kevin Friend,Match Report,
2012-11-22,,Europa Lg,Group stage,Thu,Home,D,2,2,ch Young Boys,,,,4-2-3-1,Alon Yefet,Match Report,
2012-11-25,,Premier League,Matchweek 13,Sun,Away,D,0,0,Swansea City,,,,4-3-3,Jon Moss,Match Report,
2012-11-28,,Premier League,Matchweek 14,Wed,Away,L,1,2,Tottenham,,,,4-3-3,Phil Dowd,Match Report,
2012-12-01,,Premier League,Matchweek 15,Sat,Home,W,1,0,Southampton,,,,4-3-3,Michael Oliver,Match Report,
2012-12-06,,Europa Lg,Group stage,Thu,Away,W,1,0,it Udinese,,,,4-3-3,Duarte Gomes,Match Report,
2012-12-09,,Premier League,Matchweek 16,Sun,Away,W,3,2,West Ham,,,,4-3-3,Lee Probert,Match Report,
2012-12-15,,Premier League,Matchweek 17,Sat,Home,L,1,3,Aston Villa,,,,4-3-3,Neil Swarbrick,Match Report,
2012-12-22,,Premier League,Matchweek 18,Sat,Home,W,4,0,Fulham,,,,4-2-3-1,Mark Clattenburg,Match Report,
2012-12-26,,Premier League,Matchweek 19,Wed,Away,L,1,3,Stoke City,,,,4-3-3,Howard Webb,Match Report,
2012-12-30,,Premier League,Matchweek 20,Sun,Away,W,3,0,QPR,,,,4-2-3-1,Anthony Taylor,Match Report,
2013-01-02,,Premier League,Matchweek 21,Wed,Home,W,3,0,Sunderland,,,,4-2-3-1,Phil Dowd,Match Report,
2013-01-13,,Premier League,Matchweek 22,Sun,Away,L,1,2,Manchester Utd,,,,4-3-3,Howard Webb,Match Report,
2013-01-19,,Premier League,Matchweek 23,Sat,Home,W,5,0,Norwich City,,,,4-2-3-1,Michael Oliver,Match Report,
2013-01-30,,Premier League,Matchweek 24,Wed,Away,D,2,2,Arsenal,,,,4-3-3,Kevin Friend,Match Report,
2013-02-03,,Premier League,Matchweek 25,Sun,Away,D,2,2,Manchester City,,,,4-4-1-1,Anthony Taylor,Match Report,
2013-02-11,,Premier League,Matchweek 26,Mon,Home,L,0,2,West Brom,,,,4-2-3-1,Jon Moss,Match Report,
2013-02-14,,Europa Lg,Round of 32,Thu,Away,L,0,2,ru Zenit,,,,4-2-3-1,Velasco Carballo,Match Report,Leg 1 of 2
2013-02-17,,Premier League,Matchweek 27,Sun,Home,W,5,0,Swansea City,,,,4-2-3-1,Howard Webb,Match Report,
2013-02-21,,Europa Lg,Round of 32,Thu,Home,W,3,1,ru Zenit,,,,4-3-3,Björn Kuipers,Match Report,Leg 2 of 2; Zenit won
2013-03-02,,Premier League,Matchweek 28,Sat,Away,W,4,0,Wigan Athletic,,,,4-3-3,Martin Atkinson,Match Report,
