Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-03-10,,Premier League,Matchweek 29,Sun,Home,W,3,2,Tottenham,,,,4-4-1-1,Michael Oliver,Match Report,
2013-03-16,,Premier League,Matchweek 30,Sat,Away,L,1,3,Southampton,,,,4-4-1-1,Phil Dowd,Match Report,
2013-03-31,,Premier League,Matchweek 31,Sun,Away,W,2,1,Aston Villa,,,,4-3-3,Lee Mason,Match Report,
2013-04-07,,Premier League,Matchweek 32,Sun,Home,D,0,0,West Ham,,,,4-3-3,Anthony Taylor,Match Report,
2013-04-13,,Premier League,Matchweek 33,Sat,Away,D,0,0,Reading,,,,4-3-3,Mark Clattenburg,Match Report,
2013-04-21,,Premier League,Matchweek 34,Sun,Home,D,2,2,Chelsea,,,,4-2-3-1,Kevin Friend,Match Report,
2013-04-27,,Premier League,Matchweek 35,Sat,Away,W,6,0,Newcastle Utd,,,,4-2-3-1,Andre Marriner,Match Report,
2013-05-05,,Premier League,Matchweek 36,Sun,Home,D,0,0,Everton,,,,4-2-3-1,Michael Oliver,Match Report,
2013-05-12,,Premier League,Matchweek 37,Sun,Away,W,3,1,Fulham,,,,3-5-1-1,Mark Halsey,Match Report,
2013-05-19,,Premier League,Matchweek 38,Sun,Home,W,1,0,QPR,,,,4-2-3-1,Martin Atkinson,Match Report,
