Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-08-16,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,W,1,0,West Ham,53,34977,,4-2-3-1,Chris Foy,Match Report,
2014-08-21,19:00 (00:00),Europa Lg,Play-off round,Thu,Away,W,2,1,cy AEL Limassol,,7200,,,Jorge de Sousa,Match Report,Leg 1 of 2
2014-08-24,13:30 (20:30),Premier League,Matchweek 2,Sun,Home,W,4,0,QPR,66,36109,,4-2-3-1,Anthony Taylor,Match Report,
2014-08-28,19:45 (02:45),Europa Lg,Play-off round,Thu,Home,W,3,0,cy AEL Limassol,,29976,,,Miroslav Zelinka,Match Report,Leg 2 of 2; Tottenham won
2014-08-31,13:30 (20:30),Premier League,Matchweek 3,Sun,Home,L,0,3,Liverpool,60,36130,,4-2-3-1,Philip Dowd,Match Report,
2014-09-13,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,D,2,2,Sunderland,62,40799,,4-2-3-1,Craig Pawson,Match Report,
2014-09-18,19:00 (01:00),Europa Lg,Group stage,Thu,Away,D,0,0,rs Partizan,61,21000,,4-2-3-1,Alon Yefet,Match Report,
2014-09-21,13:30 (20:30),Premier League,Matchweek 5,Sun,Home,L,0,1,West Brom,62,35861,,4-2-3-1,Kevin Friend,Match Report,
2014-09-24,19:45 (02:45),League Cup,Third round,Wed,Home,W,3,1,Nott'ham Forest,,31912,,,Andre Marriner,Match Report,
2014-09-27,17:30 (00:30),Premier League,Matchweek 6,Sat,Away,D,1,1,Arsenal,31,59900,,4-2-3-1,Michael Oliver,Match Report,
2014-10-02,20:05 (03:05),Europa Lg,Group stage,Thu,Home,D,1,1,tr Beşiktaş,48,32000,,4-4-2,Manuel Gräfe,Match Report,
2014-10-05,14:05 (21:05),Premier League,Matchweek 7,Sun,Home,W,1,0,Southampton,46,35564,,4-2-3-1,Mike Jones,Match Report,
2014-10-18,12:45 (19:45),Premier League,Matchweek 8,Sat,Away,L,1,4,Manchester City,38,45549,,4-2-3-1,Jonathan Moss,Match Report,
2014-10-23,20:05 (03:05),Europa Lg,Group stage,Thu,Home,W,5,1,gr Asteras Tripoli,57,21000,,4-2-3-1,Ivan Kružliak,Match Report,
2014-10-26,13:30 (21:30),Premier League,Matchweek 9,Sun,Home,L,1,2,Newcastle Utd,67,35650,,4-2-3-1,Anthony Taylor,Match Report,
2014-10-29,19:45 (03:45),League Cup,Fourth round,Wed,Home,W,2,0,Brighton,,33537,,,Mark Clattenburg,Match Report,
2014-11-02,16:00 (00:00),Premier League,Matchweek 10,Sun,Away,W,2,1,Aston Villa,60,32049,,4-4-2,Niel Swarbrick,Match Report,
2014-11-06,20:00 (02:00),Europa Lg,Group stage,Thu,Away,W,2,1,gr Asteras Tripoli,64,6500,,4-2-3-1,Javier Estrada,Match Report,
2014-11-09,13:30 (21:30),Premier League,Matchweek 11,Sun,Home,L,1,2,Stoke City,61,35699,,4-2-3-1,Mark Jones,Match Report,
2014-11-23,16:00 (00:00),Premier League,Matchweek 12,Sun,Away,W,2,1,Hull City,73,23561,,4-2-3-1,Craig Pawson,Match Report,
2014-11-27,20:05 (04:05),Europa Lg,Group stage,Thu,Home,W,1,0,rs Partizan,63,30000,,4-2-3-1,Yevhen Aranovskyi,Match Report,
2014-11-30,16:00 (00:00),Premier League,Matchweek 13,Sun,Home,W,2,1,Everton,39,35901,,4-2-3-1,Michael Oliver,Match Report,
2014-12-03,19:45 (03:45),Premier League,Matchweek 14,Wed,Away,L,0,3,Chelsea,61,41518,,4-2-3-1,Mike Dean,Match Report,
2014-12-06,15:00 (23:00),Premier League,Matchweek 15,Sat,Home,D,0,0,Crystal Palace,68,35860,,4-2-3-1,Lee Mason,Match Report,
2014-12-11,20:00 (02:00),Europa Lg,Group stage,Thu,Away,L,0,1,tr Beşiktaş,62,19511,,4-2-3-1,Stefan Johannesson,Match Report,
2014-12-14,16:00 (00:00),Premier League,Matchweek 16,Sun,Away,W,2,1,Swansea City,47,20650,,4-4-2,Robert Madley,Match Report,
2014-12-17,19:45 (03:45),League Cup,Quarter-finals,Wed,Home,W,4,0,Newcastle Utd,,34677,,,Andre Marriner,Match Report,
2014-12-20,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,W,2,1,Burnley,65,35681,,4-2-3-1,Jonathan Moss,Match Report,
2014-12-26,15:00 (23:00),Premier League,Matchweek 18,Fri,Away,W,2,1,Leicester City,50,31870,,4-2-3-1,Niel Swarbrick,Match Report,
2014-12-28,12:00 (20:00),Premier League,Matchweek 19,Sun,Home,D,0,0,Manchester Utd,48,35711,,4-2-3-1,Jonathan Moss,Match Report,
2015-01-01,17:30 (01:30),Premier League,Matchweek 20,Thu,Home,W,5,3,Chelsea,46,35903,,4-2-3-1,Philip Dowd,Match Report,
2015-01-05,19:45 (03:45),FA Cup,Third round,Mon,Away,D,1,1,Burnley,,9348,,,Roger East,Match Report,
2015-01-10,17:30 (01:30),Premier League,Matchweek 21,Sat,Away,L,1,2,Crystal Palace,58,24193,,4-2-3-1,Anthony Taylor,Match Report,
2015-01-14,20:00 (04:00),FA Cup,Third round,Wed,Home,W,4,2,Burnley,,24367,,,Craig Pawson,Match Report,
2015-01-17,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,W,2,1,Sunderland,65,35973,,4-2-3-1,Chris Foy,Match Report,
2015-01-21,19:45 (03:45),League Cup,Semi-finals,Wed,Home,W,1,0,Sheffield Utd,,35323,,,Niel Swarbrick,Match Report,Leg 1 of 2
2015-01-24,15:00 (23:00),FA Cup,Fourth round,Sat,Home,L,1,2,Leicester City,,35548,,,Robert Madley,Match Report,
2015-01-28,19:45 (03:45),League Cup,Semi-finals,Wed,Away,D,2,2,Sheffield Utd,,30236,,,Mike Dean,Match Report,Leg 2 of 2; Tottenham won
2015-01-31,15:00 (23:00),Premier League,Matchweek 23,Sat,Away,W,3,0,West Brom,63,25079,,4-2-3-1,Kevin Friend,Match Report,
2015-02-07,12:45 (20:45),Premier League,Matchweek 24,Sat,Home,W,2,1,Arsenal,56,35659,,4-2-3-1,Martin Atkinson,Match Report,
2015-02-10,20:00 (04:00),Premier League,Matchweek 25,Tue,Away,L,2,3,Liverpool,51,44577,,4-2-3-1,Philip Dowd,Match Report,
2015-02-19,20:05 (04:05),Europa Lg,Round of 32,Thu,Home,D,1,1,it Fiorentina,56,34235,,4-2-3-1,Carlos Velasco,Match Report,Leg 1 of 2
2015-02-22,12:00 (20:00),Premier League,Matchweek 26,Sun,Home,D,2,2,West Ham,65,35837,,4-2-3-1,Jonathan Moss,Match Report,
2015-02-26,19:00 (02:00),Europa Lg,Round of 32,Thu,Away,L,0,2,it Fiorentina,61,29886,,4-2-3-1,Hüseyin Göçek,Match Report,Leg 2 of 2; Fiorentina won
2015-03-01,16:00 (00:00),League Cup,Final,Sun,Away,L,0,2,Chelsea,,89294,,,Anthony Taylor,Match Report,
2015-03-04,19:45 (03:45),Premier League,Matchweek 28,Wed,Home,W,3,2,Swansea City,61,34008,,4-2-3-1,Michael Oliver,Match Report,
2015-03-07,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,W,2,1,QPR,63,17992,,4-2-3-1,Craig Pawson,Match Report,
2015-03-15,16:00 (00:00),Premier League,Matchweek 29,Sun,Away,L,0,3,Manchester Utd,48,75112,,4-2-3-1,Mark Clattenburg,Match Report,
2015-03-21,15:00 (23:00),Premier League,Matchweek 30,Sat,Home,W,4,3,Leicester City,66,35950,,4-2-3-1,Mike Dean,Match Report,
2015-04-05,13:30 (20:30),Premier League,Matchweek 31,Sun,Away,D,0,0,Burnley,60,18829,,4-2-3-1,Martin Atkinson,Match Report,
2015-04-11,15:00 (22:00),Premier League,Matchweek 32,Sat,Home,L,0,1,Aston Villa,57,35687,,4-2-3-1,Lee Probert,Match Report,
2015-04-19,16:00 (23:00),Premier League,Matchweek 33,Sun,Away,W,3,1,Newcastle Utd,61,47427,,4-2-3-1,Kevin Friend,Match Report,
2015-04-25,12:45 (19:45),Premier League,Matchweek 34,Sat,Away,D,2,2,Southampton,64,31622,,4-2-3-1,Jonathan Moss,Match Report,
2015-05-03,16:00 (23:00),Premier League,Matchweek 35,Sun,Home,L,0,1,Manchester City,55,35784,,4-2-3-1,Andre Marriner,Match Report,
2015-05-09,15:00 (22:00),Premier League,Matchweek 36,Sat,Away,L,0,3,Stoke City,55,27104,,4-2-3-1,Mark Clattenburg,Match Report,
2015-05-16,15:00 (22:00),Premier League,Matchweek 37,Sat,Home,W,2,0,Hull City,56,35857,,4-2-3-1,Anthony Taylor,Match Report,
2015-05-24,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,W,1,0,Everton,60,39365,,4-2-3-1,Jonathan Moss,Match Report,
