Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-08-17,13:30 (20:30),Premier League,Matchweek 1,Sun,Away,L,1,2,Liverpool,44,44736,,4-3-3,Mark Clattenburg,Match Report,
2014-08-23,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,D,0,0,West Brom,58,27598,,4-2-3-1,Roger East,Match Report,
2014-08-26,19:45 (02:45),League Cup,Second round,Tue,Away,W,2,0,Millwall,,6014,,,Dean Whitestone,Match Report,
2014-08-30,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,W,3,1,West Ham,64,34907,,4-3-3,Mike Dean,Match Report,
2014-09-13,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,W,4,0,Newcastle Utd,50,29678,,4-3-3,Chris Foy,Match Report,
2014-09-20,15:00 (22:00),Premier League,Matchweek 5,Sat,Away,W,1,0,Swansea City,56,20596,,4-3-3,Jonathan Moss,Match Report,
2014-09-23,19:45 (02:45),League Cup,Third round,Tue,Away,W,2,1,Arsenal,,56921,,,Keith Stroud,Match Report,
2014-09-27,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,W,2,1,QPR,55,30504,,4-3-3,Mark Clattenburg,Match Report,
2014-10-05,14:05 (21:05),Premier League,Matchweek 7,Sun,Away,L,0,1,Tottenham,54,35564,,4-3-3,Mike Jones,Match Report,
2014-10-18,15:00 (22:00),Premier League,Matchweek 8,Sat,Home,W,8,0,Sunderland,53,29615,,4-3-3,Andre Marriner,Match Report,
2014-10-25,15:00 (22:00),Premier League,Matchweek 9,Sat,Home,W,1,0,Stoke City,61,30017,,4-3-3,Jonathan Moss,Match Report,
2014-10-29,19:45 (03:45),League Cup,Fourth round,Wed,Away,W,3,2,Stoke City,,16340,,,Lee Mason,Match Report,
2014-11-01,15:00 (23:00),Premier League,Matchweek 10,Sat,Away,W,1,0,Hull City,53,22828,,4-3-3,Martin Atkinson,Match Report,
2014-11-08,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Leicester City,64,31297,,4-3-3,Michael Oliver,Match Report,
2014-11-24,20:00 (04:00),Premier League,Matchweek 12,Mon,Away,D,1,1,Aston Villa,64,25311,,4-2-3-1,Philip Dowd,Match Report,
2014-11-30,13:30 (21:30),Premier League,Matchweek 13,Sun,Home,L,0,3,Manchester City,52,30919,,4-3-3,Mark Jones,Match Report,
2014-12-03,19:45 (03:45),Premier League,Matchweek 14,Wed,Away,L,0,1,Arsenal,41,60025,,4-3-3,Andre Marriner,Match Report,
2014-12-08,20:00 (04:00),Premier League,Matchweek 15,Mon,Home,L,1,2,Manchester Utd,52,31420,,4-2-3-1,Kevin Friend,Match Report,
2014-12-13,15:00 (23:00),Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,60,17287,,4-2-3-1,Mark Clattenburg,Match Report,
2014-12-16,19:45 (03:45),League Cup,Quarter-finals,Tue,Away,L,0,1,Sheffield Utd,,21906,,,Chris Foy,Match Report,
2014-12-20,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,W,3,0,Everton,44,31475,,4-1-2-1-2◆,Jonathan Moss,Match Report,
2014-12-26,15:00 (23:00),Premier League,Matchweek 18,Fri,Away,W,3,1,Crystal Palace,57,24565,,5-4-1,Mike Dean,Match Report,
2014-12-28,14:05 (22:05),Premier League,Matchweek 19,Sun,Home,D,1,1,Chelsea,39,31641,,4-3-3,Anthony Taylor,Match Report,
2015-01-01,15:00 (23:00),Premier League,Matchweek 20,Thu,Home,W,2,0,Arsenal,42,31492,,4-2-3-1,Craig Pawson,Match Report,
2015-01-04,15:00 (23:00),FA Cup,Third round,Sun,Home,D,1,1,Ipswich Town,,31201,,,Martin Atkinson,Match Report,
2015-01-11,16:00 (00:00),Premier League,Matchweek 21,Sun,Away,W,1,0,Manchester Utd,40,75395,,4-2-3-1,Philip Dowd,Match Report,
2015-01-14,19:55 (03:55),FA Cup,Third round,Wed,Away,W,1,0,Ipswich Town,,27933,,,Graham Scott,Match Report,
2015-01-17,17:30 (01:30),Premier League,Matchweek 22,Sat,Away,W,2,1,Newcastle Utd,42,49307,,4-2-3-1,Robert Madley,Match Report,
2015-01-24,15:00 (23:00),FA Cup,Fourth round,Sat,Home,L,2,3,Crystal Palace,,31320,,,Jonathan Moss,Match Report,
2015-02-01,16:00 (00:00),Premier League,Matchweek 23,Sun,Home,L,0,1,Swansea City,63,30943,,4-2-3-1,Michael Oliver,Match Report,
2015-02-07,15:00 (23:00),Premier League,Matchweek 24,Sat,Away,W,1,0,QPR,54,18082,,4-2-3-1,Roger East,Match Report,
2015-02-11,19:45 (03:45),Premier League,Matchweek 25,Wed,Home,D,0,0,West Ham,67,31241,,4-3-3,Craig Pawson,Match Report,
2015-02-22,16:15 (00:15),Premier League,Matchweek 26,Sun,Home,L,0,2,Liverpool,60,31723,,4-3-3,Kevin Friend,Match Report,
2015-02-28,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,L,0,1,West Brom,64,25303,,3-4-3,Philip Dowd,Match Report,
2015-03-03,19:45 (03:45),Premier League,Matchweek 28,Tue,Home,W,1,0,Crystal Palace,62,28351,,4-2-3-1,Martin Atkinson,Match Report,
2015-03-15,13:30 (21:30),Premier League,Matchweek 29,Sun,Away,D,1,1,Chelsea,39,41624,,4-2-3-1,Mike Dean,Match Report,
2015-03-21,15:00 (23:00),Premier League,Matchweek 30,Sat,Home,W,2,0,Burnley,60,30864,,4-2-3-1,Roger East,Match Report,
2015-04-04,15:00 (22:00),Premier League,Matchweek 31,Sat,Away,L,0,1,Everton,55,39390,,4-2-3-1,Lee Mason,Match Report,
2015-04-11,15:00 (22:00),Premier League,Matchweek 32,Sat,Home,W,2,0,Hull City,54,30359,,4-2-3-1,Kevin Friend,Match Report,
2015-04-18,15:00 (22:00),Premier League,Matchweek 33,Sat,Away,L,1,2,Stoke City,52,26467,,4-2-3-1,Mark Clattenburg,Match Report,
2015-04-25,12:45 (19:45),Premier League,Matchweek 34,Sat,Home,D,2,2,Tottenham,36,31622,,4-2-3-1,Jonathan Moss,Match Report,
2015-05-02,15:00 (22:00),Premier League,Matchweek 35,Sat,Away,L,1,2,Sunderland,56,39613,,4-2-3-1,Mike Jones,Match Report,
2015-05-09,15:00 (22:00),Premier League,Matchweek 36,Sat,Away,L,0,2,Leicester City,69,31939,,4-2-3-1,Roger East,Match Report,
2015-05-16,12:45 (19:45),Premier League,Matchweek 37,Sat,Home,W,6,1,Aston Villa,36,31636,,4-2-3-1,Robert Madley,Match Report,
2015-05-24,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,0,2,Manchester City,46,45919,,4-2-3-1,Chris Foy,Match Report,
