Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2018-12-15,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,W,1,0,Leicester City,0.5,1.0,44,24738,Luka Milivojević,4-4-2,Michael Oliver,Match Report,
2018-12-22,15:00 (23:00),Premier League,Matchweek 18,Sat,Away,W,3,2,Manchester City,0.9,1.5,22,54340,Luka Milivojević,4-5-1,Andre Marriner,Match Report,
2018-12-26,15:00 (23:00),Premier League,Matchweek 19,Wed,Home,D,0,0,Cardiff City,2.1,0.9,62,25206,Luka Milivojević,4-4-2,Lee Probert,Match Report,
2018-12-30,12:00 (20:00),Premier League,Matchweek 20,Sun,Home,L,0,1,Chelsea,0.2,0.9,35,25781,Luka Milivojević,4-5-1,Craig Pawson,Match Report,
2019-01-02,19:45 (03:45),Premier League,Matchweek 21,Wed,Away,W,2,0,Wolves,1.9,0.5,48,30666,Luka Milivojević,4-3-3,Roger East,Match Report,
2019-01-05,17:30 (01:30),FA Cup,Third round,Sat,Home,W,1,0,Grimsby Town,,,61,19967,Scott Dann,4-3-3,Martin Atkinson,Match Report,
2019-01-12,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,L,1,2,Watford,1.3,1.6,55,25010,Luka Milivojević,4-3-3,Paul Tierney,Match Report,
2019-01-19,15:00 (23:00),Premier League,Matchweek 23,Sat,Away,L,3,4,Liverpool,0.7,2.6,30,53171,Luka Milivojević,4-5-1,Jonathan Moss,Match Report,
2019-01-27,16:00 (00:00),FA Cup,Fourth round,Sun,Home,W,2,0,Tottenham,,,28,19491,Scott Dann,4-3-3,Kevin Friend,Match Report,
2019-01-30,19:45 (03:45),Premier League,Matchweek 24,Wed,Away,D,1,1,Southampton,1.1,1.2,42,28339,Luka Milivojević,4-3-3,Andre Marriner,Match Report,
2019-02-02,15:00 (23:00),Premier League,Matchweek 25,Sat,Home,W,2,0,Fulham,2.2,0.6,38,25355,Luka Milivojević,4-4-2,Michael Oliver,Match Report,
2019-02-09,15:00 (23:00),Premier League,Matchweek 26,Sat,Home,D,1,1,West Ham,2.6,1.7,58,25552,Luka Milivojević,4-3-3,Craig Pawson,Match Report,
2019-02-17,16:00 (00:00),FA Cup,Fifth round,Sun,Away,W,2,0,Doncaster,,,52,14010,Luka Milivojević,4-3-3,Mike Dean,Match Report,
2019-02-23,17:30 (01:30),Premier League,Matchweek 27,Sat,Away,W,4,1,Leicester City,1.7,1.2,36,31778,Luka Milivojević,4-3-3,Anthony Taylor,Match Report,
2019-02-27,20:00 (04:00),Premier League,Matchweek 28,Wed,Home,L,1,3,Manchester Utd,1.7,1.0,46,25754,Luka Milivojević,4-3-3,Martin Atkinson,Match Report,
2019-03-02,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,W,3,1,Burnley,0.5,2.1,43,19223,Luka Milivojević,4-5-1,Lee Probert,Match Report,
2019-03-09,12:30 (20:30),Premier League,Matchweek 30,Sat,Home,L,1,2,Brighton,1.5,0.2,62,24972,Luka Milivojević,4-3-3,Craig Pawson,Match Report,
2019-03-16,12:15 (20:15),FA Cup,Quarter-finals,Sat,Away,L,1,2,Watford,,,57,18104,Luka Milivojević,4-2-3-1,Kevin Friend,Match Report,
2019-03-30,15:00 (23:00),Premier League,Matchweek 32,Sat,Home,W,2,0,Huddersfield,2.7,1.1,49,25193,Luka Milivojević,4-3-3,Lee Probert,Match Report,
2019-04-03,19:45 (02:45),Premier League,Matchweek 31,Wed,Away,L,0,2,Tottenham,0.3,2.1,35,59215,Luka Milivojević,4-3-3,Andre Marriner,Match Report,
2019-04-06,15:00 (22:00),Premier League,Matchweek 33,Sat,Away,W,1,0,Newcastle Utd,0.9,0.9,47,51926,Luka Milivojević,4-4-2,Stuart Attwell,Match Report,
2019-04-14,14:05 (21:05),Premier League,Matchweek 34,Sun,Home,L,1,3,Manchester City,0.4,2.5,27,25721,Luka Milivojević,4-5-1,Martin Atkinson,Match Report,
2019-04-21,16:00 (23:00),Premier League,Matchweek 35,Sun,Away,W,3,2,Arsenal,1.6,1.2,28,59929,Luka Milivojević,4-4-2,Jonathan Moss,Match Report,
2019-04-27,15:00 (22:00),Premier League,Matchweek 36,Sat,Home,D,0,0,Everton,0.3,1.5,37,25789,Luka Milivojević,4-4-2,Lee Mason,Match Report,
2019-05-04,17:30 (00:30),Premier League,Matchweek 37,Sat,Away,W,3,2,Cardiff City,1.6,1.9,60,32133,Luka Milivojević,4-4-2,Michael Oliver,Match Report,
2019-05-12,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,W,5,3,Bournemouth,2.8,1.6,46,25433,Luka Milivojević,4-4-2,Roger East,Match Report,
