Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2018-08-12,13:30 (20:30),Premier League,Matchweek 1,Sun,Away,L,0,4,Liverpool,0.7,4.0,36,53235,Mark Noble,4-2-3-1,Anthony Taylor,Match Report,
2018-08-18,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,L,1,2,Bournemouth,1.2,1.3,61,56888,Mark Noble,4-4-2,Stuart Attwell,Match Report,
2018-08-25,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,L,1,3,Arsenal,1.1,1.8,39,59830,Marko Arnautović,4-4-1-1,Graham Scott,Match Report,
2018-08-28,19:45 (02:45),EFL Cup,Second round,Tue,Away,W,3,1,AFC Wimbledon,,,81,3962,Adrián,4-2-3-1,Tim Robinson,Match Report,
2018-09-01,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,L,0,1,Wolves,1.1,1.0,48,56947,Marko Arnautović,4-2-3-1,Chris Kavanagh,Match Report,
2018-09-16,16:00 (23:00),Premier League,Matchweek 5,Sun,Away,W,3,1,Everton,1.2,1.4,44,39161,Mark Noble,4-1-4-1,Martin Atkinson,Match Report,
2018-09-23,13:30 (20:30),Premier League,Matchweek 6,Sun,Home,D,0,0,Chelsea,1.0,1.5,29,56875,Mark Noble,4-3-3,Mike Dean,Match Report,
2018-09-26,19:45 (02:45),EFL Cup,Third round,Wed,Home,W,8,0,Macclesfield,,,76,24833,Adrián,4-3-3,Craig Pawson,Match Report,
2018-09-29,12:30 (19:30),Premier League,Matchweek 7,Sat,Home,W,3,1,Manchester Utd,1.4,0.7,48,56938,Mark Noble,4-1-4-1,Michael Oliver,Match Report,
2018-10-05,20:00 (03:00),Premier League,Matchweek 8,Fri,Away,L,0,1,Brighton,1.4,1.2,64,30544,Mark Noble,4-1-4-1,Kevin Friend,Match Report,
2018-10-20,15:00 (22:00),Premier League,Matchweek 9,Sat,Home,L,0,1,Tottenham,0.8,0.9,44,56921,Mark Noble,4-1-4-1,Martin Atkinson,Match Report,
2018-10-27,17:30 (00:30),Premier League,Matchweek 10,Sat,Away,D,1,1,Leicester City,1.4,1.7,36,31848,Mark Noble,4-1-4-1,Michael Oliver,Match Report,
2018-10-31,19:45 (03:45),EFL Cup,Fourth round,Wed,Home,L,1,3,Tottenham,,,50,50270,Adrián,4-3-3,Stuart Attwell,Match Report,
2018-11-03,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,W,4,2,Burnley,2.4,1.1,63,56862,Pablo Zabaleta,4-1-4-1,Roger East,Match Report,
2018-11-10,15:00 (23:00),Premier League,Matchweek 12,Sat,Away,D,1,1,Huddersfield,1.7,1.1,56,24069,Pablo Zabaleta,4-1-4-1,Chris Kavanagh,Match Report,
2018-11-24,15:00 (23:00),Premier League,Matchweek 13,Sat,Home,L,0,4,Manchester City,0.9,2.7,31,56886,Pablo Zabaleta,4-2-3-1,Andre Marriner,Match Report,
2018-12-01,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,W,3,0,Newcastle Utd,2.5,1.0,41,51853,Mark Noble,4-4-2,Paul Tierney,Match Report,
2018-12-04,19:45 (03:45),Premier League,Matchweek 15,Tue,Home,W,3,1,Cardiff City,1.7,2.1,60,56811,Mark Noble,4-4-2,Graham Scott,Match Report,
2018-12-08,15:00 (23:00),Premier League,Matchweek 16,Sat,Home,W,3,2,Crystal Palace,1.2,0.7,49,56995,Mark Noble,4-4-2,Anthony Taylor,Match Report,
2018-12-15,17:30 (01:30),Premier League,Matchweek 17,Sat,Away,W,2,0,Fulham,0.8,1.3,44,24081,Mark Noble,4-4-2,Mike Dean,Match Report,
2018-12-22,15:00 (23:00),Premier League,Matchweek 18,Sat,Home,L,0,2,Watford,2.0,2.3,52,56833,Mark Noble,4-4-2,Lee Mason,Match Report,
2018-12-27,19:45 (03:45),Premier League,Matchweek 19,Thu,Away,W,2,1,Southampton,1.2,1.2,54,31654,Aaron Cresswell,4-2-3-1,Craig Pawson,Match Report,
2018-12-30,14:15 (22:15),Premier League,Matchweek 20,Sun,Away,L,0,2,Burnley,0.8,2.7,57,20933,Mark Noble,4-4-2,David Coote,Match Report,
2019-01-02,19:45 (03:45),Premier League,Matchweek 21,Wed,Home,D,2,2,Brighton,0.8,0.7,55,59870,Pablo Zabaleta,4-4-2,Chris Kavanagh,Match Report,
2019-01-05,12:30 (20:30),FA Cup,Third round,Sat,Home,W,2,0,Birmingham City,,,73,54840,Adrián,4-1-4-1,Roger East,Match Report,
2019-01-12,12:30 (20:30),Premier League,Matchweek 22,Sat,Home,W,1,0,Arsenal,0.6,0.7,42,59946,Mark Noble,4-2-3-1,Jonathan Moss,Match Report,
2019-01-19,15:00 (23:00),Premier League,Matchweek 23,Sat,Away,L,0,2,Bournemouth,1.1,1.1,61,10495,Mark Noble,4-2-3-1,Simon Hooper,Match Report,
2019-01-26,19:45 (03:45),FA Cup,Fourth round,Sat,Away,L,2,4,AFC Wimbledon,,,67,4777,Mark Noble,4-4-2,Anthony Taylor,Match Report,
2019-01-29,19:45 (03:45),Premier League,Matchweek 24,Tue,Away,L,0,3,Wolves,0.2,2.2,45,31122,Mark Noble,4-4-2,David Coote,Match Report,
2019-02-04,20:00 (04:00),Premier League,Matchweek 25,Mon,Home,D,1,1,Liverpool,0.8,1.1,27,59903,Mark Noble,4-1-4-1,Kevin Friend,Match Report,
2019-02-09,15:00 (23:00),Premier League,Matchweek 26,Sat,Away,D,1,1,Crystal Palace,1.7,2.6,42,25552,Mark Noble,4-1-4-1,Craig Pawson,Match Report,
2019-02-22,19:45 (03:45),Premier League,Matchweek 27,Fri,Home,W,3,1,Fulham,2.4,1.3,55,59950,Mark Noble,4-1-4-1,Lee Mason,Match Report,
2019-02-27,20:00 (04:00),Premier League,Matchweek 28,Wed,Away,L,0,1,Manchester City,0.4,3.5,25,53528,Andy Carroll,4-2-3-1,Stuart Attwell,Match Report,
2019-03-02,17:30 (01:30),Premier League,Matchweek 29,Sat,Home,W,2,0,Newcastle Utd,2.0,1.1,56,59910,Mark Noble,4-1-4-1,Chris Kavanagh,Match Report,
2019-03-09,15:00 (23:00),Premier League,Matchweek 30,Sat,Away,L,0,2,Cardiff City,0.3,3.5,70,32458,Mark Noble,4-1-4-1,Graham Scott,Match Report,
2019-03-16,15:00 (23:00),Premier League,Matchweek 31,Sat,Home,W,4,3,Huddersfield,1.7,1.0,64,59931,Mark Noble,4-1-4-1,Jonathan Moss,Match Report,
2019-03-30,17:30 (01:30),Premier League,Matchweek 32,Sat,Home,L,0,2,Everton,0.1,1.8,49,59988,Aaron Cresswell,4-4-2,Paul Tierney,Match Report,
2019-04-08,20:00 (03:00),Premier League,Matchweek 33,Mon,Away,L,0,2,Chelsea,0.6,1.9,47,40537,Mark Noble,4-2-3-1,Chris Kavanagh,Match Report,
2019-04-13,17:30 (00:30),Premier League,Matchweek 34,Sat,Away,L,1,2,Manchester Utd,1.4,2.5,57,74478,Mark Noble,4-1-4-1,Graham Scott,Match Report,
2019-04-20,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,D,2,2,Leicester City,1.2,0.9,49,59960,Mark Noble,4-1-4-1,Lee Probert,Match Report,
2019-04-27,12:30 (19:30),Premier League,Matchweek 36,Sat,Away,W,1,0,Tottenham,1.1,1.6,38,60043,Mark Noble,4-1-4-1,Anthony Taylor,Match Report,
2019-05-04,15:00 (22:00),Premier League,Matchweek 37,Sat,Home,W,3,0,Southampton,1.9,0.5,56,59961,Mark Noble,4-1-4-1,Stuart Attwell,Match Report,
2019-05-12,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,W,4,1,Watford,3.1,2.2,51,20067,Mark Noble,4-1-4-1,Chris Kavanagh,Match Report,
