Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2019-08-10,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,W,3,0,Watford,0.8,0.7,51,20245,Lewis Dunk,3-4-3,Craig Pawson,Match Report,
2019-08-17,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,D,1,1,West Ham,2.0,0.8,57,30459,Lewis Dunk,3-4-3,Anthony Taylor,Match Report,
2019-08-24,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Southampton,0.8,1.7,51,30019,Lewis Dunk,3-4-3,Kevin Friend,Match Report,
2019-08-27,19:45 (02:45),EFL Cup,Second round,Tue,Away,W,2,1,Bristol Rovers,,,68,5864,Glenn Murray,3-4-3,Matt Donohue,Match Report,
2019-08-31,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,L,0,4,Manchester City,0.9,1.9,47,54386,Lewis Dunk,3-4-3,Jonathan Moss,Match Report,
2019-09-14,15:00 (22:00),Premier League,Matchweek 5,Sat,Home,D,1,1,Burnley,1.4,0.4,62,29398,Lewis Dunk,3-4-3,Michael Oliver,Match Report,
2019-09-21,17:30 (00:30),Premier League,Matchweek 6,Sat,Away,D,0,0,Newcastle Utd,1.4,0.9,71,43316,Lewis Dunk,3-4-3,Martin Atkinson,Match Report,
2019-09-25,19:45 (02:45),EFL Cup,Third round,Wed,Home,L,1,3,Aston Villa,,,30,14982,Shane Duffy,3-4-3,Graham Scott,Match Report,
2019-09-28,15:00 (22:00),Premier League,Matchweek 7,Sat,Away,L,0,2,Chelsea,0.6,3.7,47,40683,Lewis Dunk,3-5-1-1,Chris Kavanagh,Match Report,
2019-10-05,12:30 (19:30),Premier League,Matchweek 8,Sat,Home,W,3,0,Tottenham,2.4,0.4,48,30610,Lewis Dunk,4-4-2,Jonathan Moss,Match Report,
2019-10-19,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,L,1,2,Aston Villa,1.2,3.0,51,41826,Lewis Dunk,4-4-2,David Coote,Match Report,
2019-10-26,15:00 (22:00),Premier League,Matchweek 10,Sat,Home,W,3,2,Everton,1.2,0.9,55,30529,Lewis Dunk,4-4-2,Andy Madley,Match Report,
2019-11-02,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,W,2,0,Norwich City,2.7,0.4,58,30539,Lewis Dunk,4-4-2,Kevin Friend,Match Report,
2019-11-10,14:00 (22:00),Premier League,Matchweek 12,Sun,Away,L,1,3,Manchester Utd,0.8,3.6,58,73556,Lewis Dunk,4-4-2,Jonathan Moss,Match Report,
2019-11-23,15:00 (23:00),Premier League,Matchweek 13,Sat,Home,L,0,2,Leicester City,0.6,3.6,53,30640,Dale Stephens,3-4-3,Mike Dean,Match Report,
2019-11-30,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,L,1,2,Liverpool,0.8,1.3,56,53319,Lewis Dunk,4-3-2-1,Martin Atkinson,Match Report,
