Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2019-11-30,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,W,1,0,Chelsea,0.9,2.3,34,40595,Mark Noble,4-4-1-1,Jonathan Moss,Match Report,
2019-12-04,19:30 (03:30),Premier League,Matchweek 15,Wed,Away,L,0,2,Wolves,0.6,1.5,50,31217,Mark Noble,4-4-1-1,Andre Marriner,Match Report,
2019-12-09,20:00 (04:00),Premier League,Matchweek 16,Mon,Home,L,1,3,Arsenal,0.6,1.4,36,59936,Mark Noble,4-4-1-1,Mike Dean,Match Report,
2019-12-14,17:30 (01:30),Premier League,Matchweek 17,Sat,Away,W,1,0,Southampton,0.9,0.9,43,27701,Mark Noble,4-4-2,Martin Atkinson,Match Report,
2019-12-26,15:00 (23:00),Premier League,Matchweek 19,Thu,Away,L,1,2,Crystal Palace,0.9,2.7,42,25462,Mark Noble,4-4-2,Andre Marriner,Match Report,
2019-12-28,17:30 (01:30),Premier League,Matchweek 20,Sat,Home,L,1,2,Leicester City,1.0,2.5,43,59919,Declan Rice,4-2-3-1,David Coote,Match Report,
2020-01-01,17:30 (01:30),Premier League,Matchweek 21,Wed,Home,W,4,0,Bournemouth,2.4,0.6,43,59917,Mark Noble,4-4-1-1,Graham Scott,Match Report,
2020-01-05,18:16 (02:16),FA Cup,Third round,Sun,Away,W,2,0,Gillingham,,,67,10913,Angelo Ogbonna,3-1-4-2,Andy Madley,Match Report,
2020-01-10,20:00 (04:00),Premier League,Matchweek 22,Fri,Away,L,0,1,Sheffield Utd,0.7,1.4,53,30124,Mark Noble,3-4-3,Michael Oliver,Match Report,
2020-01-18,15:00 (23:00),Premier League,Matchweek 23,Sat,Home,D,1,1,Everton,1.3,1.7,50,59915,Mark Noble,4-4-1-1,Andre Marriner,Match Report,
2020-01-22,19:30 (03:30),Premier League,Matchweek 24,Wed,Away,L,1,4,Leicester City,1.6,2.8,33,31968,Mark Noble,5-3-2,David Coote,Match Report,
2020-01-25,15:00 (23:00),FA Cup,Fourth round,Sat,Home,L,0,1,West Brom,,,56,58911,Pablo Zabaleta,4-2-2-2,Stuart Attwell,Match Report,
2020-01-29,19:45 (03:45),Premier League,Matchweek 18,Wed,Home,L,0,2,Liverpool,0.7,2.8,30,59959,Mark Noble,5-4-1,Jonathan Moss,Match Report,
2020-02-01,15:00 (23:00),Premier League,Matchweek 25,Sat,Home,D,3,3,Brighton,0.8,1.9,35,59952,Mark Noble,4-1-4-1,Michael Oliver,Match Report,
2020-02-19,19:30 (03:30),Premier League,Matchweek 26,Wed,Away,L,0,2,Manchester City,0.1,2.1,23,52159,Mark Noble,5-3-2,Kevin Friend,Match Report,
2020-02-24,20:00 (04:00),Premier League,Matchweek 27,Mon,Away,L,2,3,Liverpool,0.7,2.4,31,53313,Mark Noble,4-2-3-1,Jonathan Moss,Match Report,
2020-02-29,15:00 (23:00),Premier League,Matchweek 28,Sat,Home,W,3,1,Southampton,2.3,0.7,35,59962,Mark Noble,4-4-2,Anthony Taylor,Match Report,
2020-03-07,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,L,0,1,Arsenal,1.5,1.2,32,60335,Mark Noble,4-4-2,Martin Atkinson,Match Report,
2020-06-20,17:30 (00:30),Premier League,Matchweek 30,Sat,Home,L,0,2,Wolves,0.5,1.0,42,,Mark Noble,4-2-3-1,Anthony Taylor,Match Report,
2020-06-23,20:15 (03:15),Premier League,Matchweek 31,Tue,Away,L,0,2,Tottenham,1.2,2.3,36,,Mark Noble,4-2-3-1,Craig Pawson,Match Report,
2020-07-01,20:15 (03:15),Premier League,Matchweek 32,Wed,Home,W,3,2,Chelsea,2.2,1.6,29,,Declan Rice,4-2-3-1,Martin Atkinson,Match Report,
2020-07-05,14:15 (21:15),Premier League,Matchweek 33,Sun,Away,D,2,2,Newcastle Utd,2.1,1.4,43,,Declan Rice,4-2-3-1,Craig Pawson,Match Report,
2020-07-08,18:00 (01:00),Premier League,Matchweek 34,Wed,Home,L,0,1,Burnley,1.6,0.9,53,,Declan Rice,4-2-3-1,Michael Oliver,Match Report,
2020-07-11,12:30 (19:30),Premier League,Matchweek 35,Sat,Away,W,4,0,Norwich City,3.5,0.6,47,,Mark Noble,4-2-3-1,Kevin Friend,Match Report,
2020-07-17,20:00 (03:00),Premier League,Matchweek 36,Fri,Home,W,3,1,Watford,0.9,1.5,41,,Mark Noble,4-2-3-1,Martin Atkinson,Match Report,
2020-07-22,18:00 (01:00),Premier League,Matchweek 37,Wed,Away,D,1,1,Manchester Utd,1.5,0.6,43,,Mark Noble,4-2-3-1,Paul Tierney,Match Report,
2020-07-26,16:00 (23:00),Premier League,Matchweek 38,Sun,Home,D,1,1,Aston Villa,0.9,1.0,62,,Mark Noble,4-2-3-1,Michael Oliver,Match Report,
