Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2019-08-04,15:00 (22:00),Community Shield,FA Community Shield,Sun,Neutral,D,1 (5),1 (4),Liverpool,,,47,77565,David Silva,4-3-3,Martin Atkinson,Match Report,
2019-08-10,12:30 (19:30),Premier League,Matchweek 1,Sat,Away,W,5,0,West Ham,3.2,1.1,57,59870,David Silva,4-3-3,Mike Dean,Match Report,
2019-08-17,17:30 (00:30),Premier League,Matchweek 2,Sat,Home,D,2,2,Tottenham,2.9,0.1,55,54503,Kevin De Bruyne,4-2-3-1,Michael Oliver,Match Report,
2019-08-25,14:00 (21:00),Premier League,Matchweek 3,Sun,Away,W,3,1,Bournemouth,3.0,2.2,74,10486,David Silva,4-3-3,Andre Marriner,Match Report,
2019-08-31,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,W,4,0,Brighton,1.9,0.9,53,54386,David Silva,4-3-3,Jonathan Moss,Match Report,
2019-09-14,17:30 (00:30),Premier League,Matchweek 5,Sat,Away,L,2,3,Norwich City,2.3,1.5,68,27035,David Silva,4-2-3-1,Kevin Friend,Match Report,
2019-09-18,22:00 (03:00),Champions Lg,Group stage,Wed,Away,W,3,0,ua Shakhtar,2.5,0.9,53,36675,Fernandinho,4-2-3-1,Artur Soares Dias,Match Report,
2019-09-21,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,W,8,0,Watford,5.9,0.4,68,54273,David Silva,4-3-3,Mike Dean,Match Report,
2019-09-24,19:45 (02:45),EFL Cup,Third round,Tue,Away,W,3,0,Preston,,,65,22025,David Silva,4-3-3,Lee Mason,Match Report,
2019-09-28,17:30 (00:30),Premier League,Matchweek 7,Sat,Away,W,3,1,Everton,2.8,2.4,63,39222,Fernandinho,4-3-3,Michael Oliver,Match Report,
