Date,HomeTeam,AwayTeam,FTHG,FTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Result,HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,Venue
2016-09-10,stoke,tottenham,0,4,15,20,2,8,13,18,10,8,3,2,0,0,4.6,3.75,1.85,L,10,10,10.6,2.7,4.1,11.6,2.1,0.0,0.9,2.4,1.0,1.8,-15.0,-8.0,0.6,1.2,10.0,30.0,0.0,40.0,60.0,0.0,17.3,5.0,7.0,11.9,2.0,0.0,1.6,1.3,1.9,1.2,3.0,7.0,1.4,1.8,30.0,50.0,0.0,80.0,80.0,3.0,76,78,76,76.67,79,78,82,79.67,Bet365 Stadium
2016-09-24,middlesbrough,tottenham,1,2,6,19,2,5,14,9,2,10,2,1,0,0,3.75,3.5,2.1,L,7,3,,,,,,,,,,,,,,,,,0.0,,,0.0,19.0,5.4,8.1,12.3,2.0,0.0,1.7,1.2,2.0,1.1,5.0,9.0,1.6,1.8,40.0,50.0,2.0,80.0,80.0,5.0,71,73,72,72.0,79,78,82,79.67,Riverside Stadium
2016-10-15,west-brom,tottenham,1,1,8,20,4,8,14,10,5,8,2,2,0,0,5.5,3.8,1.73,D,10,10,12.3,3.7,5.4,12.7,2.2,0.0,1.0,1.2,1.1,1.3,-2.0,-2.0,1.1,1.2,20.0,30.0,0.0,70.0,60.0,3.0,18.0,5.8,8.3,13.2,2.3,0.0,1.6,1.2,1.9,1.2,4.0,7.0,1.8,1.8,50.0,50.0,4.0,80.0,80.0,7.0,75,76,78,76.33,81,80,84,81.67,The Hawthorns
2016-10-22,bournemouth,tottenham,0,0,8,16,1,4,10,15,7,4,2,4,0,0,4.2,3.6,1.95,D,7,4,10.9,3.5,5.0,9.5,1.2,0.1,1.4,1.6,1.7,1.7,-2.0,0.0,1.2,1.6,30.0,50.0,1.0,60.0,60.0,3.0,18.4,6.1,8.3,12.2,1.6,0.0,1.5,1.1,1.8,1.2,4.0,6.0,1.8,1.6,50.0,40.0,0.0,80.0,80.0,8.0,72,74,76,74.0,81,80,84,81.67,Dean Court
2016-11-06,arsenal,tottenham,1,1,15,10,2,3,11,17,7,2,1,2,0,0,1.95,3.6,4.2,D,5,4,15.1,5.3,6.0,9.5,1.4,0.1,2.3,1.0,2.3,0.8,13.0,15.0,2.3,2.3,70.0,70.0,1.0,90.0,90.0,9.0,18.5,5.9,7.7,13.4,2.1,0.0,1.4,0.5,1.8,1.1,9.0,7.0,2.0,1.7,50.0,40.0,0.0,100.0,90.0,10.0,82,82,85,83.0,81,80,84,81.67,Emirates Stadium
2016-11-26,chelsea,tottenham,2,1,9,12,5,6,13,16,3,8,2,1,0,0,1.75,3.8,5.25,W,6,4,17.0,6.3,5.7,9.0,1.8,0.0,2.3,0.7,2.3,1.1,16.0,12.0,2.2,1.8,70.0,50.0,6.0,80.0,80.0,6.0,17.6,5.9,6.7,13.1,2.3,0.0,1.6,0.7,1.7,1.2,9.0,5.0,2.0,1.5,50.0,30.0,1.0,100.0,90.0,12.0,81,83,85,83.0,81,80,84,81.67,Stamford Bridge
2016-12-11,united,tottenham,1,0,15,12,5,4,19,17,3,8,3,3,0,0,2.2,3.4,3.6,W,3,4,16.3,5.3,7.6,14.8,2.5,0.1,1.2,1.3,1.6,0.8,-1.0,8.0,1.2,1.7,20.0,40.0,0.0,80.0,90.0,5.0,18.5,6.8,6.7,12.9,1.9,0.0,1.7,0.8,1.7,1.3,9.0,4.0,1.9,1.4,50.0,30.0,1.0,90.0,80.0,1.0,82,82,90,84.67,81,80,84,81.67,Old Trafford
2016-12-28,southampton,tottenham,1,4,9,17,2,5,7,16,2,10,1,4,1,0,2.8,3.25,2.6,L,10,10,14.8,4.9,6.2,11.7,1.9,0.0,1.0,1.0,1.6,0.8,0.0,8.0,1.5,2.1,40.0,60.0,1.0,70.0,90.0,3.0,19.1,6.9,6.3,12.6,1.9,0.0,1.7,0.9,1.3,1.4,8.0,-1.0,1.6,1.1,40.0,20.0,2.0,80.0,70.0,2.0,80,76,77,77.67,81,80,84,81.67,St Mary's Stadium
2017-01-01,watford,tottenham,1,4,6,19,2,6,11,6,0,3,3,0,0,0,5.5,3.75,1.62,L,6,4,11.5,3.5,4.5,14.1,1.8,0.2,0.9,1.7,1.6,1.5,-8.0,1.0,1.1,1.5,30.0,40.0,0.0,50.0,70.0,1.0,18.8,6.6,6.5,13.2,2.1,0.0,2.0,0.9,1.5,1.3,11.0,2.0,1.8,1.3,50.0,30.0,3.0,80.0,70.0,3.0,77,78,77,77.33,81,80,84,81.67,Vicarage Road
2017-01-21,city,tottenham,2,2,17,6,7,2,10,7,5,4,2,4,0,0,2.15,3.5,3.6,D,6,7,14.3,4.6,7.5,12.0,2.0,0.3,1.6,1.6,1.9,1.0,0.0,9.0,1.8,2.1,60.0,60.0,0.0,60.0,90.0,0.0,18.9,7.3,6.3,11.5,1.5,0.0,2.8,0.8,1.8,0.9,20.0,9.0,2.4,1.6,80.0,40.0,6.0,80.0,80.0,6.0,82,84,86,84.0,81,81,85,82.33,Etihad Stadium
2017-01-31,sunderland,tottenham,0,0,3,14,1,3,9,13,2,12,2,1,0,0,9.5,5.25,1.36,D,10,3,11.0,3.4,3.8,10.5,2.0,0.0,0.8,2.1,1.3,1.8,-13.0,-5.0,0.7,1.1,20.0,30.0,0.0,30.0,50.0,0.0,18.1,6.9,6.3,10.9,1.6,0.0,2.7,0.8,1.9,1.0,19.0,9.0,2.2,1.6,70.0,40.0,0.0,80.0,80.0,7.0,74,74,81,76.33,81,81,83,81.67,Stadium of Light
2017-02-11,liverpool,tottenham,2,0,17,7,9,2,14,14,10,3,3,4,0,0,2.3,3.4,3.4,W,7,7,14.8,5.0,6.7,10.6,1.5,0.0,1.7,1.2,2.5,1.0,5.0,15.0,1.6,2.1,40.0,60.0,0.0,80.0,90.0,0.0,17.2,5.6,7.3,10.3,1.6,0.0,2.2,0.6,1.5,1.0,16.0,5.0,2.3,1.4,70.0,30.0,1.0,90.0,80.0,9.0,81,80,82,81.0,81,81,85,82.33,Anfield
2017-04-01,burnley,tottenham,0,2,13,19,2,7,9,6,3,7,2,0,0,0,5.75,3.8,1.7,L,10,10,11.8,3.8,4.2,11.1,1.7,0.2,1.0,1.3,1.7,1.0,-3.0,7.0,0.9,2.2,20.0,70.0,0.0,50.0,80.0,1.0,14.6,5.3,6.2,10.0,1.8,0.0,2.2,0.8,1.3,1.1,14.0,2.0,2.3,1.1,70.0,20.0,3.0,90.0,70.0,3.0,75,74,73,74.0,81,80,83,81.33,Turf Moor
2017-04-05,swansea,tottenham,1,3,4,18,1,8,7,8,5,7,1,1,0,0,5.0,4.0,1.73,L,3,4,10.5,3.6,5.3,9.3,2.0,0.0,1.3,1.8,1.7,2.1,-5.0,-4.0,1.3,1.6,40.0,50.0,0.0,50.0,60.0,1.0,14.6,5.4,6.6,10.0,1.8,0.0,2.0,0.7,1.4,1.0,13.0,4.0,2.3,1.3,70.0,30.0,4.0,90.0,70.0,4.0,75,77,78,76.67,81,80,83,81.33,Swansea.com Stadium
2017-04-26,palace,tottenham,0,1,6,18,1,4,13,15,2,11,3,3,0,0,5.5,4.2,1.65,L,3,4,12.3,3.6,5.3,11.1,1.5,0.0,1.4,1.2,1.2,1.2,2.0,0.0,1.9,1.3,60.0,40.0,1.0,70.0,50.0,3.0,17.1,6.7,8.0,10.1,1.2,0.0,2.3,0.6,1.7,1.1,17.0,6.0,2.5,1.5,80.0,40.0,7.0,90.0,70.0,7.0,77,77,80,78.0,81,81,83,81.67,Selhurst Park
2017-05-05,west-ham,tottenham,1,0,13,11,5,5,8,9,3,7,4,2,0,0,8.5,5.25,1.4,W,6,5,12.6,4.0,4.5,9.5,1.4,0.2,1.0,1.6,1.1,1.3,-6.0,-2.0,0.7,1.4,10.0,40.0,0.0,50.0,60.0,4.0,17.8,7.4,8.2,10.2,1.5,0.0,2.5,0.6,1.7,1.0,19.0,7.0,2.7,1.7,90.0,50.0,9.0,90.0,70.0,9.0,78,78,79,78.33,81,81,83,81.67,London Stadium
2017-05-18,leicester,tottenham,1,6,12,26,5,12,11,8,4,4,3,1,0,0,4.5,3.8,1.85,L,5,4,11.5,4.7,6.1,12.2,1.6,0.0,1.9,1.2,1.8,1.2,7.0,6.0,1.9,2.1,60.0,70.0,0.0,70.0,70.0,0.0,17.5,7.5,8.6,10.0,1.2,0.0,2.3,0.6,1.6,0.9,17.0,7.0,2.7,1.7,90.0,50.0,1.0,90.0,70.0,1.0,76,78,79,77.67,81,81,85,82.33,King Power Stadium
2017-05-21,hull,tottenham,1,7,10,19,4,14,14,5,2,3,0,0,0,0,7.0,4.75,1.5,L,7,3,10.7,2.9,5.7,11.0,2.5,0.2,1.2,2.0,1.8,1.3,-8.0,5.0,1.3,2.0,40.0,60.0,0.0,50.0,80.0,0.0,18.1,8.0,8.3,9.9,1.2,0.0,2.6,0.5,2.2,0.9,21.0,13.0,2.7,2.0,90.0,60.0,2.0,90.0,80.0,2.0,75,74,76,75.0,81,81,85,82.33,Hull City Stadium
2017-08-13,newcastle,tottenham,0,2,6,18,3,6,6,10,5,7,1,2,1,0,5.5,4.0,1.7,L,10,10,10.9,4.8,3.7,11.5,1.4,0.1,1.6,1.2,1.8,1.1,4.0,7.0,1.3,1.8,30.0,50.0,1.0,70.0,80.0,6.0,18.8,8.8,8.1,9.2,0.9,0.0,3.1,0.5,2.5,0.9,26.0,16.0,2.7,2.0,90.0,60.0,3.0,90.0,80.0,3.0,74,74,75,74.33,81,81,85,82.33,St. James Park
2017-09-09,everton,tottenham,0,3,12,15,1,6,14,14,7,3,3,1,0,0,3.8,3.5,2.1,L,10,10,12.5,3.9,4.6,11.5,1.9,0.1,1.1,1.3,2.8,0.9,-2.0,19.0,1.4,2.7,40.0,90.0,0.0,60.0,90.0,0.0,19.6,8.4,9.1,9.9,1.3,0.0,2.6,0.7,2.3,0.8,19.0,15.0,2.2,2.0,70.0,60.0,0.0,80.0,80.0,1.0,79,78,85,80.67,81,81,85,82.33,Goodison Park
2017-09-23,west-ham,tottenham,2,3,10,15,4,5,10,20,4,3,4,2,0,1,6.0,4.33,1.6,L,4,4,12.5,3.5,4.4,8.5,1.9,0.1,0.7,1.5,1.2,1.5,-8.0,-3.0,1.2,1.4,30.0,40.0,0.0,60.0,60.0,2.0,19.5,8.0,8.1,10.1,1.2,0.0,2.4,0.7,2.4,0.6,17.0,18.0,2.0,2.2,60.0,70.0,0.0,80.0,80.0,3.0,77,77,79,77.67,81,81,85,82.33,London Stadium
2017-09-30,huddersfield,tottenham,0,4,6,14,1,7,7,4,4,7,1,1,0,0,8.5,4.75,1.36,L,7,4,,,,,,,,,,,,,,,,,0.0,,,2.0,19.0,7.4,7.0,11.4,1.3,0.1,2.5,0.9,2.7,0.8,16.0,19.0,2.0,2.4,60.0,80.0,1.0,80.0,80.0,4.0,72,73,75,73.33,82,82,86,83.33,Kirklees Stadium
2017-10-28,united,tottenham,1,0,11,13,3,4,12,14,6,3,1,0,0,0,2.14,3.39,3.79,W,4,3,14.6,5.3,6.3,11.9,1.5,0.0,2.4,0.4,2.1,0.3,20.0,18.0,2.3,2.2,70.0,60.0,0.0,90.0,100.0,0.0,18.5,6.9,7.0,9.8,1.1,0.1,2.6,0.7,3.1,0.6,19.0,25.0,2.3,2.7,70.0,90.0,4.0,90.0,90.0,7.0,81,83,87,83.67,82,81,85,82.67,Old Trafford
2017-11-18,arsenal,tottenham,2,0,14,14,5,4,11,16,7,4,4,1,0,0,2.5,3.6,2.89,W,10,10,15.7,6.3,5.8,11.2,1.5,0.0,1.6,1.3,2.4,0.5,3.0,19.0,1.6,3.0,50.0,100.0,0.0,60.0,100.0,0.0,17.3,5.5,7.3,10.3,0.9,0.1,1.8,0.7,2.9,0.7,11.0,22.0,2.0,2.4,60.0,80.0,1.0,80.0,80.0,1.0,81,82,85,82.67,81,81,85,82.33,Emirates Stadium
2017-11-28,leicester,tottenham,2,1,7,18,4,6,7,10,4,9,1,2,0,0,5.0,3.89,1.75,W,4,3,9.2,2.9,4.3,9.6,1.0,0.0,1.2,1.3,1.5,1.5,-1.0,0.0,1.1,1.4,20.0,40.0,0.0,70.0,60.0,1.0,16.5,5.3,6.1,10.6,0.8,0.1,1.7,0.7,2.6,0.8,10.0,18.0,2.0,2.1,60.0,70.0,0.0,80.0,70.0,1.0,76,78,79,77.67,81,81,85,82.33,King Power Stadium
2017-12-02,watford,tottenham,1,1,6,8,2,2,16,8,7,2,4,1,0,1,5.0,4.0,1.72,D,4,4,12.2,3.2,4.5,11.9,2.0,0.0,1.7,2.2,1.0,2.1,-5.0,-11.0,1.3,1.1,40.0,30.0,0.0,50.0,50.0,0.0,16.8,5.3,6.7,10.2,0.9,0.1,1.5,0.9,2.6,1.0,6.0,16.0,1.7,1.8,50.0,60.0,0.0,70.0,60.0,0.0,76,77,77,76.67,81,81,85,82.33,Vicarage Road
2017-12-16,city,tottenham,4,1,20,7,11,2,13,20,5,1,2,4,0,0,1.55,4.59,6.0,W,3,3,17.2,7.7,5.9,9.0,1.5,0.0,3.0,0.9,3.3,0.8,21.0,25.0,3.0,2.8,100.0,90.0,15.0,100.0,100.0,25.0,16.6,5.4,7.0,9.2,0.8,0.1,1.6,0.9,2.7,1.0,7.0,17.0,1.7,1.9,50.0,60.0,2.0,70.0,70.0,3.0,82,85,84,83.67,81,82,86,83.0,Etihad Stadium
2017-12-23,burnley,tottenham,0,3,5,18,2,8,10,10,4,4,1,2,0,0,7.0,4.2,1.55,L,7,7,10.0,3.6,4.8,9.0,1.5,0.0,0.8,0.6,0.8,0.5,2.0,3.0,1.9,1.7,60.0,50.0,0.0,70.0,70.0,3.0,15.5,5.0,6.2,10.3,1.1,0.1,1.6,1.3,2.2,1.3,3.0,9.0,1.4,1.6,40.0,50.0,0.0,60.0,60.0,0.0,76,75,74,75.0,81,82,86,83.0,Turf Moor
2018-01-02,swansea,tottenham,0,2,8,12,1,5,12,9,6,5,2,2,0,0,12.0,4.75,1.3,L,3,7,9.1,2.4,4.4,11.3,1.5,0.0,0.6,1.9,0.6,1.5,-13.0,-9.0,0.8,0.8,20.0,20.0,1.0,40.0,40.0,1.0,16.2,5.5,6.3,10.5,1.3,0.1,2.0,1.3,1.8,1.2,7.0,6.0,1.7,1.6,50.0,50.0,2.0,70.0,60.0,2.0,74,76,76,75.33,81,82,86,83.0,Swansea.com Stadium
2018-01-21,southampton,tottenham,1,1,10,17,4,2,8,15,2,9,2,3,0,0,5.75,4.09,1.64,D,8,8,10.2,3.7,5.8,12.9,2.1,0.0,1.0,1.9,1.1,1.5,-9.0,-4.0,0.5,0.9,0.0,20.0,0.0,50.0,50.0,1.0,17.5,6.7,5.6,10.3,1.3,0.1,2.5,1.1,1.8,1.2,14.0,6.0,2.0,1.6,60.0,50.0,1.0,80.0,60.0,5.0,77,77,78,77.33,82,82,88,84.0,St Mary's Stadium
2018-02-04,liverpool,tottenham,2,2,9,13,3,6,15,9,3,7,3,1,0,0,2.1,3.75,3.6,D,5,4,18.1,6.2,6.6,9.6,1.0,0.0,2.4,1.0,2.0,0.7,14.0,13.0,2.1,2.0,60.0,50.0,1.0,90.0,100.0,1.0,18.8,6.7,6.0,11.0,1.5,0.0,2.6,0.9,1.6,1.3,17.0,3.0,2.3,1.4,70.0,40.0,1.0,90.0,60.0,7.0,79,81,84,81.33,82,83,85,83.33,Anfield
2018-02-25,palace,tottenham,0,1,5,14,3,4,12,5,2,13,0,1,0,0,7.5,4.5,1.5,L,10,7,13.5,3.8,5.4,12.6,1.6,0.0,1.3,1.4,1.6,1.3,-1.0,3.0,1.3,1.7,30.0,40.0,0.0,70.0,90.0,0.0,17.4,6.0,5.5,11.5,1.6,0.0,2.2,1.0,1.5,1.3,12.0,2.0,2.1,1.2,60.0,30.0,1.0,90.0,60.0,9.0,76,76,81,77.67,82,83,85,83.33,Selhurst Park
2018-03-11,bournemouth,tottenham,1,4,14,12,3,8,10,7,4,5,1,1,0,0,6.5,4.5,1.55,L,8,4,15.1,5.6,5.8,10.1,1.4,0.0,1.9,1.6,1.7,1.6,3.0,1.0,1.7,1.5,40.0,40.0,0.0,90.0,70.0,2.0,17.8,6.1,7.1,9.6,1.2,0.0,2.1,0.6,1.2,1.3,15.0,-1.0,2.4,1.2,70.0,30.0,3.0,100.0,60.0,11.0,75,74,77,75.33,82,83,85,83.33,Dean Court
2018-04-01,chelsea,tottenham,1,3,14,12,4,7,4,11,5,5,0,1,0,0,2.29,3.29,3.1,L,10,10,16.3,6.9,6.0,8.8,1.2,0.1,1.8,1.3,1.8,0.5,5.0,13.0,1.4,2.5,40.0,80.0,1.0,60.0,90.0,1.0,17.4,6.2,7.3,9.5,1.3,0.0,2.0,0.5,1.6,1.3,15.0,3.0,2.4,1.5,70.0,40.0,4.0,100.0,70.0,12.0,82,86,84,84.0,82,83,85,83.33,Stamford Bridge
2018-04-07,stoke,tottenham,1,2,10,15,4,4,19,8,6,3,4,3,0,0,11.0,5.5,1.33,L,6,6,9.9,3.3,2.8,12.6,1.7,0.1,0.6,1.4,0.9,1.4,-8.0,-5.0,0.7,1.1,10.0,30.0,0.0,50.0,50.0,0.0,17.4,6.4,7.3,9.7,1.2,0.0,2.1,0.6,1.9,1.2,15.0,7.0,2.4,1.8,70.0,50.0,5.0,100.0,80.0,13.0,76,76,79,77.0,82,83,85,83.33,Bet365 Stadium
2018-04-17,brighton,tottenham,1,1,8,16,5,6,6,5,3,4,1,0,0,0,6.5,4.33,1.55,D,3,3,13.3,4.1,4.4,12.7,1.7,0.2,1.4,1.7,1.4,1.7,-3.0,-3.0,1.2,1.5,30.0,40.0,0.0,60.0,70.0,0.0,14.6,5.3,7.1,9.5,1.8,0.0,1.9,0.9,2.0,1.1,10.0,9.0,2.3,2.1,70.0,60.0,0.0,90.0,90.0,0.0,74,76,74,74.67,82,83,85,83.33,Falmer Stadium
2018-05-05,west-brom,tottenham,1,0,9,18,1,5,13,12,5,9,4,1,0,0,8.0,4.75,1.44,W,7,5,9.9,3.2,4.6,11.4,1.4,0.0,0.9,1.7,1.2,1.7,-8.0,-5.0,0.8,0.7,20.0,10.0,1.0,40.0,50.0,4.0,13.6,5.4,6.4,8.6,1.4,0.0,1.9,0.9,2.0,1.1,10.0,9.0,2.3,2.1,70.0,60.0,1.0,90.0,90.0,2.0,76,75,79,76.67,82,83,85,83.33,The Hawthorns
2018-08-11,newcastle,tottenham,1,2,15,15,2,5,11,12,3,5,2,2,0,0,3.9,3.5,2.04,L,10,10,11.3,3.2,3.9,10.2,1.1,0.0,1.2,0.9,1.2,0.5,3.0,7.0,1.5,1.8,50.0,50.0,1.0,50.0,80.0,1.0,13.4,5.6,5.3,9.0,1.4,0.0,2.1,1.2,1.9,0.8,9.0,11.0,2.2,2.1,70.0,60.0,2.0,80.0,90.0,2.0,76,75,76,75.67,82,83,85,83.33,St. James Park
2018-08-27,united,tottenham,0,3,23,9,5,5,11,16,5,2,2,4,0,0,2.62,3.3,2.9,L,8,9,11.6,3.9,5.0,8.7,1.3,0.0,1.4,0.9,1.6,0.5,5.0,11.0,1.9,2.5,60.0,80.0,0.0,70.0,90.0,0.0,14.7,5.7,5.0,9.8,1.4,0.0,2.0,1.3,1.8,0.9,7.0,9.0,2.2,2.1,70.0,60.0,4.0,80.0,90.0,4.0,81,83,85,83.0,82,83,85,83.33,Old Trafford
2018-09-02,watford,tottenham,2,1,7,11,3,2,9,8,3,10,2,1,0,0,5.5,4.2,1.64,W,4,6,12.0,4.8,5.1,13.2,2.1,0.0,1.2,1.1,1.7,0.9,1.0,8.0,1.4,2.1,40.0,60.0,3.0,60.0,90.0,3.0,14.4,5.5,4.7,10.3,1.7,0.0,2.0,1.2,1.9,0.9,8.0,10.0,2.2,2.1,70.0,60.0,5.0,80.0,90.0,5.0,75,77,78,76.67,82,83,85,83.33,Vicarage Road
2018-09-22,brighton,tottenham,1,2,8,16,4,7,15,9,5,7,2,1,0,0,5.0,4.0,1.75,L,5,4,8.1,2.8,3.9,11.2,1.6,0.0,1.0,1.7,1.7,1.5,-7.0,2.0,1.0,1.8,20.0,50.0,0.0,60.0,80.0,2.0,14.3,5.3,5.4,10.9,1.2,0.0,1.9,1.2,1.9,1.0,7.0,9.0,1.9,2.0,60.0,60.0,0.0,70.0,80.0,0.0,75,76,76,75.67,82,83,89,84.67,Falmer Stadium
2018-09-29,huddersfield,tottenham,0,2,9,10,5,6,17,16,3,0,2,2,0,0,8.5,4.5,1.44,L,7,3,8.4,2.3,3.3,9.6,1.5,0.1,0.4,1.8,0.5,1.3,-14.0,-8.0,0.4,0.8,0.0,20.0,0.0,40.0,40.0,0.0,14.3,5.4,5.7,11.3,1.3,0.0,2.0,1.2,1.9,0.9,8.0,10.0,2.1,2.2,70.0,70.0,1.0,70.0,80.0,1.0,75,75,75,75.0,82,83,89,84.67,Kirklees Stadium
2018-10-20,west-ham,tottenham,0,1,13,10,4,2,8,10,10,6,3,0,0,0,4.1,3.9,1.9,L,10,10,10.6,3.3,3.9,11.1,2.3,0.0,1.1,1.4,1.2,1.3,-3.0,-1.0,1.1,1.2,30.0,30.0,0.0,50.0,60.0,0.0,14.1,5.9,5.0,11.3,1.5,0.0,2.1,1.1,2.0,0.9,10.0,11.0,2.4,2.2,80.0,70.0,3.0,80.0,80.0,3.0,77,77,80,78.0,83,83,89,85.0,London Stadium
2018-11-03,wolves,tottenham,2,3,16,10,7,8,11,8,5,1,1,2,0,0,3.1,3.4,2.45,L,7,3,14.5,4.6,6.2,12.2,1.6,0.0,0.9,0.9,,,0.0,,1.5,,40.0,,0.0,70.0,,0.0,13.0,4.9,4.9,11.7,1.4,0.0,1.6,0.8,1.7,0.8,8.0,9.0,2.1,2.2,70.0,70.0,0.0,70.0,80.0,0.0,75,78,76,76.33,83,83,89,85.0,Molineux Stadium
2018-11-10,palace,tottenham,0,1,11,11,4,2,12,9,10,6,1,1,0,0,4.5,3.75,1.85,L,6,4,11.1,3.1,5.0,11.6,1.7,0.1,0.6,1.6,1.5,1.4,-10.0,1.0,0.5,1.1,10.0,30.0,0.0,30.0,50.0,0.0,12.5,5.2,4.5,11.3,1.4,0.0,1.7,0.9,1.7,0.9,8.0,8.0,2.1,2.2,70.0,70.0,1.0,70.0,80.0,1.0,76,77,78,77.0,83,83,89,85.0,Selhurst Park
2018-12-02,arsenal,tottenham,4,2,22,11,7,6,15,17,8,5,3,3,0,1,2.62,3.6,2.75,W,3,4,12.4,4.6,6.0,11.6,1.6,0.0,2.3,1.0,2.4,0.9,13.0,15.0,2.4,2.3,70.0,70.0,1.0,100.0,90.0,11.0,12.0,4.7,4.8,11.6,1.1,0.0,1.5,0.9,1.6,0.8,6.0,8.0,2.1,2.2,70.0,70.0,3.0,70.0,80.0,3.0,80,83,85,82.67,83,83,89,85.0,Emirates Stadium
2018-12-08,leicester,tottenham,0,2,11,7,3,2,12,7,6,5,3,1,0,0,3.8,3.75,2.0,L,3,3,13.0,4.5,6.3,9.8,1.4,0.2,1.3,0.9,1.3,0.9,4.0,4.0,1.6,1.5,40.0,40.0,0.0,80.0,70.0,6.0,12.2,5.6,4.6,11.5,1.3,0.1,1.8,1.0,1.7,1.1,8.0,6.0,2.4,2.1,80.0,70.0,1.0,80.0,70.0,1.0,78,77,82,79.0,83,83,89,85.0,King Power Stadium
2018-12-23,everton,tottenham,2,6,10,17,3,8,13,9,2,1,0,2,0,0,3.25,3.5,2.3,L,8,4,13.6,4.3,6.5,10.4,1.2,0.0,1.3,1.1,1.7,1.0,2.0,7.0,1.5,1.9,40.0,50.0,0.0,70.0,90.0,0.0,11.8,4.8,5.2,10.4,1.1,0.1,1.7,0.9,1.9,1.0,8.0,9.0,2.4,2.4,80.0,80.0,3.0,80.0,80.0,3.0,79,80,79,79.33,83,83,89,85.0,Goodison Park
2019-01-01,cardiff,tottenham,0,3,6,13,3,4,6,6,5,3,1,0,0,0,7.5,4.5,1.5,L,3,3,11.7,3.4,4.0,10.0,1.9,0.0,1.0,1.5,1.3,2.0,-5.0,-7.0,1.3,1.3,40.0,40.0,1.0,50.0,50.0,2.0,12.2,5.6,4.7,9.4,1.4,0.1,2.7,1.3,2.3,1.1,14.0,12.0,2.4,2.4,80.0,80.0,0.0,80.0,80.0,0.0,73,73,73,73.0,83,83,89,85.0,Cardiff City Stadium
2019-01-20,fulham,tottenham,1,2,12,14,4,5,10,8,7,10,2,3,0,0,5.25,3.8,1.75,L,8,7,12.0,4.8,4.2,12.2,1.6,0.1,0.9,1.8,1.2,1.9,-9.0,-7.0,0.9,1.2,20.0,30.0,0.0,50.0,60.0,0.0,13.5,6.1,5.0,9.1,1.2,0.1,2.6,1.2,2.3,1.1,14.0,12.0,2.1,2.4,70.0,80.0,0.0,70.0,80.0,0.0,72,76,75,74.33,84,82,87,84.33,Craven Cottage
2019-02-23,burnley,tottenham,2,1,10,17,4,6,9,12,7,6,1,3,0,0,5.75,3.8,1.7,W,10,10,10.7,3.7,3.7,9.7,2.4,0.1,1.4,1.5,1.4,1.7,-1.0,-3.0,1.5,1.4,40.0,40.0,1.0,70.0,60.0,7.0,15.0,5.3,5.5,7.2,1.4,0.0,2.4,0.9,2.4,1.0,15.0,14.0,2.4,2.7,80.0,90.0,4.0,80.0,90.0,4.0,76,75,76,75.67,83,82,87,84.0,Turf Moor
2019-02-27,chelsea,tottenham,2,0,11,9,1,0,7,14,2,2,1,1,0,0,2.3,3.5,3.25,W,3,4,13.5,4.7,5.9,8.5,0.9,0.0,1.2,1.6,1.7,0.6,-4.0,11.0,1.6,1.9,50.0,50.0,0.0,60.0,90.0,0.0,15.2,5.6,5.3,7.7,1.7,0.0,2.4,1.1,2.3,1.1,13.0,12.0,2.1,2.4,70.0,80.0,0.0,70.0,80.0,0.0,82,83,85,83.33,83,82,87,84.0,Stamford Bridge
2019-03-09,southampton,tottenham,2,1,12,16,4,5,16,9,1,10,4,2,0,0,4.5,3.8,1.85,W,7,4,9.7,3.9,4.6,11.7,1.4,0.2,1.2,1.4,1.4,1.4,-2.0,0.0,1.2,1.3,30.0,30.0,0.0,60.0,70.0,0.0,14.4,4.4,5.4,9.3,1.7,0.0,1.4,1.2,2.1,1.3,2.0,8.0,1.6,2.1,50.0,70.0,0.0,60.0,70.0,1.0,73,77,75,75.0,83,82,87,84.0,St Mary's Stadium
2019-03-31,liverpool,tottenham,2,1,14,11,3,2,5,8,10,3,0,1,0,0,1.61,4.2,6.0,W,10,10,14.5,5.5,7.2,9.2,1.2,0.1,2.1,0.8,3.2,0.8,13.0,24.0,2.2,2.8,60.0,90.0,2.0,100.0,100.0,10.0,15.0,4.6,5.8,9.5,1.6,0.0,1.4,1.1,2.1,1.5,3.0,6.0,1.6,1.8,50.0,60.0,0.0,60.0,60.0,0.0,82,82,85,83.0,83,82,88,84.33,Anfield
