Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-01-02,15:00 (23:00),Premier League,Matchweek 20,Sat,Home,D,0,0,Bournemouth,54,32006,Wes Morgan,4-4-2,Andre Marriner,Match Report,
2016-01-10,16:00 (00:00),FA Cup,Third round,Sun,Away,D,2,2,Tottenham,,35805,,,Robert Madley,Match Report,
2016-01-13,20:00 (04:00),Premier League,Matchweek 21,Wed,Away,W,1,0,Tottenham,38,35850,Wes Morgan,4-4-2,Lee Mason,Match Report,
2016-01-16,17:30 (01:30),Premier League,Matchweek 22,Sat,Away,D,1,1,Aston Villa,44,32763,Wes Morgan,4-4-2,Roger East,Match Report,
2016-01-20,19:45 (03:45),FA Cup,Third round,Wed,Home,L,0,2,Tottenham,,30006,,,Anthony Taylor,Match Report,
2016-01-23,15:00 (23:00),Premier League,Matchweek 23,Sat,Home,W,3,0,Stoke City,45,32018,Wes Morgan,4-4-2,Mike Dean,Match Report,
2016-02-02,19:45 (03:45),Premier League,Matchweek 24,Tue,Home,W,2,0,Liverpool,36,32121,Wes Morgan,4-4-2,Andre Marriner,Match Report,
2016-02-06,12:45 (20:45),Premier League,Matchweek 25,Sat,Away,W,3,1,Manchester City,34,54693,Wes Morgan,4-4-2,Anthony Taylor,Match Report,
2016-02-14,12:00 (20:00),Premier League,Matchweek 26,Sun,Away,L,1,2,Arsenal,28,60009,Wes Morgan,4-4-2,Martin Atkinson,Match Report,
2016-02-27,15:00 (23:00),Premier League,Matchweek 27,Sat,Home,W,1,0,Norwich City,58,32114,Wes Morgan,4-4-2,Niel Swarbrick,Match Report,
2016-03-01,19:45 (03:45),Premier League,Matchweek 28,Tue,Home,D,2,2,West Brom,65,32018,Wes Morgan,4-4-2,Mark Clattenburg,Match Report,
2016-03-05,17:30 (01:30),Premier League,Matchweek 29,Sat,Away,W,1,0,Watford,50,20884,Wes Morgan,4-4-2,Jonathan Moss,Match Report,
2016-03-14,20:00 (04:00),Premier League,Matchweek 30,Mon,Home,W,1,0,Newcastle Utd,50,31824,Wes Morgan,4-4-2,Craig Pawson,Match Report,
2016-03-19,15:00 (23:00),Premier League,Matchweek 31,Sat,Away,W,1,0,Crystal Palace,44,25041,Wes Morgan,4-4-2,Mike Jones,Match Report,
2016-04-03,13:30 (20:30),Premier League,Matchweek 32,Sun,Home,W,1,0,Southampton,46,32071,Wes Morgan,4-4-2,Michael Oliver,Match Report,
2016-04-10,13:30 (20:30),Premier League,Matchweek 33,Sun,Away,W,2,0,Sunderland,55,46531,Wes Morgan,4-4-2,Anthony Taylor,Match Report,
2016-04-17,13:30 (20:30),Premier League,Matchweek 34,Sun,Home,D,2,2,West Ham,44,32104,Wes Morgan,4-4-2,Jonathan Moss,Match Report,
2016-04-24,16:15 (23:15),Premier League,Matchweek 35,Sun,Home,W,4,0,Swansea City,38,31962,Wes Morgan,4-4-2,Mark Clattenburg,Match Report,
2016-05-01,14:05 (21:05),Premier League,Matchweek 36,Sun,Away,D,1,1,Manchester Utd,30,75275,Wes Morgan,4-4-2,Michael Oliver,Match Report,
2016-05-07,17:30 (00:30),Premier League,Matchweek 37,Sat,Home,W,3,1,Everton,41,32140,Wes Morgan,4-4-2,Andre Marriner,Match Report,
2016-05-15,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,D,1,1,Chelsea,46,41494,Wes Morgan,4-2-3-1,Craig Pawson,Match Report,
