Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-08-08,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,W,1,0,Bournemouth,42,11155,Micah Richards,4-3-3,Mark Clattenburg,Match Report,
2015-08-14,19:45 (02:45),Premier League,Matchweek 2,Fri,Home,L,0,1,Manchester Utd,46,42200,Micah Richards,4-3-3,Mike Dean,Match Report,
2015-08-22,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,L,1,2,Crystal Palace,50,25295,Micah Richards,4-3-1-2,Keith Stroud,Match Report,
2015-08-25,19:45 (02:45),League Cup,Second round,Tue,Home,W,5,3,Notts County,,21430,,,Chris Kavanagh,Match Report,Required Extra Time
2015-08-29,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,D,2,2,Sunderland,62,35399,Micah Richards,4-3-3,Robert Madley,Match Report,
2015-09-13,16:00 (23:00),Premier League,Matchweek 5,Sun,Away,L,2,3,Leicester City,51,31733,Micah Richards,4-2-3-1,Mike Dean,Match Report,
2015-09-19,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,L,0,1,West Brom,60,36321,Micah Richards,4-4-1-1,Martin Atkinson,Match Report,
2015-09-22,19:45 (02:45),League Cup,Third round,Tue,Home,W,1,0,Birmingham City,,34442,,,Robert Madley,Match Report,
2015-09-26,15:00 (22:00),Premier League,Matchweek 7,Sat,Away,L,2,3,Liverpool,38,44228,Micah Richards,4-5-1,Jonathan Moss,Match Report,
2015-10-03,15:00 (22:00),Premier League,Matchweek 8,Sat,Home,L,0,1,Stoke City,56,33189,Micah Richards,3-5-2,Mike Jones,Match Report,
2015-10-17,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,L,0,2,Chelsea,51,41596,Micah Richards,4-2-3-1,Roger East,Match Report,
2015-10-24,15:00 (22:00),Premier League,Matchweek 10,Sat,Home,L,1,2,Swansea City,48,33324,Micah Richards,4-2-3-1,Niel Swarbrick,Match Report,
2015-10-28,19:45 (03:45),League Cup,Fourth round,Wed,Away,L,1,2,Southampton,,31314,,4-4-2,Keith Stroud,Match Report,
2015-11-02,20:00 (04:00),Premier League,Matchweek 11,Mon,Away,L,1,3,Tottenham,39,34882,Gabby Agbonlahor,4-2-3-1,Mike Dean,Match Report,
2015-11-08,13:30 (21:30),Premier League,Matchweek 12,Sun,Home,D,0,0,Manchester City,41,36757,Micah Richards,4-3-3,Craig Pawson,Match Report,
2015-11-21,15:00 (23:00),Premier League,Matchweek 13,Sat,Away,L,0,4,Everton,40,38424,Micah Richards,4-5-1,Michael Oliver,Match Report,
2015-11-28,15:00 (23:00),Premier League,Matchweek 14,Sat,Home,L,2,3,Watford,65,35057,Micah Richards,4-3-3,Lee Mason,Match Report,
2015-12-05,15:00 (23:00),Premier League,Matchweek 15,Sat,Away,D,1,1,Southampton,37,29645,Joleon Lescott,4-2-3-1,Anthony Taylor,Match Report,
2015-12-13,13:30 (21:30),Premier League,Matchweek 16,Sun,Home,L,0,2,Arsenal,46,33285,Joleon Lescott,4-2-3-1,Kevin Friend,Match Report,
2015-12-19,17:30 (01:30),Premier League,Matchweek 17,Sat,Away,D,1,1,Newcastle Utd,53,48234,Joleon Lescott,4-3-1-2,Martin Atkinson,Match Report,
2015-12-26,15:00 (23:00),Premier League,Matchweek 18,Sat,Home,D,1,1,West Ham,59,38193,Joleon Lescott,4-3-1-2,Mike Dean,Match Report,
2015-12-28,15:00 (23:00),Premier League,Matchweek 19,Mon,Away,L,0,2,Norwich City,52,27071,Micah Richards,4-2-3-1,Graham Scott,Match Report,
2016-01-02,15:00 (23:00),Premier League,Matchweek 20,Sat,Away,L,1,3,Sunderland,55,41535,Micah Richards,4-3-3,Craig Pawson,Match Report,
2016-01-09,12:45 (20:45),FA Cup,Third round,Sat,Away,D,1,1,Wycombe,,9298,,,Michael Oliver,Match Report,
2016-01-12,19:45 (03:45),Premier League,Matchweek 21,Tue,Home,W,1,0,Crystal Palace,51,28245,Joleon Lescott,4-3-3,Mark Clattenburg,Match Report,
2016-01-16,17:30 (01:30),Premier League,Matchweek 22,Sat,Home,D,1,1,Leicester City,57,32763,Joleon Lescott,4-3-3,Roger East,Match Report,
2016-01-19,19:45 (03:45),FA Cup,Third round,Tue,Home,W,2,0,Wycombe,,20706,,,Craig Pawson,Match Report,
2016-01-23,15:00 (23:00),Premier League,Matchweek 23,Sat,Away,D,0,0,West Brom,61,26165,Joleon Lescott,4-3-3,Robert Madley,Match Report,
2016-01-30,15:00 (23:00),FA Cup,Fourth round,Sat,Home,L,0,4,Manchester City,,23636,,,Mike Jones,Match Report,
2016-02-02,19:45 (03:45),Premier League,Matchweek 24,Tue,Away,L,0,2,West Ham,32,34914,Micah Richards,4-3-1-2,Jonathan Moss,Match Report,
2016-02-06,15:00 (23:00),Premier League,Matchweek 25,Sat,Home,W,2,0,Norwich City,48,32472,Micah Richards,4-3-2-1,Martin Atkinson,Match Report,
2016-02-14,14:05 (22:05),Premier League,Matchweek 26,Sun,Home,L,0,6,Liverpool,39,35798,Micah Richards,4-4-1-1,Niel Swarbrick,Match Report,
2016-02-27,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,L,1,2,Stoke City,45,27703,Joleon Lescott,4-3-2-1,Kevin Friend,Match Report,
2016-03-01,19:45 (03:45),Premier League,Matchweek 28,Tue,Home,L,1,3,Everton,47,29755,Micah Richards,5-3-2,Roger East,Match Report,
2016-03-05,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,L,0,4,Manchester City,29,53892,Micah Richards,5-3-2,Lee Mason,Match Report,
2016-03-13,16:00 (00:00),Premier League,Matchweek 30,Sun,Home,L,0,2,Tottenham,38,32393,Joleon Lescott,4-2-3-1,Anthony Taylor,Match Report,
