Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-08-10,20:00 (03:00),Premier League,Matchweek 1,Mon,Away,W,3,0,West Brom,69,24564,Vincent Kompany,4-2-3-1,Mike Dean,Match Report,
2015-08-16,16:00 (23:00),Premier League,Matchweek 2,Sun,Home,W,3,0,Chelsea,49,54331,Vincent Kompany,4-2-3-1,Martin Atkinson,Match Report,
2015-08-23,16:00 (23:00),Premier League,Matchweek 3,Sun,Away,W,2,0,Everton,54,38523,Vincent Kompany,4-2-3-1,Anthony Taylor,Match Report,
2015-08-29,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,W,2,0,Watford,59,53218,Vincent Kompany,4-2-3-1,Mark Clattenburg,Match Report,
2015-09-12,15:00 (22:00),Premier League,Matchweek 5,Sat,Away,W,1,0,Crystal Palace,58,25167,Vincent Kompany,4-4-2,Mike Jones,Match Report,
2015-09-15,19:45 (02:45),Champions Lg,Group stage,Tue,Home,L,1,2,it Juventus,56,50363,Vincent Kompany,4-2-3-1,Damir Skomina,Match Report,
2015-09-19,17:30 (00:30),Premier League,Matchweek 6,Sat,Home,L,1,2,West Ham,72,53545,Yaya Touré,4-2-3-1,Robert Madley,Match Report,
2015-09-22,19:45 (02:45),League Cup,Third round,Tue,Away,W,4,1,Sunderland,,21644,,,Roger East,Match Report,
2015-09-26,12:45 (19:45),Premier League,Matchweek 7,Sat,Away,L,1,4,Tottenham,54,35867,Yaya Touré,4-2-3-1,Mark Clattenburg,Match Report,
2015-09-30,20:45 (02:45),Champions Lg,Group stage,Wed,Away,W,2,1,de M'Gladbach,62,46217,Yaya Touré,4-2-3-1,Clément Turpin,Match Report,
2015-10-03,15:00 (22:00),Premier League,Matchweek 8,Sat,Home,W,6,1,Newcastle Utd,64,53850,Joe Hart,4-2-3-1,Kevin Friend,Match Report,
2015-10-17,15:00 (22:00),Premier League,Matchweek 9,Sat,Home,W,5,1,Bournemouth,54,54502,Yaya Touré,4-2-3-1,Mike Dean,Match Report,
2015-10-21,19:45 (02:45),Champions Lg,Group stage,Wed,Home,W,2,1,es Sevilla,42,45595,Yaya Touré,4-4-2,Bas Nijhuis,Match Report,
2015-10-25,14:05 (22:05),Premier League,Matchweek 10,Sun,Away,D,0,0,Manchester Utd,41,75329,Vincent Kompany,4-2-3-1,Mark Clattenburg,Match Report,
2015-10-28,19:45 (03:45),League Cup,Fourth round,Wed,Home,W,5,1,Crystal Palace,,40585,,4-4-2,Paul Tierney,Match Report,
