Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-08-02,15:00 (22:00),Community Shield,FA Community Shield,Sun,Neutral,W,1,0,Chelsea,43,85437,Per Mertesacker,,Anthony Taylor,Match Report,
2015-08-09,13:30 (20:30),Premier League,Matchweek 1,Sun,Home,L,0,2,West Ham,62,59996,Per Mertesacker,4-2-3-1,Martin Atkinson,Match Report,
2015-08-16,13:30 (20:30),Premier League,Matchweek 2,Sun,Away,W,2,1,Crystal Palace,59,24732,Per Mertesacker,4-2-3-1,Lee Mason,Match Report,
2015-08-24,20:00 (03:00),Premier League,Matchweek 3,Mon,Home,D,0,0,Liverpool,66,60080,Santi Cazorla,4-2-3-1,Michael Oliver,Match Report,
2015-08-29,12:45 (19:45),Premier League,Matchweek 4,Sat,Away,W,1,0,Newcastle Utd,74,50388,Santi Cazorla,4-2-3-1,Andre Marriner,Match Report,
2015-09-12,15:00 (22:00),Premier League,Matchweek 5,Sat,Home,W,2,0,Stoke City,68,59963,Santi Cazorla,4-2-3-1,Jonathan Moss,Match Report,
2015-09-16,20:45 (02:45),Champions Lg,Group stage,Wed,Away,L,1,2,hr Dinamo Zagreb,58,17840,Mikel Arteta,4-2-3-1,Ovidiu Hațegan,Match Report,
2015-09-19,12:45 (19:45),Premier League,Matchweek 6,Sat,Away,L,0,2,Chelsea,37,41584,Santi Cazorla,4-2-3-1,Mike Dean,Match Report,
2015-09-23,19:45 (02:45),League Cup,Third round,Wed,Away,W,2,1,Tottenham,,35687,,,Andre Marriner,Match Report,
2015-09-26,15:00 (22:00),Premier League,Matchweek 7,Sat,Away,W,5,2,Leicester City,58,32047,Per Mertesacker,4-2-3-1,Craig Pawson,Match Report,
2015-09-29,19:45 (02:45),Champions Lg,Group stage,Tue,Home,L,2,3,gr Olympiacos,63,59428,Santi Cazorla,4-2-3-1,Bas Nijhuis,Match Report,
2015-10-04,16:00 (23:00),Premier League,Matchweek 8,Sun,Home,W,3,0,Manchester Utd,38,60084,Per Mertesacker,4-2-3-1,Anthony Taylor,Match Report,
2015-10-17,17:30 (00:30),Premier League,Matchweek 9,Sat,Away,W,3,0,Watford,67,20721,Per Mertesacker,4-2-3-1,Mike Jones,Match Report,
2015-10-20,19:45 (02:45),Champions Lg,Group stage,Tue,Home,W,2,0,de Bayern Munich,32,49824,Per Mertesacker,4-2-3-1,Cüneyt Çakιr,Match Report,
2015-10-24,17:30 (00:30),Premier League,Matchweek 10,Sat,Home,W,2,1,Everton,56,59985,Santi Cazorla,4-2-3-1,Lee Mason,Match Report,
2015-10-27,19:45 (03:45),League Cup,Fourth round,Tue,Away,L,0,3,Sheffield Weds,,35065,,4-2-3-1,Graham Scott,Match Report,
2015-10-31,15:00 (23:00),Premier League,Matchweek 11,Sat,Away,W,3,0,Swansea City,46,20937,Per Mertesacker,4-2-3-1,Kevin Friend,Match Report,
2015-11-04,20:45 (03:45),Champions Lg,Group stage,Wed,Away,L,1,5,de Bayern Munich,35,70000,Per Mertesacker,4-2-3-1,Gianluca Rocchi,Match Report,
2015-11-08,16:00 (00:00),Premier League,Matchweek 12,Sun,Home,D,1,1,Tottenham,55,60060,Per Mertesacker,4-2-3-1,Martin Atkinson,Match Report,
2015-11-21,15:00 (23:00),Premier League,Matchweek 13,Sat,Away,L,1,2,West Brom,73,24343,Per Mertesacker,4-2-3-1,Mark Clattenburg,Match Report,
2015-11-24,19:45 (03:45),Champions Lg,Group stage,Tue,Home,W,3,0,hr Dinamo Zagreb,52,58978,Per Mertesacker,4-2-3-1,Viktor Kassai,Match Report,
2015-11-29,16:15 (00:15),Premier League,Matchweek 14,Sun,Away,D,1,1,Norwich City,63,27091,Per Mertesacker,4-2-3-1,Jonathan Moss,Match Report,
2015-12-05,15:00 (23:00),Premier League,Matchweek 15,Sat,Home,W,3,1,Sunderland,73,59937,Per Mertesacker,4-2-3-1,Robert Madley,Match Report,
2015-12-09,21:45 (03:45),Champions Lg,Group stage,Wed,Away,W,3,0,gr Olympiacos,50,31388,Per Mertesacker,4-2-3-1,Nicola Rizzoli,Match Report,
2015-12-13,13:30 (21:30),Premier League,Matchweek 16,Sun,Away,W,2,0,Aston Villa,54,33285,Per Mertesacker,4-2-3-1,Kevin Friend,Match Report,
2015-12-21,20:00 (04:00),Premier League,Matchweek 17,Mon,Home,W,2,1,Manchester City,37,60053,Per Mertesacker,4-2-3-1,Andre Marriner,Match Report,
2015-12-26,19:45 (03:45),Premier League,Matchweek 18,Sat,Away,L,0,4,Southampton,65,31669,Per Mertesacker,4-2-3-1,Jonathan Moss,Match Report,
2015-12-28,17:30 (01:30),Premier League,Matchweek 19,Mon,Home,W,2,0,Bournemouth,51,59983,Per Mertesacker,4-2-3-1,Roger East,Match Report,
2016-01-02,15:00 (23:00),Premier League,Matchweek 20,Sat,Home,W,1,0,Newcastle Utd,51,59257,Per Mertesacker,4-2-3-1,Anthony Taylor,Match Report,
2016-01-09,15:00 (23:00),FA Cup,Third round,Sat,Home,W,3,1,Sunderland,,59349,,,Martin Atkinson,Match Report,
2016-01-13,20:00 (04:00),Premier League,Matchweek 21,Wed,Away,D,3,3,Liverpool,41,44109,Per Mertesacker,4-2-3-1,Mike Jones,Match Report,
2016-01-17,16:15 (00:15),Premier League,Matchweek 22,Sun,Away,D,0,0,Stoke City,55,27683,Per Mertesacker,4-2-3-1,Craig Pawson,Match Report,
2016-01-24,16:00 (00:00),Premier League,Matchweek 23,Sun,Home,L,0,1,Chelsea,47,60072,Per Mertesacker,4-2-3-1,Mark Clattenburg,Match Report,
2016-01-30,15:00 (23:00),FA Cup,Fourth round,Sat,Home,W,2,1,Burnley,,59932,,,Roger East,Match Report,
2016-02-02,19:45 (03:45),Premier League,Matchweek 24,Tue,Home,D,0,0,Southampton,67,60044,Laurent Koscielny,4-2-3-1,Lee Mason,Match Report,
2016-02-07,13:30 (21:30),Premier League,Matchweek 25,Sun,Away,W,2,0,Bournemouth,49,11357,Laurent Koscielny,4-2-3-1,Kevin Friend,Match Report,
2016-02-14,12:00 (20:00),Premier League,Matchweek 26,Sun,Home,W,2,1,Leicester City,72,60009,Per Mertesacker,4-2-3-1,Martin Atkinson,Match Report,
2016-02-20,12:45 (20:45),FA Cup,Fifth round,Sat,Home,D,0,0,Hull City,,59830,,,Mike Dean,Match Report,
2016-02-23,19:45 (03:45),Champions Lg,Round of 16,Tue,Home,L,0,2,es Barcelona,35,59889,Per Mertesacker,4-2-3-1,Cüneyt Çakιr,Match Report,Leg 1 of 2
2016-02-28,14:05 (22:05),Premier League,Matchweek 27,Sun,Away,L,2,3,Manchester Utd,61,75329,Laurent Koscielny,4-2-3-1,Craig Pawson,Match Report,
2016-03-02,19:45 (03:45),Premier League,Matchweek 28,Wed,Home,L,1,2,Swansea City,63,59905,Per Mertesacker,4-2-3-1,Robert Madley,Match Report,
2016-03-05,12:45 (20:45),Premier League,Matchweek 29,Sat,Away,D,2,2,Tottenham,48,35762,Per Mertesacker,4-2-3-1,Michael Oliver,Match Report,
2016-03-08,19:00 (03:00),FA Cup,Fifth round,Tue,Away,W,4,0,Hull City,,20993,,,Kevin Friend,Match Report,
2016-03-13,13:30 (21:30),FA Cup,Quarter-finals,Sun,Home,L,1,2,Watford,,58436,,,Andre Marriner,Match Report,
2016-03-16,20:45 (03:45),Champions Lg,Round of 16,Wed,Away,L,1,3,es Barcelona,38,76092,Laurent Koscielny,4-2-3-1,Sergey Karasev,Match Report,Leg 2 of 2; Barcelona won
2016-03-19,12:45 (20:45),Premier League,Matchweek 31,Sat,Away,W,2,0,Everton,46,39270,Laurent Koscielny,4-2-3-1,Mark Clattenburg,Match Report,
2016-04-02,15:00 (22:00),Premier League,Matchweek 32,Sat,Home,W,4,0,Watford,69,59981,Laurent Koscielny,4-2-3-1,Anthony Taylor,Match Report,
2016-04-09,12:45 (19:45),Premier League,Matchweek 33,Sat,Away,D,3,3,West Ham,61,34977,Laurent Koscielny,4-2-3-1,Craig Pawson,Match Report,
2016-04-17,16:00 (23:00),Premier League,Matchweek 34,Sun,Home,D,1,1,Crystal Palace,72,59961,Laurent Koscielny,4-2-3-1,Roger East,Match Report,
2016-04-21,19:45 (02:45),Premier League,Matchweek 30,Thu,Home,W,2,0,West Brom,71,59568,Per Mertesacker,4-2-3-1,Jonathan Moss,Match Report,
2016-04-24,14:05 (21:05),Premier League,Matchweek 35,Sun,Away,D,0,0,Sunderland,70,45420,Per Mertesacker,4-2-3-1,Mike Dean,Match Report,
2016-04-30,17:30 (00:30),Premier League,Matchweek 36,Sat,Home,W,1,0,Norwich City,69,59989,Per Mertesacker,4-2-3-1,Mike Jones,Match Report,
2016-05-08,16:00 (23:00),Premier League,Matchweek 37,Sun,Away,D,2,2,Manchester City,43,54425,Laurent Koscielny,4-2-3-1,Anthony Taylor,Match Report,
2016-05-15,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,W,4,0,Aston Villa,60,60007,Laurent Koscielny,4-2-3-1,Mark Clattenburg,Match Report,
