Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2015-08-08,12:45 (19:45),Premier League,Matchweek 1,Sat,Home,W,1,0,Tottenham,50,75261,Wayne Rooney,4-2-3-1,Jonathan Moss,Match Report,
2015-08-14,19:45 (02:45),Premier League,Matchweek 2,Fri,Away,W,1,0,Aston Villa,54,42200,Wayne Rooney,4-2-3-1,Mike Dean,Match Report,
2015-08-18,19:45 (02:45),Champions Lg,Play-off round,Tue,Home,W,3,1,be Club Brugge,64,75312,Wayne Rooney,4-2-3-1,Deniz Aytekin,Match Report,Leg 1 of 2
2015-08-22,12:45 (19:45),Premier League,Matchweek 3,Sat,Home,D,0,0,Newcastle Utd,69,75354,Wayne Rooney,4-2-3-1,Craig Pawson,Match Report,
2015-08-26,20:45 (02:45),Champions Lg,Play-off round,Wed,Away,W,4,0,be Club Brugge,62,28733,Wayne Rooney,4-2-3-1,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Manchester Utd won
2015-08-30,16:00 (23:00),Premier League,Matchweek 4,Sun,Away,L,1,2,Swansea City,65,20828,Wayne Rooney,4-2-3-1,Martin Atkinson,Match Report,
2015-09-12,17:30 (00:30),Premier League,Matchweek 5,Sat,Home,W,3,1,Liverpool,56,75347,Michael Carrick,4-2-3-1,Michael Oliver,Match Report,
2015-09-15,20:45 (02:45),Champions Lg,Group stage,Tue,Away,L,1,2,nl PSV Eindhoven,62,35292,Chris Smalling,4-2-3-1,Nicola Rizzoli,Match Report,
2015-09-20,16:00 (23:00),Premier League,Matchweek 6,Sun,Away,W,3,2,Southampton,59,31588,Wayne Rooney,4-2-3-1,Mark Clattenburg,Match Report,
2015-09-23,20:00 (03:00),League Cup,Third round,Wed,Home,W,3,0,Ipswich Town,,56607,,,Simon Hooper,Match Report,
2015-09-26,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,W,3,0,Sunderland,66,75328,Wayne Rooney,4-2-3-1,Mike Jones,Match Report,
2015-09-30,19:45 (02:45),Champions Lg,Group stage,Wed,Home,W,2,1,de Wolfsburg,55,74811,Wayne Rooney,4-2-3-1,Viktor Kassai,Match Report,
2015-10-04,16:00 (23:00),Premier League,Matchweek 8,Sun,Away,L,0,3,Arsenal,62,60084,Wayne Rooney,4-2-3-1,Anthony Taylor,Match Report,
2015-10-17,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,W,3,0,Everton,53,39553,Wayne Rooney,4-2-3-1,Jonathan Moss,Match Report,
2015-10-21,21:45 (02:45),Champions Lg,Group stage,Wed,Away,D,1,1,ru CSKA Moscow,67,18456,Wayne Rooney,4-2-3-1,Carlos Velasco,Match Report,
2015-10-25,14:05 (22:05),Premier League,Matchweek 10,Sun,Home,D,0,0,Manchester City,59,75329,Wayne Rooney,4-2-3-1,Mark Clattenburg,Match Report,
2015-10-28,20:00 (04:00),League Cup,Fourth round,Wed,Home,D,0 (1),0 (3),Middlesbrough,,67258,,4-2-3-1,Lee Mason,Match Report,Middlesbrough won on penalty kicks following extra time
2015-10-31,15:00 (23:00),Premier League,Matchweek 11,Sat,Away,D,0,0,Crystal Palace,55,24854,David de Gea,4-2-3-1,Mike Jones,Match Report,
2015-11-03,19:45 (03:45),Champions Lg,Group stage,Tue,Home,W,1,0,ru CSKA Moscow,68,75165,Wayne Rooney,4-2-3-1,Szymon Marciniak,Match Report,
2015-11-07,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,W,2,0,West Brom,68,75410,David de Gea,4-2-3-1,Mike Dean,Match Report,
2015-11-21,12:45 (20:45),Premier League,Matchweek 13,Sat,Away,W,2,1,Watford,56,20702,Chris Smalling,4-2-2-2,Robert Madley,Match Report,
2015-11-25,19:45 (03:45),Champions Lg,Group stage,Wed,Home,D,0,0,nl PSV Eindhoven,58,75321,Wayne Rooney,4-2-3-1,Pavel Královec,Match Report,
2015-11-28,17:30 (01:30),Premier League,Matchweek 14,Sat,Away,D,1,1,Leicester City,69,32115,Wayne Rooney,3-4-1-2,Craig Pawson,Match Report,
2015-12-05,15:00 (23:00),Premier League,Matchweek 15,Sat,Home,D,0,0,West Ham,63,75350,Chris Smalling,4-2-3-1,Mark Clattenburg,Match Report,
