Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-13,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,D,1,1,Middlesbrough,54,32110,Ryan Shawcross,4-2-3-1,Kevin Friend,Match Report,
2016-08-20,12:30 (19:30),Premier League,Matchweek 2,Sat,Home,L,1,4,Manchester City,43,27455,Ryan Shawcross,4-3-3,Mike Dean,Match Report,
2016-08-23,19:45 (02:45),EFL Cup,Second round,Tue,Away,W,4,0,Stevenage,62,3363,Ryan Shawcross,4-2-3-1,Oliver Langford,Match Report,
2016-08-27,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,L,0,1,Everton,45,39581,Ryan Shawcross,4-3-3,Michael Oliver,Match Report,
2016-09-10,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,L,0,4,Tottenham,40,27385,Ryan Shawcross,4-2-3-1,Anthony Taylor,Match Report,
2016-09-18,14:15 (21:15),Premier League,Matchweek 5,Sun,Away,L,1,4,Crystal Palace,44,23781,Ryan Shawcross,4-2-3-1,Craig Pawson,Match Report,
2016-09-21,20:00 (03:00),EFL Cup,Third round,Wed,Home,L,1,2,Hull City,57,10550,Ryan Shawcross,4-3-3,Chris Kavanagh,Match Report,
2016-09-24,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,D,1,1,West Brom,56,27645,Ryan Shawcross,4-3-3,Martin Atkinson,Match Report,
2016-10-02,12:00 (19:00),Premier League,Matchweek 7,Sun,Away,D,1,1,Manchester Utd,33,75251,Ryan Shawcross,4-2-3-1,Robert Madley,Match Report,
2016-10-15,15:00 (22:00),Premier League,Matchweek 8,Sat,Home,W,2,0,Sunderland,57,27701,Ryan Shawcross,4-2-3-1,Mike Jones,Match Report,
2016-10-22,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,W,2,0,Hull City,51,18522,Ryan Shawcross,4-2-3-1,Kevin Friend,Match Report,
2016-10-31,20:00 (04:00),Premier League,Matchweek 10,Mon,Home,W,3,1,Swansea City,46,26602,Ryan Shawcross,4-2-3-1,Michael Oliver,Match Report,
2016-11-05,15:00 (23:00),Premier League,Matchweek 11,Sat,Away,D,1,1,West Ham,42,56970,Ryan Shawcross,4-2-3-1,Andre Marriner,Match Report,
2016-11-19,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,L,0,1,Bournemouth,51,27815,Ryan Shawcross,4-2-3-1,Roger East,Match Report,
2016-11-27,12:00 (20:00),Premier League,Matchweek 13,Sun,Away,W,1,0,Watford,50,20058,Jonathan Walters,4-2-3-1,Robert Madley,Match Report,
2016-12-03,15:00 (23:00),Premier League,Matchweek 14,Sat,Home,W,2,0,Burnley,56,27306,Jonathan Walters,4-2-3-1,Mark Clattenburg,Match Report,
2016-12-10,15:00 (23:00),Premier League,Matchweek 15,Sat,Away,L,1,3,Arsenal,36,59964,Charlie Adam,3-4-3,Lee Mason,Match Report,
2016-12-14,20:00 (04:00),Premier League,Matchweek 16,Wed,Home,D,0,0,Southampton,29,27002,Ryan Shawcross,4-2-3-1,Anthony Taylor,Match Report,
2016-12-17,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,D,2,2,Leicester City,65,27663,Ryan Shawcross,4-2-3-1,Craig Pawson,Match Report,
2016-12-27,17:15 (01:15),Premier League,Matchweek 18,Tue,Away,L,1,4,Liverpool,36,53094,Ryan Shawcross,3-5-2,Michael Oliver,Match Report,
2016-12-31,15:00 (23:00),Premier League,Matchweek 19,Sat,Away,L,2,4,Chelsea,40,41601,Ryan Shawcross,3-4-3,Robert Madley,Match Report,
2017-01-03,20:00 (04:00),Premier League,Matchweek 20,Tue,Home,W,2,0,Watford,54,27010,Ryan Shawcross,3-4-3,Niel Swarbrick,Match Report,
2017-01-07,15:00 (23:00),FA Cup,Third round,Sat,Home,L,0,2,Wolves,,21479,,,Mike Jones,Match Report,
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Away,W,3,1,Sunderland,49,42722,Ryan Shawcross,4-2-3-1,Mike Dean,Match Report,
2017-01-21,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,D,1,1,Manchester Utd,35,27423,Ryan Shawcross,4-2-3-1,Mark Clattenburg,Match Report,
2017-02-01,20:00 (04:00),Premier League,Matchweek 23,Wed,Home,D,1,1,Everton,47,27612,Ryan Shawcross,4-2-3-1,Craig Pawson,Match Report,
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Away,L,0,1,West Brom,62,23921,Ryan Shawcross,4-2-3-1,Kevin Friend,Match Report,
2017-02-11,15:00 (23:00),Premier League,Matchweek 25,Sat,Home,W,1,0,Crystal Palace,58,27007,Ryan Shawcross,4-2-3-1,Martin Atkinson,Match Report,
2017-02-26,13:30 (21:30),Premier League,Matchweek 26,Sun,Away,L,0,4,Tottenham,36,31864,Ryan Shawcross,4-2-3-1,Jonathan Moss,Match Report,
2017-03-04,15:00 (23:00),Premier League,Matchweek 27,Sat,Home,W,2,0,Middlesbrough,55,27644,Ryan Shawcross,4-2-3-1,Craig Pawson,Match Report,
2017-03-08,20:00 (04:00),Premier League,Matchweek 28,Wed,Away,D,0,0,Manchester City,35,52625,Ryan Shawcross,4-4-2,Niel Swarbrick,Match Report,
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Home,L,1,2,Chelsea,36,27724,Ryan Shawcross,4-4-2,Anthony Taylor,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Away,L,0,2,Leicester City,52,31958,Ryan Shawcross,4-4-2,Lee Mason,Match Report,
2017-04-04,19:45 (02:45),Premier League,Matchweek 31,Tue,Away,L,0,1,Burnley,52,19881,Ryan Shawcross,3-4-3,Kevin Friend,Match Report,
2017-04-08,15:00 (22:00),Premier League,Matchweek 32,Sat,Home,L,1,2,Liverpool,44,27568,Ryan Shawcross,4-4-2,Mike Dean,Match Report,
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,W,3,1,Hull City,45,27505,Ryan Shawcross,3-4-3,Stuart Attwell,Match Report,
2017-04-22,15:00 (22:00),Premier League,Matchweek 34,Sat,Away,L,0,2,Swansea City,55,20566,Ryan Shawcross,4-4-2,Michael Oliver,Match Report,
2017-04-29,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,D,0,0,West Ham,57,27628,Ryan Shawcross,4-2-3-1,Lee Probert,Match Report,
2017-05-06,15:00 (22:00),Premier League,Matchweek 36,Sat,Away,D,2,2,Bournemouth,42,11046,Ryan Shawcross,4-2-3-1,Paul Tierney,Match Report,
2017-05-13,17:30 (00:30),Premier League,Matchweek 37,Sat,Home,L,1,4,Arsenal,33,27535,Ryan Shawcross,4-2-3-1,Mike Dean,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,W,1,0,Southampton,39,31286,Ryan Shawcross,3-4-3,Lee Probert,Match Report,
