Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-13,15:00 (22:00),Premier League,Matchweek 1,Sat,Home,D,1,1,Watford,64,31488,Steven Davis,4-1-2-1-2◆,Roger East,Match Report,
2016-08-19,20:00 (03:00),Premier League,Matchweek 2,Fri,Away,L,0,2,Manchester Utd,57,75326,Steven Davis,4-1-2-1-2◆,Anthony Taylor,Match Report,
2016-08-27,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,D,1,1,Sunderland,64,30152,José Fonte,4-1-2-1-2◆,Lee Mason,Match Report,
2016-09-10,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,L,1,2,Arsenal,43,59962,José Fonte,4-3-3,Robert Madley,Match Report,
2016-09-15,20:05 (03:05),Europa Lg,Group stage,Thu,Home,W,3,0,cz Sparta Prague,54,25125,Virgil van Dijk,4-1-2-1-2◆,Manuel Gräfe,Match Report,
2016-09-18,14:15 (21:15),Premier League,Matchweek 5,Sun,Home,W,1,0,Swansea City,53,29087,José Fonte,4-1-2-1-2◆,Mike Jones,Match Report,
2016-09-21,19:45 (02:45),EFL Cup,Third round,Wed,Home,W,2,0,Crystal Palace,45,14080,José Fonte,4-3-1-2,James Adcock,Match Report,
2016-09-25,16:00 (23:00),Premier League,Matchweek 6,Sun,Away,W,3,0,West Ham,55,56864,José Fonte,4-1-2-1-2◆,Jonathan Moss,Match Report,
2016-09-29,20:00 (01:00),Europa Lg,Group stage,Thu,Away,D,0,0,il Be'er Sheva,49,25125,Virgil van Dijk,4-1-2-1-2◆,Stefan Johannesson,Match Report,
2016-10-02,14:15 (21:15),Premier League,Matchweek 7,Sun,Away,D,0,0,Leicester City,62,31563,José Fonte,4-1-2-1-2◆,Martin Atkinson,Match Report,
2016-10-16,16:00 (23:00),Premier League,Matchweek 8,Sun,Home,W,3,1,Burnley,65,29040,José Fonte,4-1-2-1-2◆,Mike Dean,Match Report,
2016-10-20,19:00 (01:00),Europa Lg,Group stage,Thu,Away,L,0,1,it Inter,55,26719,Virgil van Dijk,4-3-1-2,Gediminas Mažeika,Match Report,
2016-10-23,13:30 (20:30),Premier League,Matchweek 9,Sun,Away,D,1,1,Manchester City,35,53731,José Fonte,4-3-1-2,Mark Clattenburg,Match Report,
2016-10-26,19:45 (02:45),EFL Cup,Fourth round,Wed,Home,W,1,0,Sunderland,57,21460,José Fonte,4-3-3,Chris Kavanagh,Match Report,
2016-10-30,16:00 (00:00),Premier League,Matchweek 10,Sun,Home,L,0,2,Chelsea,55,31827,José Fonte,4-1-2-1-2◆,Mike Jones,Match Report,
2016-11-03,20:05 (04:05),Europa Lg,Group stage,Thu,Home,W,2,1,it Inter,57,30389,Virgil van Dijk,4-3-3,Paweł Gil,Match Report,
2016-11-06,14:15 (22:15),Premier League,Matchweek 11,Sun,Away,L,1,2,Hull City,66,17768,José Fonte,4-3-3,Graham Scott,Match Report,
2016-11-19,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,D,0,0,Liverpool,36,31848,José Fonte,4-3-3,Mark Clattenburg,Match Report,
2016-11-24,19:00 (02:00),Europa Lg,Group stage,Thu,Away,L,0,1,cz Sparta Prague,70,17429,Virgil van Dijk,4-3-3,Jesús Gil,Match Report,
2016-11-27,16:30 (00:30),Premier League,Matchweek 13,Sun,Home,W,1,0,Everton,53,31132,José Fonte,4-3-3,Craig Pawson,Match Report,
2016-11-30,19:45 (03:45),EFL Cup,Quarter-finals,Wed,Away,W,2,0,Arsenal,37,59013,Virgil van Dijk,4-3-3,Kevin Friend,Match Report,
2016-12-03,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,L,0,3,Crystal Palace,58,25393,José Fonte,4-3-3,Niel Swarbrick,Match Report,
2016-12-08,20:05 (04:05),Europa Lg,Group stage,Thu,Home,D,1,1,il Be'er Sheva,55,30416,Virgil van Dijk,4-3-3,Paolo Tagliavento,Match Report,
2016-12-11,14:15 (22:15),Premier League,Matchweek 15,Sun,Home,W,1,0,Middlesbrough,55,28976,José Fonte,4-3-3,Stuart Attwell,Match Report,
2016-12-14,20:00 (04:00),Premier League,Matchweek 16,Wed,Away,D,0,0,Stoke City,71,27002,José Fonte,4-2-3-1,Anthony Taylor,Match Report,
2016-12-18,13:30 (21:30),Premier League,Matchweek 17,Sun,Away,W,3,1,Bournemouth,53,11113,Virgil van Dijk,4-3-3,Mark Clattenburg,Match Report,
2016-12-28,19:45 (03:45),Premier League,Matchweek 18,Wed,Home,L,1,4,Tottenham,34,31853,José Fonte,4-3-3,Mike Dean,Match Report,
2016-12-31,15:00 (23:00),Premier League,Matchweek 19,Sat,Home,L,1,2,West Brom,68,30975,Virgil van Dijk,4-3-3,Mike Jones,Match Report,
2017-01-02,15:00 (23:00),Premier League,Matchweek 20,Mon,Away,L,0,3,Everton,46,38891,José Fonte,4-3-3,Kevin Friend,Match Report,
2017-01-07,15:00 (23:00),FA Cup,Third round,Sat,Away,D,2,2,Norwich City,,12479,,,Chris Kavanagh,Match Report,
2017-01-11,19:45 (03:45),EFL Cup,Semi-finals,Wed,Home,W,1,0,Liverpool,32,31480,Steven Davis,4-3-3,Niel Swarbrick,Match Report,Leg 1 of 2
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Away,L,0,1,Burnley,59,20254,Virgil van Dijk,4-3-3,Paul Tierney,Match Report,
2017-01-18,19:45 (03:45),FA Cup,Third round,Wed,Home,W,1,0,Norwich City,,13517,,,Jonathan Moss,Match Report,
2017-01-22,12:00 (20:00),Premier League,Matchweek 22,Sun,Home,W,3,0,Leicester City,60,30548,Virgil van Dijk,4-3-3,Michael Oliver,Match Report,
2017-01-25,20:00 (04:00),EFL Cup,Semi-finals,Wed,Away,W,1,0,Liverpool,28,52238,Steven Davis,4-3-3,Ben Atkinson,Match Report,Leg 2 of 2; Southampton won
2017-01-28,17:30 (01:30),FA Cup,Fourth round,Sat,Home,L,0,5,Arsenal,,31288,,,Kevin Friend,Match Report,
2017-01-31,19:45 (03:45),Premier League,Matchweek 23,Tue,Away,L,1,2,Swansea City,57,20359,Steven Davis,4-3-3,Roger East,Match Report,
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Home,L,1,3,West Ham,55,31891,Steven Davis,4-3-3,Graham Scott,Match Report,
2017-02-11,15:00 (23:00),Premier League,Matchweek 25,Sat,Away,W,4,0,Sunderland,54,39931,Steven Davis,4-2-3-1,Paul Tierney,Match Report,
2017-02-26,16:30 (00:30),EFL Cup,Final,Sun,Away,L,2,3,Manchester Utd,52,85264,Steven Davis,4-4-1-1,Andre Marriner,Match Report,
2017-03-04,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,W,4,3,Watford,63,20670,Steven Davis,4-2-3-1,Jonathan Moss,Match Report,
2017-03-19,14:15 (22:15),Premier League,Matchweek 29,Sun,Away,L,1,2,Tottenham,49,31697,Steven Davis,4-2-3-1,Andre Marriner,Match Report,
2017-04-01,17:30 (00:30),Premier League,Matchweek 30,Sat,Home,D,0,0,Bournemouth,61,31847,Steven Davis,4-2-3-1,Jonathan Moss,Match Report,
2017-04-05,19:45 (02:45),Premier League,Matchweek 31,Wed,Home,W,3,1,Crystal Palace,61,29968,Steven Davis,4-2-3-1,Roger East,Match Report,
2017-04-08,15:00 (22:00),Premier League,Matchweek 32,Sat,Away,W,1,0,West Brom,58,24697,Maya Yoshida,4-2-3-1,Chris Kavanagh,Match Report,
2017-04-15,17:30 (00:30),Premier League,Matchweek 33,Sat,Home,L,0,3,Manchester City,41,31850,Steven Davis,4-2-3-1,Niel Swarbrick,Match Report,
2017-04-25,19:45 (02:45),Premier League,Matchweek 34,Tue,Away,L,2,4,Chelsea,52,41168,Steven Davis,4-1-4-1,Lee Mason,Match Report,
2017-04-29,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,D,0,0,Hull City,52,31120,Steven Davis,4-2-3-1,Mike Dean,Match Report,
2017-05-07,13:30 (20:30),Premier League,Matchweek 36,Sun,Away,D,0,0,Liverpool,35,53159,Steven Davis,4-5-1,Robert Madley,Match Report,
2017-05-10,19:45 (02:45),Premier League,Matchweek 26,Wed,Home,L,0,2,Arsenal,47,31474,Steven Davis,4-2-3-1,Jonathan Moss,Match Report,
2017-05-13,15:00 (22:00),Premier League,Matchweek 37,Sat,Away,W,2,1,Middlesbrough,58,28203,Maya Yoshida,4-3-3,Anthony Taylor,Match Report,
2017-05-17,19:45 (02:45),Premier League,Matchweek 28,Wed,Home,D,0,0,Manchester Utd,53,31425,Steven Davis,4-3-3,Mike Dean,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,L,0,1,Stoke City,61,31286,Steven Davis,4-2-3-1,Lee Probert,Match Report,
