Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-12-26,12:30 (20:30),Premier League,Matchweek 18,Mon,Away,D,1,1,Watford,44,20304,Scott Dann,4-2-3-1,Mark Clattenburg,Match Report,
2017-01-01,16:00 (00:00),Premier League,Matchweek 19,Sun,Away,L,0,2,Arsenal,36,59975,Scott Dann,4-2-3-1,Andre Marriner,Match Report,
2017-01-03,20:00 (04:00),Premier League,Matchweek 20,Tue,Home,L,1,2,Swansea City,47,24913,Damien Delaney,4-2-3-1,Paul Tierney,Match Report,
2017-01-07,15:00 (23:00),FA Cup,Third round,Sat,Away,D,0,0,Bolton,,11683,,,Roger East,Match Report,
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Away,L,0,3,West Ham,56,56984,Scott Dann,4-2-3-1,Niel Swarbrick,Match Report,
2017-01-17,20:00 (04:00),FA Cup,Third round,Tue,Home,W,2,1,Bolton,,7149,,,Stuart Attwell,Match Report,
2017-01-21,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,L,0,1,Everton,44,25594,Scott Dann,3-4-1-2,Anthony Taylor,Match Report,
2017-01-28,15:00 (23:00),FA Cup,Fourth round,Sat,Home,L,0,3,Manchester City,,13979,,,Mike Jones,Match Report,
2017-01-31,19:45 (03:45),Premier League,Matchweek 23,Tue,Away,W,2,0,Bournemouth,35,11286,Scott Dann,3-4-3,Jonathan Moss,Match Report,
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Home,L,0,4,Sunderland,65,25310,Scott Dann,3-4-3,Andre Marriner,Match Report,
2017-02-11,15:00 (23:00),Premier League,Matchweek 25,Sat,Away,L,0,1,Stoke City,43,27007,Damien Delaney,4-2-3-1,Martin Atkinson,Match Report,
2017-02-25,15:00 (23:00),Premier League,Matchweek 26,Sat,Home,W,1,0,Middlesbrough,46,25416,Jason Puncheon,4-1-4-1,Robert Madley,Match Report,
2017-03-04,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,W,2,0,West Brom,49,24051,Jason Puncheon,4-2-3-1,Mike Jones,Match Report,
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Home,W,1,0,Watford,44,25109,Jason Puncheon,4-2-3-1,Martin Atkinson,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Away,W,2,1,Chelsea,27,41489,Jason Puncheon,4-2-3-1,Craig Pawson,Match Report,
2017-04-05,19:45 (02:45),Premier League,Matchweek 31,Wed,Away,L,1,3,Southampton,39,29968,Jason Puncheon,4-2-3-1,Roger East,Match Report,
2017-04-10,20:00 (03:00),Premier League,Matchweek 32,Mon,Home,W,3,0,Arsenal,28,25648,Jason Puncheon,4-2-3-1,Michael Oliver,Match Report,
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,D,2,2,Leicester City,58,25504,Jason Puncheon,4-2-3-1,Mike Dean,Match Report,
2017-04-23,16:30 (23:30),Premier League,Matchweek 34,Sun,Away,W,2,1,Liverpool,28,53086,Jason Puncheon,4-1-4-1,Andre Marriner,Match Report,
2017-04-26,20:00 (03:00),Premier League,Matchweek 28,Wed,Home,L,0,1,Tottenham,32,25596,Jason Puncheon,4-1-4-1,Jonathan Moss,Match Report,
2017-04-29,17:30 (00:30),Premier League,Matchweek 35,Sat,Home,L,0,2,Burnley,64,25013,Jason Puncheon,4-3-3,Robert Madley,Match Report,
2017-05-06,12:30 (19:30),Premier League,Matchweek 36,Sat,Away,L,0,5,Manchester City,31,54119,Jason Puncheon,4-3-3,Michael Oliver,Match Report,
2017-05-14,12:00 (19:00),Premier League,Matchweek 37,Sun,Home,W,4,0,Hull City,30,25176,Jason Puncheon,4-2-3-1,Martin Atkinson,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,0,2,Manchester Utd,41,75254,Jason Puncheon,4-3-3,Anthony Taylor,Match Report,
