Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-13,15:00 (22:00),Premier League,Matchweek 1,Sat,Home,L,0,1,West Brom,62,24490,Scott Dann,4-2-3-1,Craig Pawson,Match Report,
2016-08-20,15:00 (22:00),Premier League,Matchweek 2,Sat,Away,L,0,1,Tottenham,43,31447,Scott Dann,4-2-3-1,Michael Oliver,Match Report,
2016-08-23,19:30 (02:30),EFL Cup,Second round,Tue,Home,W,2,0,Blackpool,72,7533,Scott Dann,4-2-3-1,Andy Madley,Match Report,
2016-08-27,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,D,1,1,Bournemouth,59,23503,Scott Dann,4-4-1-1,Mike Dean,Match Report,
2016-09-10,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,W,2,1,Middlesbrough,42,30551,Scott Dann,4-2-3-1,Niel Swarbrick,Match Report,
2016-09-18,14:15 (21:15),Premier League,Matchweek 5,Sun,Home,W,4,1,Stoke City,57,23781,Scott Dann,4-2-3-1,Craig Pawson,Match Report,
2016-09-21,19:45 (02:45),EFL Cup,Third round,Wed,Away,L,0,2,Southampton,55,14080,Scott Dann,4-4-2,James Adcock,Match Report,
2016-09-24,15:00 (22:00),Premier League,Matchweek 6,Sat,Away,W,3,2,Sunderland,55,38941,Damien Delaney,4-2-3-1,Anthony Taylor,Match Report,
2016-09-30,20:00 (03:00),Premier League,Matchweek 7,Fri,Away,D,1,1,Everton,43,38758,Damien Delaney,4-2-3-1,Jonathan Moss,Match Report,
2016-10-15,17:30 (00:30),Premier League,Matchweek 8,Sat,Home,L,0,1,West Ham,55,25643,Damien Delaney,4-2-3-1,Martin Atkinson,Match Report,
2016-10-22,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,L,1,3,Leicester City,55,31969,Damien Delaney,4-2-3-1,Michael Oliver,Match Report,
2016-10-29,17:30 (00:30),Premier League,Matchweek 10,Sat,Home,L,2,4,Liverpool,45,25628,Scott Dann,4-2-3-1,Andre Marriner,Match Report,
2016-11-05,15:00 (23:00),Premier League,Matchweek 11,Sat,Away,L,2,3,Burnley,62,19196,Scott Dann,4-2-3-1,Anthony Taylor,Match Report,
2016-11-19,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,L,1,2,Manchester City,38,25529,Scott Dann,4-2-3-1,Robert Madley,Match Report,
2016-11-26,15:00 (23:00),Premier League,Matchweek 13,Sat,Away,L,4,5,Swansea City,44,20276,Scott Dann,4-4-2,Kevin Friend,Match Report,
2016-12-03,15:00 (23:00),Premier League,Matchweek 14,Sat,Home,W,3,0,Southampton,42,25393,Scott Dann,4-2-3-1,Niel Swarbrick,Match Report,
2016-12-10,15:00 (23:00),Premier League,Matchweek 15,Sat,Away,D,3,3,Hull City,43,17403,Scott Dann,4-2-3-1,Mike Jones,Match Report,
2016-12-14,20:00 (04:00),Premier League,Matchweek 16,Wed,Home,L,1,2,Manchester Utd,39,25547,Scott Dann,4-4-2,Craig Pawson,Match Report,
2016-12-17,12:30 (20:30),Premier League,Matchweek 17,Sat,Home,L,0,1,Chelsea,54,25259,Scott Dann,4-2-3-1,Jonathan Moss,Match Report,
