Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-13,17:30 (00:30),Premier League,Matchweek 1,Sat,Away,L,1,2,Manchester City,23,54362,John O'Shea,4-2-3-1,Robert Madley,Match Report,
2016-08-21,13:30 (20:30),Premier League,Matchweek 2,Sun,Home,L,1,2,Middlesbrough,47,43515,John O'Shea,4-2-3-1,Martin Atkinson,Match Report,
2016-08-24,19:45 (02:45),EFL Cup,Second round,Wed,Home,W,1,0,Shrewsbury,57,13979,Patrick van Aanholt,4-4-2,Jeremy Simpson,Match Report,
2016-08-27,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,D,1,1,Southampton,36,30152,Jermain Defoe,4-1-2-1-2◆,Lee Mason,Match Report,
2016-09-12,20:00 (03:00),Premier League,Matchweek 4,Mon,Home,L,0,3,Everton,33,42406,Jermain Defoe,4-4-1-1,Mike Jones,Match Report,
2016-09-18,16:30 (23:30),Premier League,Matchweek 5,Sun,Away,L,0,1,Tottenham,26,31251,Lee Cattermole,4-3-3,Mike Dean,Match Report,
2016-09-21,19:45 (02:45),EFL Cup,Third round,Wed,Away,W,2,1,QPR,61,14301,John O'Shea,4-4-1-1,Peter Bankes,Match Report,
2016-09-24,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,L,2,3,Crystal Palace,45,38941,Lee Cattermole,4-3-3,Anthony Taylor,Match Report,
2016-10-01,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,D,1,1,West Brom,56,40043,John O'Shea,4-1-4-1,Stuart Attwell,Match Report,
2016-10-15,15:00 (22:00),Premier League,Matchweek 8,Sat,Away,L,0,2,Stoke City,43,27701,John O'Shea,4-5-1,Mike Jones,Match Report,
2016-10-22,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,L,0,1,West Ham,36,56985,John O'Shea,4-5-1,Robert Madley,Match Report,
2016-10-26,19:45 (02:45),EFL Cup,Fourth round,Wed,Away,L,0,1,Southampton,43,21460,Lamine Koné,4-3-3,Chris Kavanagh,Match Report,
2016-10-29,12:30 (19:30),Premier League,Matchweek 10,Sat,Home,L,1,4,Arsenal,34,44322,John O'Shea,4-5-1,Martin Atkinson,Match Report,
2016-11-05,15:00 (23:00),Premier League,Matchweek 11,Sat,Away,W,2,1,Bournemouth,30,11084,Jermain Defoe,4-5-1,Mike Dean,Match Report,
2016-11-19,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,W,3,0,Hull City,41,41271,Jermain Defoe,4-3-3,Lee Mason,Match Report,
2016-11-26,15:00 (23:00),Premier League,Matchweek 13,Sat,Away,L,0,2,Liverpool,23,53114,John O'Shea,4-3-3,Anthony Taylor,Match Report,
2016-12-03,15:00 (23:00),Premier League,Matchweek 14,Sat,Home,W,2,1,Leicester City,54,39725,Jermain Defoe,4-3-3,Andre Marriner,Match Report,
2016-12-10,15:00 (23:00),Premier League,Matchweek 15,Sat,Away,L,0,3,Swansea City,38,20453,Jermain Defoe,4-4-2,Craig Pawson,Match Report,
2016-12-14,19:45 (03:45),Premier League,Matchweek 16,Wed,Home,L,0,1,Chelsea,34,41008,John O'Shea,3-4-3,Niel Swarbrick,Match Report,
2016-12-17,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,W,1,0,Watford,43,40267,Jermain Defoe,4-2-3-1,Robert Madley,Match Report,
