Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Away,L,1,2,Watford,40,20178,Tom Heaton,4-4-2,Michael Oliver,Match Report,
2017-02-12,13:30 (21:30),Premier League,Matchweek 25,Sun,Home,D,1,1,Chelsea,29,21744,Tom Heaton,4-4-2,Kevin Friend,Match Report,
2017-02-18,12:30 (20:30),FA Cup,Fifth round,Sat,Home,L,0,1,Lincoln City,,19185,,,Graham Scott,Match Report,
2017-02-25,15:00 (23:00),Premier League,Matchweek 26,Sat,Away,D,1,1,Hull City,34,20156,Tom Heaton,4-4-2,Martin Atkinson,Match Report,
2017-03-04,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,L,2,3,Swansea City,29,20679,Ben Mee,4-4-2,Anthony Taylor,Match Report,
2017-03-12,16:00 (00:00),Premier League,Matchweek 28,Sun,Away,L,1,2,Liverpool,36,53145,Tom Heaton,4-4-2,Craig Pawson,Match Report,
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,D,0,0,Sunderland,56,41518,Tom Heaton,4-4-2,Robert Madley,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Home,L,0,2,Tottenham,38,21684,Tom Heaton,4-4-2,Stuart Attwell,Match Report,
2017-04-04,19:45 (02:45),Premier League,Matchweek 31,Tue,Home,W,1,0,Stoke City,48,19881,Tom Heaton,4-4-2,Kevin Friend,Match Report,
2017-04-08,15:00 (22:00),Premier League,Matchweek 32,Sat,Away,D,0,0,Middlesbrough,44,29547,Tom Heaton,4-4-2,Martin Atkinson,Match Report,
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Away,L,1,3,Everton,37,39328,Tom Heaton,4-4-2,Mark Clattenburg,Match Report,
2017-04-23,14:15 (21:15),Premier League,Matchweek 34,Sun,Home,L,0,2,Manchester Utd,46,21870,Tom Heaton,4-4-2,Anthony Taylor,Match Report,
2017-04-29,17:30 (00:30),Premier League,Matchweek 35,Sat,Away,W,2,0,Crystal Palace,36,25013,Tom Heaton,4-4-2,Robert Madley,Match Report,
2017-05-06,15:00 (22:00),Premier League,Matchweek 36,Sat,Home,D,2,2,West Brom,55,20825,Tom Heaton,4-4-2,Mike Jones,Match Report,
2017-05-13,15:00 (22:00),Premier League,Matchweek 37,Sat,Away,L,1,2,Bournemouth,45,11388,Tom Heaton,4-4-2,Lee Probert,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,L,1,2,West Ham,44,21634,Kevin Long,4-4-2,Robert Madley,Match Report,
