Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-13,15:00 (22:00),Premier League,Matchweek 1,Sat,Home,L,0,1,Swansea City,48,19126,Tom Heaton,4-4-2,Jonathan Moss,Match Report,
2016-08-20,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,W,2,0,Liverpool,20,21313,Tom Heaton,4-4-2,Lee Mason,Match Report,
2016-08-24,19:45 (02:45),EFL Cup,Second round,Wed,Away,L,0,1,Acc'ton Stanley,59,3170,James Tarkowski,4-4-2,Tony Harrington,Match Report,Required Extra Time
2016-08-27,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,L,0,3,Chelsea,40,41607,Tom Heaton,4-4-2,Mark Clattenburg,Match Report,
2016-09-10,15:00 (22:00),Premier League,Matchweek 4,Sat,Home,D,1,1,Hull City,39,18803,Tom Heaton,4-4-2,Paul Tierney,Match Report,
2016-09-17,15:00 (22:00),Premier League,Matchweek 5,Sat,Away,L,0,3,Leicester City,41,31916,Tom Heaton,4-5-1,Anthony Taylor,Match Report,
2016-09-26,20:00 (03:00),Premier League,Matchweek 6,Mon,Home,W,2,0,Watford,44,18519,Tom Heaton,4-5-1,Mike Jones,Match Report,
2016-10-02,16:30 (23:30),Premier League,Matchweek 7,Sun,Home,L,0,1,Arsenal,33,20982,Tom Heaton,4-5-1,Craig Pawson,Match Report,
2016-10-16,16:00 (23:00),Premier League,Matchweek 8,Sun,Away,L,1,3,Southampton,35,29040,Tom Heaton,4-5-1,Mike Dean,Match Report,
2016-10-22,15:00 (22:00),Premier League,Matchweek 9,Sat,Home,W,2,1,Everton,35,21416,Tom Heaton,4-4-1-1,Mike Jones,Match Report,
2016-10-29,15:00 (22:00),Premier League,Matchweek 10,Sat,Away,D,0,0,Manchester Utd,28,75325,Tom Heaton,4-4-2,Mark Clattenburg,Match Report,
2016-11-05,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,W,3,2,Crystal Palace,38,19196,Tom Heaton,4-4-1-1,Anthony Taylor,Match Report,
2016-11-21,20:00 (04:00),Premier League,Matchweek 12,Mon,Away,L,0,4,West Brom,55,23016,Tom Heaton,4-4-1-1,Mike Jones,Match Report,
2016-11-26,12:30 (20:30),Premier League,Matchweek 13,Sat,Home,L,1,2,Manchester City,33,21794,Ben Mee,4-4-1-1,Andre Marriner,Match Report,
2016-12-03,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,L,0,2,Stoke City,44,27306,Ben Mee,4-4-2,Mark Clattenburg,Match Report,
2016-12-10,15:00 (23:00),Premier League,Matchweek 15,Sat,Home,W,3,2,Bournemouth,31,19680,Tom Heaton,4-2-3-1,Martin Atkinson,Match Report,
2016-12-14,19:45 (03:45),Premier League,Matchweek 16,Wed,Away,L,0,1,West Ham,42,56990,Tom Heaton,4-4-2,Robert Madley,Match Report,
2016-12-18,16:00 (00:00),Premier League,Matchweek 17,Sun,Away,L,1,2,Tottenham,40,31467,Tom Heaton,4-4-2,Kevin Friend,Match Report,
2016-12-26,15:00 (23:00),Premier League,Matchweek 18,Mon,Home,W,1,0,Middlesbrough,46,21562,Tom Heaton,4-4-2,Craig Pawson,Match Report,
2016-12-31,15:00 (23:00),Premier League,Matchweek 19,Sat,Home,W,4,1,Sunderland,46,21124,Tom Heaton,4-4-2,Graham Scott,Match Report,
2017-01-02,15:00 (23:00),Premier League,Matchweek 20,Mon,Away,L,1,2,Manchester City,45,54463,Tom Heaton,4-4-2,Lee Mason,Match Report,
2017-01-07,15:00 (23:00),FA Cup,Third round,Sat,Away,D,0,0,Sunderland,,17632,,,Stuart Attwell,Match Report,
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Home,W,1,0,Southampton,41,20254,Tom Heaton,4-4-2,Paul Tierney,Match Report,
2017-01-17,19:45 (03:45),FA Cup,Third round,Tue,Home,W,2,0,Sunderland,,12257,,,Mike Jones,Match Report,
2017-01-22,14:15 (22:15),Premier League,Matchweek 22,Sun,Away,L,1,2,Arsenal,30,59955,Tom Heaton,4-4-2,Jonathan Moss,Match Report,
2017-01-28,15:00 (23:00),FA Cup,Fourth round,Sat,Home,W,2,0,Bristol City,,14921,,,Andre Marriner,Match Report,
2017-01-31,19:45 (03:45),Premier League,Matchweek 23,Tue,Home,W,1,0,Leicester City,59,19202,Tom Heaton,4-4-2,Mike Dean,Match Report,
