Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2012-08-20,,Premier League,Matchweek 1,Mon,Home,W,1,0,Manchester Utd,,,,4-4-1-1,Andre Marriner,Match Report,
2012-08-25,,Premier League,Matchweek 2,Sat,Away,W,3,1,Aston Villa,,,,4-4-1-1,Michael Oliver,Match Report,
2012-09-01,,Premier League,Matchweek 3,Sat,Away,L,0,2,West Brom,,,,4-4-1-1,Jon Moss,Match Report,
2012-09-17,,Premier League,Matchweek 4,Mon,Home,D,2,2,Newcastle Utd,,,,4-4-1-1,Mike Jones,Match Report,
2012-09-22,,Premier League,Matchweek 5,Sat,Away,W,3,0,Swansea City,,,,4-4-1-1,Anthony Taylor,Match Report,
2012-09-29,,Premier League,Matchweek 6,Sat,Home,W,3,1,Southampton,,,,4-4-1-1,Lee Probert,Match Report,
2012-10-06,,Premier League,Matchweek 7,Sat,Away,D,2,2,Wigan Athletic,,,,4-4-1-1,Kevin Friend,Match Report,
2012-10-21,,Premier League,Matchweek 8,Sun,Away,D,1,1,QPR,,,,4-4-2,Jon Moss,Match Report,
2012-10-28,,Premier League,Matchweek 9,Sun,Home,D,2,2,Liverpool,,,,4-4-1-1,Andre Marriner,Match Report,
2012-11-03,,Premier League,Matchweek 10,Sat,Away,D,2,2,Fulham,,,,4-2-3-1,Neil Swarbrick,Match Report,
2012-11-10,,Premier League,Matchweek 11,Sat,Home,W,2,1,Sunderland,,,,4-4-1-1,Lee Mason,Match Report,
2012-11-17,,Premier League,Matchweek 12,Sat,Away,L,1,2,Reading,,,,4-4-1-1,Martin Atkinson,Match Report,
2012-11-24,,Premier League,Matchweek 13,Sat,Home,D,1,1,Norwich City,,,,4-4-1-1,Mike Jones,Match Report,
2012-11-28,,Premier League,Matchweek 14,Wed,Home,D,1,1,Arsenal,,,,4-4-1-1,Michael Oliver,Match Report,
2012-12-01,,Premier League,Matchweek 15,Sat,Away,D,1,1,Manchester City,,,,4-4-1-1,Lee Probert,Match Report,
2012-12-09,,Premier League,Matchweek 16,Sun,Home,W,2,1,Tottenham,,,,4-4-1-1,Lee Mason,Match Report,
2012-12-15,,Premier League,Matchweek 17,Sat,Away,D,1,1,Stoke City,,,,4-4-1-1,Mark Halsey,Match Report,
2012-12-22,,Premier League,Matchweek 18,Sat,Away,W,2,1,West Ham,,,,4-4-2,Anthony Taylor,Match Report,
2012-12-26,,Premier League,Matchweek 19,Wed,Home,W,2,1,Wigan Athletic,,,,4-4-2,Lee Mason,Match Report,
2012-12-30,,Premier League,Matchweek 20,Sun,Home,L,1,2,Chelsea,,,,4-4-2,Howard Webb,Match Report,
2013-01-02,,Premier League,Matchweek 21,Wed,Away,W,2,1,Newcastle Utd,,,,4-2-3-1,Martin Atkinson,Match Report,
2013-01-12,,Premier League,Matchweek 22,Sat,Home,D,0,0,Swansea City,,,,4-4-1-1,Phil Dowd,Match Report,
2013-01-21,,Premier League,Matchweek 23,Mon,Away,D,0,0,Southampton,,,,4-4-1-1,Neil Swarbrick,Match Report,
2013-01-30,,Premier League,Matchweek 24,Wed,Home,W,2,1,West Brom,,,,4-4-1-1,Michael Oliver,Match Report,
2013-02-02,,Premier League,Matchweek 25,Sat,Home,D,3,3,Aston Villa,,,,4-4-1-1,Mike Jones,Match Report,
2013-02-10,,Premier League,Matchweek 26,Sun,Away,L,0,2,Manchester Utd,,,,4-4-1-1,Mark Halsey,Match Report,
2013-02-23,,Premier League,Matchweek 27,Sat,Away,L,1,2,Norwich City,,,,4-4-1-1,Lee Mason,Match Report,
2013-03-02,,Premier League,Matchweek 28,Sat,Home,W,3,1,Reading,,,,4-4-1-1,Anthony Taylor,Match Report,
2013-03-16,,Premier League,Matchweek 30,Sat,Home,W,2,0,Manchester City,,,,4-4-1-1,Lee Probert,Match Report,
2013-03-30,,Premier League,Matchweek 31,Sat,Home,W,1,0,Stoke City,,,,3-5-2,Mike Jones,Match Report,
2013-04-07,,Premier League,Matchweek 32,Sun,Away,D,2,2,Tottenham,,,,4-4-1-1,Andre Marriner,Match Report,
2013-04-13,,Premier League,Matchweek 33,Sat,Home,W,2,0,QPR,,,,4-2-3-1,Lee Mason,Match Report,
2013-04-16,,Premier League,Matchweek 29,Tue,Away,D,0,0,Arsenal,,,,4-5-1,Neil Swarbrick,Match Report,
2013-04-20,,Premier League,Matchweek 34,Sat,Away,L,0,1,Sunderland,,,,4-4-1-1,Phil Dowd,Match Report,
2013-04-27,,Premier League,Matchweek 35,Sat,Home,W,1,0,Fulham,,,,4-4-2,Jon Moss,Match Report,
2013-05-05,,Premier League,Matchweek 36,Sun,Away,D,0,0,Liverpool,,,,4-4-1-1,Michael Oliver,Match Report,
2013-05-12,,Premier League,Matchweek 37,Sun,Home,W,2,0,West Ham,,,,4-4-1-1,Phil Dowd,Match Report,
2013-05-19,,Premier League,Matchweek 38,Sun,Away,L,1,2,Chelsea,,,,4-4-1-1,Anthony Taylor,Match Report,
