Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2017-08-12,15:00 (22:00),Premier League,Matchweek 1,Sat,Home,L,0,3,Huddersfield,1.1,1.5,56,25448,Jason Puncheon,3-4-3,Jonathan Moss,Match Report,
2017-08-19,15:00 (22:00),Premier League,Matchweek 2,Sat,Away,L,0,1,Liverpool,0.7,2.5,29,53138,Jason Puncheon,3-5-2,Kevin Friend,Match Report,
2017-08-22,19:30 (02:30),EFL Cup,Second round,Tue,Home,W,2,1,Ipswich Town,,,63,9837,Jason Puncheon,3-4-3,Andrew Davies,Match Report,
2017-08-26,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,L,0,2,Swansea City,0.9,0.7,53,23477,Jason Puncheon,3-5-2,Andre Marriner,Match Report,
2017-09-10,13:30 (20:30),Premier League,Matchweek 4,Sun,Away,L,0,1,Burnley,2.0,0.3,64,18862,Jason Puncheon,4-3-3,Michael Oliver,Match Report,
2017-09-16,12:30 (19:30),Premier League,Matchweek 5,Sat,Home,L,0,1,Southampton,2.0,1.0,46,24199,Jason Puncheon,4-4-1-1,Robert Madley,Match Report,
2017-09-19,19:45 (02:45),EFL Cup,Third round,Tue,Home,W,1,0,Huddersfield,,,41,6607,Julián Speroni,4-4-2,Lee Probert,Match Report,
2017-09-23,15:00 (22:00),Premier League,Matchweek 6,Sat,Away,L,0,5,Manchester City,0.6,4.5,29,53526,Scott Dann,4-2-3-1,Niel Swarbrick,Match Report,
2017-09-30,15:00 (22:00),Premier League,Matchweek 7,Sat,Away,L,0,4,Manchester Utd,0.4,2.8,41,75118,Jason Puncheon,4-3-3,Mike Dean,Match Report,
2017-10-14,15:00 (22:00),Premier League,Matchweek 8,Sat,Home,W,2,1,Chelsea,1.7,0.8,43,25480,Scott Dann,4-4-2,Andre Marriner,Match Report,
2017-10-21,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,L,0,1,Newcastle Utd,0.5,0.3,46,52251,Scott Dann,4-4-2,Stuart Attwell,Match Report,
2017-10-24,19:45 (02:45),EFL Cup,Fourth round,Tue,Away,L,1,4,Bristol City,,,56,21901,Jason Puncheon,4-2-3-1,Tim Robinson,Match Report,
