Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2018-02-13,20:45 (03:45),Champions Lg,Round of 16,Tue,Away,W,4,0,ch Basel,0.7,1.0,73,36000,Vincent Kompany,4-3-3,Jonas Eriksson,Match Report,Leg 1 of 2
2018-02-19,19:55 (03:55),FA Cup,Fifth round,Mon,Away,L,0,1,Wigan Athletic,,,82,19242,David Silva,4-3-3,Anthony Taylor,Match Report,
2018-02-25,16:30 (00:30),EFL Cup,Final,Sun,Away,W,3,0,Arsenal,,,57,85671,Vincent Kompany,4-2-3-1,Craig Pawson,Match Report,
2018-03-01,19:45 (03:45),Premier League,Matchweek 28,Thu,Away,W,3,0,Arsenal,1.5,1.3,54,58420,Vincent Kompany,4-3-3,Andre Marriner,Match Report,
2018-03-04,16:00 (00:00),Premier League,Matchweek 29,Sun,Home,W,1,0,Chelsea,0.9,0.1,71,54328,David Silva,4-3-3,Michael Oliver,Match Report,
2018-03-07,19:45 (03:45),Champions Lg,Round of 16,Wed,Home,L,1,2,ch Basel,1.6,0.6,77,49411,Yaya Touré,4-3-3,Pavel Královec,Match Report,Leg 2 of 2; Manchester City won
2018-03-12,20:00 (04:00),Premier League,Matchweek 30,Mon,Away,W,2,0,Stoke City,1.6,0.4,76,29138,Vincent Kompany,4-3-3,Jonathan Moss,Match Report,
2018-03-31,17:30 (00:30),Premier League,Matchweek 32,Sat,Away,W,3,1,Everton,1.5,0.9,81,39221,Vincent Kompany,3-5-2,Paul Tierney,Match Report,
2018-04-04,19:45 (02:45),Champions Lg,Quarter-finals,Wed,Away,L,0,3,eng Liverpool,0.6,1.6,66,50685,Vincent Kompany,4-2-3-1,Felix Brych,Match Report,Leg 1 of 2
2018-04-07,17:30 (00:30),Premier League,Matchweek 33,Sat,Home,L,2,3,Manchester Utd,2.6,1.1,64,54259,Vincent Kompany,4-3-3,Martin Atkinson,Match Report,
2018-04-10,19:45 (02:45),Champions Lg,Quarter-finals,Tue,Home,L,1,2,eng Liverpool,1.2,0.8,69,53461,David Silva,3-4-3◆,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Liverpool won
2018-04-14,19:45 (02:45),Premier League,Matchweek 34,Sat,Away,W,3,1,Tottenham,2.9,0.4,52,80811,Vincent Kompany,4-3-3,Jonathan Moss,Match Report,
2018-04-22,16:30 (23:30),Premier League,Matchweek 35,Sun,Home,W,5,0,Swansea City,3.2,0.3,82,54387,Vincent Kompany,4-3-3,Craig Pawson,Match Report,
2018-04-29,14:15 (21:15),Premier League,Matchweek 36,Sun,Away,W,4,1,West Ham,2.4,0.2,74,56904,Fernandinho,4-3-3,Niel Swarbrick,Match Report,
2018-05-06,13:30 (20:30),Premier League,Matchweek 37,Sun,Home,D,0,0,Huddersfield,0.8,0.2,78,54350,David Silva,4-3-3,Mike Dean,Match Report,
2018-05-09,20:00 (03:00),Premier League,Matchweek 31,Wed,Home,W,3,1,Brighton,1.6,1.2,73,54013,Yaya Touré,4-3-3,Paul Tierney,Match Report,
2018-05-13,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,W,1,0,Southampton,0.8,0.5,69,31882,Fernandinho,4-3-3,Andre Marriner,Match Report,
