Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-13,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,W,1,0,Burnley,53,19126,Leon Britton,4-3-3,Jonathan Moss,Match Report,
2016-08-20,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,L,0,2,Hull City,57,20024,Jack Cork,4-2-3-1,Stuart Attwell,Match Report,
2016-08-23,19:45 (02:45),EFL Cup,Second round,Tue,Away,W,3,1,P'borough Utd,55,4727,Leon Britton,4-2-3-1,James Adcock,Match Report,
2016-08-27,15:00 (22:00),Premier League,Matchweek 3,Sat,Away,L,1,2,Leicester City,48,31727,Jack Cork,4-2-3-1,Roger East,Match Report,
2016-09-11,16:00 (23:00),Premier League,Matchweek 4,Sun,Home,D,2,2,Chelsea,45,20865,Jack Cork,3-5-1-1,Andre Marriner,Match Report,
2016-09-18,14:15 (21:15),Premier League,Matchweek 5,Sun,Away,L,0,1,Southampton,47,29087,Jack Cork,4-3-3,Mike Jones,Match Report,
2016-09-21,19:45 (02:45),EFL Cup,Third round,Wed,Home,L,1,2,Manchester City,40,18237,Leon Britton,4-2-3-1,Keith Stroud,Match Report,
2016-09-24,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,L,1,3,Manchester City,42,20786,Leon Britton,4-2-3-1,Niel Swarbrick,Match Report,
2016-10-01,12:30 (19:30),Premier League,Matchweek 7,Sat,Home,L,1,2,Liverpool,41,20862,Leon Britton,4-3-3,Michael Oliver,Match Report,
2016-10-15,15:00 (22:00),Premier League,Matchweek 8,Sat,Away,L,2,3,Arsenal,51,60007,Leon Britton,4-4-1-1,Jonathan Moss,Match Report,
2016-10-22,15:00 (22:00),Premier League,Matchweek 9,Sat,Home,D,0,0,Watford,54,20694,Leon Britton,4-2-3-1,Paul Tierney,Match Report,
2016-10-31,20:00 (04:00),Premier League,Matchweek 10,Mon,Away,L,1,3,Stoke City,54,26602,Gylfi Sigurðsson,4-2-3-1,Michael Oliver,Match Report,
2016-11-06,15:00 (23:00),Premier League,Matchweek 11,Sun,Home,L,1,3,Manchester Utd,37,20938,Leon Britton,4-4-2,Niel Swarbrick,Match Report,
2016-11-19,15:00 (23:00),Premier League,Matchweek 12,Sat,Away,D,1,1,Everton,37,38773,Jack Cork,4-3-3,Martin Atkinson,Match Report,
2016-11-26,15:00 (23:00),Premier League,Matchweek 13,Sat,Home,W,5,4,Crystal Palace,57,20276,Jack Cork,4-3-3,Kevin Friend,Match Report,
2016-12-03,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,L,0,5,Tottenham,40,31663,Jack Cork,4-3-3,Jonathan Moss,Match Report,
2016-12-10,15:00 (23:00),Premier League,Matchweek 15,Sat,Home,W,3,0,Sunderland,62,20453,Leon Britton,4-2-3-1,Craig Pawson,Match Report,
2016-12-14,20:00 (04:00),Premier League,Matchweek 16,Wed,Away,L,1,3,West Brom,61,21467,Leon Britton,4-2-3-1,Michael Oliver,Match Report,
2016-12-17,15:00 (23:00),Premier League,Matchweek 17,Sat,Away,L,0,3,Middlesbrough,57,28302,Leon Britton,4-2-3-1,Niel Swarbrick,Match Report,
2016-12-26,15:00 (23:00),Premier League,Matchweek 18,Mon,Home,L,1,4,West Ham,56,20757,Leon Britton,4-3-3,Andre Marriner,Match Report,
2016-12-31,15:00 (23:00),Premier League,Matchweek 19,Sat,Home,L,0,3,Bournemouth,45,20316,Leon Britton,4-2-3-1,Kevin Friend,Match Report,
2017-01-03,20:00 (04:00),Premier League,Matchweek 20,Tue,Away,W,2,1,Crystal Palace,53,24913,Jack Cork,4-3-3,Paul Tierney,Match Report,
2017-01-07,15:00 (23:00),FA Cup,Third round,Sat,Away,L,0,2,Hull City,,6608,,,Anthony Taylor,Match Report,
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Home,L,0,4,Arsenal,43,20875,Jack Cork,4-2-3-1,Mike Jones,Match Report,
2017-01-21,12:30 (20:30),Premier League,Matchweek 22,Sat,Away,W,3,2,Liverpool,26,53169,Jack Cork,4-3-3,Kevin Friend,Match Report,
2017-01-31,19:45 (03:45),Premier League,Matchweek 23,Tue,Home,W,2,1,Southampton,43,20359,Jack Cork,4-3-3,Roger East,Match Report,
2017-02-05,13:30 (21:30),Premier League,Matchweek 24,Sun,Away,L,1,2,Manchester City,31,54065,Jack Cork,4-3-3,Mike Dean,Match Report,
