Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-13,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,D,1,1,Southampton,36,31488,Troy Deeney,3-5-2,Roger East,Match Report,
2016-08-20,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,L,1,2,Chelsea,38,20772,Troy Deeney,3-1-4-2,Jonathan Moss,Match Report,
2016-08-23,19:45 (02:45),EFL Cup,Second round,Tue,Home,L,1,2,Gillingham,57,7004,Troy Deeney,3-5-2,James Linington,Match Report,Required Extra Time
2016-08-27,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,L,1,3,Arsenal,45,20545,Troy Deeney,3-5-2,Kevin Friend,Match Report,
2016-09-10,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,W,4,2,West Ham,42,56974,Troy Deeney,5-3-2,Martin Atkinson,Match Report,
2016-09-18,12:00 (19:00),Premier League,Matchweek 5,Sun,Home,W,3,1,Manchester Utd,40,21118,Troy Deeney,3-4-1-2,Michael Oliver,Match Report,
2016-09-26,20:00 (03:00),Premier League,Matchweek 6,Mon,Away,L,0,2,Burnley,57,18519,Troy Deeney,5-3-2,Mike Jones,Match Report,
2016-10-01,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,D,2,2,Bournemouth,48,20575,Troy Deeney,4-3-3,Mike Dean,Match Report,
2016-10-16,13:30 (20:30),Premier League,Matchweek 8,Sun,Away,W,1,0,Middlesbrough,36,28131,Troy Deeney,5-4-1,Roger East,Match Report,
2016-10-22,15:00 (22:00),Premier League,Matchweek 9,Sat,Away,D,0,0,Swansea City,46,20694,Troy Deeney,5-3-2,Paul Tierney,Match Report,
2016-10-29,15:00 (22:00),Premier League,Matchweek 10,Sat,Home,W,1,0,Hull City,54,20022,Troy Deeney,3-5-2,Jonathan Moss,Match Report,
2016-11-06,14:15 (22:15),Premier League,Matchweek 11,Sun,Away,L,1,6,Liverpool,40,53163,Troy Deeney,4-4-2,Michael Oliver,Match Report,
2016-11-19,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,W,2,1,Leicester City,46,20640,Troy Deeney,3-4-3,Niel Swarbrick,Match Report,
2016-11-27,12:00 (20:00),Premier League,Matchweek 13,Sun,Home,L,0,1,Stoke City,50,20058,Troy Deeney,3-4-3,Robert Madley,Match Report,
2016-12-03,15:00 (23:00),Premier League,Matchweek 14,Sat,Away,L,1,3,West Brom,60,22244,Troy Deeney,4-4-2,Graham Scott,Match Report,
2016-12-10,12:30 (20:30),Premier League,Matchweek 15,Sat,Home,W,3,2,Everton,47,20769,Troy Deeney,4-3-3,Anthony Taylor,Match Report,
2016-12-14,20:00 (04:00),Premier League,Matchweek 16,Wed,Away,L,0,2,Manchester City,37,51527,Heurelho Gomes,4-4-2,Kevin Friend,Match Report,
2016-12-17,15:00 (23:00),Premier League,Matchweek 17,Sat,Away,L,0,1,Sunderland,57,40267,Troy Deeney,4-4-2,Robert Madley,Match Report,
2016-12-26,12:30 (20:30),Premier League,Matchweek 18,Mon,Home,D,1,1,Crystal Palace,56,20304,Heurelho Gomes,3-4-3,Mark Clattenburg,Match Report,
2017-01-01,13:30 (21:30),Premier League,Matchweek 19,Sun,Home,L,1,4,Tottenham,34,20882,Troy Deeney,3-4-3,Michael Oliver,Match Report,
2017-01-03,20:00 (04:00),Premier League,Matchweek 20,Tue,Away,L,0,2,Stoke City,46,27010,Troy Deeney,3-5-1-1,Niel Swarbrick,Match Report,
2017-01-07,15:00 (23:00),FA Cup,Third round,Sat,Home,W,2,0,Burton Albion,,13270,,,Lee Mason,Match Report,
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Home,D,0,0,Middlesbrough,47,20659,Troy Deeney,3-4-1-2,Jonathan Moss,Match Report,
2017-01-21,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,D,2,2,Bournemouth,37,11123,Troy Deeney,3-4-1-2,Lee Mason,Match Report,
2017-01-29,12:00 (20:00),FA Cup,Fourth round,Sun,Away,L,0,1,Millwall,,9772,,,Martin Atkinson,Match Report,
2017-01-31,19:45 (03:45),Premier League,Matchweek 23,Tue,Away,W,2,1,Arsenal,26,60035,Troy Deeney,4-5-1,Andre Marriner,Match Report,
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Home,W,2,1,Burnley,60,20178,Troy Deeney,4-3-3,Michael Oliver,Match Report,
2017-02-11,15:00 (23:00),Premier League,Matchweek 25,Sat,Away,L,0,2,Manchester Utd,42,75301,Troy Deeney,3-4-3,Robert Madley,Match Report,
2017-02-25,17:30 (01:30),Premier League,Matchweek 26,Sat,Home,D,1,1,West Ham,36,20702,Troy Deeney,4-3-3,Craig Pawson,Match Report,
2017-03-04,15:00 (23:00),Premier League,Matchweek 27,Sat,Home,L,3,4,Southampton,37,20670,Troy Deeney,4-4-2,Jonathan Moss,Match Report,
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Away,L,0,1,Crystal Palace,57,25109,Troy Deeney,4-5-1,Martin Atkinson,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Home,W,1,0,Sunderland,57,20805,Heurelho Gomes,4-5-1,Lee Probert,Match Report,
2017-04-04,19:45 (02:45),Premier League,Matchweek 31,Tue,Home,W,2,0,West Brom,55,20090,Troy Deeney,4-5-1,Paul Tierney,Match Report,
2017-04-08,12:30 (19:30),Premier League,Matchweek 32,Sat,Away,L,0,4,Tottenham,42,31706,Heurelho Gomes,4-5-1,Anthony Taylor,Match Report,
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Home,W,1,0,Swansea City,53,20272,Troy Deeney,4-3-3,Lee Mason,Match Report,
2017-04-22,15:00 (22:00),Premier League,Matchweek 34,Sat,Away,L,0,2,Hull City,66,20432,Troy Deeney,4-2-3-1,Robert Madley,Match Report,
2017-05-01,20:00 (03:00),Premier League,Matchweek 35,Mon,Home,L,0,1,Liverpool,40,20959,Troy Deeney,3-5-2,Craig Pawson,Match Report,
2017-05-06,15:00 (22:00),Premier League,Matchweek 36,Sat,Away,L,0,3,Leicester City,58,31628,Heurelho Gomes,3-5-2,Roger East,Match Report,
2017-05-12,19:45 (02:45),Premier League,Matchweek 37,Fri,Away,L,0,1,Everton,37,38550,Troy Deeney,3-5-2,Kevin Friend,Match Report,
2017-05-15,20:00 (03:00),Premier League,Matchweek 28,Mon,Away,L,3,4,Chelsea,53,41473,Heurelho Gomes,3-5-1-1,Lee Mason,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,L,0,5,Manchester City,33,20829,Heurelho Gomes,4-2-3-1,Jonathan Moss,Match Report,
