Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-07,16:00 (23:00),Community Shield,FA Community Shield,Sun,Away,W,2,1,Leicester City,,85437,Wayne Rooney,4-2-3-1,Craig Pawson,Match Report,
2016-08-14,13:30 (20:30),Premier League,Matchweek 1,Sun,Away,W,3,1,Bournemouth,53,11355,Wayne Rooney,4-2-3-1,Andre Marriner,Match Report,
2016-08-19,20:00 (03:00),Premier League,Matchweek 2,Fri,Home,W,2,0,Southampton,43,75326,Wayne Rooney,4-2-3-1,Anthony Taylor,Match Report,
2016-08-27,17:30 (00:30),Premier League,Matchweek 3,Sat,Away,W,1,0,Hull City,62,24560,Wayne Rooney,4-2-3-1,Jonathan Moss,Match Report,
2016-09-10,12:30 (19:30),Premier League,Matchweek 4,Sat,Home,L,1,2,Manchester City,40,75272,Wayne Rooney,4-2-3-1,Mark Clattenburg,Match Report,
2016-09-15,19:00 (01:00),Europa Lg,Group stage,Thu,Away,L,0,1,nl Feyenoord,57,31000,Chris Smalling,4-2-3-1,Jesús Gil,Match Report,
2016-09-18,12:00 (19:00),Premier League,Matchweek 5,Sun,Away,L,1,3,Watford,60,21118,Wayne Rooney,4-2-3-1,Michael Oliver,Match Report,
2016-09-21,19:45 (02:45),EFL Cup,Third round,Wed,Away,W,3,1,Northampton,74,7798,Wayne Rooney,4-3-3,Stuart Attwell,Match Report,
2016-09-24,12:30 (19:30),Premier League,Matchweek 6,Sat,Home,W,4,1,Leicester City,67,75256,Chris Smalling,4-2-3-1,Mike Dean,Match Report,
2016-09-29,20:05 (03:05),Europa Lg,Group stage,Thu,Home,W,1,0,ua Zorya Luhansk,72,16000,Chris Smalling,4-2-3-1,Orel Grinfeeld,Match Report,
2016-10-02,12:00 (19:00),Premier League,Matchweek 7,Sun,Home,D,1,1,Stoke City,67,75251,Chris Smalling,4-2-3-1,Robert Madley,Match Report,
2016-10-17,20:00 (03:00),Premier League,Matchweek 8,Mon,Away,D,0,0,Liverpool,35,52769,Chris Smalling,4-2-3-1,Anthony Taylor,Match Report,
2016-10-20,20:05 (03:05),Europa Lg,Group stage,Thu,Home,W,4,1,tr Fenerbahçe,61,71000,Wayne Rooney,4-2-3-1,Benoît Bastien,Match Report,
2016-10-23,16:00 (23:00),Premier League,Matchweek 9,Sun,Away,L,0,4,Chelsea,56,41424,Chris Smalling,4-2-3-1,Martin Atkinson,Match Report,
2016-10-26,20:00 (03:00),EFL Cup,Fourth round,Wed,Home,W,1,0,Manchester City,48,75196,Michael Carrick,4-2-3-1,Mike Dean,Match Report,
2016-10-29,15:00 (22:00),Premier League,Matchweek 10,Sat,Home,D,0,0,Burnley,72,75325,Juan Mata,4-2-3-1,Mark Clattenburg,Match Report,
2016-11-03,21:00 (02:00),Europa Lg,Group stage,Thu,Away,L,1,2,tr Fenerbahçe,70,35378,Wayne Rooney,4-3-3,Milorad Mažić,Match Report,
2016-11-06,15:00 (23:00),Premier League,Matchweek 11,Sun,Away,W,3,1,Swansea City,63,20938,Wayne Rooney,4-1-4-1,Niel Swarbrick,Match Report,
2016-11-19,12:30 (20:30),Premier League,Matchweek 12,Sat,Home,D,1,1,Arsenal,46,75264,Michael Carrick,4-3-3,Andre Marriner,Match Report,
2016-11-24,20:05 (04:05),Europa Lg,Group stage,Thu,Home,W,4,0,nl Feyenoord,59,64628,Wayne Rooney,4-2-3-1,Manuel Gräfe,Match Report,
2016-11-27,16:30 (00:30),Premier League,Matchweek 13,Sun,Home,D,1,1,West Ham,68,75313,Juan Mata,4-2-3-1,Jonathan Moss,Match Report,
2016-11-30,20:00 (04:00),EFL Cup,Quarter-finals,Wed,Home,W,4,1,West Ham,57,65269,Wayne Rooney,4-2-3-1,Mike Jones,Match Report,
2016-12-04,16:00 (00:00),Premier League,Matchweek 14,Sun,Away,D,1,1,Everton,55,39550,Michael Carrick,4-3-3,Michael Oliver,Match Report,
2016-12-08,21:00 (02:00),Europa Lg,Group stage,Thu,Away,W,2,0,ua Zorya Luhansk,71,25900,Wayne Rooney,4-2-3-1,Tamás Bognár,Match Report,
2016-12-11,14:15 (22:15),Premier League,Matchweek 15,Sun,Home,W,1,0,Tottenham,40,75271,Michael Carrick,4-3-3,Robert Madley,Match Report,
2016-12-14,20:00 (04:00),Premier League,Matchweek 16,Wed,Away,W,2,1,Crystal Palace,61,25547,Wayne Rooney,4-3-3,Craig Pawson,Match Report,
2016-12-17,17:30 (01:30),Premier League,Matchweek 17,Sat,Away,W,2,0,West Brom,58,26308,Wayne Rooney,4-3-3,Anthony Taylor,Match Report,
2016-12-26,15:00 (23:00),Premier League,Matchweek 18,Mon,Home,W,3,1,Sunderland,62,75325,Michael Carrick,4-3-3,Martin Atkinson,Match Report,
2016-12-31,15:00 (23:00),Premier League,Matchweek 19,Sat,Home,W,2,1,Middlesbrough,66,75314,Chris Smalling,4-3-3,Lee Mason,Match Report,
2017-01-02,17:15 (01:15),Premier League,Matchweek 20,Mon,Away,W,2,0,West Ham,64,56996,Michael Carrick,4-3-3,Mike Dean,Match Report,
2017-01-07,12:30 (20:30),FA Cup,Third round,Sat,Home,W,4,0,Reading,,74396,,,Andre Marriner,Match Report,
2017-01-10,20:00 (04:00),EFL Cup,Semi-finals,Tue,Home,W,2,0,Hull City,66,65798,Wayne Rooney,4-2-3-1,Kevin Friend,Match Report,Leg 1 of 2
2017-01-15,16:00 (00:00),Premier League,Matchweek 21,Sun,Home,D,1,1,Liverpool,56,75276,Michael Carrick,4-3-3,Michael Oliver,Match Report,
2017-01-21,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,D,1,1,Stoke City,65,27423,Chris Smalling,4-3-3,Mark Clattenburg,Match Report,
2017-01-26,19:45 (03:45),EFL Cup,Semi-finals,Thu,Away,L,1,2,Hull City,46,16831,Michael Carrick,4-3-3,Jonathan Moss,Match Report,Leg 2 of 2; Manchester Utd won
2017-01-29,16:00 (00:00),FA Cup,Fourth round,Sun,Home,W,4,0,Wigan Athletic,,75229,,,Niel Swarbrick,Match Report,
2017-02-01,20:00 (04:00),Premier League,Matchweek 23,Wed,Home,D,0,0,Hull City,67,75297,Michael Carrick,4-3-3,Mike Jones,Match Report,
2017-02-05,16:00 (00:00),Premier League,Matchweek 24,Sun,Away,W,3,0,Leicester City,68,32072,Chris Smalling,4-4-2,Anthony Taylor,Match Report,
2017-02-11,15:00 (23:00),Premier League,Matchweek 25,Sat,Home,W,2,0,Watford,58,75301,Chris Smalling,4-2-3-1,Robert Madley,Match Report,
2017-02-16,20:05 (04:05),Europa Lg,Round of 32,Thu,Home,W,3,0,fr Saint-Étienne,62,67192,Chris Smalling,4-3-3,Pavel Královec,Match Report,Leg 1 of 2
2017-02-19,16:15 (00:15),FA Cup,Fifth round,Sun,Away,W,2,1,Blackburn,,23130,,,Martin Atkinson,Match Report,
2017-02-22,18:00 (01:00),Europa Lg,Round of 32,Wed,Away,W,1,0,fr Saint-Étienne,46,41492,Michael Carrick,4-3-3,Deniz Aytekin,Match Report,Leg 2 of 2; Manchester Utd won
2017-02-26,16:30 (00:30),EFL Cup,Final,Sun,Home,W,3,2,Southampton,48,85264,Chris Smalling,4-2-3-1,Andre Marriner,Match Report,
2017-03-04,12:30 (20:30),Premier League,Matchweek 27,Sat,Home,D,1,1,Bournemouth,68,75245,Wayne Rooney,4-2-3-1,Kevin Friend,Match Report,
2017-03-09,21:00 (02:00),Europa Lg,Round of 16,Thu,Away,D,1,1,ru Rostov,51,14223,Chris Smalling,3-5-2,Felix Zwayer,Match Report,Leg 1 of 2
2017-03-13,19:45 (03:45),FA Cup,Quarter-finals,Mon,Away,L,0,1,Chelsea,,40801,,,Michael Oliver,Match Report,
2017-03-16,20:05 (04:05),Europa Lg,Round of 16,Thu,Home,W,1,0,ru Rostov,69,64361,Chris Smalling,3-4-3,Gediminas Mažeika,Match Report,Leg 2 of 2; Manchester Utd won
2017-03-19,12:00 (20:00),Premier League,Matchweek 29,Sun,Away,W,3,1,Middlesbrough,36,32689,Michael Carrick,4-2-3-1,Jonathan Moss,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Home,D,0,0,West Brom,75,75397,Michael Carrick,4-2-3-1,Mike Dean,Match Report,
2017-04-04,20:00 (03:00),Premier League,Matchweek 31,Tue,Home,D,1,1,Everton,62,75272,Michael Carrick,4-3-3,Niel Swarbrick,Match Report,
2017-04-09,13:30 (20:30),Premier League,Matchweek 32,Sun,Away,W,3,0,Sunderland,71,43779,Marouane Fellaini,4-3-3,Craig Pawson,Match Report,
2017-04-13,21:05 (03:05),Europa Lg,Quarter-finals,Thu,Away,D,1,1,be Anderlecht,64,20060,Michael Carrick,4-2-3-1,Felix Brych,Match Report,Leg 1 of 2
2017-04-16,16:00 (23:00),Premier League,Matchweek 33,Sun,Home,W,2,0,Chelsea,46,75272,Ashley Young,3-5-2,Robert Madley,Match Report,
2017-04-20,20:05 (03:05),Europa Lg,Quarter-finals,Thu,Home,W,2,1,be Anderlecht,60,71496,Michael Carrick,4-2-3-1,Alberto Undiano,Match Report,Leg 2 of 2; Manchester Utd won; Required Extra Time
2017-04-23,14:15 (21:15),Premier League,Matchweek 34,Sun,Away,W,2,0,Burnley,54,21870,Wayne Rooney,4-3-3,Anthony Taylor,Match Report,
2017-04-27,20:00 (03:00),Premier League,Matchweek 26,Thu,Away,D,0,0,Manchester City,31,54176,Michael Carrick,4-3-3,Martin Atkinson,Match Report,
2017-04-30,12:00 (19:00),Premier League,Matchweek 35,Sun,Home,D,1,1,Swansea City,56,75271,Wayne Rooney,4-2-3-1,Niel Swarbrick,Match Report,
2017-05-04,21:05 (03:05),Europa Lg,Semi-finals,Thu,Away,W,1,0,es Celta Vigo,42,26202,Antonio Valencia,4-3-3,Sergey Karasev,Match Report,Leg 1 of 2
2017-05-07,16:00 (23:00),Premier League,Matchweek 36,Sun,Away,L,0,2,Arsenal,50,60055,Wayne Rooney,4-3-3,Andre Marriner,Match Report,
2017-05-11,20:05 (03:05),Europa Lg,Semi-finals,Thu,Home,D,1,1,es Celta Vigo,33,75138,Antonio Valencia,4-3-3,Ovidiu Hațegan,Match Report,Leg 2 of 2; Manchester Utd won
2017-05-14,16:30 (23:30),Premier League,Matchweek 37,Sun,Away,L,1,2,Tottenham,40,31848,Wayne Rooney,4-2-3-1,Jonathan Moss,Match Report,
2017-05-17,19:45 (02:45),Premier League,Matchweek 28,Wed,Away,D,0,0,Southampton,47,31425,Wayne Rooney,4-2-3-1,Mike Dean,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,W,2,0,Crystal Palace,59,75254,Wayne Rooney,4-3-3,Anthony Taylor,Match Report,
2017-05-24,20:45 (02:45),Europa Lg,Final,Wed,Away,W,2,0,nl Ajax,31,46961,Antonio Valencia,4-2-3-1,Damir Skomina,Match Report,
