Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-11-19,15:00 (23:00),Premier League,Matchweek 12,Sat,Away,D,0,0,Southampton,65,31848,Jordan Henderson,4-3-3,Mark Clattenburg,Match Report,
2016-11-26,15:00 (23:00),Premier League,Matchweek 13,Sat,Home,W,2,0,Sunderland,77,53114,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,
2016-11-29,19:45 (03:45),EFL Cup,Quarter-finals,Tue,Home,W,2,0,Leeds United,72,52012,Lucas Leiva,4-3-3,Andre Marriner,Match Report,
2016-12-04,13:30 (21:30),Premier League,Matchweek 14,Sun,Away,L,3,4,Bournemouth,60,11183,Jordan Henderson,4-3-3,Robert Madley,Match Report,
2016-12-11,16:30 (00:30),Premier League,Matchweek 15,Sun,Home,D,2,2,West Ham,68,53068,Jordan Henderson,4-3-3,Mark Clattenburg,Match Report,
2016-12-14,19:45 (03:45),Premier League,Matchweek 16,Wed,Away,W,3,0,Middlesbrough,63,32704,Jordan Henderson,4-3-3,Jonathan Moss,Match Report,
2016-12-19,20:00 (04:00),Premier League,Matchweek 17,Mon,Away,W,1,0,Everton,68,39590,Jordan Henderson,4-3-3,Mike Dean,Match Report,
2016-12-27,17:15 (01:15),Premier League,Matchweek 18,Tue,Home,W,4,1,Stoke City,64,53094,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2016-12-31,17:30 (01:30),Premier League,Matchweek 19,Sat,Home,W,1,0,Manchester City,43,53120,Jordan Henderson,4-3-3,Craig Pawson,Match Report,
2017-01-02,15:00 (23:00),Premier League,Matchweek 20,Mon,Away,D,2,2,Sunderland,71,46494,James Milner,4-3-3,Anthony Taylor,Match Report,
2017-01-08,13:30 (21:30),FA Cup,Third round,Sun,Home,D,0,0,Plymouth Argyle,,52692,,,Paul Tierney,Match Report,
2017-01-11,19:45 (03:45),EFL Cup,Semi-finals,Wed,Away,L,0,1,Southampton,68,31480,Jordan Henderson,4-4-2,Niel Swarbrick,Match Report,Leg 1 of 2
2017-01-15,16:00 (00:00),Premier League,Matchweek 21,Sun,Away,D,1,1,Manchester Utd,44,75276,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2017-01-18,19:45 (03:45),FA Cup,Third round,Wed,Away,W,1,0,Plymouth Argyle,,17048,,,Graham Scott,Match Report,
2017-01-21,12:30 (20:30),Premier League,Matchweek 22,Sat,Home,L,2,3,Swansea City,74,53169,Jordan Henderson,4-3-3,Kevin Friend,Match Report,
2017-01-25,20:00 (04:00),EFL Cup,Semi-finals,Wed,Home,L,0,1,Southampton,72,52238,Jordan Henderson,4-3-3,Ben Atkinson,Match Report,Leg 2 of 2; Southampton won
2017-01-28,12:30 (20:30),FA Cup,Fourth round,Sat,Home,L,1,2,Wolves,,52469,,,Craig Pawson,Match Report,
2017-01-31,20:00 (04:00),Premier League,Matchweek 23,Tue,Home,D,1,1,Chelsea,62,53157,Jordan Henderson,4-3-3,Mark Clattenburg,Match Report,
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Away,L,0,2,Hull City,72,24822,Jordan Henderson,4-3-3,Lee Mason,Match Report,
2017-02-11,17:30 (01:30),Premier League,Matchweek 25,Sat,Home,W,2,0,Tottenham,51,53159,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,
2017-02-27,20:00 (04:00),Premier League,Matchweek 26,Mon,Away,L,1,3,Leicester City,69,32034,James Milner,4-3-3,Michael Oliver,Match Report,
2017-03-04,17:30 (01:30),Premier League,Matchweek 27,Sat,Home,W,3,1,Arsenal,52,53146,James Milner,4-3-3,Robert Madley,Match Report,
2017-03-12,16:00 (00:00),Premier League,Matchweek 28,Sun,Home,W,2,1,Burnley,65,53145,James Milner,4-3-3,Craig Pawson,Match Report,
2017-03-19,16:30 (00:30),Premier League,Matchweek 29,Sun,Away,D,1,1,Manchester City,41,54449,James Milner,4-3-3,Michael Oliver,Match Report,
2017-04-01,12:30 (19:30),Premier League,Matchweek 30,Sat,Home,W,3,1,Everton,51,52920,James Milner,4-3-3,Anthony Taylor,Match Report,
2017-04-05,20:00 (03:00),Premier League,Matchweek 31,Wed,Home,D,2,2,Bournemouth,67,53292,James Milner,4-3-3,Lee Mason,Match Report,
2017-04-08,15:00 (22:00),Premier League,Matchweek 32,Sat,Away,W,2,1,Stoke City,56,27568,James Milner,3-5-1-1,Mike Dean,Match Report,
2017-04-16,13:30 (20:30),Premier League,Matchweek 33,Sun,Away,W,1,0,West Brom,64,25669,James Milner,4-3-3,Jonathan Moss,Match Report,
2017-04-23,16:30 (23:30),Premier League,Matchweek 34,Sun,Home,L,1,2,Crystal Palace,72,53086,James Milner,4-3-3,Andre Marriner,Match Report,
2017-05-01,20:00 (03:00),Premier League,Matchweek 35,Mon,Away,W,1,0,Watford,60,20959,James Milner,4-3-3,Craig Pawson,Match Report,
2017-05-07,13:30 (20:30),Premier League,Matchweek 36,Sun,Home,D,0,0,Southampton,65,53159,James Milner,4-3-3,Robert Madley,Match Report,
2017-05-14,14:15 (21:15),Premier League,Matchweek 37,Sun,Away,W,4,0,West Ham,67,56985,James Milner,4-1-2-1-2◆,Niel Swarbrick,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Home,W,3,0,Middlesbrough,74,53191,James Milner,4-1-2-1-2◆,Martin Atkinson,Match Report,
