Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-08-14,16:00 (23:00),Premier League,Matchweek 1,Sun,Away,W,4,3,Arsenal,49,60033,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2016-08-20,15:00 (22:00),Premier League,Matchweek 2,Sat,Away,L,0,2,Burnley,80,21313,Jordan Henderson,4-3-3,Lee Mason,Match Report,
2016-08-23,19:45 (02:45),EFL Cup,Second round,Tue,Away,W,5,0,Burton Albion,59,6450,Jordan Henderson,4-3-3,Simon Hooper,Match Report,
2016-08-27,12:30 (19:30),Premier League,Matchweek 3,Sat,Away,D,1,1,Tottenham,51,31211,Jordan Henderson,4-3-3,Robert Madley,Match Report,
2016-09-10,17:30 (00:30),Premier League,Matchweek 4,Sat,Home,W,4,1,Leicester City,62,51232,Jordan Henderson,4-3-3,Craig Pawson,Match Report,
2016-09-16,20:00 (03:00),Premier League,Matchweek 5,Fri,Away,W,2,1,Chelsea,47,41514,Jordan Henderson,4-3-3,Martin Atkinson,Match Report,
2016-09-20,19:45 (02:45),EFL Cup,Third round,Tue,Away,W,3,0,Derby County,73,26245,Jordan Henderson,4-3-3,Graham Scott,Match Report,
2016-09-24,15:00 (22:00),Premier League,Matchweek 6,Sat,Home,W,5,1,Hull City,74,53109,Jordan Henderson,4-3-3,Andre Marriner,Match Report,
2016-10-01,12:30 (19:30),Premier League,Matchweek 7,Sat,Away,W,2,1,Swansea City,59,20862,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
2016-10-17,20:00 (03:00),Premier League,Matchweek 8,Mon,Home,D,0,0,Manchester Utd,65,52769,Jordan Henderson,4-3-3,Anthony Taylor,Match Report,
2016-10-22,17:30 (00:30),Premier League,Matchweek 9,Sat,Home,W,2,1,West Brom,68,53218,Jordan Henderson,4-3-3,Niel Swarbrick,Match Report,
2016-10-25,19:45 (02:45),EFL Cup,Fourth round,Tue,Home,W,2,1,Tottenham,46,53051,Lucas Leiva,4-3-1-2,Jonathan Moss,Match Report,
2016-10-29,17:30 (00:30),Premier League,Matchweek 10,Sat,Away,W,4,2,Crystal Palace,55,25628,Jordan Henderson,4-3-3,Andre Marriner,Match Report,
2016-11-06,14:15 (22:15),Premier League,Matchweek 11,Sun,Home,W,6,1,Watford,60,53163,Jordan Henderson,4-3-3,Michael Oliver,Match Report,
