Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2016-10-30,13:30 (21:30),Premier League,Matchweek 10,Sun,Away,L,0,2,Everton,51,39574,Mark Noble,3-4-3,Anthony Taylor,Match Report,
2016-11-05,15:00 (23:00),Premier League,Matchweek 11,Sat,Home,D,1,1,Stoke City,58,56970,Mark Noble,3-4-3,Andre Marriner,Match Report,
2016-11-19,17:30 (01:30),Premier League,Matchweek 12,Sat,Away,L,2,3,Tottenham,33,31212,Winston Reid,3-4-3,Mike Dean,Match Report,
2016-11-27,16:30 (00:30),Premier League,Matchweek 13,Sun,Away,D,1,1,Manchester Utd,32,75313,Mark Noble,3-4-3,Jonathan Moss,Match Report,
2016-11-30,20:00 (04:00),EFL Cup,Quarter-finals,Wed,Away,L,1,4,Manchester Utd,43,65269,Winston Reid,3-4-3,Mike Jones,Match Report,
2016-12-03,17:30 (01:30),Premier League,Matchweek 14,Sat,Home,L,1,5,Arsenal,51,56980,Mark Noble,3-4-3,Craig Pawson,Match Report,
2016-12-11,16:30 (00:30),Premier League,Matchweek 15,Sun,Away,D,2,2,Liverpool,32,53068,Mark Noble,4-1-4-1,Mark Clattenburg,Match Report,
2016-12-14,19:45 (03:45),Premier League,Matchweek 16,Wed,Home,W,1,0,Burnley,58,56990,Mark Noble,3-4-3,Robert Madley,Match Report,
2016-12-17,15:00 (23:00),Premier League,Matchweek 17,Sat,Home,W,1,0,Hull City,56,56952,Mark Noble,3-4-3,Lee Mason,Match Report,
2016-12-26,15:00 (23:00),Premier League,Matchweek 18,Mon,Away,W,4,1,Swansea City,44,20757,Mark Noble,4-2-3-1,Andre Marriner,Match Report,
2016-12-31,15:00 (23:00),Premier League,Matchweek 19,Sat,Away,L,0,1,Leicester City,60,32060,Mark Noble,4-2-3-1,Anthony Taylor,Match Report,
2017-01-02,17:15 (01:15),Premier League,Matchweek 20,Mon,Home,L,0,2,Manchester Utd,36,56996,Winston Reid,4-3-3,Mike Dean,Match Report,
2017-01-06,19:55 (03:55),FA Cup,Third round,Fri,Home,L,0,5,Manchester City,,56975,,,Michael Oliver,Match Report,
2017-01-14,15:00 (23:00),Premier League,Matchweek 21,Sat,Home,W,3,0,Crystal Palace,44,56984,Mark Noble,3-4-3,Niel Swarbrick,Match Report,
2017-01-21,15:00 (23:00),Premier League,Matchweek 22,Sat,Away,W,3,1,Middlesbrough,39,30848,Mark Noble,4-4-2,Martin Atkinson,Match Report,
2017-02-01,19:45 (03:45),Premier League,Matchweek 23,Wed,Home,L,0,4,Manchester City,30,56980,Mark Noble,4-2-3-1,Kevin Friend,Match Report,
2017-02-04,15:00 (23:00),Premier League,Matchweek 24,Sat,Away,W,3,1,Southampton,45,31891,Mark Noble,4-4-2,Graham Scott,Match Report,
2017-02-11,15:00 (23:00),Premier League,Matchweek 25,Sat,Home,D,2,2,West Brom,65,56983,Mark Noble,4-2-3-1,Michael Oliver,Match Report,
2017-02-25,17:30 (01:30),Premier League,Matchweek 26,Sat,Away,D,1,1,Watford,64,20702,Mark Noble,4-2-3-1,Craig Pawson,Match Report,
2017-03-06,20:00 (04:00),Premier League,Matchweek 27,Mon,Home,L,1,2,Chelsea,52,56984,Mark Noble,4-3-3,Andre Marriner,Match Report,
2017-03-11,15:00 (23:00),Premier League,Matchweek 28,Sat,Away,L,2,3,Bournemouth,48,11369,Mark Noble,4-4-1-1,Robert Madley,Match Report,
2017-03-18,15:00 (23:00),Premier League,Matchweek 29,Sat,Home,L,2,3,Leicester City,59,56979,Winston Reid,4-2-3-1,Roger East,Match Report,
2017-04-01,15:00 (22:00),Premier League,Matchweek 30,Sat,Away,L,1,2,Hull City,55,20820,Andy Carroll,4-2-3-1,Mike Jones,Match Report,
2017-04-05,19:45 (02:45),Premier League,Matchweek 31,Wed,Away,L,0,3,Arsenal,34,59961,Mark Noble,4-1-4-1,Martin Atkinson,Match Report,
2017-04-08,15:00 (22:00),Premier League,Matchweek 32,Sat,Home,W,1,0,Swansea City,46,56973,Mark Noble,4-4-1-1,Kevin Friend,Match Report,
2017-04-15,15:00 (22:00),Premier League,Matchweek 33,Sat,Away,D,2,2,Sunderland,53,40168,Andy Carroll,4-2-3-1,Andre Marriner,Match Report,
2017-04-22,15:00 (22:00),Premier League,Matchweek 34,Sat,Home,D,0,0,Everton,41,56971,Winston Reid,3-4-1-2,Roger East,Match Report,
2017-04-29,15:00 (22:00),Premier League,Matchweek 35,Sat,Away,D,0,0,Stoke City,43,27628,Winston Reid,3-4-1-2,Lee Probert,Match Report,
2017-05-05,20:00 (03:00),Premier League,Matchweek 36,Fri,Home,W,1,0,Tottenham,32,56992,Mark Noble,3-4-3,Anthony Taylor,Match Report,
2017-05-14,14:15 (21:15),Premier League,Matchweek 37,Sun,Home,L,0,4,Liverpool,33,56985,Winston Reid,3-4-3,Niel Swarbrick,Match Report,
2017-05-21,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,W,2,1,Burnley,56,21634,James Collins,3-4-3,Robert Madley,Match Report,
