Season,Date,HomeTeam,AwayTeam,B365H,B365D,B365A,Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsConceded,GoalsDiff,HTGoalsScored,HTGoalsConceded,HTGoalsDiff,Points,WinPercent,WinStreak,UnbPercent,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,Venue,Result
2022-2023,2022-11-12,tottenham,leeds,1.65,4.2,4.75,M Salisbury,Sat,1,0,1.6000000000000014,1.0,0.7999999999999998,-1.200000000000001,0.3999999999999999,0.0,-0.20000000000000018,-0.3999999999999999,1.0,-0.6,-0.3999999999999999,-1.0,0.0,0.0,-2.0,0.0,-2.0,3,5,6,4.659999999999997,-13,0,-3.1,Tottenham Hotspur Stadium,W
2022-2023,2022-12-31,newcastle,leeds,1.45,4.5,7.0,S Hooper,Sat,1,2,-1.0,0.5999999999999996,-0.7999999999999998,-0.40000000000000036,-0.40000000000000013,-0.2,0.3999999999999999,-2.4,14.0,0.3999999999999999,-1.2,8.0,1.8,60.0,6.0,60.0,11.0,3,0,0,1.0,-6,0,-5.55,St. James Park,D
2022-2023,2023-01-13,aston-villa,leeds,1.91,3.6,4.0,M Oliver,Fri,1,0,-1.799999999999999,0.6000000000000001,-2.4,-4.800000000000001,0.0,-0.2,-0.19999999999999996,-1.2,5.0,-0.20000000000000007,0.0,-1.0,1.0,40.0,0.0,20.0,0.0,4,2,1,2.3299999999999983,-3,0,-2.09,Villa Park,W
2022-2023,2023-02-05,nottingham,leeds,2.63,3.3,2.7,R Jones,Sun,1,-4,2.0,0.3999999999999999,-1.2000000000000002,-0.8000000000000007,-1.4,0.0,0.19999999999999996,-0.3999999999999999,3.0,0.0,0.20000000000000007,-1.0,1.0,40.0,0.0,20.0,3.0,-3,-3,-2,-2.6700000000000017,6,1,-0.07000000000000028,City Ground,W
2022-2023,2023-02-08,united,leeds,1.45,5.0,6.0,S Hooper,Wed,1,1,0.7999999999999989,0.5999999999999996,-1.4000000000000004,-1.200000000000001,-1.1999999999999997,0.2,1.4,0.19999999999999996,6.0,0.6000000000000001,-0.39999999999999997,5.0,1.4,60.0,1.0,20.0,1.0,4,6,3,4.329999999999998,-11,0,-4.55,Old Trafford,D
2022-2023,2023-02-18,everton,leeds,2.4,3.3,3.0,A Madley,Sat,0,-1,-2.8000000000000007,-1.2000000000000002,0.5999999999999996,-0.5999999999999996,0.0,0.0,0.0,0.6000000000000001,-3.0,0.0,0.4,-2.0,0.19999999999999996,20.0,0.0,-20.0,0.0,1,1,2,1.3299999999999983,-1,0,-0.6000000000000001,Goodison Park,W
2022-2023,2023-03-04,chelsea,leeds,1.62,4.0,5.5,M Oliver,Sat,0,2,1.200000000000001,0.0,0.39999999999999947,1.200000000000001,-0.5999999999999999,0.0,-0.39999999999999997,-0.3999999999999999,0.0,0.0,0.2,-1.0,-0.20000000000000007,-20.0,-1.0,20.0,-1.0,8,3,6,5.670000000000002,-14,0,-3.88,Stamford Bridge,W
2022-2023,2023-03-18,wolves,leeds,2.25,3.2,3.3,M Salisbury,Sat,1,-1,-3.799999999999999,0.0,-1.4000000000000004,2.8000000000000007,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1,4,1,1.3299999999999983,-7,0,-1.0499999999999998,Molineux Stadium,L
2022-2023,2023-04-01,arsenal,leeds,1.29,6.0,9.0,D England,Sat,1,0,6.0,2.8,3.0,-2.4000000000000004,-1.8000000000000003,0.0,1.6,-0.6,11.0,0.9999999999999999,0.0,5.0,1.6,60.0,5.0,40.0,4.0,5,7,4,5.329999999999998,-12,0,-7.71,Emirates Stadium,W
2022-2023,2023-04-22,fulham,leeds,2.3,3.4,3.1,P Bankes,Sat,-1,2,1.0,-1.2000000000000002,1.0,1.1999999999999993,-0.20000000000000018,0.0,-0.6000000000000001,-1.6,5.0,-0.20000000000000007,0.19999999999999996,-2.0,-0.6,-20.0,1.0,-20.0,1.0,-1,0,0,-0.3299999999999983,4,1,-0.8000000000000003,Craven Cottage,W
2022-2023,2023-04-30,bournemouth,leeds,2.55,3.5,2.7,C Kavanagh,Sun,0,-2,0.8000000000000007,0.39999999999999947,-0.40000000000000036,-1.200000000000001,-0.3999999999999999,0.0,-0.19999999999999996,-1.4,6.0,-0.4,0.19999999999999996,-3.0,1.0,40.0,1.0,20.0,0.0,-2,-3,-5,-3.3299999999999983,5,1,-0.15000000000000036,Dean Court,W
2022-2023,2023-05-06,city,leeds,1.17,8.5,15.0,A Madley,Sat,-1,-3,1.0,3.2,1.3999999999999995,-2.1999999999999993,-0.40000000000000013,0.0,2.2,-2.8,25.0,1.0,-0.8,9.0,2.8,100.0,9.0,80.0,12.0,9,11,8,9.329999999999998,-16,0,-13.83,Etihad Stadium,W
2022-2023,2023-05-21,west-ham,leeds,2.4,3.5,2.88,P Bankes,Sun,0,-5,-2.1999999999999993,-0.19999999999999973,0.6000000000000001,-7.0,-2.1999999999999997,-0.2,-0.19999999999999996,0.0,-1.0,0.20000000000000007,0.19999999999999996,0.0,0.19999999999999996,20.0,0.0,-20.0,-1.0,3,4,2,3.0,-10,0,-0.48,London Stadium,W
2022-2023,2022-10-01,west-ham,wolves,1.95,3.5,4.2,P Tierney,Sat,0,0,-1.1999999999999993,0.40000000000000036,0.40000000000000036,1.0,-0.8000000000000003,-0.2,0.19999999999999996,0.19999999999999996,0.0,-0.4,0.0,-2.0,-0.19999999999999996,0.0,0.0,-20.0,0.0,2,1,0,1.0,-3,0,-2.25,London Stadium,W
2022-2023,2022-10-08,chelsea,wolves,1.4,4.5,8.0,S Hooper,Sat,-1,-4,-0.5999999999999996,0.20000000000000018,-0.20000000000000018,1.8000000000000007,-0.20000000000000018,0.2,0.9999999999999999,0.40000000000000013,3.0,0.0,0.4,-2.0,0.8,40.0,2.0,0.0,2.0,6,7,4,5.670000000000002,-7,0,-6.6,Stamford Bridge,W
2022-2023,2022-10-18,palace,wolves,2.25,3.1,3.4,D Coote,Tue,-1,0,3.0,2.2,-0.20000000000000018,2.4000000000000004,-0.3999999999999999,-0.2,0.4,-0.8,6.0,0.2,-0.4,3.0,0.0,-20.0,-1.0,40.0,1.0,-1,-3,-4,-2.6599999999999966,2,0,-1.15,Selhurst Park,W
2022-2023,2022-10-29,brentford,wolves,2.2,3.4,3.3,R Madley,Sat,0,0,-3.4000000000000004,0.20000000000000018,0.6000000000000005,-2.0,-0.19999999999999996,0.0,0.19999999999999996,-0.40000000000000013,3.0,0.0,0.19999999999999996,-1.0,0.4,0.0,0.0,40.0,0.0,-2,-5,-4,-3.6599999999999966,3,0,-1.0999999999999996,Brentford Community Stadium,D
2022-2023,2022-12-26,everton,wolves,2.3,3.25,3.2,C Pawson,Mon,0,4,-3.6000000000000014,-1.0,-1.1999999999999993,-2.4000000000000004,-0.6000000000000001,-0.4,-0.20000000000000007,-1.2,5.0,-0.39999999999999997,0.0,-2.0,0.6000000000000001,20.0,0.0,20.0,0.0,0,-2,1,-0.3299999999999983,6,0,-0.9000000000000004,Goodison Park,L
2022-2023,2023-01-04,aston-villa,wolves,1.95,3.6,4.0,J Gillett,Wed,0,-1,-1.5999999999999996,-0.3999999999999999,-3.0,-5.0,-0.20000000000000018,-0.4,0.6000000000000001,0.19999999999999996,2.0,0.0,0.4,-2.0,1.0,40.0,1.0,20.0,1.0,3,-1,0,0.6700000000000017,4,0,-2.05,Villa Park,D
2022-2023,2023-01-22,city,wolves,1.2,8.0,11.0,D Coote,Sun,0,-2,4.0,1.2000000000000002,-0.6000000000000005,-1.8000000000000007,-1.2000000000000002,0.0,1.2,0.19999999999999996,5.0,0.0,0.2,-1.0,0.6000000000000001,20.0,0.0,20.0,-1.0,9,7,6,7.340000000000003,-9,0,-9.8,Etihad Stadium,W
2022-2023,2023-02-11,southampton,wolves,2.9,3.2,2.55,J Gillett,Sat,0,0,-1.4000000000000004,0.3999999999999999,-1.5999999999999996,4.4,0.40000000000000013,0.0,-0.4,0.6000000000000001,-5.0,-0.6,0.8,-7.0,-0.7999999999999999,-20.0,-1.0,-40.0,-1.0,-2,-3,-4,-3.0,5,0,0.3500000000000001,St Mary's Stadium,L
2022-2023,2023-02-24,fulham,wolves,2.5,3.2,3.0,M Oliver,Fri,1,0,-3.8000000000000007,-0.6000000000000001,-2.0000000000000004,0.8000000000000007,1.0,-0.2,-0.6,-0.6,0.0,-0.2,-0.2,0.0,-0.40000000000000013,-20.0,2.0,0.0,3.0,0,-4,-1,-1.6599999999999966,11,1,-0.5,Craven Cottage,D
2022-2023,2023-03-01,liverpool,wolves,1.5,4.75,6.0,P Tierney,Wed,-1,-1,4.200000000000001,1.7999999999999998,-0.20000000000000018,-1.8000000000000007,0.6000000000000001,-0.2,-0.3999999999999999,-0.6,1.0,0.0,0.0,0.0,0.20000000000000018,0.0,0.0,20.0,2.0,10,2,6,6.0,-8,0,-4.5,Anfield,W
2022-2023,2023-03-12,newcastle,wolves,1.65,3.75,5.5,A Madley,Sun,-2,0,2.4000000000000004,1.6000000000000005,2.4000000000000004,-4.799999999999999,0.5999999999999999,0.0,-0.4,0.19999999999999996,-3.0,0.2,0.8,-3.0,-0.7999999999999999,-40.0,-1.0,0.0,-1.0,5,-2,1,1.3400000000000034,1,0,-3.85,St. James Park,W
2022-2023,2023-04-01,nottingham,wolves,3.0,3.1,2.55,C Kavanagh,Sat,-1,0,-2.8,-0.7999999999999998,0.3999999999999999,-2.5999999999999996,0.19999999999999996,-0.2,0.0,0.5999999999999999,-3.0,0.2,0.7999999999999999,-3.0,-0.4,-20.0,0.0,0.0,0.0,3,-4,-3,-1.3299999999999983,13,1,0.4500000000000002,City Ground,D
2022-2023,2023-04-22,leicester,wolves,2.38,3.3,3.0,A Madley,Sat,0,0,-1.5999999999999996,-2.2,-1.4,-1.8000000000000007,-0.8,0.0,-0.5999999999999999,0.40000000000000013,-5.0,-0.2,0.6,-4.0,-1.2,-40.0,-2.0,-40.0,-3.0,2,0,4,2.0,-2,0,-0.6200000000000001,King Power Stadium,W
2022-2023,2023-04-29,brighton,wolves,1.5,4.33,6.5,D Coote,Sat,-3,-1,11.200000000000001,4.4,2.3999999999999995,-2.5999999999999996,-2.0,0.0,0.40000000000000013,1.2000000000000002,-4.0,0.3999999999999999,0.6,-1.0,-0.6000000000000001,-20.0,-1.0,-20.0,-1.0,3,-4,-3,-1.3299999999999983,-1,0,-5.0,Falmer Stadium,W
2022-2023,2023-05-13,united,wolves,1.36,5.0,7.5,J Brooks,Sat,-1,-1,7.200000000000001,2.4000000000000004,0.40000000000000036,-3.4000000000000004,-0.20000000000000018,0.0,-0.19999999999999996,-0.8,3.0,0.0,-0.8,4.0,-0.40000000000000013,-20.0,-1.0,0.0,-1.0,7,3,4,4.670000000000002,-4,0,-6.14,Old Trafford,W
2022-2023,2023-05-28,arsenal,wolves,1.36,5.25,8.0,A Marriner,Sun,0,0,3.200000000000001,2.1999999999999997,0.20000000000000018,-2.1999999999999993,-2.2,0.0,0.3999999999999999,0.0,2.0,0.20000000000000007,-0.4,3.0,-0.19999999999999996,0.0,0.0,-20.0,-1.0,6,3,3,4.0,-5,0,-6.64,Emirates Stadium,W
2022-2023,2022-09-03,wolves,southampton,2.2,3.4,3.25,J Brooks,Sat,0,-1,2.0,-0.6000000000000001,1.0,-0.8000000000000007,0.40000000000000013,0.0,-0.9999999999999999,-1.0,0.0,-0.19999999999999996,-0.39999999999999997,1.0,-0.7999999999999999,-40.0,-1.0,0.0,1.0,2,4,3,3.0,-5,0,-1.0499999999999998,Molineux Stadium,W
2022-2023,2022-09-16,aston-villa,southampton,2.1,3.5,3.5,T Harrington,Fri,0,0,-4.0,-0.7999999999999998,-1.7999999999999998,-0.7999999999999989,0.7999999999999998,0.0,-0.19999999999999996,0.40000000000000013,-3.0,0.0,0.0,0.0,-0.5999999999999999,-20.0,0.0,-20.0,1.0,3,2,4,3.0,-1,0,-1.4,Villa Park,W
2022-2023,2022-10-08,city,southampton,1.11,10.0,17.0,A Madley,Sat,0,-4,3.799999999999999,3.0,1.2000000000000002,-3.200000000000001,-0.9999999999999999,0.0,3.4,0.0,17.0,1.4,-0.19999999999999996,8.0,2.0,60.0,2.0,80.0,8.0,11,10,10,10.340000000000003,-14,0,-15.89,Etihad Stadium,W
2022-2023,2022-10-19,bournemouth,southampton,2.62,3.3,2.62,J Brooks,Wed,0,1,-2.1999999999999993,0.19999999999999973,1.2000000000000002,-0.40000000000000036,-0.3999999999999999,0.0,1.2000000000000002,-0.6000000000000001,9.0,0.2,0.0,1.0,1.6,40.0,0.0,80.0,5.0,-2,-2,-2,-2.0,7,1,0.0,Dean Court,L
2022-2023,2022-10-29,palace,southampton,1.9,3.6,4.0,M Salisbury,Sat,-1,1,-1.0,-1.0,-0.7999999999999998,3.0,0.8,0.0,0.19999999999999996,-0.20000000000000018,2.0,0.0,0.20000000000000007,-1.0,0.3999999999999999,20.0,0.0,0.0,-3.0,1,0,0,0.3400000000000034,-3,0,-2.1,Selhurst Park,W
2022-2023,2022-11-12,liverpool,southampton,1.25,6.5,11.0,S Hooper,Sat,-1,0,5.199999999999999,1.8000000000000007,2.5999999999999996,-1.1999999999999993,-1.2,0.0,0.19999999999999996,-0.5999999999999999,4.0,0.4,-0.39999999999999997,4.0,0.8,40.0,1.0,0.0,1.0,10,8,9,9.0,-13,0,-9.75,Anfield,W
2022-2023,2022-12-31,fulham,southampton,1.95,3.6,3.75,G Scott,Sat,0,0,2.5999999999999996,2.0,2.4000000000000004,1.1999999999999993,-0.19999999999999996,0.0,0.8,-1.2,10.0,0.39999999999999997,-1.0,7.0,1.2,40.0,1.0,40.0,1.0,-1,-1,3,0.3400000000000034,6,1,-1.8,Craven Cottage,W
2022-2023,2023-01-14,everton,southampton,2.25,3.25,3.3,J Brooks,Sat,0,5,-1.0,-0.19999999999999973,-0.20000000000000018,-0.5999999999999996,0.20000000000000018,0.0,-0.20000000000000007,-0.20000000000000018,0.0,0.0,-0.40000000000000013,2.0,0.2,0.0,0.0,20.0,0.0,2,1,5,2.6700000000000017,1,0,-1.0499999999999998,Goodison Park,L
2022-2023,2023-02-04,brentford,southampton,1.85,3.6,4.2,D Bond,Sat,0,6,-1.200000000000001,1.0000000000000004,-0.20000000000000018,-6.0,-0.20000000000000018,0.0,1.0,-1.0,10.0,1.2,-1.0,11.0,1.6,40.0,0.0,80.0,8.0,0,-2,0,-0.6599999999999966,-2,0,-2.35,Brentford Community Stadium,W
2022-2023,2023-02-18,chelsea,southampton,1.4,4.75,8.5,D Coote,Sat,0,-4,2.0,1.1999999999999997,2.8,-2.1999999999999993,-0.3999999999999999,0.2,0.0,-1.0,5.0,0.0,-0.4,2.0,0.6,0.0,0.0,60.0,4.0,8,10,8,8.670000000000002,-12,0,-7.1,Stamford Bridge,L
2022-2023,2023-02-25,leeds,southampton,1.95,3.5,4.0,P Bankes,Sat,0,0,-1.8000000000000007,-1.1999999999999997,0.6000000000000001,-6.400000000000002,-0.3999999999999999,0.0,-0.4,-0.19999999999999996,-1.0,-0.2,-0.39999999999999997,1.0,-0.7999999999999999,-40.0,-1.0,0.0,-1.0,-1,4,1,1.3299999999999983,2,0,-2.05,Elland Road,W
2022-2023,2023-03-12,united,southampton,1.36,5.0,9.0,A Taylor,Sun,0,-5,5.000000000000002,1.7999999999999998,1.3999999999999995,-3.5999999999999996,-2.4000000000000004,0.2,1.2000000000000002,0.8,2.0,-0.19999999999999996,0.0,-1.0,0.8,20.0,-1.0,40.0,-1.0,5,11,6,7.329999999999998,-9,0,-7.64,Old Trafford,D
2022-2023,2023-04-02,west-ham,southampton,1.73,3.6,5.0,P Tierney,Sun,-2,0,-1.5999999999999996,-0.5999999999999996,2.8,-3.5999999999999996,-0.8,0.0,0.3999999999999999,0.40000000000000013,0.0,0.2,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,2,8,3,4.329999999999998,-8,0,-3.27,London Stadium,W
2022-2023,2023-04-21,arsenal,southampton,1.2,7.0,13.0,S Hooper,Fri,0,-1,2.5999999999999996,2.3999999999999995,0.1999999999999993,-0.5999999999999996,0.0,0.0,2.2,-1.2,17.0,2.0,-0.4,12.0,2.0,60.0,0.0,80.0,9.0,4,11,5,6.659999999999997,-10,0,-11.8,Emirates Stadium,D
2022-2023,2023-04-30,newcastle,southampton,1.3,5.25,10.0,A Taylor,Sun,-1,0,6.0,2.8,3.8000000000000003,1.8000000000000007,-1.4,0.0,2.5999999999999996,-0.8000000000000003,17.0,1.2000000000000002,0.0,6.0,2.1999999999999997,80.0,2.0,60.0,2.0,3,6,3,4.0,-4,0,-8.7,St. James Park,W
2022-2023,2023-05-08,nottingham,southampton,2.1,3.6,3.4,M Oliver,Mon,0,1,0.40000000000000036,-0.20000000000000018,0.19999999999999973,2.5999999999999996,-0.19999999999999973,0.0,0.19999999999999996,-0.6000000000000001,4.0,-0.19999999999999996,0.0,-1.0,0.39999999999999997,20.0,0.0,0.0,0.0,1,4,-1,1.3299999999999983,8,1,-1.2999999999999998,City Ground,W
2022-2023,2023-05-21,brighton,southampton,1.22,7.0,11.0,P Tierney,Sun,-1,-5,7.999999999999998,2.0000000000000004,1.1999999999999993,1.5999999999999996,0.19999999999999973,0.0,1.0,-0.8,9.0,0.0,0.19999999999999996,-1.0,1.6,60.0,0.0,40.0,0.0,1,4,-1,1.3299999999999983,-6,0,-9.78,Falmer Stadium,W
2022-2023,2022-09-03,tottenham,fulham,1.5,4.5,6.5,S Attwell,Sat,0,-1,2.5999999999999996,1.3999999999999995,1.9999999999999996,-0.5999999999999996,-0.3999999999999999,0.0,0.3999999999999999,-0.5999999999999999,5.0,0.20000000000000007,0.2,0.0,0.6000000000000001,20.0,-1.0,20.0,4.0,6,7,5,6.0,-17,-1,-5.0,Tottenham Hotspur Stadium,W
2022-2023,2022-09-16,nottingham,fulham,2.75,3.3,2.62,J Gillett,Fri,0,0,1.1999999999999993,-1.0,0.3999999999999999,-0.8000000000000007,0.0,0.0,-0.5999999999999999,1.0,-8.0,0.19999999999999996,0.4,-1.0,-0.5999999999999999,-20.0,0.0,-20.0,0.0,-1,-2,-7,-3.3400000000000034,2,0,0.1299999999999999,City Ground,L
2022-2023,2022-10-09,west-ham,fulham,1.72,3.8,4.75,C Kavanagh,Sun,0,-5,2.200000000000001,0.20000000000000018,0.7999999999999998,0.8000000000000007,-1.6,-0.2,-0.6000000000000001,-1.4000000000000001,4.0,0.2,-0.8,5.0,0.19999999999999996,0.0,1.0,20.0,1.0,5,5,1,3.6599999999999966,-14,-1,-3.0300000000000002,London Stadium,W
2022-2023,2022-10-23,leeds,fulham,2.05,3.5,3.6,A Taylor,Sun,-1,0,0.5999999999999996,-1.0000000000000004,-0.20000000000000018,6.0,-0.40000000000000013,0.0,-1.4,-0.20000000000000018,-6.0,-0.19999999999999996,-0.19999999999999996,0.0,-1.2,-40.0,-1.0,-40.0,-2.0,2,1,0,1.0,-4,-1,-1.5500000000000003,Elland Road,L
2022-2023,2022-11-05,city,fulham,1.11,9.5,19.0,D England,Sat,-1,-4,0.8000000000000007,1.5999999999999996,0.40000000000000036,-2.0,-1.2000000000000002,0.0,0.9999999999999998,-0.3999999999999999,7.0,0.8,-0.8,8.0,0.7999999999999998,40.0,2.0,0.0,-2.0,12,11,7,10.0,-20,-1,-17.89,Etihad Stadium,W
2022-2023,2022-12-26,palace,fulham,2.05,3.6,3.5,A Madley,Mon,-1,0,-2.5999999999999996,-2.5999999999999996,-2.3999999999999995,2.3999999999999986,1.4,0.0,-0.6000000000000001,0.0,-3.0,-0.19999999999999996,0.0,-1.0,0.40000000000000013,20.0,0.0,0.0,0.0,2,1,-3,0.0,-9,-1,-1.4500000000000002,Selhurst Park,L
2022-2023,2023-01-03,leicester,fulham,2.2,3.6,3.1,D Bond,Tue,0,1,-3.4000000000000004,-1.0,-3.4,-2.1999999999999993,-0.9999999999999999,0.0,-0.3999999999999999,0.19999999999999996,-3.0,0.0,0.6,-3.0,-0.19999999999999996,0.0,-2.0,-20.0,-2.0,4,4,1,3.0,-13,-1,-0.8999999999999999,King Power Stadium,L
2022-2023,2023-01-15,newcastle,fulham,1.5,4.33,6.5,R Jones,Sun,-1,2,-2.200000000000001,-1.4,-0.7999999999999998,0.8000000000000007,-0.20000000000000018,0.0,-0.19999999999999996,-0.6000000000000001,2.0,0.0,-0.2,1.0,-0.19999999999999973,-20.0,-4.0,20.0,9.0,5,1,0,2.0,-10,-1,-5.0,St. James Park,W
2022-2023,2023-02-03,chelsea,fulham,1.62,4.0,5.25,S Attwell,Fri,-1,4,3.799999999999999,1.8000000000000003,1.5999999999999996,0.5999999999999996,-0.7999999999999998,0.2,-0.4,0.0,-2.0,-0.39999999999999997,0.0,-2.0,-0.8,-40.0,0.0,0.0,2.0,9,11,5,8.329999999999998,-18,-1,-3.63,Stamford Bridge,D
2022-2023,2023-02-18,brighton,fulham,1.65,3.8,5.5,D England,Sat,-2,0,7.199999999999999,3.8,1.5999999999999996,-1.0,-1.0,0.0,1.4000000000000001,0.20000000000000007,6.0,0.0,0.0,0.0,0.8000000000000003,20.0,-1.0,40.0,3.0,3,0,-2,0.3299999999999983,-12,-1,-3.85,Falmer Stadium,L
2022-2023,2023-03-06,brentford,fulham,1.95,3.6,3.75,A Taylor,Mon,-2,4,0.40000000000000036,-0.7999999999999998,0.3999999999999999,-1.0,-0.7999999999999998,0.0,0.5999999999999999,0.0,3.0,0.39999999999999997,-0.4,4.0,0.19999999999999996,0.0,0.0,20.0,7.0,0,-1,-1,-0.6700000000000017,-8,-1,-1.8,Brentford Community Stadium,W
2022-2023,2023-04-01,bournemouth,fulham,2.55,3.3,2.8,P Bankes,Sat,0,0,-3.0,-1.0,-0.3999999999999999,-2.8000000000000007,0.6000000000000001,0.0,-0.19999999999999996,0.6000000000000001,-4.0,0.0,-0.19999999999999996,1.0,-0.19999999999999996,0.0,0.0,-20.0,0.0,-1,-3,-5,-3.0,1,0,-0.25,Dean Court,W
2022-2023,2023-04-15,everton,fulham,2.05,3.4,3.7,A Taylor,Sat,1,0,1.5999999999999996,0.3999999999999999,-1.6,-0.5999999999999996,-0.19999999999999996,0.2,0.3999999999999999,-0.6000000000000001,5.0,0.19999999999999996,-0.7999999999999999,5.0,1.0,20.0,0.0,60.0,0.0,2,1,1,1.3299999999999983,-5,-1,-1.6500000000000004,Goodison Park,L
2022-2023,2023-04-25,aston-villa,fulham,1.75,4.0,4.2,T Bramall,Tue,1,0,-2.5999999999999996,-0.19999999999999973,-2.3999999999999995,1.799999999999999,0.19999999999999996,0.0,0.8,-1.2000000000000002,10.0,0.19999999999999996,-0.8,5.0,1.4000000000000001,40.0,-2.0,60.0,7.0,5,3,1,3.0,-7,-1,-2.45,Villa Park,W
2022-2023,2023-05-03,liverpool,fulham,1.25,5.75,11.0,S Attwell,Wed,0,0,6.0,2.2,-0.7999999999999998,-0.1999999999999993,0.20000000000000018,0.0,2.2,0.6000000000000001,8.0,0.9999999999999999,-0.19999999999999996,6.0,1.4000000000000001,40.0,4.0,60.0,6.0,10,6,7,7.659999999999997,-19,-1,-9.75,Anfield,W
2022-2023,2023-05-13,southampton,fulham,2.75,3.3,2.5,T Bramall,Sat,0,0,2.0,0.7999999999999998,1.6000000000000005,-1.799999999999999,1.5999999999999999,0.0,-0.20000000000000018,1.0,-6.0,0.0,0.0,0.0,-1.0,-40.0,-1.0,-20.0,-1.0,2,-4,-1,-1.0,-6,-1,0.25,St Mary's Stadium,L
2022-2023,2023-05-28,united,fulham,1.5,4.33,6.0,R Jones,Sun,0,-5,10.0,2.6000000000000005,1.6000000000000005,-0.8000000000000007,1.2,0.0,-0.6000000000000001,-1.0,2.0,-0.19999999999999996,-0.6000000000000001,2.0,0.40000000000000013,20.0,3.0,0.0,0.0,7,7,5,6.329999999999998,-15,-1,-4.5,Old Trafford,W
2022-2023,2022-10-01,arsenal,tottenham,2.05,3.75,3.3,A Taylor,Sat,0,0,1.1999999999999993,-0.6000000000000005,0.40000000000000036,-1.0,-0.3999999999999999,0.0,-0.19999999999999973,0.19999999999999996,-2.0,0.0,-0.2,1.0,-0.20000000000000018,0.0,-1.0,-20.0,-6.0,0,-1,-1,-0.6599999999999966,1,0,-1.25,Emirates Stadium,W
2022-2023,2022-10-08,brighton,tottenham,2.8,3.4,2.5,T Harrington,Sat,-1,3,-3.4000000000000004,-1.5999999999999996,0.20000000000000018,-0.5999999999999996,-1.2000000000000002,-0.2,0.0,0.0,0.0,-0.19999999999999996,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2,-6,-8,-5.329999999999998,5,0,0.2999999999999998,Falmer Stadium,L
2022-2023,2022-10-19,united,tottenham,2.45,3.5,2.75,S Hooper,Wed,-1,-1,-3.4000000000000004,-2.3999999999999995,-2.6000000000000005,1.799999999999999,1.0,-0.2,-0.5999999999999999,0.40000000000000013,-5.0,-0.19999999999999996,0.4,-3.0,-0.3999999999999999,-20.0,-2.0,0.0,0.0,1,1,-3,-0.3299999999999983,2,0,-0.2999999999999998,Old Trafford,W
2022-2023,2022-10-29,bournemouth,tottenham,5.0,3.8,1.7,A Taylor,Sat,0,2,-3.0,-0.6000000000000001,1.4000000000000004,-1.1999999999999993,-0.6000000000000001,-0.2,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.20000000000000007,-1.0,-0.19999999999999996,-20.0,0.0,20.0,0.0,-6,-7,-11,-8.0,18,1,3.3,Dean Court,L
2022-2023,2022-12-26,brentford,tottenham,4.0,3.6,1.91,D Coote,Mon,0,0,-5.800000000000001,-1.2000000000000002,-4.4,0.7999999999999989,0.0,0.0,-0.8,-0.6000000000000001,-1.0,0.2,-0.3999999999999999,3.0,0.0,-20.0,0.0,40.0,2.0,-4,-7,-9,-6.659999999999997,9,0,2.09,Brentford Community Stadium,D
2022-2023,2023-01-04,palace,tottenham,3.4,3.5,2.15,M Oliver,Wed,-1,1,-3.799999999999999,-3.0,-3.3999999999999995,1.5999999999999996,0.19999999999999996,0.4,-1.0,-1.2000000000000002,1.0,0.6000000000000001,-0.7999999999999999,7.0,0.40000000000000013,20.0,1.0,0.0,1.0,-3,-5,-9,-5.659999999999997,8,0,1.25,Selhurst Park,L
2022-2023,2023-01-19,city,tottenham,1.36,5.0,8.5,S Hooper,Thu,-1,1,4.200000000000001,-1.7999999999999998,-0.20000000000000018,-1.4000000000000004,-0.7999999999999998,0.0,-0.6000000000000001,-0.6000000000000001,0.0,0.39999999999999997,-0.8,6.0,0.0,0.0,0.0,0.0,0.0,7,5,1,4.340000000000003,-3,0,-7.14,Etihad Stadium,W
2022-2023,2023-01-23,fulham,tottenham,3.3,3.6,2.1,P Tierney,Mon,0,4,-1.4000000000000004,-1.6,0.7999999999999998,-0.5999999999999996,0.0,0.0,0.0,-1.4,7.0,0.4,-0.6,5.0,1.5999999999999999,60.0,0.0,40.0,0.0,-5,-6,-6,-5.659999999999997,17,1,1.1999999999999997,Craven Cottage,L
2022-2023,2023-02-11,leicester,tottenham,3.4,3.6,2.1,M Salisbury,Sat,-1,1,-3.200000000000001,-1.2000000000000002,0.20000000000000018,-1.8000000000000007,-1.2000000000000002,-0.2,-0.20000000000000018,0.6000000000000001,-4.0,0.19999999999999996,0.7999999999999999,-3.0,-1.0,-40.0,-1.0,-20.0,0.0,-1,-2,-5,-2.6599999999999966,4,0,1.2999999999999998,King Power Stadium,W
