Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-08-16,15:00 (22:00),Premier League,Matchweek 1,Sat,Away,D,2,2,Leicester City,63,31603,,4-2-3-1,Mike Dean,Match Report,
2014-08-23,17:30 (00:30),Premier League,Matchweek 2,Sat,Home,D,2,2,Arsenal,46,39490,,4-2-3-1,Kevin Friend,Match Report,
2014-08-30,17:30 (00:30),Premier League,Matchweek 3,Sat,Home,L,3,6,Chelsea,61,39402,,4-2-3-1,Jonathan Moss,Match Report,
2014-09-13,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,W,2,0,West Brom,55,23567,,4-2-3-1,Anthony Taylor,Match Report,
2014-09-18,20:05 (03:05),Europa Lg,Group stage,Thu,Home,W,4,1,de Wolfsburg,49,29593,,4-2-3-1,Luca Banti,Match Report,
2014-09-21,16:00 (23:00),Premier League,Matchweek 5,Sun,Home,L,2,3,Crystal Palace,75,37574,,4-3-3,Michael Oliver,Match Report,
2014-09-23,19:45 (02:45),League Cup,Third round,Tue,Away,L,0,3,Swansea City,,20397,,,Roger East,Match Report,
2014-09-27,12:45 (19:45),Premier League,Matchweek 6,Sat,Away,D,1,1,Liverpool,54,44511,,4-3-3,Martin Atkinson,Match Report,
2014-10-02,20:00 (00:00),Europa Lg,Group stage,Thu,Away,D,1,1,ru Krasnodar,54,31050,,4-2-3-1,Hüseyin Göçek,Match Report,
2014-10-05,12:00 (19:00),Premier League,Matchweek 7,Sun,Away,L,1,2,Manchester Utd,51,75294,,4-2-3-1,Kevin Friend,Match Report,
2014-10-18,15:00 (22:00),Premier League,Matchweek 8,Sat,Home,W,3,0,Aston Villa,61,39505,,4-2-3-1,Anthony Taylor,Match Report,
2014-10-23,19:00 (01:00),Europa Lg,Group stage,Thu,Away,D,0,0,fr Lille,56,42000,,4-2-3-1,Jorge de Sousa,Match Report,
2014-10-26,13:30 (21:30),Premier League,Matchweek 9,Sun,Away,W,3,1,Burnley,62,19927,,4-2-3-1,Andre Marriner,Match Report,
2014-11-01,15:00 (23:00),Premier League,Matchweek 10,Sat,Home,D,0,0,Swansea City,67,39149,,4-2-3-1,Kevin Friend,Match Report,
2014-11-06,20:05 (04:05),Europa Lg,Group stage,Thu,Home,W,3,0,fr Lille,63,32000,,4-2-3-1,Bas Nijhuis,Match Report,
2014-11-09,13:30 (21:30),Premier League,Matchweek 11,Sun,Away,D,1,1,Sunderland,58,43476,,4-2-3-1,Lee Mason,Match Report,
2014-11-22,15:00 (23:00),Premier League,Matchweek 12,Sat,Home,W,2,1,West Ham,56,39182,,4-2-3-1,Mark Clattenburg,Match Report,
2014-11-27,19:00 (02:00),Europa Lg,Group stage,Thu,Away,W,2,0,de Wolfsburg,42,23625,,4-2-3-1,Fernando Teixeira,Match Report,
2014-11-30,16:00 (00:00),Premier League,Matchweek 13,Sun,Away,L,1,2,Tottenham,61,35901,,4-2-3-1,Michael Oliver,Match Report,
2014-12-03,19:45 (03:45),Premier League,Matchweek 14,Wed,Home,D,1,1,Hull City,58,34625,,4-2-3-1,Robert Madley,Match Report,
2014-12-06,17:30 (01:30),Premier League,Matchweek 15,Sat,Away,L,0,1,Manchester City,49,45603,,4-2-3-1,Andre Marriner,Match Report,
2014-12-11,20:05 (04:05),Europa Lg,Group stage,Thu,Home,L,0,1,ru Krasnodar,48,20260,,4-4-1-1,István Kovács,Match Report,
2014-12-15,20:00 (04:00),Premier League,Matchweek 16,Mon,Home,W,3,1,QPR,54,34035,,4-2-3-1,Niel Swarbrick,Match Report,
2014-12-20,15:00 (23:00),Premier League,Matchweek 17,Sat,Away,L,0,3,Southampton,56,31475,,4-2-3-1,Jonathan Moss,Match Report,
2014-12-26,15:00 (23:00),Premier League,Matchweek 18,Fri,Home,L,0,1,Stoke City,62,39166,,4-2-3-1,Lee Mason,Match Report,
2014-12-28,16:15 (00:15),Premier League,Matchweek 19,Sun,Away,L,2,3,Newcastle Utd,47,52313,,4-2-3-1,Craig Pawson,Match Report,
2015-01-01,15:00 (23:00),Premier League,Matchweek 20,Thu,Away,L,0,2,Hull City,56,23865,,3-4-3,Kevin Friend,Match Report,
2015-01-06,19:45 (03:45),FA Cup,Third round,Tue,Home,D,1,1,West Ham,,22236,,,Anthony Taylor,Match Report,
2015-01-10,15:00 (23:00),Premier League,Matchweek 21,Sat,Home,D,1,1,Manchester City,38,39499,,4-2-3-1,Martin Atkinson,Match Report,
2015-01-13,19:45 (03:45),FA Cup,Third round,Tue,Away,D,2 (8),2 (9),West Ham,,25301,,,Niel Swarbrick,Match Report,West Ham won replayed match on penalty kicks following extra time
2015-01-19,20:00 (04:00),Premier League,Matchweek 22,Mon,Home,D,0,0,West Brom,69,34739,,4-2-3-1,Michael Oliver,Match Report,
2015-01-31,15:00 (23:00),Premier League,Matchweek 23,Sat,Away,W,1,0,Crystal Palace,46,25197,,4-2-3-1,Roger East,Match Report,
2015-02-07,17:30 (01:30),Premier League,Matchweek 24,Sat,Home,D,0,0,Liverpool,46,39621,,4-3-3,Anthony Taylor,Match Report,
2015-02-11,19:45 (03:45),Premier League,Matchweek 25,Wed,Away,L,0,1,Chelsea,44,41592,,4-2-3-1,Jonathan Moss,Match Report,
2015-02-19,19:00 (02:00),Europa Lg,Round of 32,Thu,Away,W,4,1,ch Young Boys,53,20835,,4-2-3-1,Aliaksei Kulbakou,Match Report,Leg 1 of 2
2015-02-22,14:05 (22:05),Premier League,Matchweek 26,Sun,Home,D,2,2,Leicester City,58,38904,,4-2-3-1,Philip Dowd,Match Report,
2015-02-26,20:05 (04:05),Europa Lg,Round of 32,Thu,Home,W,3,1,ch Young Boys,51,25058,,4-3-3,Stefan Johannesson,Match Report,Leg 2 of 2; Everton won
2015-03-01,14:05 (22:05),Premier League,Matchweek 27,Sun,Away,L,0,2,Arsenal,53,59925,,4-3-3,Andre Marriner,Match Report,
