Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-08-16,12:45 (19:45),Premier League,Matchweek 1,Sat,Away,W,2,1,Manchester Utd,40,75339,,4-2-3-1,Mike Dean,Match Report,
2014-08-23,15:00 (22:00),Premier League,Matchweek 2,Sat,Home,W,1,0,Burnley,55,20565,,4-2-3-1,Craig Pawson,Match Report,
2014-08-26,19:45 (02:45),League Cup,Second round,Tue,Home,W,1,0,Rotherham Utd,,12987,,,Steve Martin,Match Report,
2014-08-30,15:00 (22:00),Premier League,Matchweek 3,Sat,Home,W,3,0,West Brom,56,20318,,4-2-3-1,Paul Tierney,Match Report,
2014-09-13,15:00 (22:00),Premier League,Matchweek 4,Sat,Away,L,2,4,Chelsea,45,41400,,4-2-3-1,Kevin Friend,Match Report,
2014-09-20,15:00 (22:00),Premier League,Matchweek 5,Sat,Home,L,0,1,Southampton,44,20596,,4-2-3-1,Jonathan Moss,Match Report,
2014-09-23,19:45 (02:45),League Cup,Third round,Tue,Home,W,3,0,Everton,,20397,,,Roger East,Match Report,
2014-09-27,15:00 (22:00),Premier League,Matchweek 6,Sat,Away,D,0,0,Sunderland,51,41325,,4-2-3-1,Chris Foy,Match Report,
2014-10-04,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,D,2,2,Newcastle Utd,63,20622,,4-2-3-1,Lee Mason,Match Report,
2014-10-19,16:00 (23:00),Premier League,Matchweek 8,Sun,Away,L,1,2,Stoke City,57,27017,,4-2-3-1,Michael Oliver,Match Report,
2014-10-25,17:30 (00:30),Premier League,Matchweek 9,Sat,Home,W,2,0,Leicester City,50,20259,,4-2-3-1,Mike Jones,Match Report,
2014-10-28,20:00 (04:00),League Cup,Fourth round,Tue,Away,L,1,2,Liverpool,,42582,,,Keith Stroud,Match Report,
2014-11-01,15:00 (23:00),Premier League,Matchweek 10,Sat,Away,D,0,0,Everton,33,39149,,4-2-3-1,Kevin Friend,Match Report,
2014-11-09,16:00 (00:00),Premier League,Matchweek 11,Sun,Home,W,2,1,Arsenal,48,20812,,4-2-3-1,Philip Dowd,Match Report,
2014-11-22,15:00 (23:00),Premier League,Matchweek 12,Sat,Away,L,1,2,Manchester City,41,45448,,4-2-3-1,Niel Swarbrick,Match Report,
2014-11-29,15:00 (23:00),Premier League,Matchweek 13,Sat,Home,D,1,1,Crystal Palace,64,20240,,4-2-3-1,Martin Atkinson,Match Report,
2014-12-02,19:45 (03:45),Premier League,Matchweek 14,Tue,Home,W,2,0,QPR,59,20145,,4-2-3-1,Kevin Friend,Match Report,
2014-12-07,13:30 (21:30),Premier League,Matchweek 15,Sun,Away,L,1,3,West Ham,44,34125,,4-2-3-1,Chris Foy,Match Report,
2014-12-14,16:00 (00:00),Premier League,Matchweek 16,Sun,Home,L,1,2,Tottenham,54,20650,,4-2-3-1,Robert Madley,Match Report,
2014-12-20,15:00 (23:00),Premier League,Matchweek 17,Sat,Away,W,1,0,Hull City,43,21913,,4-2-3-1,Mark Clattenburg,Match Report,
2014-12-26,15:00 (23:00),Premier League,Matchweek 18,Fri,Home,W,1,0,Aston Villa,43,20683,,4-2-3-1,Roger East,Match Report,
2014-12-29,20:00 (04:00),Premier League,Matchweek 19,Mon,Away,L,1,4,Liverpool,57,44714,,4-2-3-1,Andre Marriner,Match Report,
2015-01-01,15:00 (23:00),Premier League,Matchweek 20,Thu,Away,D,1,1,QPR,59,17729,,4-2-3-1,Anthony Taylor,Match Report,
2015-01-03,15:00 (23:00),FA Cup,Third round,Sat,Away,W,6,2,Tranmere Rovers,,10007,,,Paul Tierney,Match Report,
2015-01-10,15:00 (23:00),Premier League,Matchweek 21,Sat,Home,D,1,1,West Ham,61,20745,,4-2-3-1,Mike Dean,Match Report,
2015-01-17,15:00 (23:00),Premier League,Matchweek 22,Sat,Home,L,0,5,Chelsea,45,20785,,4-2-3-1,Jonathan Moss,Match Report,
2015-01-24,12:45 (20:45),FA Cup,Fourth round,Sat,Away,L,1,3,Blackburn,,5928,,,Craig Pawson,Match Report,
2015-02-01,16:00 (00:00),Premier League,Matchweek 23,Sun,Away,W,1,0,Southampton,37,30943,,4-2-3-1,Michael Oliver,Match Report,
2015-02-07,15:00 (23:00),Premier League,Matchweek 24,Sat,Home,D,1,1,Sunderland,60,20355,,4-2-3-1,Philip Dowd,Match Report,
2015-02-11,20:00 (04:00),Premier League,Matchweek 25,Wed,Away,L,0,2,West Brom,64,23516,,4-2-3-1,Robert Madley,Match Report,
2015-02-21,15:00 (23:00),Premier League,Matchweek 26,Sat,Home,W,2,1,Manchester Utd,36,20809,,4-1-2-1-2◆,Niel Swarbrick,Match Report,
2015-02-28,15:00 (23:00),Premier League,Matchweek 27,Sat,Away,W,1,0,Burnley,54,17388,,4-1-2-1-2◆,Jonathan Moss,Match Report,
2015-03-04,19:45 (03:45),Premier League,Matchweek 28,Wed,Away,L,2,3,Tottenham,39,34008,,4-1-2-1-2◆,Michael Oliver,Match Report,
2015-03-16,20:00 (04:00),Premier League,Matchweek 29,Mon,Home,L,0,1,Liverpool,46,20828,,4-1-2-1-2◆,Roger East,Match Report,
2015-03-21,15:00 (23:00),Premier League,Matchweek 30,Sat,Away,W,1,0,Aston Villa,57,35598,,4-1-2-1-2◆,Robert Madley,Match Report,
2015-04-04,15:00 (22:00),Premier League,Matchweek 31,Sat,Home,W,3,1,Hull City,58,20333,,4-1-2-1-2◆,Andre Marriner,Match Report,
2015-04-11,12:45 (19:45),Premier League,Matchweek 32,Sat,Home,D,1,1,Everton,51,20468,,4-1-2-1-2◆,Michael Oliver,Match Report,
2015-04-18,15:00 (22:00),Premier League,Matchweek 33,Sat,Away,L,0,2,Leicester City,59,31121,,4-1-2-1-2◆,Lee Probert,Match Report,
2015-04-25,15:00 (22:00),Premier League,Matchweek 34,Sat,Away,W,3,2,Newcastle Utd,52,46884,,4-2-3-1,Niel Swarbrick,Match Report,
2015-05-02,15:00 (22:00),Premier League,Matchweek 35,Sat,Home,W,2,0,Stoke City,47,20661,,4-2-3-1,Craig Pawson,Match Report,
2015-05-11,20:00 (03:00),Premier League,Matchweek 36,Mon,Away,W,1,0,Arsenal,32,59989,,4-3-3,Kevin Friend,Match Report,
2015-05-17,13:30 (20:30),Premier League,Matchweek 37,Sun,Home,L,2,4,Manchester City,47,20669,,4-2-3-1,Mark Clattenburg,Match Report,
2015-05-24,15:00 (22:00),Premier League,Matchweek 38,Sun,Away,L,0,1,Crystal Palace,53,25076,,4-2-3-1,Craig Pawson,Match Report,
