Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-17,,Premier League,Matchweek 1,Sat,Away,W,3,1,Arsenal,,,,4-3-3,Anthony Taylor,Match Report,
2013-08-21,,Premier League,Matchweek 3,Wed,Away,L,1,2,Chelsea,,,,4-3-3,Kevin Friend,Match Report,
2013-08-24,,Premier League,Matchweek 2,Sat,Home,L,0,1,Liverpool,,,,4-3-3,Mark Clattenburg,Match Report,
2013-09-14,,Premier League,Matchweek 4,Sat,Home,L,1,2,Newcastle Utd,,,,4-3-3,Mike Dean,Match Report,
2013-09-21,,Premier League,Matchweek 5,Sat,Away,W,1,0,Norwich City,,,,4-4-2,Chris Foy,Match Report,
2013-09-28,,Premier League,Matchweek 6,Sat,Home,W,3,2,Manchester City,,,,3-5-2,Mike Jones,Match Report,
2013-10-05,,Premier League,Matchweek 7,Sat,Away,D,0,0,Hull City,,,,4-3-3,Mark Clattenburg,Match Report,
2013-10-20,,Premier League,Matchweek 8,Sun,Home,L,0,2,Tottenham,,,,4-3-3,Phil Dowd,Match Report,
2013-10-26,,Premier League,Matchweek 9,Sat,Home,L,0,2,Everton,,,,4-4-2,Anthony Taylor,Match Report,
2013-11-02,,Premier League,Matchweek 10,Sat,Away,D,0,0,West Ham,,,,3-5-2,Howard Webb,Match Report,
2013-11-09,,Premier League,Matchweek 11,Sat,Home,W,2,0,Cardiff City,,,,4-1-2-1-2◆,Martin Atkinson,Match Report,
2013-11-25,,Premier League,Matchweek 12,Mon,Away,D,2,2,West Brom,,,,4-1-2-1-2◆,Michael Oliver,Match Report,
2013-11-30,,Premier League,Matchweek 13,Sat,Home,D,0,0,Sunderland,,,,4-3-3,Neil Swarbrick,Match Report,
2013-12-04,,Premier League,Matchweek 14,Wed,Away,W,3,2,Southampton,,,,5-3-2,Jon Moss,Match Report,
2013-12-08,,Premier League,Matchweek 15,Sun,Away,L,0,2,Fulham,,,,4-3-3,Mike Dean,Match Report,
2013-12-15,,Premier League,Matchweek 16,Sun,Home,L,0,3,Manchester Utd,,,,4-3-3,Lee Mason,Match Report,
2013-12-21,,Premier League,Matchweek 17,Sat,Away,L,1,2,Stoke City,,,,4-4-2,Craig Pawson,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Home,L,0,1,Crystal Palace,,,,4-4-2,Howard Webb,Match Report,
2013-12-28,,Premier League,Matchweek 19,Sat,Home,D,1,1,Swansea City,,,,4-4-2,Roger East,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Away,W,1,0,Sunderland,,,,4-4-2,Mike Jones,Match Report,
2014-01-13,,Premier League,Matchweek 21,Mon,Home,L,1,2,Arsenal,,,,3-5-1-1,Neil Swarbrick,Match Report,
2014-01-18,,Premier League,Matchweek 22,Sat,Away,D,2,2,Liverpool,,,,4-3-3,Jon Moss,Match Report,
2014-01-29,,Premier League,Matchweek 23,Wed,Home,W,4,3,West Brom,,,,4-4-1-1,Mark Clattenburg,Match Report,
2014-02-01,,Premier League,Matchweek 24,Sat,Away,L,1,2,Everton,,,,5-3-2,Bobby Madley,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Home,L,0,2,West Ham,,,,4-3-3,Mike Dean,Match Report,
2014-02-11,,Premier League,Matchweek 26,Tue,Away,D,0,0,Cardiff City,,,,4-4-2,Chris Foy,Match Report,
2014-02-23,,Premier League,Matchweek 27,Sun,Away,L,0,1,Newcastle Utd,,,,4-3-3,Martin Atkinson,Match Report,
2014-03-02,,Premier League,Matchweek 28,Sun,Home,W,4,1,Norwich City,,,,4-3-3,Anthony Taylor,Match Report,
2014-03-15,,Premier League,Matchweek 30,Sat,Home,W,1,0,Chelsea,,,,4-3-3,Chris Foy,Match Report,
2014-03-23,,Premier League,Matchweek 31,Sun,Home,L,1,4,Stoke City,,,,4-3-3,Mark Clattenburg,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Away,L,1,4,Manchester Utd,,,,4-2-3-1,Martin Atkinson,Match Report,
2014-04-05,,Premier League,Matchweek 33,Sat,Home,L,1,2,Fulham,,,,4-3-3,Michael Oliver,Match Report,
2014-04-12,,Premier League,Matchweek 34,Sat,Away,L,0,1,Crystal Palace,,,,3-5-2,Howard Webb,Match Report,
2014-04-19,,Premier League,Matchweek 35,Sat,Home,D,0,0,Southampton,,,,4-3-3,Lee Mason,Match Report,
2014-04-26,,Premier League,Matchweek 36,Sat,Away,L,1,4,Swansea City,,,,4-3-3,Mark Clattenburg,Match Report,
2014-05-03,,Premier League,Matchweek 37,Sat,Home,W,3,1,Hull City,,,,4-4-2,Mike Dean,Match Report,
2014-05-07,,Premier League,Matchweek 29,Wed,Away,L,0,4,Manchester City,,,,5-3-2,Michael Oliver,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Away,L,0,3,Tottenham,,,,4-4-2,Jon Moss,Match Report,
