Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-18,,Premier League,Matchweek 1,Sun,Home,L,0,1,Tottenham,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-08-24,,Premier League,Matchweek 2,Sat,Away,L,1,2,Stoke City,,,,4-5-1,Andre Marriner,Match Report,
2013-08-31,,Premier League,Matchweek 3,Sat,Home,W,3,1,Sunderland,,,,4-4-1-1,Lee Probert,Match Report,
2013-09-14,,Premier League,Matchweek 4,Sat,Away,L,0,2,Manchester Utd,,,,4-3-3,Jon Moss,Match Report,
2013-09-22,,Premier League,Matchweek 5,Sun,Home,L,0,2,Swansea City,,,,4-3-3,Kevin Friend,Match Report,
2013-09-28,,Premier League,Matchweek 6,Sat,Away,L,0,2,Southampton,,,,4-3-3,Martin Atkinson,Match Report,
2013-10-05,,Premier League,Matchweek 7,Sat,Away,L,1,3,Liverpool,,,,4-3-3,Anthony Taylor,Match Report,
2013-10-21,,Premier League,Matchweek 8,Mon,Home,L,1,4,Fulham,,,,4-3-3,Lee Mason,Match Report,
2013-10-26,,Premier League,Matchweek 9,Sat,Home,L,0,2,Arsenal,,,,4-5-1,Chris Foy,Match Report,
2013-11-02,,Premier League,Matchweek 10,Sat,Away,L,0,2,West Brom,,,,4-5-1,Neil Swarbrick,Match Report,
2013-11-09,,Premier League,Matchweek 11,Sat,Home,D,0,0,Everton,,,,4-3-3,Craig Pawson,Match Report,
2013-11-23,,Premier League,Matchweek 12,Sat,Away,W,1,0,Hull City,,,,4-3-3,Anthony Taylor,Match Report,
2013-11-30,,Premier League,Matchweek 13,Sat,Away,L,0,1,Norwich City,,,,4-3-3,Chris Foy,Match Report,
2013-12-03,,Premier League,Matchweek 14,Tue,Home,W,1,0,West Ham,,,,4-4-2,Lee Mason,Match Report,
2013-12-07,,Premier League,Matchweek 15,Sat,Home,W,2,0,Cardiff City,,,,4-4-2,Mike Jones,Match Report,
2013-12-14,,Premier League,Matchweek 16,Sat,Away,L,1,2,Chelsea,,,,4-4-2,Mark Clattenburg,Match Report,
2013-12-21,,Premier League,Matchweek 17,Sat,Home,L,0,3,Newcastle Utd,,,,4-4-2,Neil Swarbrick,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Away,W,1,0,Aston Villa,,,,4-2-3-1,Howard Webb,Match Report,
2013-12-28,,Premier League,Matchweek 19,Sat,Away,L,0,1,Manchester City,,,,4-5-1,Andre Marriner,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Home,D,1,1,Norwich City,,,,4-4-2,Mike Dean,Match Report,
2014-01-11,,Premier League,Matchweek 21,Sat,Away,L,0,2,Tottenham,,,,4-4-2,Michael Oliver,Match Report,
2014-01-18,,Premier League,Matchweek 22,Sat,Home,W,1,0,Stoke City,,,,4-4-1-1,Mark Clattenburg,Match Report,
2014-01-28,,Premier League,Matchweek 23,Tue,Home,W,1,0,Hull City,,,,4-4-2,Roger East,Match Report,
2014-02-02,,Premier League,Matchweek 24,Sun,Away,L,0,2,Arsenal,,,,4-4-2,Jon Moss,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Home,W,3,1,West Brom,,,,4-4-1-1,Chris Foy,Match Report,
2014-02-22,,Premier League,Matchweek 27,Sat,Home,L,0,2,Manchester Utd,,,,4-4-1-1,Michael Oliver,Match Report,
2014-03-02,,Premier League,Matchweek 28,Sun,Away,D,1,1,Swansea City,,,,4-1-4-1,Mike Dean,Match Report,
2014-03-08,,Premier League,Matchweek 29,Sat,Home,L,0,1,Southampton,,,,4-1-4-1,Howard Webb,Match Report,
2014-03-15,,Premier League,Matchweek 30,Sat,Away,D,0,0,Sunderland,,,,4-4-1-1,Neil Swarbrick,Match Report,
2014-03-22,,Premier League,Matchweek 31,Sat,Away,L,0,1,Newcastle Utd,,,,4-4-1-1,Lee Probert,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Home,W,1,0,Chelsea,,,,4-4-1-1,Lee Mason,Match Report,
2014-04-05,,Premier League,Matchweek 33,Sat,Away,W,3,0,Cardiff City,,,,4-4-1-1,Phil Dowd,Match Report,
2014-04-12,,Premier League,Matchweek 34,Sat,Home,W,1,0,Aston Villa,,,,4-4-1-1,Howard Webb,Match Report,
2014-04-16,,Premier League,Matchweek 26,Wed,Away,W,3,2,Everton,,,,4-4-1-1,Andre Marriner,Match Report,
2014-04-19,,Premier League,Matchweek 35,Sat,Away,W,1,0,West Ham,,,,4-4-1-1,Martin Atkinson,Match Report,
2014-04-27,,Premier League,Matchweek 36,Sun,Home,L,0,2,Manchester City,,,,4-4-1-1,Howard Webb,Match Report,
2014-05-05,,Premier League,Matchweek 37,Mon,Home,D,3,3,Liverpool,,,,4-4-1-1,Mark Clattenburg,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Away,D,2,2,Fulham,,,,4-4-1-1,Kevin Friend,Match Report,
