Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2014-01-11,,Premier League,Matchweek 21,Sat,Away,L,0,2,Manchester Utd,,,,4-2-3-1,Chris Foy,Match Report,
2014-01-19,,Premier League,Matchweek 22,Sun,Home,L,1,3,Tottenham,,,,4-2-3-1,Martin Atkinson,Match Report,
2014-01-28,,Premier League,Matchweek 23,Tue,Home,W,2,0,Fulham,,,,4-2-3-1,Michael Oliver,Match Report,
2014-02-01,,Premier League,Matchweek 24,Sat,Away,L,0,2,West Ham,,,,4-2-3-1,Howard Webb,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Home,W,3,0,Cardiff City,,,,4-2-3-1,Andre Marriner,Match Report,
2014-02-12,,Premier League,Matchweek 26,Wed,Away,D,1,1,Stoke City,,,,4-2-3-1,Jon Moss,Match Report,
2014-02-20,,Europa Lg,Round of 32,Thu,Home,D,0,0,it Napoli,,,,4-2-3-1,Ivan Bebek,Match Report,Leg 1 of 2
2014-02-23,,Premier League,Matchweek 27,Sun,Away,L,3,4,Liverpool,,,,4-2-3-1,Mike Jones,Match Report,
2014-02-27,,Europa Lg,Round of 32,Thu,Away,L,1,3,it Napoli,,,,4-2-3-1,Ovidiu Haţegan,Match Report,Leg 2 of 2; Napoli won
2014-03-02,,Premier League,Matchweek 28,Sun,Home,D,1,1,Crystal Palace,,,,4-2-3-1,Mike Dean,Match Report,
2014-03-15,,Premier League,Matchweek 30,Sat,Home,L,1,2,West Brom,,,,4-2-3-1,Martin Atkinson,Match Report,
2014-03-22,,Premier League,Matchweek 31,Sat,Away,L,2,3,Everton,,,,4-2-3-1,Michael Oliver,Match Report,
2014-03-25,,Premier League,Matchweek 29,Tue,Away,D,2,2,Arsenal,,,,4-4-1-1,Lee Probert,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Home,W,3,0,Norwich City,,,,4-2-3-1,Jon Moss,Match Report,
2014-04-05,,Premier League,Matchweek 33,Sat,Away,L,0,1,Hull City,,,,4-2-3-1,Howard Webb,Match Report,
2014-04-13,,Premier League,Matchweek 34,Sun,Home,L,0,1,Chelsea,,,,4-2-3-1,Phil Dowd,Match Report,
2014-04-19,,Premier League,Matchweek 35,Sat,Away,W,2,1,Newcastle Utd,,,,4-2-3-1,Chris Foy,Match Report,
2014-04-26,,Premier League,Matchweek 36,Sat,Home,W,4,1,Aston Villa,,,,4-2-3-1,Mark Clattenburg,Match Report,
2014-05-03,,Premier League,Matchweek 37,Sat,Home,L,0,1,Southampton,,,,4-2-3-1,Anthony Taylor,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Away,W,3,1,Sunderland,,,,4-2-3-1,Chris Foy,Match Report,
