Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-01,,Europa Lg,Third qualifying round,Thu,Home,W,4,0,se Malmö,,,,,Paolo Mazzoleni,Match Report,Leg 1 of 2
2013-08-08,,Europa Lg,Third qualifying round,Thu,Away,D,0,0,se Malmö,,,,,Serdar Gözübüyük,Match Report,Leg 2 of 2; Swansea City won
2013-08-17,,Premier League,Matchweek 1,Sat,Home,L,1,4,Manchester Utd,,,,4-2-3-1,Phil Dowd,Match Report,
2013-08-22,,Europa Lg,Play-off round,Thu,Home,W,5,1,ro Petrolul,,,,,Sergei Karasev,Match Report,Leg 1 of 2
2013-08-25,,Premier League,Matchweek 2,Sun,Away,L,0,1,Tottenham,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-08-29,,Europa Lg,Play-off round,Thu,Away,L,1,2,ro Petrolul,,,,,Michael Koukoulakis,Match Report,Leg 2 of 2; Swansea City won
2013-09-01,,Premier League,Matchweek 3,Sun,Away,W,2,0,West Brom,,,,4-2-3-1,Mike Dean,Match Report,
2013-09-16,,Premier League,Matchweek 4,Mon,Home,D,2,2,Liverpool,,,,4-2-3-1,Michael Oliver,Match Report,
2013-09-19,,Europa Lg,Group stage,Thu,Away,W,3,0,es Valencia,,,,4-2-3-1,Serge Gumienny,Match Report,
2013-09-22,,Premier League,Matchweek 5,Sun,Away,W,2,0,Crystal Palace,,,,4-2-3-1,Kevin Friend,Match Report,
2013-09-28,,Premier League,Matchweek 6,Sat,Home,L,1,2,Arsenal,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-10-03,,Europa Lg,Group stage,Thu,Home,W,1,0,ch St. Gallen,,,,4-2-3-1,Duarte Gomes,Match Report,
2013-10-06,,Premier League,Matchweek 7,Sun,Away,L,0,2,Southampton,,,,4-2-3-1,Mike Dean,Match Report,
2013-10-19,,Premier League,Matchweek 8,Sat,Home,W,4,0,Sunderland,,,,4-2-3-1,Craig Pawson,Match Report,
2013-10-24,,Europa Lg,Group stage,Thu,Home,D,1,1,ru Kuban,,,,4-2-3-1,Kristinn Jakobsson,Match Report,
2013-10-27,,Premier League,Matchweek 9,Sun,Home,D,0,0,West Ham,,,,4-2-3-1,Phil Dowd,Match Report,
2013-11-03,,Premier League,Matchweek 10,Sun,Away,L,0,1,Cardiff City,,,,4-2-3-1,Mike Dean,Match Report,
2013-11-07,,Europa Lg,Group stage,Thu,Away,D,1,1,ru Kuban,,,,4-2-3-1,Robert Schörgenhofer,Match Report,
2013-11-10,,Premier League,Matchweek 11,Sun,Home,D,3,3,Stoke City,,,,4-2-3-1,Bobby Madley,Match Report,
2013-11-23,,Premier League,Matchweek 12,Sat,Away,W,2,1,Fulham,,,,4-2-3-1,Andre Marriner,Match Report,
2013-11-28,,Europa Lg,Group stage,Thu,Home,L,0,1,es Valencia,,,,4-2-3-1,Luca Banti,Match Report,
2013-12-01,,Premier League,Matchweek 13,Sun,Away,L,0,3,Manchester City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-12-04,,Premier League,Matchweek 14,Wed,Home,W,3,0,Newcastle Utd,,,,4-2-3-1,Howard Webb,Match Report,
2013-12-09,,Premier League,Matchweek 15,Mon,Home,D,1,1,Hull City,,,,4-2-3-1,Chris Foy,Match Report,
2013-12-12,,Europa Lg,Group stage,Thu,Away,L,0,1,ch St. Gallen,,,,4-2-3-1,Liran Liany,Match Report,
2013-12-15,,Premier League,Matchweek 16,Sun,Away,D,1,1,Norwich City,,,,4-5-1,Michael Oliver,Match Report,
2013-12-22,,Premier League,Matchweek 17,Sun,Home,L,1,2,Everton,,,,4-2-3-1,Lee Mason,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Away,L,0,1,Chelsea,,,,4-2-3-1,Mike Jones,Match Report,
2013-12-28,,Premier League,Matchweek 19,Sat,Away,D,1,1,Aston Villa,,,,4-2-3-1,Roger East,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Home,L,2,3,Manchester City,,,,4-2-3-1,Phil Dowd,Match Report,
