Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-19,,Premier League,Matchweek 1,Mon,Home,W,4,0,Newcastle Utd,,,,4-4-1-1,Andre Marriner,Match Report,
2013-08-25,,Premier League,Matchweek 2,Sun,Away,L,2,3,Cardiff City,,,,4-4-1-1,Lee Probert,Match Report,
2013-08-31,,Premier League,Matchweek 3,Sat,Home,W,2,0,Hull City,,,,4-4-2,Phil Dowd,Match Report,
2013-09-14,,Premier League,Matchweek 4,Sat,Away,D,0,0,Stoke City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-09-17,,Champions Lg,Group stage,Tue,Away,W,3,0,cz Viktoria Plzeň,,,,4-2-3-1,Paolo Tagliavento,Match Report,
2013-09-22,,Premier League,Matchweek 5,Sun,Home,W,4,1,Manchester Utd,,,,4-4-1-1,Howard Webb,Match Report,
2013-09-28,,Premier League,Matchweek 6,Sat,Away,L,2,3,Aston Villa,,,,4-4-2,Mike Jones,Match Report,
2013-10-02,,Champions Lg,Group stage,Wed,Home,L,1,3,de Bayern Munich,,,,4-4-2,Björn Kuipers,Match Report,
2013-10-05,,Premier League,Matchweek 7,Sat,Home,W,3,1,Everton,,,,4-4-2,Jon Moss,Match Report,
2013-10-19,,Premier League,Matchweek 8,Sat,Away,W,3,1,West Ham,,,,4-4-2,Michael Oliver,Match Report,
2013-10-23,,Champions Lg,Group stage,Wed,Away,W,2,1,ru CSKA Moscow,,,,4-4-2,Ovidiu Haţegan,Match Report,
2013-10-27,,Premier League,Matchweek 9,Sun,Away,L,1,2,Chelsea,,,,4-2-3-1,Howard Webb,Match Report,
2013-11-02,,Premier League,Matchweek 10,Sat,Home,W,7,0,Norwich City,,,,4-4-2,Phil Dowd,Match Report,
2013-11-05,,Champions Lg,Group stage,Tue,Home,W,5,2,ru CSKA Moscow,,,,4-4-2,Velasco Carballo,Match Report,
2013-11-10,,Premier League,Matchweek 11,Sun,Away,L,0,1,Sunderland,,,,4-4-1-1,Mike Dean,Match Report,
2013-11-24,,Premier League,Matchweek 12,Sun,Home,W,6,0,Tottenham,,,,4-4-1-1,Howard Webb,Match Report,
2013-11-27,,Champions Lg,Group stage,Wed,Home,W,4,2,cz Viktoria Plzeň,,,,4-4-1-1,Fırat Aydınus,Match Report,
2013-12-01,,Premier League,Matchweek 13,Sun,Home,W,3,0,Swansea City,,,,4-4-2,Mark Clattenburg,Match Report,
2013-12-04,,Premier League,Matchweek 14,Wed,Away,W,3,2,West Brom,,,,4-4-2,Chris Foy,Match Report,
2013-12-07,,Premier League,Matchweek 15,Sat,Away,D,1,1,Southampton,,,,4-4-2,Anthony Taylor,Match Report,
2013-12-10,,Champions Lg,Group stage,Tue,Away,W,3,2,de Bayern Munich,,,,4-2-3-1,Fernández Borbalán,Match Report,
2013-12-14,,Premier League,Matchweek 16,Sat,Home,W,6,3,Arsenal,,,,4-4-2,Martin Atkinson,Match Report,
2013-12-21,,Premier League,Matchweek 17,Sat,Away,W,4,2,Fulham,,,,4-4-2,Kevin Friend,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Home,W,2,1,Liverpool,,,,4-2-3-1,Lee Mason,Match Report,
2013-12-28,,Premier League,Matchweek 19,Sat,Home,W,1,0,Crystal Palace,,,,4-2-3-1,Andre Marriner,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Away,W,3,2,Swansea City,,,,4-4-2,Phil Dowd,Match Report,
2014-01-12,,Premier League,Matchweek 21,Sun,Away,W,2,0,Newcastle Utd,,,,4-2-2-2,Mike Jones,Match Report,
2014-01-18,,Premier League,Matchweek 22,Sat,Home,W,4,2,Cardiff City,,,,4-4-2,Neil Swarbrick,Match Report,
2014-01-29,,Premier League,Matchweek 23,Wed,Away,W,5,1,Tottenham,,,,4-4-2,Andre Marriner,Match Report,
2014-02-03,,Premier League,Matchweek 24,Mon,Home,L,0,1,Chelsea,,,,4-4-2,Mike Dean,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Away,D,0,0,Norwich City,,,,4-4-2,Jon Moss,Match Report,
2014-02-18,,Champions Lg,Round of 16,Tue,Home,L,0,2,es Barcelona,,,,4-4-1-1,Jonas Eriksson,Match Report,Leg 1 of 2
2014-02-22,,Premier League,Matchweek 27,Sat,Home,W,1,0,Stoke City,,,,4-2-2-2,Chris Foy,Match Report,
2014-03-12,,Champions Lg,Round of 16,Wed,Away,L,1,2,es Barcelona,,,,4-2-3-1,Stéphane Lannoy,Match Report,Leg 2 of 2; Barcelona won
2014-03-15,,Premier League,Matchweek 30,Sat,Away,W,2,0,Hull City,,,,4-2-3-1,Lee Mason,Match Report,
2014-03-22,,Premier League,Matchweek 31,Sat,Home,W,5,0,Fulham,,,,4-2-3-1,Jon Moss,Match Report,
2014-03-25,,Premier League,Matchweek 28,Tue,Away,W,3,0,Manchester Utd,,,,4-2-3-1,Michael Oliver,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Away,D,1,1,Arsenal,,,,4-2-3-1,Mike Dean,Match Report,
2014-04-05,,Premier League,Matchweek 33,Sat,Home,W,4,1,Southampton,,,,4-2-3-1,Chris Foy,Match Report,
2014-04-13,,Premier League,Matchweek 34,Sun,Away,L,2,3,Liverpool,,,,4-4-2,Mark Clattenburg,Match Report,
2014-04-16,,Premier League,Matchweek 26,Wed,Home,D,2,2,Sunderland,,,,4-4-1-1,Martin Atkinson,Match Report,
2014-04-21,,Premier League,Matchweek 35,Mon,Home,W,3,1,West Brom,,,,4-2-2-2,Phil Dowd,Match Report,
2014-04-27,,Premier League,Matchweek 36,Sun,Away,W,2,0,Crystal Palace,,,,4-4-2,Howard Webb,Match Report,
2014-05-03,,Premier League,Matchweek 37,Sat,Away,W,3,2,Everton,,,,4-4-2,Lee Probert,Match Report,
2014-05-07,,Premier League,Matchweek 29,Wed,Home,W,4,0,Aston Villa,,,,4-2-3-1,Michael Oliver,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Home,W,2,0,West Ham,,,,4-4-2,Martin Atkinson,Match Report,
