Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2019-08-10,17:30 (00:30),Premier League,Matchweek 1,Sat,Home,W,3,1,Aston Villa,2.4,0.7,70,60407,Hugo Lloris,4-3-1-2,Chris Kavanagh,Match Report,
2019-08-17,17:30 (00:30),Premier League,Matchweek 2,Sat,Away,D,2,2,Manchester City,0.1,2.9,45,54503,Hugo Lloris,4-2-3-1,Michael Oliver,Match Report,
2019-08-25,16:30 (23:30),Premier League,Matchweek 3,Sun,Home,L,0,1,Newcastle Utd,1.1,0.8,79,59245,Hugo Lloris,4-2-3-1,Mike Dean,Match Report,
2019-09-01,16:30 (23:30),Premier League,Matchweek 4,Sun,Away,D,2,2,Arsenal,2.0,2.4,45,60333,Hugo Lloris,4-2-2-2,Martin Atkinson,Match Report,
2019-09-14,15:00 (22:00),Premier League,Matchweek 5,Sat,Home,W,4,0,Crystal Palace,1.0,0.6,64,59812,Hugo Lloris,4-2-2-2,Craig Pawson,Match Report,
2019-09-18,19:55 (00:55),Champions Lg,Group stage,Wed,Away,D,2,2,gr Olympiacos,1.7,1.7,56,31001,Hugo Lloris,4-2-3-1,Gianluca Rocchi,Match Report,
2019-09-21,12:30 (19:30),Premier League,Matchweek 6,Sat,Away,L,1,2,Leicester City,1.1,1.3,56,32129,Harry Kane,4-1-2-1-2◆,Paul Tierney,Match Report,
2019-09-24,19:45 (02:45),EFL Cup,Third round,Tue,Away,D,0 (3),0 (4),Colchester Utd,,,75,9481,Eric Dier,3-4-3,Jarred Gillett,Match Report,Colchester Utd won on penalty kicks following extra time
2019-09-28,15:00 (22:00),Premier League,Matchweek 7,Sat,Home,W,2,1,Southampton,1.0,1.5,42,59645,Hugo Lloris,4-2-3-1,Graham Scott,Match Report,
2019-10-01,20:00 (03:00),Champions Lg,Group stage,Tue,Home,L,2,7,de Bayern Munich,1.9,1.3,41,60127,Hugo Lloris,4-1-2-1-2◆,Clément Turpin,Match Report,
2019-10-05,12:30 (19:30),Premier League,Matchweek 8,Sat,Away,L,0,3,Brighton,0.4,2.4,52,30610,Hugo Lloris,4-2-3-1,Jonathan Moss,Match Report,
2019-10-19,15:00 (22:00),Premier League,Matchweek 9,Sat,Home,D,1,1,Watford,1.0,0.7,69,58754,Harry Kane,3-4-3,Chris Kavanagh,Match Report,
2019-10-22,20:00 (03:00),Champions Lg,Group stage,Tue,Home,W,5,0,rs Red Star,3.7,0.6,58,51743,Harry Kane,4-2-3-1,Marco Guida,Match Report,
2019-10-27,16:30 (00:30),Premier League,Matchweek 10,Sun,Away,L,1,2,Liverpool,1.2,2.6,33,53222,Harry Kane,4-3-3,Anthony Taylor,Match Report,
2019-11-03,16:30 (00:30),Premier League,Matchweek 11,Sun,Away,D,1,1,Everton,0.6,1.1,53,39001,Ben Davies,4-2-3-1,Martin Atkinson,Match Report,
2019-11-06,21:00 (04:00),Champions Lg,Group stage,Wed,Away,W,4,0,rs Red Star,2.5,0.5,67,42381,Harry Kane,4-2-3-1,Carlos del Cerro,Match Report,
