Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsScoredHA,GoalsConceded,GoalsConcededHA,GoalsDiff,GoalsDiffHA,Points,PointsHA,WinPercent,WinPercentHA,WinStreak,UnbPercent,UnbPercentHA,UnbStreak,Def,Mid,Att,Ovr,WinnerOdd,DrawOdd,Venue,Result
2,-0.5999999999999996,-0.5,-1.7999999999999998,-0.0999999999999996,0.5,0.1,0.6000000000000001,1.1,-0.7000000000000002,-1.6,13.0,27.0,0.7,1.1,20.0,40.0,0.0,30.0,30.0,1.0,5,5,11,7.0,-2.75,3.8,Tottenham Hotspur Stadium,W
-1,-1.9000000000000004,-2.5000000000000004,0.5,-0.9000000000000004,0.7,0.3,-1.5,-0.6000000000000001,0.5,-0.3,-20.0,-3.0,-1.3,0.0,-40.0,0.0,-1.0,-50.0,0.0,-1.0,-3,-4,5,-0.6700000000000017,2.1,3.6,Emirates Stadium,W
0,9.000000000000002,4.1,4.9,-1.4000000000000004,-0.7000000000000001,0.0,1.9,1.5000000000000002,-1.4,-1.5,33.0,30.0,2.1,1.6,70.0,60.0,0.0,70.0,40.0,13.0,11,12,9,10.659999999999997,-21.9,9.5,Etihad Stadium,W
0,-1.1999999999999993,-0.1999999999999997,-1.3999999999999997,0.7000000000000011,0.0,0.1,0.0999999999999998,0.6,-1.2000000000000002,-1.5,13.0,21.0,0.5999999999999999,1.2,20.0,40.0,0.0,20.0,40.0,-1.0,0,-1,-4,-1.6700000000000017,-0.9500000000000002,3.6,Bet365 Stadium,W
0,1.799999999999999,-0.2999999999999998,1.8000000000000005,-1.5,-0.1999999999999999,0.2,-0.1,0.2999999999999999,-0.2999999999999999,0.0,2.0,3.0,0.0,0.0,-10.0,0.0,-3.0,20.0,0.0,-1.0,-2,-3,-7,-4.0,-0.2000000000000001,3.4,Emirates Stadium,W
0,2.6999999999999997,1.0,0.7999999999999998,-1.4000000000000004,-1.1,0.0,0.4000000000000001,0.8,0.0,-0.2999999999999998,4.0,11.0,0.7000000000000001,1.0,30.0,30.0,4.0,10.0,40.0,4.0,2,3,-3,0.6599999999999966,-7.05,4.5,King Power Stadium,W
-3,1.4000000000000004,0.5,0.9000000000000004,1.0,0.1999999999999999,-0.1,0.3,1.4,-0.1999999999999999,-0.1,5.0,15.0,-0.5000000000000002,0.3,-30.0,10.0,0.0,10.0,10.0,7.0,4,4,4,4.0,-2.5,3.6,Old Trafford,W
0,0.4000000000000003,1.3000000000000005,-0.1,0.5999999999999996,0.3999999999999999,0.0,0.3,0.2,0.1,0.5,2.0,-3.0,-0.0999999999999999,-0.3,0.0,-10.0,0.0,-10.0,-10.0,1.0,-1,-1,-2,-1.3299999999999983,-0.6499999999999999,3.4,Villa Park,W
-1,1.5999999999999996,0.7999999999999998,3.3,-0.0999999999999996,-0.2000000000000001,0.1,0.0,1.1,-0.5000000000000001,-1.1,5.0,22.0,0.5,1.7999999999999998,20.0,60.0,0.0,10.0,60.0,1.0,6,2,1,3.0,-6.0,4.5,Goodison Park,W
0,2.9000000000000004,2.9000000000000004,1.2000000000000002,0.200000000000001,0.1,0.0,0.8,0.6,-0.8999999999999999,-0.8999999999999999,17.0,15.0,1.5,1.2000000000000002,50.0,40.0,3.0,50.0,40.0,9.0,6,7,8,7.0,-4.88,4.0,White Hart Lane,W
-2,4.1,0.9000000000000004,2.5,-1.3000000000000007,-0.0999999999999998,0.1999999999999999,0.3,0.2999999999999999,-0.7000000000000001,-0.0999999999999998,10.0,4.0,0.3999999999999999,0.4999999999999999,10.0,20.0,0.0,20.0,10.0,4.0,3,3,4,3.3299999999999983,-6.6,4.5,Emirates Stadium,W
-1,-5.199999999999999,-3.4000000000000004,-2.3,2.1,0.3,0.1,-0.2999999999999999,-0.3999999999999999,-0.1999999999999999,-0.8999999999999999,-1.0,5.0,-0.2999999999999998,0.0999999999999999,-10.0,0.0,-1.0,-10.0,10.0,0.0,1,-1,2,0.6700000000000017,0.1299999999999999,3.25,Turf Moor,W
1,-2.5,-2.7,-1.2999999999999998,-0.4000000000000003,0.7,0.1,-0.9000000000000001,0.1999999999999999,0.8999999999999999,0.0,-18.0,2.0,-1.5,-0.3,-50.0,-10.0,0.0,-50.0,-10.0,0.0,2,-1,-5,-1.3400000000000034,1.2999999999999998,3.5,Goodison Park,W
0,2.9000000000000004,1.5,0.3000000000000007,-0.5,0.3999999999999999,-0.1,1.4,2.2,-0.6000000000000001,-1.0,20.0,32.0,1.5,2.3000000000000003,50.0,80.0,4.0,50.0,70.0,4.0,5,6,8,6.340000000000003,-11.75,6.75,Stamford Bridge,W
-1,-2.0,-1.0,-0.5999999999999996,2.6999999999999997,0.0,0.2,-0.7999999999999999,0.1999999999999999,1.1,0.3,-19.0,-1.0,-1.6,0.1,-60.0,0.0,-2.0,-40.0,10.0,-3.0,-7,-7,-11,-8.329999999999998,3.75,3.6,Falmer Stadium,W
0,2.299999999999999,1.0,1.1000000000000003,-1.700000000000001,-0.7,0.0,0.0,-0.0999999999999999,-1.3,-0.8,13.0,7.0,0.4,0.0,10.0,0.0,1.0,20.0,0.0,2.0,-1,-2,-1,-1.3400000000000034,-2.2,3.5,Selhurst Park,W
0,-1.4000000000000004,-0.2000000000000001,-2.1,-0.2999999999999989,0.5999999999999999,0.3,-0.4,0.3999999999999999,-0.0999999999999998,-0.1,-3.0,5.0,-0.2,0.2,0.0,10.0,0.0,-20.0,0.0,-1.0,-3,-3,-5,-3.6700000000000017,1.1,3.4,Stadium of Light,W
-1,0.3999999999999986,-0.5,0.9000000000000004,-0.3000000000000007,0.0,-0.1,0.0,0.5,-0.1999999999999999,-1.0,2.0,15.0,-0.1,0.7999999999999998,0.0,30.0,-2.0,-10.0,20.0,-3.0,3,4,5,4.0,-1.2999999999999998,3.5,Tottenham Hotspur Stadium,W
3,-2.6999999999999997,0.1000000000000005,-0.7999999999999998,1.299999999999999,0.5,-0.0999999999999999,0.2999999999999998,0.8,-0.1999999999999999,-0.1999999999999999,5.0,10.0,0.5,1.3,10.0,40.0,2.0,30.0,50.0,4.0,7,5,6,6.0,-1.75,3.3,Bet365 Stadium,W
-1,4.500000000000002,2.0,2.4000000000000004,-1.0,-0.8999999999999999,0.0,1.1,0.1999999999999999,-0.7000000000000001,-1.5,18.0,17.0,1.0,0.8,30.0,20.0,-2.0,40.0,40.0,-1.0,6,7,8,7.0,-11.71,6.0,Emirates Stadium,W
-1,1.299999999999999,-0.6999999999999993,3.3999999999999995,0.8999999999999986,0.5,0.0,-0.9000000000000001,-0.8,0.3,0.3999999999999999,-12.0,-12.0,-1.3,-0.7000000000000002,-50.0,-20.0,-3.0,-30.0,-30.0,-10.0,5,3,6,4.670000000000002,-1.89,3.8,Anfield,W
-4,-1.6000000000000014,-0.6000000000000005,1.8000000000000007,-0.1000000000000014,0.3,-0.1,0.8,1.5000000000000002,-0.3,-0.4000000000000001,11.0,19.0,0.7999999999999998,1.5,30.0,60.0,2.0,20.0,30.0,5.0,-1,3,0,0.6700000000000017,-4.39,4.2,Etihad Stadium,W
-1,3.099999999999998,1.7000000000000002,0.1999999999999993,-0.5,-0.8000000000000003,0.0,0.8,0.7999999999999998,0.1999999999999999,-0.3,6.0,11.0,0.0,0.3999999999999999,0.0,10.0,-3.0,0.0,20.0,-2.0,1,-1,1,0.3299999999999983,-1.04,3.29,Wembley Stadium,W
0,-0.1999999999999993,0.7000000000000002,-2.4000000000000004,-2.0,-0.0999999999999999,0.1,-0.6000000000000001,-0.3999999999999999,-0.5999999999999999,-0.0999999999999999,0.0,-3.0,0.3,-0.3999999999999999,10.0,-10.0,-1.0,10.0,-20.0,-1.0,2,3,2,2.3299999999999983,-3.3,3.75,Stamford Bridge,W
1,-2.5,-0.6999999999999997,-0.6999999999999997,0.4000000000000003,0.7000000000000002,0.0,0.4000000000000001,-0.3999999999999999,0.0999999999999998,-0.5,3.0,1.0,0.1,0.0,0.0,0.0,0.0,10.0,0.0,3.0,4,2,0,2.0,-1.2000000000000002,3.25,Bet365 Stadium,W
1,-0.200000000000001,-0.5999999999999996,0.3999999999999994,1.4000000000000004,0.5,0.1,0.0999999999999998,0.4,0.7000000000000001,-0.3,-6.0,7.0,-0.7,0.3,-20.0,0.0,-2.0,-30.0,30.0,-6.0,-4,-7,-6,-5.670000000000002,-0.0499999999999998,3.3,Villa Park,W
0,-0.9000000000000004,-1.1999999999999995,0.2000000000000001,-1.5999999999999996,0.7000000000000002,-0.2,-0.5999999999999999,0.1999999999999999,0.1999999999999999,0.0999999999999998,-8.0,1.0,-0.7999999999999999,-0.5,-30.0,-30.0,0.0,-20.0,10.0,1.0,-3,-1,-5,-3.0,1.6500000000000004,3.4,St. James Park,W
1,2.299999999999999,2.0,0.0999999999999996,2.700000000000001,0.3,0.0,0.7000000000000002,0.7000000000000002,0.3999999999999999,-0.1,3.0,8.0,-0.1999999999999999,0.7999999999999998,0.0,30.0,0.0,-20.0,20.0,0.0,2,0,3,1.6599999999999966,-3.03,3.8,Tottenham Hotspur Stadium,W
-3,-1.0,-0.2000000000000001,-0.7999999999999998,-0.7999999999999989,-1.1,0.0,-0.1999999999999999,0.6000000000000001,0.2000000000000001,-1.1,-4.0,17.0,-0.1999999999999999,1.2000000000000002,-10.0,40.0,0.0,0.0,40.0,0.0,1,1,-1,0.3299999999999983,-1.85,3.5,King Power Stadium,W
4,1.1000000000000014,1.2000000000000002,0.0,-1.799999999999999,-0.5,-0.1,1.1,1.4,0.1999999999999999,-0.3999999999999999,9.0,18.0,1.0,1.4,30.0,50.0,1.0,40.0,40.0,8.0,-7,-9,-7,-7.670000000000002,0.8500000000000001,3.5,King Power Stadium,W
0,1.0999999999999996,0.7999999999999998,-1.0,-2.1,-0.4000000000000001,0.1,-0.2000000000000001,0.3,-0.9,-0.5,7.0,8.0,0.5,0.6000000000000001,20.0,20.0,0.0,10.0,20.0,1.0,5,7,5,5.670000000000002,-9.72,5.5,Stamford Bridge,W
0,2.6999999999999997,1.1000000000000003,1.0,-5.9,-0.1999999999999999,0.0,0.3999999999999999,1.0,0.1,0.0999999999999998,3.0,9.0,-0.1,0.6000000000000001,0.0,20.0,-1.0,-10.0,20.0,-1.0,-2,0,6,1.3400000000000034,-0.8999999999999999,3.0,London Stadium,W
0,5.600000000000001,1.6999999999999995,-0.1999999999999993,-1.6999999999999993,-0.5,0.2,0.1,0.9,0.6000000000000001,0.2999999999999998,-5.0,6.0,-0.1999999999999999,0.8,0.0,30.0,0.0,-20.0,20.0,-1.0,10,9,11,10.0,-2.9,3.6,St. James Park,W
0,1.0,0.7000000000000002,0.0,-0.5,-0.5,0.2,0.1999999999999999,0.3999999999999999,0.2999999999999998,-0.6000000000000001,-1.0,10.0,-0.6,0.5,-30.0,10.0,1.0,0.0,30.0,2.0,-1,-2,-4,-2.3299999999999983,-1.4500000000000002,3.5,Dean Court,W
0,-0.7000000000000011,0.6000000000000005,2.1999999999999997,2.1000000000000014,0.4000000000000001,0.1,0.7,0.5999999999999999,-0.3,-1.2,10.0,18.0,0.5,1.1,20.0,40.0,0.0,10.0,30.0,0.0,0,1,4,1.6700000000000017,-2.59,3.6,Boleyn Ground,W
-5,6.0,0.2999999999999998,2.7,-0.8999999999999986,-1.2000000000000002,-0.1,-0.1999999999999999,0.1999999999999999,-0.8,-1.3,6.0,15.0,0.5,0.7000000000000002,10.0,20.0,0.0,30.0,30.0,2.0,5,5,7,5.659999999999997,-6.6,5.25,Stamford Bridge,W
1,3.700000000000001,2.8,2.5,-3.9,-0.8999999999999999,0.0,1.6,1.4,-0.5,-0.8,21.0,22.0,1.2999999999999998,1.6,50.0,60.0,7.0,30.0,40.0,17.0,6,7,8,7.0,-17.84,8.5,Anfield,W
0,0.2000000000000028,-0.5999999999999996,0.5,0.8999999999999986,1.2999999999999998,-0.1,-0.2000000000000001,-0.3999999999999999,-0.6000000000000001,-1.0,4.0,6.0,-0.2000000000000001,0.2000000000000001,-10.0,10.0,4.0,0.0,0.0,4.0,1,3,9,4.340000000000003,-2.48,4.0,Etihad Stadium,W
0,-1.6000000000000014,0.7999999999999998,0.1999999999999993,-3.1,-0.4000000000000001,0.1,0.8,0.4999999999999999,-0.1999999999999999,0.0,10.0,5.0,0.9,0.2999999999999998,30.0,10.0,2.0,30.0,10.0,2.0,1,0,1,0.6700000000000017,-1.1,3.4,London Stadium,W
0,10.2,1.7000000000000002,3.2,-3.4000000000000004,0.0,-0.1,0.1999999999999999,0.7999999999999998,0.1,-1.5,1.0,23.0,0.1,1.1999999999999995,0.0,40.0,0.0,10.0,40.0,2.0,7,9,5,7.0,-10.7,5.75,Stamford Bridge,W
0,8.899999999999999,5.1,2.3,-1.0999999999999996,-0.4999999999999999,-0.1,1.9,2.2,-1.4,-1.0,33.0,32.0,2.0,1.9,70.0,70.0,8.0,60.0,50.0,9.0,11,8,12,10.329999999999998,-15.88,9.5,Anfield,W
2,0.0,1.0999999999999996,0.3999999999999994,-0.5999999999999996,-0.1,-0.1,1.0,1.2,-0.1999999999999999,-0.6000000000000001,12.0,18.0,0.8999999999999999,1.5,30.0,50.0,1.0,30.0,50.0,1.0,0,0,1,0.3400000000000034,-4.93,4.2,King Power Stadium,W
0,4.600000000000001,2.6000000000000005,0.4000000000000003,-1.799999999999999,0.3999999999999999,-0.1,1.0,1.2000000000000002,-0.7000000000000001,-0.7,17.0,19.0,1.4,1.3000000000000005,50.0,40.0,0.0,40.0,50.0,10.0,7,7,8,7.329999999999998,-7.05,4.5,Old Trafford,W
0,5.1,1.2999999999999998,2.9000000000000004,-1.6999999999999993,0.0,0.0,1.4,0.2,-0.5,-0.8999999999999999,19.0,11.0,1.0,0.7000000000000001,30.0,20.0,0.0,40.0,30.0,0.0,2,2,8,4.0,-7.55,4.4,Selhurst Park,W
-1,-4.999999999999998,-1.6000000000000003,-2.1000000000000005,-1.4000000000000004,0.0999999999999998,0.1,-0.8999999999999999,-1.4,0.3,0.7,-12.0,-21.0,-0.2000000000000001,-1.2000000000000002,0.0,-40.0,3.0,-20.0,-40.0,-17.0,-6,-4,-7,-5.670000000000002,3.05,4.0,London Stadium,W
2,1.9000000000000004,0.6000000000000001,0.9000000000000004,2.4000000000000004,0.5,0.0,0.2999999999999999,0.4,-0.1999999999999999,0.3999999999999999,5.0,0.0,-0.0999999999999999,-0.1,-10.0,-20.0,0.0,10.0,30.0,-2.0,3,2,6,3.6599999999999966,-2.19,3.0,The Hawthorns,W
2,2.200000000000001,1.5,1.0,-0.5999999999999996,0.0,0.1,0.8999999999999999,1.3,-1.1,-0.7,20.0,20.0,1.1,1.4,40.0,60.0,-1.0,30.0,20.0,-2.0,10,9,13,10.670000000000002,-10.7,5.75,Old Trafford,W
1,1.3999999999999986,-1.2000000000000002,-2.0,-0.4000000000000003,-0.1,0.2,-0.5999999999999999,0.8,-0.5,-0.7000000000000001,-1.0,15.0,0.3999999999999999,1.4,10.0,50.0,0.0,20.0,40.0,2.0,1,-3,-3,-1.6700000000000017,-0.8200000000000003,3.4,Stamford Bridge,W
0,5.899999999999999,2.5,2.6,-1.9000000000000004,0.0,0.0,1.6,1.3,0.0999999999999998,-1.0,15.0,23.0,0.8999999999999999,1.3000000000000005,40.0,40.0,2.0,10.0,50.0,0.0,4,7,8,6.329999999999998,-13.78,7.0,Anfield,W
-1,-2.0,-0.6000000000000001,-2.3,-2.0,-0.1999999999999999,-0.1,-0.7999999999999999,-0.4,0.5,-0.3,-13.0,-1.0,-1.3,-0.2999999999999999,-50.0,-10.0,-1.0,-30.0,-10.0,-1.0,2,3,0,1.6599999999999966,0.5,3.4,Turf Moor,W
0,-1.1000000000000014,-0.7000000000000002,1.6,3.9,1.5,0.0,-0.8,-0.1999999999999999,0.0999999999999998,-1.0,-9.0,8.0,-1.1,0.5,-30.0,30.0,0.0,-50.0,-10.0,-5.0,0,1,7,2.6700000000000017,-0.8999999999999999,3.3,The Hawthorns,W
1,-0.4000000000000003,-0.5,1.9000000000000004,3.200000000000001,0.5,0.0,-1.2999999999999998,-0.3,-0.2,-0.7999999999999999,-11.0,5.0,-0.5,0.3,-20.0,10.0,-2.0,-10.0,10.0,-3.0,-6,-6,-12,-8.0,1.4,3.8,Elland Road,W
-5,1.5,0.2999999999999998,1.6999999999999993,0.1000000000000014,-0.8000000000000003,-0.1,0.5,0.8999999999999999,-0.0999999999999998,-0.3999999999999999,6.0,13.0,0.5,1.0,20.0,30.0,0.0,10.0,40.0,2.0,5,4,3,4.0,-5.5,4.2,Molineux Stadium,W
0,6.399999999999999,2.6,0.0999999999999996,0.5,-0.2,-0.2,1.2999999999999998,0.1999999999999999,-0.9000000000000001,-1.3,22.0,15.0,0.7000000000000002,0.7,20.0,20.0,1.0,30.0,30.0,11.0,2,3,4,3.0,-9.7,6.0,Anfield,W
-4,-1.6999999999999993,0.2999999999999998,0.7000000000000002,0.7999999999999989,0.1,0.1,-0.4,0.0,-0.4000000000000001,-0.3999999999999999,0.0,4.0,-0.3,0.0,-10.0,0.0,0.0,-10.0,0.0,1.0,-1,2,0,0.3299999999999983,-3.28,4.0,St Mary's Stadium,W
0,0.3000000000000007,-0.7000000000000002,0.1000000000000005,-0.200000000000001,0.7,-0.1,-0.4999999999999999,-0.0999999999999998,0.3,0.8,-8.0,-9.0,-0.2,0.2999999999999999,-10.0,20.0,0.0,0.0,-10.0,1.0,1,3,-1,1.0,-2.0,3.6,Bet365 Stadium,W
-1,0.3000000000000007,1.8000000000000007,1.2999999999999998,0.5999999999999996,-0.8,0.0,0.6000000000000001,2.2,-0.3999999999999999,-0.9000000000000001,10.0,31.0,0.0999999999999998,1.9,0.0,70.0,0.0,10.0,50.0,8.0,5,7,13,8.329999999999998,-19.84,8.5,Anfield,W
-5,5.399999999999999,2.4,4.9,2.5,0.3,0.1,0.6,0.3,0.0,0.1,6.0,2.0,0.4,0.2999999999999998,10.0,10.0,1.0,20.0,10.0,0.0,4,1,4,3.0,-6.5600000000000005,4.75,Anfield,W
0,0.0999999999999996,-2.0,-0.1000000000000005,1.0,-0.6999999999999997,-0.1,-0.2,0.2999999999999999,-0.1,-0.4000000000000001,-1.0,7.0,-0.4000000000000001,0.4,0.0,10.0,0.0,-40.0,20.0,0.0,2,4,3,3.0,-1.35,3.3,Bet365 Stadium,W
0,-0.4000000000000003,-0.7999999999999998,1.1999999999999993,-0.3000000000000007,-0.2000000000000001,0.0,-0.7,-0.2,0.3,-0.7999999999999999,-10.0,6.0,-0.6,0.4000000000000001,-20.0,10.0,0.0,-20.0,20.0,-1.0,-1,0,-3,-1.3299999999999983,-1.5499999999999998,3.3,Carrow Road,W
0,-2.8999999999999986,-1.0,-1.2000000000000002,2.6000000000000014,0.3,0.3,-0.5,0.1,-0.3,-0.5999999999999999,-2.0,7.0,-0.0999999999999998,0.9,0.0,30.0,-1.0,-10.0,30.0,0.0,-3,-4,-2,-3.0,1.11,3.4,Falmer Stadium,W
-2,1.0,1.1,0.5,-1.6999999999999993,0.0,0.2,-0.0999999999999998,0.5,0.6000000000000001,0.1,-7.0,4.0,0.0,0.2,10.0,10.0,1.0,-20.0,0.0,2.0,8,7,11,8.659999999999997,-5.0,4.33,Old Trafford,W
-5,1.8999999999999984,2.3999999999999995,-0.6000000000000005,-0.4000000000000003,0.1,0.0,1.1,1.7000000000000002,-0.1999999999999999,-0.7,13.0,24.0,0.5,1.3,30.0,50.0,2.0,-10.0,30.0,2.0,5,4,8,5.659999999999997,-4.43,4.5,Emirates Stadium,W
0,-4.800000000000001,-0.8000000000000003,-2.6000000000000005,-0.4000000000000003,0.0,0.0999999999999999,0.8,0.5,0.4999999999999999,-0.4999999999999998,3.0,10.0,0.3999999999999999,0.0999999999999999,20.0,0.0,2.0,0.0,10.0,2.0,-1,1,3,1.0,-1.95,3.5,Boleyn Ground,W
-1,3.999999999999999,2.1,1.5,1.9000000000000004,0.4,0.0,0.6000000000000001,0.7,-0.1999999999999999,-0.8,8.0,15.0,0.1,0.7999999999999998,10.0,30.0,2.0,-10.0,20.0,-1.0,5,6,12,7.670000000000002,-5.55,4.5,Tottenham Hotspur Stadium,W
-1,7.0,1.9000000000000004,2.3999999999999995,-2.9000000000000004,-1.1999999999999995,-0.1,0.5,1.7,0.7,-0.1,-2.0,18.0,0.0,1.6,0.0,60.0,1.0,0.0,40.0,1.0,8,4,6,6.0,-5.05,4.75,Anfield,W
-1,3.799999999999999,1.2999999999999998,1.8000000000000005,0.7999999999999989,0.3,0.0,0.1999999999999999,0.8999999999999999,-0.3999999999999999,0.1999999999999999,6.0,7.0,0.3999999999999999,0.5,10.0,10.0,1.0,20.0,30.0,1.0,4,7,6,5.659999999999997,-4.88,4.0,Bet365 Stadium,W
-4,9.9,2.7,4.300000000000001,-0.7999999999999989,-1.2000000000000002,0.0,1.1,0.1,-1.2,-0.8999999999999999,23.0,10.0,1.5,0.5999999999999999,50.0,20.0,0.0,50.0,20.0,11.0,11,7,9,9.0,-11.8,7.0,Anfield,W
0,-1.0999999999999996,-0.4000000000000003,-0.5,-0.0999999999999996,-0.3999999999999999,0.1,0.3,0.5,0.7,0.0,-4.0,5.0,0.0,0.4,0.0,20.0,1.0,0.0,0.0,1.0,2,2,6,3.3299999999999983,-1.4500000000000002,3.5,Craven Cottage,W
0,9.2,4.4,2.4,-0.5999999999999996,-0.6999999999999997,-0.1,2.6,2.9000000000000004,-1.3,-1.3,39.0,42.0,2.3,2.1,90.0,80.0,12.0,50.0,50.0,22.0,4,7,5,5.340000000000003,-19.92,11.0,Etihad Stadium,W
0,5.700000000000001,2.1000000000000005,2.5,-1.5999999999999996,-0.6000000000000001,0.0,1.1,1.9,-1.5,-1.8,26.0,37.0,1.4,1.9,50.0,70.0,1.0,40.0,50.0,8.0,12,13,12,12.329999999999998,-24.88,10.0,Etihad Stadium,W
-2,-3.9,-0.9000000000000004,0.2999999999999998,-3.0,0.7000000000000002,0.0,-0.2999999999999999,-0.4999999999999999,1.4,0.6000000000000001,-17.0,-11.0,-0.6000000000000001,-0.2999999999999999,-10.0,-10.0,0.0,-40.0,-10.0,-1.0,-3,-3,-2,-2.6599999999999966,3.59,3.8,Dean Court,W
-3,0.3999999999999986,1.7999999999999998,-1.7000000000000002,-1.9000000000000004,-1.2000000000000002,0.1,0.1999999999999999,0.8,-0.8000000000000003,-0.7,10.0,15.0,0.1,1.2,0.0,40.0,0.0,10.0,40.0,0.0,8,4,1,4.329999999999998,-6.64,5.25,King Power Stadium,W
1,3.6999999999999993,1.5,2.999999999999999,-0.7999999999999989,0.3,0.0,0.5,0.8000000000000003,-0.6000000000000001,-0.3,11.0,11.0,0.5999999999999999,-0.1,20.0,0.0,2.0,20.0,-10.0,2.0,6,8,4,6.0,-8.72,5.75,Etihad Stadium,W
-2,-1.0,0.1,-2.3000000000000007,2.1,0.3,0.0,0.8,0.1999999999999999,-1.0000000000000002,-1.2000000000000002,18.0,14.0,0.8,0.8,20.0,30.0,0.0,40.0,20.0,3.0,2,4,5,3.6599999999999966,-1.95,4.0,King Power Stadium,W
-5,-3.0,-2.1,0.0,-0.1999999999999993,0.0999999999999998,0.1,-0.1,0.5,-0.1,-1.4,0.0,19.0,0.0999999999999998,1.6,-10.0,40.0,0.0,30.0,80.0,6.0,3,6,1,3.3299999999999983,-2.3000000000000003,3.5,Molineux Stadium,W
1,1.1999999999999993,-1.0999999999999996,-0.5,-4.6,-1.1999999999999995,0.1,0.1,0.8000000000000003,-1.2999999999999998,-1.5,14.0,23.0,0.7999999999999998,1.4,30.0,50.0,4.0,20.0,40.0,13.0,2,1,0,1.0,-4.43,4.5,Anfield,W
0,1.9000000000000004,0.5999999999999996,0.2000000000000001,0.5,0.7,0.1,0.3999999999999999,1.1,-0.5,-0.9000000000000001,9.0,20.0,0.1999999999999999,0.8999999999999999,10.0,30.0,0.0,0.0,30.0,0.0,6,7,11,8.0,-6.6,4.75,Tottenham Hotspur Stadium,W
1,5.5,0.8000000000000003,1.6000000000000003,0.0,-0.5999999999999999,-0.1,-0.2,-0.1999999999999999,-0.3999999999999999,-0.5,2.0,3.0,0.0,0.0999999999999999,0.0,0.0,0.0,0.0,10.0,-1.0,2,1,-2,0.3299999999999983,-3.4,3.39,St Mary's Stadium,W
3,-7.1,-2.7,-3.2,1.0999999999999996,0.0,0.0,-0.7000000000000002,-0.7,1.1,0.5,-18.0,-12.0,-1.4,-0.8999999999999999,-50.0,-30.0,-2.0,-40.0,-30.0,-13.0,-10,-8,-8,-8.670000000000002,5.47,4.33,Villa Park,W
0,0.4000000000000003,0.1,1.6000000000000003,-3.0,0.0,-0.2,0.0999999999999999,0.2999999999999999,-0.6000000000000001,-0.0999999999999998,7.0,4.0,0.7000000000000001,0.4000000000000001,30.0,20.0,0.0,10.0,0.0,-1.0,-3,-2,0,-1.6700000000000017,-2.1500000000000004,3.4,The Hawthorns,W
1,2.6000000000000014,1.0,0.1000000000000005,-2.8000000000000007,-1.7,0.0,0.5,1.0,-0.1,-0.6000000000000001,6.0,16.0,0.8,1.4,20.0,40.0,0.0,40.0,60.0,2.0,3,3,7,4.329999999999998,-3.59,3.75,London Stadium,W
0,-1.3999999999999986,-0.2000000000000001,0.5999999999999996,-1.0,-0.1999999999999999,0.0,-0.7,-0.1999999999999999,-0.1999999999999999,-0.1,-5.0,-1.0,0.0,0.4000000000000001,0.0,10.0,0.0,0.0,20.0,0.0,-3,-3,-2,-2.6700000000000017,-0.6499999999999999,3.4,Hull City Stadium,W
-1,3.6,1.6000000000000003,1.7999999999999998,-1.0,-0.5000000000000002,0.1,0.7000000000000002,1.4,-0.1999999999999999,0.0,9.0,14.0,0.4000000000000001,1.1999999999999995,10.0,50.0,0.0,20.0,20.0,0.0,7,6,7,6.670000000000002,-7.17,5.5,Emirates Stadium,W
0,0.5999999999999996,0.3000000000000002,-1.1999999999999993,-0.8000000000000007,0.0999999999999998,0.0,0.2,1.2000000000000002,-0.4000000000000001,0.0,6.0,12.0,0.5000000000000001,1.1,20.0,40.0,1.0,10.0,30.0,1.0,-2,1,-1,-0.6599999999999966,-1.75,3.29,Vicarage Road,W
0,3.9,1.6999999999999995,-1.1000000000000003,-0.200000000000001,0.7,0.0,0.5999999999999999,0.9,-0.8999999999999999,-0.9,15.0,18.0,1.0,1.4,20.0,40.0,-1.0,60.0,60.0,7.0,2,1,-4,-0.3299999999999983,-9.14,5.0,Goodison Park,W
1,-0.8000000000000007,-0.7999999999999998,0.0,-3.799999999999999,-1.0,0.0,-0.3,0.0999999999999998,0.1999999999999999,-0.0999999999999998,-5.0,2.0,-0.1999999999999999,0.5,-10.0,20.0,-2.0,0.0,10.0,1.0,-2,-6,2,-2.0,2.33,3.4,The Hawthorns,W
-2,6.299999999999999,2.8000000000000003,1.3000000000000007,-1.5,-0.5999999999999999,0.0,0.8999999999999999,1.8,0.1999999999999999,-0.4000000000000001,7.0,22.0,0.7,1.3000000000000005,30.0,50.0,0.0,10.0,30.0,2.0,6,4,4,4.670000000000002,-11.71,6.0,Anfield,W
0,2.6999999999999997,-0.5,0.9000000000000004,0.0999999999999996,0.3,0.2,0.4000000000000001,0.5,-0.7999999999999998,-0.2000000000000001,12.0,7.0,0.8,0.7,20.0,20.0,1.0,40.0,30.0,2.0,1,6,2,3.0,-4.38,4.1,London Stadium,W
0,3.0,2.3,1.6,-1.3000000000000007,-0.1999999999999999,-0.1,0.4000000000000001,0.6000000000000001,-0.6000000000000001,-0.3999999999999999,10.0,10.0,0.6000000000000001,0.6000000000000001,20.0,20.0,1.0,20.0,20.0,0.0,3,2,5,3.3299999999999983,-3.03,3.8,St Mary's Stadium,W
