Referee,Day Of Week,Round,Days,Shots,ShotsOT,Corners,Fouls,YCards,RCards,GoalsScored,GoalsScoredHA,GoalsConceded,GoalsConcededHA,GoalsDiff,GoalsDiffHA,HTGoalsScored,HTGoalsConceded,HTGoalsScoredHA,HTGoalsConcededHA,HTGoalsDiff,HTGoalsDiffHA,Points,PointsHA,WinPercent,WinPercentHA,WinStreak,UnbPercent,UnbPercentHA,UnbStreak,Def,Mid,Att,Ovr,LastSeasonRank,PromotedMatchup,WinnerOdd,DrawOdd,Venue,Result
D Coote,Sat,0.0,3,-1.6999999999999993,-1.2999999999999998,-0.2000000000000001,1.5999999999999996,-0.1999999999999999,-0.1,-0.6000000000000001,-0.3,0.5,0.0,-11.0,-3.0,-0.6,0.0999999999999999,-0.2999999999999999,-0.0999999999999999,-7.0,-2.0,-1.2,-0.9000000000000001,-40.0,-30.0,-3.0,-40.0,-30.0,-3.0,-4,-3,-7,-4.659999999999997,-3,0,2.35,3.6,Bramall Lane,L
A Marriner,Sat,0.0,1,-3.299999999999999,-1.1,-1.0,-1.299999999999999,0.8,0.1999999999999999,-0.1999999999999999,0.0,0.7999999999999998,0.1,-10.0,-1.0,-0.3999999999999999,0.6000000000000001,-0.3,-0.1999999999999999,-10.0,-1.0,-0.8,-0.6,-30.0,-30.0,1.0,-20.0,0.0,1.0,-5,-3,-6,-4.659999999999997,-6,0,0.5,3.4,Boleyn Ground,L
M Clattenburg,Sat,0.0,0,-0.6999999999999993,-1.4,-2.0,1.9000000000000004,0.6,-0.1,0.0,0.8,-1.1,-1.4,11.0,22.0,-0.0999999999999999,-0.2,0.4000000000000001,-0.7000000000000001,1.0,11.0,0.8999999999999999,1.5000000000000002,30.0,50.0,0.0,30.0,50.0,4.0,2,1,7,3.3299999999999983,-2,0,-1.9,3.4,The Hawthorns,W
S Attwell,Sun,-1.0,1,0.7000000000000011,0.1,-0.2999999999999998,1.0,0.5,0.0,-0.1999999999999999,0.0,0.1,-0.6000000000000001,-3.0,6.0,-0.3,0.0,0.0,-0.5,-3.0,5.0,-0.2999999999999999,0.4999999999999999,-10.0,20.0,0.0,-10.0,10.0,0.0,5,3,2,3.3400000000000034,-5,-1,-2.35,3.6,Villa Park,D
S Attwell,Wed,0.0,1,-3.3000000000000007,-0.2999999999999998,-0.7999999999999998,0.0999999999999996,-0.3999999999999999,0.0,0.0,-1.0,0.1999999999999999,-0.7,-2.0,-3.0,0.0,0.0999999999999999,-0.7999999999999999,-0.4,-1.0,-4.0,-0.3999999999999999,-0.6000000000000001,-20.0,-30.0,0.0,0.0,0.0,0.0,-5,-5,-7,-5.670000000000002,14,0,1.65,3.6,Falmer Stadium,D
K Friend,Tue,-1.0,0,-5.1,-1.5,-1.9000000000000004,1.9000000000000004,-0.1,-0.2,-0.3999999999999999,0.5999999999999999,0.0,0.0999999999999999,-4.0,5.0,0.0,-0.3999999999999999,0.4,-0.5,4.0,9.0,-0.0999999999999998,0.5999999999999999,-10.0,20.0,-1.0,10.0,20.0,-5.0,-2,-2,-3,-2.3299999999999983,3,0,1.4500000000000002,3.6,St Mary's Stadium,L
C Pawson,Sat,0.0,-1,-2.3000000000000007,-1.7000000000000002,-2.1,0.8000000000000007,0.5999999999999999,0.2,-0.1999999999999999,-0.3,-0.5,-1.2,3.0,9.0,-0.3,-0.3,-0.7,-0.3999999999999999,0.0,-3.0,-0.1,0.5999999999999999,0.0,10.0,0.0,-10.0,40.0,-3.0,-2,0,-1,-1.0,3,0,0.1299999999999999,3.3,Vicarage Road,L
K Friend,Sun,0.0,2,2.5,0.2000000000000001,1.2000000000000002,0.5999999999999996,-0.8000000000000003,0.1,-0.0999999999999998,0.4,1.5,1.4,-16.0,-10.0,0.0,0.0,0.0999999999999999,0.5,0.0,-4.0,-0.7,-0.3999999999999999,-20.0,-10.0,0.0,-30.0,-20.0,-1.0,8,7,8,7.670000000000002,-11,-1,-0.1699999999999999,3.5,Craven Cottage,D
M Dean,Sat,0.0,4,-4.4,-2.4000000000000004,-2.2,-2.799999999999999,-1.2999999999999998,-0.1,-1.1,-1.0000000000000002,1.0,0.1,-21.0,-11.0,-0.3999999999999999,0.5,-0.5,0.0,-9.0,-5.0,-1.3,-0.8999999999999999,-40.0,-30.0,-1.0,-50.0,-30.0,-1.0,-9,-10,-12,-10.340000000000003,22,1,5.5,4.75,Loftus Road,D
L Probert,Sat,0.0,1,-0.1999999999999993,-2.1,1.7000000000000002,-1.9000000000000004,0.5,0.0,-1.1999999999999995,-0.4000000000000001,-0.2000000000000001,-0.5,-10.0,1.0,-0.9,-0.5000000000000001,-0.0999999999999998,-0.6000000000000001,-4.0,5.0,-0.5,0.3,-20.0,10.0,-3.0,-10.0,10.0,-8.0,-8,-7,2,-4.329999999999998,7,0,1.7000000000000002,3.75,St Mary's Stadium,L
M Dean,Sun,1.0,2,-0.5999999999999996,-0.7999999999999998,0.5999999999999996,1.5999999999999996,-0.0999999999999998,0.0,-0.1999999999999999,0.7,0.4,-0.3,-6.0,10.0,-0.5,0.4,0.1999999999999999,0.0,-9.0,2.0,-0.3999999999999999,0.1999999999999997,-10.0,10.0,1.0,-20.0,0.0,1.0,0,-2,6,1.3299999999999983,3,0,-0.5499999999999998,3.5,Old Trafford,D
P Tierney,Sun,2.0,-4,-0.0999999999999996,0.2999999999999998,-1.2999999999999998,-4.1000000000000005,-0.0999999999999998,-0.1,0.1999999999999999,1.0,-0.4000000000000001,-0.1,6.0,11.0,0.1,-0.1999999999999999,0.3,-0.2,3.0,5.0,0.3999999999999999,1.3,10.0,50.0,0.0,20.0,30.0,0.0,0,4,3,2.3299999999999983,-11,0,-3.3,3.8,London Stadium,D
J Moss,Sat,-1.0,-2,-1.5,-0.6000000000000001,-0.6999999999999997,0.5,0.5,0.0,0.1,0.1999999999999999,0.0,0.0999999999999998,1.0,1.0,0.1999999999999999,-0.6,0.4999999999999999,-0.5,8.0,10.0,0.2999999999999998,-0.1,20.0,0.0,0.0,-10.0,-10.0,-2.0,1,5,5,3.6700000000000017,2,0,-2.67,3.5,Goodison Park,L
G Scott,Mon,1.0,-6,6.1,2.6,2.6000000000000005,1.5999999999999996,0.1,0.0,1.1,0.7,-0.4000000000000001,-0.5,15.0,12.0,0.3,-0.2,0.4,-0.0999999999999999,5.0,5.0,0.5,0.4000000000000001,20.0,20.0,1.0,10.0,0.0,1.0,3,5,3,3.6700000000000017,-9,0,-7.1,4.33,King Power Stadium,W
J Moss,Tue,-1.0,1,1.0,1.0999999999999996,0.0999999999999996,-2.5,-0.5,0.0,1.1,1.0,-0.1999999999999999,0.0999999999999998,13.0,9.0,0.5,0.1999999999999999,0.6,0.2,3.0,4.0,0.9000000000000001,0.3,30.0,0.0,0.0,30.0,30.0,7.0,3,1,4,2.6700000000000017,-4,0,-4.72,4.2,Old Trafford,W
M Dean,Sat,0.0,0,2.3000000000000007,0.7999999999999998,1.0999999999999996,-1.5,0.9000000000000001,-0.3,0.0999999999999998,0.3999999999999999,0.0,-0.1999999999999999,1.0,6.0,-0.3,0.1999999999999999,-0.0999999999999999,0.0,-5.0,-1.0,-0.2000000000000001,0.7,-10.0,20.0,-1.0,0.0,30.0,-1.0,0,2,-6,-1.3299999999999983,-3,0,-1.35,3.6,Emirates Stadium,L
J Moss,Sat,0.0,-1,0.7000000000000011,-0.7000000000000002,1.5999999999999996,1.6000000000000014,-0.5,0.0,-0.1,0.8,-0.0999999999999999,-0.5,0.0,13.0,-0.2,-0.2,0.3,-0.7000000000000001,0.0,10.0,-0.1999999999999999,0.8,0.0,30.0,-1.0,-20.0,20.0,-1.0,-5,-2,-2,-3.0,3,0,-0.5499999999999998,3.5,St Mary's Stadium,W
M Clattenburg,Sat,0.0,0,-3.799999999999999,-2.2,-1.0999999999999996,1.8999999999999984,0.3999999999999999,0.0,-1.5,0.2000000000000001,0.0,-0.6000000000000001,-15.0,8.0,-1.2000000000000002,-0.3,-0.7,-0.4,-9.0,-3.0,-1.1,0.4000000000000001,-40.0,10.0,-3.0,-30.0,20.0,-9.0,-3,-3,-6,-4.0,-2,0,1.1999999999999995,3.6,St Mary's Stadium,D
A Marriner,Sun,0.0,0,4.1,2.6000000000000005,0.0999999999999996,0.0999999999999996,0.1,-0.2,0.6000000000000001,0.1999999999999999,-0.3,-1.4999999999999998,9.0,17.0,0.2,-0.1,-0.4,-0.5,3.0,1.0,0.8,1.2000000000000002,30.0,30.0,1.0,20.0,60.0,5.0,5,5,4,4.670000000000002,-9,0,-10.71,6.0,White Hart Lane,W
M Clattenburg,Sat,0.0,0,-3.1,-1.8999999999999997,-0.7999999999999998,0.5,0.5,0.0,-0.9000000000000001,-0.3,0.1,-0.9,-10.0,6.0,-0.8,-0.2,-0.2,-0.6000000000000001,-6.0,4.0,-0.4000000000000001,0.8,-10.0,30.0,0.0,-20.0,20.0,0.0,1,2,-1,0.6599999999999966,-10,-1,-0.5,3.4,Carrow Road,D
M Jones,Sat,0.0,0,-4.199999999999999,-0.8999999999999999,0.2000000000000001,0.5,0.0999999999999998,0.2,-0.7999999999999998,-0.1999999999999999,0.1,0.1,-9.0,-3.0,0.3999999999999999,-0.2,0.1999999999999999,-0.1999999999999999,6.0,4.0,-1.0,-0.8999999999999999,-30.0,-30.0,-2.0,-40.0,-30.0,-3.0,1,1,-1,0.3299999999999983,1,0,0.3799999999999999,3.6,St. James Park,L
C Pawson,Sat,0.0,0,-3.6000000000000014,-1.5,0.7999999999999998,2.5,-0.3,0.1,-0.7999999999999998,-0.5,1.0,-0.7,-18.0,2.0,-0.1,0.0999999999999999,-0.3,-0.3999999999999999,-2.0,1.0,-1.4,0.1999999999999999,-50.0,10.0,-1.0,-40.0,0.0,-1.0,0,-6,-2,-2.6700000000000017,5,0,1.5,3.75,Goodison Park,W
A Marriner,Tue,0.0,4,-1.700000000000001,-1.9000000000000004,-0.5,-2.5,0.1,0.0,-0.7000000000000001,0.0,0.6,-0.3,-13.0,3.0,-0.4999999999999999,0.2999999999999999,-0.0999999999999999,-0.1999999999999999,-8.0,1.0,-0.9,0.1,-40.0,0.0,-1.0,-10.0,10.0,-4.0,-5,-5,-8,-6.0,11,0,4.39,3.8,Falmer Stadium,L
M Dean,Sat,0.0,0,3.0,3.0,2.2,2.799999999999999,-0.5,-0.1,0.3999999999999999,0.0,-1.3,-1.2,17.0,12.0,0.3,-0.6000000000000001,0.1999999999999999,-0.5,9.0,7.0,0.8999999999999999,0.7999999999999998,20.0,20.0,0.0,50.0,40.0,10.0,4,1,4,3.0,-4,0,-6.0,4.5,White Hart Lane,W
M Dean,Sat,0.0,0,1.2000000000000002,2.2,-0.3999999999999994,2.6999999999999997,1.9,0.0,-0.1,0.6,-0.7,-0.8999999999999999,6.0,15.0,0.0999999999999999,-0.6,0.5,-0.0999999999999999,7.0,6.0,0.4,1.1,0.0,20.0,0.0,40.0,70.0,-1.0,3,2,-1,1.3299999999999983,-9,-1,-3.5,3.8,Carrow Road,W
S Hooper,Wed,-1.0,0,-1.0,0.2999999999999998,0.0999999999999996,1.3999999999999986,1.1,0.0,0.3,0.9000000000000001,-0.9000000000000001,-1.0,12.0,19.0,0.4999999999999999,-0.8,0.7000000000000001,-0.6,13.0,13.0,0.7999999999999999,1.4,20.0,40.0,0.0,40.0,60.0,0.0,6,7,5,6.0,-16,-1,-5.5600000000000005,4.75,King Power Stadium,W
K Friend,Sat,0.0,1,-3.799999999999999,-1.0,-1.8999999999999997,0.8000000000000007,0.0,0.0,0.6,0.1999999999999999,-0.5,-0.2,11.0,4.0,0.3,-0.4,-0.1999999999999999,-0.2,7.0,0.0,0.0,-0.4000000000000001,0.0,-20.0,0.0,0.0,0.0,0.0,-9,-8,-13,-10.0,6,1,-0.8499999999999996,3.2,Hull City Stadium,L
C Kavanagh,Sun,0.0,-1,-0.5999999999999996,0.1999999999999997,-1.9000000000000004,2.5,0.1,0.0,-0.4000000000000001,0.6,-0.9000000000000001,-1.5000000000000002,5.0,21.0,0.2,-0.7999999999999999,0.3999999999999999,-1.1,10.0,15.0,0.8,1.5,20.0,30.0,1.0,40.0,90.0,2.0,3,2,2,2.3299999999999983,-6,0,-0.75,3.7,Goodison Park,L
M Oliver,Mon,0.0,0,-1.799999999999999,-1.2999999999999998,0.7999999999999998,0.4000000000000003,-0.0999999999999998,-0.1,-1.1,-0.1,-0.4,0.1,-7.0,-2.0,-0.9,0.1,0.0,0.0999999999999999,-10.0,-1.0,-0.3999999999999999,-0.5,-20.0,-20.0,0.0,0.0,-10.0,-1.0,2,2,0,1.3299999999999983,-9,0,0.3200000000000003,3.2,Molineux Stadium,L
A Taylor,Sat,-1.0,0,3.9,1.4999999999999996,0.7000000000000002,2.0,-0.0999999999999998,0.1,0.6000000000000001,0.6000000000000001,-0.1,-0.3999999999999999,7.0,10.0,0.3999999999999999,0.0,0.3,0.3999999999999999,4.0,-1.0,0.5,0.8,10.0,20.0,0.0,30.0,40.0,0.0,1,4,-1,1.3400000000000034,-1,0,-3.15,3.5,Falmer Stadium,D
M Dean,Sat,0.0,0,-4.199999999999999,-1.8999999999999997,0.4000000000000003,1.5999999999999996,0.9,0.0,-0.3,-0.6000000000000001,0.3,0.1999999999999999,-6.0,-8.0,-0.2,0.8999999999999999,-0.3,0.5,-11.0,-8.0,-0.3,-0.3999999999999999,-20.0,-20.0,0.0,10.0,0.0,-1.0,-6,-9,-7,-7.329999999999998,7,0,2.65,3.75,St Mary's Stadium,L
R East,Sat,1.0,0,2.5,0.2000000000000001,0.9000000000000004,1.5,0.3,-0.1,-0.2999999999999999,0.4000000000000001,0.9000000000000001,-0.3999999999999999,-12.0,8.0,0.0,0.0,0.2,-0.3,0.0,5.0,-1.1,0.0999999999999999,-30.0,0.0,0.0,-50.0,10.0,0.0,1,2,1,1.3400000000000034,-5,0,-1.02,3.2,The Hawthorns,D
A Taylor,Sat,0.0,1,0.5999999999999996,-0.2999999999999998,-1.1999999999999993,0.8000000000000007,-0.7000000000000002,0.2,0.1,0.8,0.2000000000000001,-0.6000000000000001,-1.0,14.0,-0.1,0.0,0.4,-0.4,-1.0,8.0,0.3999999999999999,0.8,20.0,20.0,0.0,0.0,40.0,-1.0,-5,-1,-7,-4.340000000000003,2,0,0.6499999999999999,3.4,Vicarage Road,W
A Taylor,Wed,0.0,-1,-1.0,-1.2000000000000002,-1.2000000000000002,2.700000000000001,0.9000000000000001,0.0,-0.1999999999999999,0.7,0.6,0.3,-8.0,4.0,-0.6000000000000001,0.2,0.0,0.3,-8.0,-3.0,-0.3999999999999999,0.5,-20.0,20.0,-2.0,0.0,10.0,1.0,-1,-2,-2,-1.6700000000000017,4,0,0.0,3.39,Emirates Stadium,D
R Madley,Sat,0.0,-1,0.9000000000000004,0.0,2.3999999999999995,-1.4000000000000004,0.0,-0.1,0.6000000000000001,1.0,-0.2999999999999998,-0.7999999999999998,9.0,18.0,0.0999999999999999,-0.1,0.3999999999999999,-0.4,2.0,8.0,0.3999999999999999,0.7000000000000001,0.0,10.0,-1.0,40.0,50.0,8.0,7,7,5,6.329999999999998,-14,0,-6.5600000000000005,4.75,Stamford Bridge,W
K Friend,Sat,1.0,0,-2.4000000000000004,-2.2,-0.4000000000000003,1.5999999999999996,0.5,0.0,-0.9000000000000001,-1.0000000000000002,1.3,-0.2999999999999999,-22.0,-7.0,-0.3999999999999999,0.9,-0.7000000000000001,0.0,-13.0,-7.0,-1.9,-0.9999999999999998,-70.0,-40.0,-6.0,-50.0,-20.0,-16.0,-9,-7,-9,-8.340000000000003,11,0,4.35,4.0,Stadium of Light,L
P Tierney,Sun,-3.0,7,-6.9,-2.5000000000000004,-1.0999999999999996,0.0999999999999996,0.1,0.0,-1.8,-1.7000000000000002,0.7,0.1999999999999999,-25.0,-19.0,-1.1,0.1999999999999999,-0.7999999999999999,0.0,-13.0,-8.0,-0.8999999999999999,-0.3999999999999999,-30.0,-10.0,-3.0,-30.0,-20.0,-2.0,-6,-4,-1,-3.6700000000000017,4,0,3.72,4.75,Tottenham Hotspur Stadium,D
A Madley,Sat,0.0,1,5.299999999999999,2.4000000000000004,1.3999999999999997,0.6999999999999993,0.8999999999999999,0.0,0.3999999999999999,0.7,-0.6000000000000001,-0.8999999999999999,10.0,16.0,0.4999999999999999,-0.1999999999999999,0.4999999999999999,-0.3999999999999999,7.0,9.0,0.8,1.3,20.0,40.0,-1.0,40.0,50.0,-2.0,8,10,10,9.329999999999998,-19,-1,-8.75,6.5,Old Trafford,W
G Scott,Thu,0.0,-1,-0.5999999999999996,0.6999999999999997,4.7,-0.7000000000000011,0.8,0.0,0.1999999999999999,1.1,0.1,-0.1,1.0,12.0,0.4,0.0999999999999999,0.7,-0.1,3.0,8.0,0.0999999999999998,1.1,-10.0,30.0,0.0,30.0,50.0,2.0,4,4,14,7.329999999999998,-12,0,-3.93,4.33,Emirates Stadium,L
M Dean,Sat,0.0,0,1.0,-1.1,1.7000000000000002,-0.9000000000000004,-1.4,0.0,-0.2,0.0999999999999999,-0.3999999999999999,-0.5,2.0,6.0,-0.2,-0.1,0.0999999999999999,0.0,-1.0,1.0,-0.0999999999999999,0.7000000000000001,10.0,30.0,0.0,-30.0,10.0,-3.0,-2,-1,-3,-2.0,5,0,-0.2999999999999998,3.1,Swansea.com Stadium,W
M Atkinson,Sun,0.0,2,-3.8000000000000007,0.2999999999999998,-3.3000000000000007,-2.3000000000000007,0.4000000000000001,-0.1,1.2999999999999998,2.0,0.7999999999999999,0.4000000000000001,5.0,16.0,0.9000000000000001,0.5,1.8,0.3,4.0,15.0,1.1,1.1,40.0,40.0,11.0,30.0,30.0,16.0,-2,0,-6,-2.6700000000000017,4,0,-3.58,4.2,Anfield,L
J Moss,Wed,-1.0,-1,-3.6000000000000014,1.2000000000000002,0.2999999999999998,0.7000000000000011,0.0,-0.1,0.9000000000000001,0.3,-0.2999999999999999,-0.4000000000000001,12.0,7.0,0.4,-0.3999999999999999,-0.3,-0.3,8.0,0.0,0.1999999999999999,0.1999999999999999,0.0,-10.0,1.0,20.0,40.0,1.0,4,6,1,3.6700000000000017,-4,0,-2.5,3.6,Stamford Bridge,L
A Marriner,Sat,-1.0,0,-3.6,-1.2000000000000002,-0.7999999999999998,-4.100000000000001,-1.7000000000000002,0.0,-0.5000000000000001,-0.1999999999999999,-1.1,-0.5,6.0,3.0,0.0,-0.7000000000000001,0.0,-0.3999999999999999,7.0,4.0,0.0,-0.5,0.0,-10.0,0.0,0.0,-30.0,-3.0,-2,-2,-3,-2.3299999999999983,13,1,0.1500000000000003,3.4,Vicarage Road,L
C Foy,Sat,-1.0,3,-7.1,-2.7,-3.2,1.0999999999999996,0.0,0.0,-0.7000000000000002,-0.7,1.1,0.5,-18.0,-12.0,0.6,0.8,0.1,0.7,-2.0,-6.0,-1.4,-0.8999999999999999,-50.0,-30.0,-2.0,-40.0,-30.0,-13.0,-10,-8,-8,-8.670000000000002,12,0,5.47,4.33,Villa Park,W
D Coote,Sat,0.0,0,4.199999999999999,1.0,4.1,0.0,-0.7999999999999998,0.0,0.8999999999999999,2.0,0.3,-1.0,6.0,30.0,0.2999999999999999,0.1999999999999999,1.0,-0.5,1.0,15.0,0.3000000000000002,1.4,20.0,50.0,1.0,-10.0,40.0,-2.0,9,7,10,8.670000000000002,-13,0,-10.78,6.5,Anfield,D
R Madley,Sat,0.0,0,6.0,2.1,1.2000000000000002,2.6,0.8,-0.1,0.1,1.1,-0.4000000000000001,-1.3,5.0,24.0,0.0999999999999999,-0.0999999999999999,0.7,-0.4,2.0,11.0,0.4000000000000001,1.6999999999999995,20.0,60.0,3.0,0.0,50.0,1.0,6,10,9,8.340000000000003,-9,0,-8.75,6.0,Old Trafford,W
A Taylor,Thu,0.0,0,3.9,1.0,0.8999999999999995,-0.3000000000000007,-0.3,0.0,0.1999999999999999,0.3,-0.3999999999999999,-0.7,6.0,10.0,0.5,-0.6000000000000001,0.5,-0.8,11.0,13.0,0.0,0.7999999999999999,-10.0,30.0,-2.0,20.0,20.0,1.0,3,2,1,2.0,-7,0,-3.3,3.75,Goodison Park,W
P Tierney,Wed,0.0,-1,2.3000000000000007,1.4000000000000004,1.7000000000000002,1.6999999999999993,0.2999999999999998,-0.2,-0.3,0.2999999999999998,-0.1999999999999999,-0.6000000000000001,-1.0,9.0,-0.3,0.0,0.1,-0.2999999999999999,-3.0,4.0,-0.1999999999999999,0.7000000000000001,-10.0,20.0,-2.0,0.0,30.0,-1.0,-5,-3,-6,-4.659999999999997,2,0,0.2000000000000001,3.4,Old Trafford,W
R Madley,Sat,0.0,0,-3.5,-1.9,-1.7999999999999998,-0.6999999999999993,-0.1999999999999999,0.0,-0.5,0.0999999999999998,-0.3,0.0,-2.0,1.0,-0.0999999999999999,-0.1999999999999999,1.0,0.0,1.0,10.0,0.3,-0.1999999999999999,10.0,-10.0,-1.0,10.0,0.0,-1.0,0,0,2,0.6700000000000017,-1,0,-0.7000000000000002,3.2,Bet365 Stadium,L
S Attwell,Sat,1.0,0,-2.799999999999999,-1.5,-2.0,1.0999999999999996,-0.1,0.2,-1.2000000000000002,0.3999999999999999,0.5,-0.1,-17.0,5.0,-1.0,0.3,0.3,-0.3,-13.0,6.0,-1.4,1.1,-50.0,50.0,-3.0,-40.0,10.0,-2.0,-6,-6,-10,-7.329999999999998,18,1,4.05,3.8,Turf Moor,L
M Atkinson,Sat,-1.0,-1,-2.5,-1.4000000000000004,-0.0999999999999996,2.6999999999999997,-0.1999999999999999,-0.2,-0.4,0.0999999999999999,0.1999999999999999,-0.5999999999999999,-6.0,7.0,0.1,0.5,0.2,-0.2,-4.0,4.0,-0.5,1.0,-20.0,30.0,-1.0,-10.0,40.0,-1.0,0,0,4,1.3400000000000034,1,0,-0.9499999999999996,3.1,Riverside Stadium,D
M Dean,Sat,0.0,-3,2.7,0.1999999999999997,1.1,1.299999999999999,-0.3999999999999999,0.0,0.0999999999999999,0.0999999999999999,-1.6,-0.4000000000000001,17.0,5.0,0.0,-1.0,0.1,-0.3,10.0,4.0,0.7999999999999999,0.9,30.0,30.0,0.0,20.0,30.0,2.0,4,1,4,3.0,-12,-1,-2.0,3.3,Turf Moor,D
M Oliver,Thu,0.0,-1,-3.5,-0.2000000000000001,-0.4000000000000003,0.200000000000001,0.0999999999999998,0.0,-0.3,0.3,-0.1,0.1,-2.0,2.0,0.1999999999999999,0.0999999999999999,0.5,0.7,1.0,-2.0,-0.3,0.3,-20.0,10.0,0.0,10.0,10.0,4.0,-6,-6,-5,-5.670000000000002,9,0,2.7,4.0,Selhurst Park,L
K Friend,Fri,0.0,0,-3.0,-1.3000000000000005,-2.8000000000000007,-4.300000000000001,0.0,0.0,-0.6,-0.5,-0.1,-0.1,-5.0,-4.0,-0.5,0.0999999999999999,-0.1,0.0,-6.0,-1.0,-0.4,-0.4999999999999999,-20.0,-20.0,0.0,0.0,-10.0,0.0,-4,-2,-1,-2.3299999999999983,5,1,0.3499999999999996,3.5,Carrow Road,L
M Clattenburg,Sat,0.0,0,1.3999999999999986,0.0999999999999996,3.8,1.3000000000000007,-0.4000000000000001,0.2,0.3999999999999999,0.0,0.7,0.1999999999999999,-3.0,-2.0,0.2999999999999999,0.3999999999999999,0.1,0.0999999999999999,-1.0,0.0,-0.2999999999999999,-0.5999999999999999,-10.0,-20.0,0.0,-10.0,-20.0,0.0,-3,-1,0,-1.3299999999999983,15,1,-0.6499999999999999,3.4,Carrow Road,W
A Taylor,Sat,0.0,-1,2.9000000000000004,0.7999999999999998,0.9000000000000004,0.0999999999999996,-0.1999999999999999,0.1,0.4,0.4,0.7000000000000002,0.0,-3.0,4.0,0.2,0.5,0.1,0.0999999999999999,-3.0,0.0,-0.5,0.3,-10.0,10.0,0.0,-30.0,10.0,0.0,2,-1,2,1.0,-1,0,-1.86,3.2,St. James Park,D
M Atkinson,Sat,0.0,1,-0.6999999999999993,-1.2999999999999998,1.6,-0.5,-0.3,0.0,0.1999999999999999,0.6,0.5999999999999999,0.3999999999999999,-4.0,2.0,0.2999999999999999,0.3999999999999999,0.5,0.5,-1.0,0.0,-0.1999999999999999,0.2999999999999998,0.0,10.0,-4.0,-20.0,10.0,-4.0,5,6,5,5.340000000000003,-13,-1,-1.1999999999999995,3.2,Boleyn Ground,L
M Atkinson,Sat,0.0,0,-1.5,-1.3000000000000005,-2.4000000000000004,-0.3000000000000007,-0.5000000000000002,0.2,-0.4,-0.5999999999999999,0.4000000000000001,-0.6000000000000001,-8.0,0.0,-0.3,-0.1999999999999999,-0.3,-0.3,-1.0,0.0,-0.3,0.1,-10.0,0.0,0.0,-10.0,10.0,-1.0,1,-3,3,0.3299999999999983,-1,0,-0.25,3.25,St. James Park,W
C Kavanagh,Sat,0.0,-3,1.700000000000001,0.9000000000000004,0.7000000000000002,-0.4000000000000003,-0.0999999999999998,0.0,0.4000000000000001,1.4,-1.1,-0.7999999999999999,15.0,22.0,0.5,-0.2999999999999999,0.2,-0.6000000000000001,8.0,8.0,0.6000000000000001,1.3000000000000005,30.0,50.0,0.0,0.0,30.0,0.0,3,6,8,5.670000000000002,-5,0,-10.75,7.0,Anfield,W
P Tierney,Sat,-3.0,0,-6.1,-2.6000000000000005,-4.199999999999999,3.1000000000000005,1.6,0.0,-1.8,-1.0,1.2,0.9000000000000001,-30.0,-19.0,-0.9,0.7,-0.8,0.4999999999999999,-16.0,-13.0,-1.8,-1.3,-60.0,-40.0,0.0,-60.0,-50.0,0.0,-7,-9,-3,-6.329999999999998,9,0,8.72,5.75,Goodison Park,L
C Pawson,Mon,0.0,4,-1.5999999999999996,0.0,-1.3000000000000005,0.4000000000000003,0.4000000000000001,-0.1,-0.3999999999999999,0.4000000000000001,0.7,-0.7,-11.0,11.0,-0.7999999999999999,0.0,-0.3,-0.7999999999999999,-8.0,5.0,-0.8000000000000003,0.7999999999999999,-30.0,30.0,1.0,-20.0,20.0,1.0,-3,-3,-7,-4.340000000000003,8,0,0.9500000000000002,3.75,Vicarage Road,L
M Jones,Sat,0.0,-1,-2.5,-0.8999999999999999,0.0,0.0999999999999996,1.2,0.1,-0.0999999999999999,0.0999999999999999,-0.0999999999999998,0.3,0.0,-2.0,0.1999999999999999,-0.3,0.2999999999999999,0.2,5.0,1.0,-0.2999999999999999,-0.0999999999999999,-10.0,0.0,-1.0,-10.0,-10.0,-2.0,1,-1,4,1.3299999999999983,-3,0,-0.1999999999999997,3.2,Stadium of Light,D
L Probert,Sat,0.0,0,-3.8000000000000007,-0.7000000000000002,-0.6000000000000005,2.799999999999999,0.3,-0.1,-0.3999999999999999,-0.4000000000000001,-0.4000000000000001,-0.7999999999999999,0.0,4.0,0.0,-0.1,0.0,-0.4999999999999999,1.0,5.0,0.3,0.4000000000000001,20.0,10.0,0.0,-10.0,20.0,-3.0,-1,1,-2,-0.6599999999999966,2,0,-1.6,3.5,Bet365 Stadium,D
P Dowd,Sun,1.0,-2,-1.0,-1.1000000000000003,-2.4,-1.8000000000000007,0.0999999999999998,0.0,-0.2999999999999998,-0.5,-0.6000000000000001,-0.3999999999999999,3.0,-1.0,0.0,-0.2,-0.0999999999999999,0.3,2.0,-4.0,-0.1999999999999999,-0.1,-10.0,-10.0,-2.0,0.0,10.0,-2.0,0,4,7,3.6700000000000017,2,0,-0.8700000000000001,3.4,Loftus Road,D
M Atkinson,Sat,0.0,3,0.1999999999999993,-0.0999999999999996,0.2999999999999998,-1.0,-0.3000000000000002,0.0,-0.3999999999999999,0.8999999999999999,0.5999999999999999,-0.2000000000000001,-10.0,11.0,0.1,0.0,0.3,-0.4,1.0,7.0,-0.5,1.1,-20.0,30.0,0.0,-10.0,50.0,-1.0,1,1,3,1.6599999999999966,2,0,-1.75,3.3,Hull City Stadium,D
