Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-17,,Premier League,Matchweek 1,Sat,Home,L,0,1,Fulham,,,,4-4-1-1,Neil Swarbrick,Match Report,
2013-08-24,,Premier League,Matchweek 2,Sat,Away,D,1,1,Southampton,,,,4-4-1-1,Lee Mason,Match Report,
2013-08-31,,Premier League,Matchweek 3,Sat,Away,L,1,3,Crystal Palace,,,,4-4-1-1,Lee Probert,Match Report,
2013-09-14,,Premier League,Matchweek 4,Sat,Home,L,1,3,Arsenal,,,,4-4-2,Martin Atkinson,Match Report,
2013-09-21,,Premier League,Matchweek 5,Sat,Away,L,0,3,West Brom,,,,4-4-2,Phil Dowd,Match Report,
2013-09-29,,Premier League,Matchweek 6,Sun,Home,L,1,3,Liverpool,,,,4-3-3,Howard Webb,Match Report,
2013-10-05,,Premier League,Matchweek 7,Sat,Home,L,1,2,Manchester Utd,,,,4-3-3,Chris Foy,Match Report,
2013-10-19,,Premier League,Matchweek 8,Sat,Away,L,0,4,Swansea City,,,,4-4-1-1,Craig Pawson,Match Report,
2013-10-27,,Premier League,Matchweek 9,Sun,Home,W,2,1,Newcastle Utd,,,,4-4-2,Lee Probert,Match Report,
2013-11-02,,Premier League,Matchweek 10,Sat,Away,L,0,1,Hull City,,,,4-4-2,Andre Marriner,Match Report,
2013-11-10,,Premier League,Matchweek 11,Sun,Home,W,1,0,Manchester City,,,,4-1-4-1,Mike Dean,Match Report,
2013-11-23,,Premier League,Matchweek 12,Sat,Away,L,0,2,Stoke City,,,,4-1-4-1,Kevin Friend,Match Report,
2013-11-30,,Premier League,Matchweek 13,Sat,Away,D,0,0,Aston Villa,,,,4-1-4-1,Neil Swarbrick,Match Report,
2013-12-04,,Premier League,Matchweek 14,Wed,Home,L,3,4,Chelsea,,,,4-1-4-1,Phil Dowd,Match Report,
2013-12-07,,Premier League,Matchweek 15,Sat,Home,L,1,2,Tottenham,,,,4-4-2,Lee Mason,Match Report,
2013-12-14,,Premier League,Matchweek 16,Sat,Away,D,0,0,West Ham,,,,4-2-3-1,Andre Marriner,Match Report,
2013-12-21,,Premier League,Matchweek 17,Sat,Home,D,0,0,Norwich City,,,,4-3-3,Martin Atkinson,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Away,W,1,0,Everton,,,,4-1-4-1,Lee Probert,Match Report,
2013-12-28,,Premier League,Matchweek 19,Sat,Away,D,2,2,Cardiff City,,,,4-1-4-1,Chris Foy,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Home,L,0,1,Aston Villa,,,,4-3-3,Mike Jones,Match Report,
2014-01-11,,Premier League,Matchweek 21,Sat,Away,W,4,1,Fulham,,,,4-3-3,Mike Dean,Match Report,
2014-01-18,,Premier League,Matchweek 22,Sat,Home,D,2,2,Southampton,,,,4-1-4-1,Chris Foy,Match Report,
2014-01-29,,Premier League,Matchweek 23,Wed,Home,W,1,0,Stoke City,,,,4-3-3,Bobby Madley,Match Report,
2014-02-01,,Premier League,Matchweek 24,Sat,Away,W,3,0,Newcastle Utd,,,,4-1-4-1,Phil Dowd,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Home,L,0,2,Hull City,,,,4-3-3,Mike Jones,Match Report,
2014-02-22,,Premier League,Matchweek 27,Sat,Away,L,1,4,Arsenal,,,,4-1-4-1,Andre Marriner,Match Report,
2014-03-15,,Premier League,Matchweek 30,Sat,Home,D,0,0,Crystal Palace,,,,4-3-3,Neil Swarbrick,Match Report,
2014-03-22,,Premier League,Matchweek 31,Sat,Away,L,0,2,Norwich City,,,,4-1-4-1,Phil Dowd,Match Report,
2014-03-26,,Premier League,Matchweek 29,Wed,Away,L,1,2,Liverpool,,,,3-4-1-2,Kevin Friend,Match Report,
2014-03-31,,Premier League,Matchweek 32,Mon,Home,L,1,2,West Ham,,,,3-4-1-2,Howard Webb,Match Report,
2014-04-07,,Premier League,Matchweek 33,Mon,Away,L,1,5,Tottenham,,,,3-5-2,Lee Mason,Match Report,
2014-04-12,,Premier League,Matchweek 34,Sat,Home,L,0,1,Everton,,,,4-2-3-1,Lee Probert,Match Report,
2014-04-16,,Premier League,Matchweek 26,Wed,Away,D,2,2,Manchester City,,,,4-1-4-1,Martin Atkinson,Match Report,
2014-04-19,,Premier League,Matchweek 35,Sat,Away,W,2,1,Chelsea,,,,4-1-4-1,Mike Dean,Match Report,
2014-04-27,,Premier League,Matchweek 36,Sun,Home,W,4,0,Cardiff City,,,,4-3-3,Phil Dowd,Match Report,
2014-05-03,,Premier League,Matchweek 37,Sat,Away,W,1,0,Manchester Utd,,,,4-1-4-1,Howard Webb,Match Report,
2014-05-07,,Premier League,Matchweek 28,Wed,Home,W,2,0,West Brom,,,,4-3-3,Lee Mason,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Home,L,1,3,Swansea City,,,,4-1-4-1,Chris Foy,Match Report,
