Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-12-29,,Premier League,Matchweek 19,Sun,Home,W,2,1,Liverpool,,,,4-2-3-1,Howard Webb,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Away,W,3,0,Southampton,,,,4-2-3-1,Martin Atkinson,Match Report,
2014-01-11,,Premier League,Matchweek 21,Sat,Away,W,2,0,Hull City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2014-01-19,,Premier League,Matchweek 22,Sun,Home,W,3,1,Manchester Utd,,,,4-2-3-1,Phil Dowd,Match Report,
2014-01-29,,Premier League,Matchweek 23,Wed,Home,D,0,0,West Ham,,,,4-2-3-1,Neil Swarbrick,Match Report,
2014-02-03,,Premier League,Matchweek 24,Mon,Away,W,1,0,Manchester City,,,,4-2-3-1,Mike Dean,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Home,W,3,0,Newcastle Utd,,,,4-2-3-1,Howard Webb,Match Report,
2014-02-11,,Premier League,Matchweek 26,Tue,Away,D,1,1,West Brom,,,,4-2-3-1,Anthony Taylor,Match Report,
2014-02-22,,Premier League,Matchweek 27,Sat,Home,W,1,0,Everton,,,,4-2-3-1,Lee Probert,Match Report,
2014-02-26,,Champions Lg,Round of 16,Wed,Away,D,1,1,tr Galatasaray,,,,4-2-3-1,Velasco Carballo,Match Report,Leg 1 of 2
2014-03-01,,Premier League,Matchweek 28,Sat,Away,W,3,1,Fulham,,,,4-2-3-1,Mark Clattenburg,Match Report,
2014-03-08,,Premier League,Matchweek 29,Sat,Home,W,4,0,Tottenham,,,,4-3-3,Michael Oliver,Match Report,
2014-03-15,,Premier League,Matchweek 30,Sat,Away,L,0,1,Aston Villa,,,,4-2-3-1,Chris Foy,Match Report,
2014-03-18,,Champions Lg,Round of 16,Tue,Home,W,2,0,tr Galatasaray,,,,4-2-3-1,Felix Brych,Match Report,Leg 2 of 2; Chelsea won
2014-03-22,,Premier League,Matchweek 31,Sat,Home,W,6,0,Arsenal,,,,4-2-3-1,Andre Marriner,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Away,L,0,1,Crystal Palace,,,,4-3-3,Lee Mason,Match Report,
2014-04-02,,Champions Lg,Quarter-finals,Wed,Away,L,1,3,fr Paris S-G,,,,4-2-3-1,Milorad Mažić,Match Report,Leg 1 of 2
2014-04-05,,Premier League,Matchweek 33,Sat,Home,W,3,0,Stoke City,,,,4-2-3-1,Lee Probert,Match Report,
2014-04-08,,Champions Lg,Quarter-finals,Tue,Home,W,2,0,fr Paris S-G,,,,4-2-3-1,Pedro Proença,Match Report,Leg 2 of 2; Chelsea won
2014-04-13,,Premier League,Matchweek 34,Sun,Away,W,1,0,Swansea City,,,,4-2-3-1,Phil Dowd,Match Report,
2014-04-19,,Premier League,Matchweek 35,Sat,Home,L,1,2,Sunderland,,,,4-2-3-1,Mike Dean,Match Report,
2014-04-22,,Champions Lg,Semi-finals,Tue,Away,D,0,0,es Atlético Madrid,,,,4-3-3,Jonas Eriksson,Match Report,Leg 1 of 2
2014-04-27,,Premier League,Matchweek 36,Sun,Away,W,2,0,Liverpool,,,,4-3-3,Martin Atkinson,Match Report,
2014-04-30,,Champions Lg,Semi-finals,Wed,Home,L,1,3,es Atlético Madrid,,,,4-2-3-1,Nicola Rizzoli,Match Report,Leg 2 of 2; Atlético Madrid won
2014-05-04,,Premier League,Matchweek 37,Sun,Home,D,0,0,Norwich City,,,,4-2-3-1,Neil Swarbrick,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Away,W,2,1,Cardiff City,,,,4-2-3-1,Michael Oliver,Match Report,
