Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-17,,Premier League,Matchweek 1,Sat,Home,D,2,2,Everton,,,,4-4-1-1,Michael Oliver,Match Report,
2013-08-24,,Premier League,Matchweek 2,Sat,Away,L,0,1,Hull City,,,,4-5-1,Mike Jones,Match Report,
2013-08-31,,Premier League,Matchweek 3,Sat,Home,W,1,0,Southampton,,,,4-4-1-1,Howard Webb,Match Report,
2013-09-14,,Premier League,Matchweek 4,Sat,Away,L,0,2,Tottenham,,,,4-4-1-1,Lee Mason,Match Report,
2013-09-21,,Premier League,Matchweek 5,Sat,Home,L,0,1,Aston Villa,,,,4-4-1-1,Chris Foy,Match Report,
2013-09-29,,Premier League,Matchweek 6,Sun,Away,W,1,0,Stoke City,,,,4-1-4-1,Anthony Taylor,Match Report,
2013-10-06,,Premier League,Matchweek 7,Sun,Home,L,1,3,Chelsea,,,,4-1-4-1,Neil Swarbrick,Match Report,
2013-10-19,,Premier League,Matchweek 8,Sat,Away,L,1,4,Arsenal,,,,4-1-4-1,Lee Probert,Match Report,
2013-10-26,,Premier League,Matchweek 9,Sat,Home,D,0,0,Cardiff City,,,,4-1-4-1,Mike Jones,Match Report,
2013-11-02,,Premier League,Matchweek 10,Sat,Away,L,0,7,Manchester City,,,,4-1-4-1,Phil Dowd,Match Report,
2013-11-09,,Premier League,Matchweek 11,Sat,Home,W,3,1,West Ham,,,,4-4-1-1,Jon Moss,Match Report,
2013-11-23,,Premier League,Matchweek 12,Sat,Away,L,1,2,Newcastle Utd,,,,4-1-4-1,Mike Dean,Match Report,
2013-11-30,,Premier League,Matchweek 13,Sat,Home,W,1,0,Crystal Palace,,,,4-4-2,Chris Foy,Match Report,
2013-12-04,,Premier League,Matchweek 14,Wed,Away,L,1,5,Liverpool,,,,4-1-4-1,Anthony Taylor,Match Report,
2013-12-07,,Premier League,Matchweek 15,Sat,Away,W,2,0,West Brom,,,,4-4-2,Mark Clattenburg,Match Report,
2013-12-15,,Premier League,Matchweek 16,Sun,Home,D,1,1,Swansea City,,,,4-4-2,Michael Oliver,Match Report,
2013-12-21,,Premier League,Matchweek 17,Sat,Away,D,0,0,Sunderland,,,,4-4-2,Martin Atkinson,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Home,L,1,2,Fulham,,,,4-4-2,Jon Moss,Match Report,
2013-12-28,,Premier League,Matchweek 19,Sat,Home,L,0,1,Manchester Utd,,,,4-4-1-1,Phil Dowd,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Away,D,1,1,Crystal Palace,,,,4-4-1-1,Mike Dean,Match Report,
2014-01-11,,Premier League,Matchweek 21,Sat,Away,L,0,2,Everton,,,,4-4-2,Kevin Friend,Match Report,
2014-01-18,,Premier League,Matchweek 22,Sat,Home,W,1,0,Hull City,,,,4-4-2,Howard Webb,Match Report,
2014-01-28,,Premier League,Matchweek 23,Tue,Home,D,0,0,Newcastle Utd,,,,4-4-2,Chris Foy,Match Report,
2014-02-01,,Premier League,Matchweek 24,Sat,Away,L,1,2,Cardiff City,,,,4-4-2,Mark Clattenburg,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Home,D,0,0,Manchester City,,,,4-5-1,Jon Moss,Match Report,
2014-02-11,,Premier League,Matchweek 26,Tue,Away,L,0,2,West Ham,,,,4-2-3-1,Michael Oliver,Match Report,
2014-02-23,,Premier League,Matchweek 27,Sun,Home,W,1,0,Tottenham,,,,4-4-1-1,Craig Pawson,Match Report,
2014-03-02,,Premier League,Matchweek 28,Sun,Away,L,1,4,Aston Villa,,,,4-4-1-1,Anthony Taylor,Match Report,
2014-03-08,,Premier League,Matchweek 29,Sat,Home,D,1,1,Stoke City,,,,4-4-1-1,Andre Marriner,Match Report,
2014-03-15,,Premier League,Matchweek 30,Sat,Away,L,2,4,Southampton,,,,4-1-4-1,Kevin Friend,Match Report,
2014-03-22,,Premier League,Matchweek 31,Sat,Home,W,2,0,Sunderland,,,,4-4-2,Phil Dowd,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Away,L,0,3,Swansea City,,,,4-4-2,Jon Moss,Match Report,
2014-04-05,,Premier League,Matchweek 33,Sat,Home,L,0,1,West Brom,,,,4-4-2,Mark Clattenburg,Match Report,
2014-04-12,,Premier League,Matchweek 34,Sat,Away,L,0,1,Fulham,,,,4-1-2-1-2◆,Mike Dean,Match Report,
2014-04-20,,Premier League,Matchweek 35,Sun,Home,L,2,3,Liverpool,,,,4-1-2-1-2◆,Andre Marriner,Match Report,
2014-04-26,,Premier League,Matchweek 36,Sat,Away,L,0,4,Manchester Utd,,,,4-2-3-1,Lee Probert,Match Report,
2014-05-04,,Premier League,Matchweek 37,Sun,Away,D,0,0,Chelsea,,,,4-2-3-1,Neil Swarbrick,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Home,L,0,2,Arsenal,,,,4-4-1-1,Lee Mason,Match Report,
