Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-12-29,,Premier League,Matchweek 19,Sun,Away,W,1,0,Newcastle Utd,,,,4-2-3-1,Lee Probert,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Home,W,2,0,Cardiff City,,,,4-2-3-1,Jon Moss,Match Report,
2014-01-13,,Premier League,Matchweek 21,Mon,Away,W,2,1,Aston Villa,,,,4-2-3-1,Neil Swarbrick,Match Report,
2014-01-18,,Premier League,Matchweek 22,Sat,Home,W,2,0,Fulham,,,,4-2-3-1,Lee Probert,Match Report,
2014-01-28,,Premier League,Matchweek 23,Tue,Away,D,2,2,Southampton,,,,4-2-3-1,Lee Mason,Match Report,
2014-02-02,,Premier League,Matchweek 24,Sun,Home,W,2,0,Crystal Palace,,,,4-2-3-1,Jon Moss,Match Report,
2014-02-08,,Premier League,Matchweek 25,Sat,Away,L,1,5,Liverpool,,,,4-2-3-1,Michael Oliver,Match Report,
2014-02-12,,Premier League,Matchweek 26,Wed,Home,D,0,0,Manchester Utd,,,,4-2-3-1,Mark Clattenburg,Match Report,
2014-02-19,,Champions Lg,Round of 16,Wed,Home,L,0,2,de Bayern Munich,,,,4-2-3-1,Nicola Rizzoli,Match Report,Leg 1 of 2
2014-02-22,,Premier League,Matchweek 27,Sat,Home,W,4,1,Sunderland,,,,4-2-3-1,Andre Marriner,Match Report,
2014-03-01,,Premier League,Matchweek 28,Sat,Away,L,0,1,Stoke City,,,,4-2-3-1,Mike Jones,Match Report,
2014-03-11,,Champions Lg,Round of 16,Tue,Away,D,1,1,de Bayern Munich,,,,4-2-3-1,Svein Oddvar Moen,Match Report,Leg 2 of 2; Bayern Munich won
2014-03-16,,Premier League,Matchweek 30,Sun,Away,W,1,0,Tottenham,,,,4-2-3-1,Mike Dean,Match Report,
2014-03-22,,Premier League,Matchweek 31,Sat,Away,L,0,6,Chelsea,,,,4-2-3-1,Andre Marriner,Match Report,
2014-03-25,,Premier League,Matchweek 29,Tue,Home,D,2,2,Swansea City,,,,4-2-3-1,Lee Probert,Match Report,
2014-03-29,,Premier League,Matchweek 32,Sat,Home,D,1,1,Manchester City,,,,4-2-3-1,Mike Dean,Match Report,
2014-04-06,,Premier League,Matchweek 33,Sun,Away,L,0,3,Everton,,,,4-2-3-1,Martin Atkinson,Match Report,
2014-04-15,,Premier League,Matchweek 34,Tue,Home,W,3,1,West Ham,,,,4-2-3-1,Kevin Friend,Match Report,
2014-04-20,,Premier League,Matchweek 35,Sun,Away,W,3,0,Hull City,,,,4-2-3-1,Jon Moss,Match Report,
2014-04-28,,Premier League,Matchweek 36,Mon,Home,W,3,0,Newcastle Utd,,,,4-2-3-1,Neil Swarbrick,Match Report,
2014-05-04,,Premier League,Matchweek 37,Sun,Home,W,1,0,West Brom,,,,4-2-3-1,Mike Jones,Match Report,
2014-05-11,,Premier League,Matchweek 38,Sun,Away,W,2,0,Norwich City,,,,4-2-3-1,Lee Mason,Match Report,
