Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2013-08-18,,Premier League,Matchweek 1,Sun,Away,W,1,0,Crystal Palace,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-08-22,,Europa Lg,Play-off round,Thu,Away,W,5,0,ge Dinamo Tbilisi,,,,,Pol van Boekel,Match Report,Leg 1 of 2
2013-08-25,,Premier League,Matchweek 2,Sun,Home,W,1,0,Swansea City,,,,4-2-3-1,Neil Swarbrick,Match Report,
2013-08-29,,Europa Lg,Play-off round,Thu,Home,W,3,0,ge Dinamo Tbilisi,,,,,Luca Banti,Match Report,Leg 2 of 2; Tottenham won
2013-09-01,,Premier League,Matchweek 3,Sun,Away,L,0,1,Arsenal,,,,4-2-3-1,Michael Oliver,Match Report,
2013-09-14,,Premier League,Matchweek 4,Sat,Home,W,2,0,Norwich City,,,,4-2-3-1,Lee Mason,Match Report,
2013-09-19,,Europa Lg,Group stage,Thu,Home,W,3,0,no Tromsø,,,,4-2-3-1,Libor Kovařik,Match Report,
2013-09-22,,Premier League,Matchweek 5,Sun,Away,W,1,0,Cardiff City,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-09-28,,Premier League,Matchweek 6,Sat,Home,D,1,1,Chelsea,,,,4-2-3-1,Mike Dean,Match Report,
2013-10-03,,Europa Lg,Group stage,Thu,Away,W,2,0,ru Anzhi,,,,4-2-3-1,Bülent Yıldırım,Match Report,
2013-10-06,,Premier League,Matchweek 7,Sun,Home,L,0,3,West Ham,,,,4-2-3-1,Lee Probert,Match Report,
2013-10-20,,Premier League,Matchweek 8,Sun,Away,W,2,0,Aston Villa,,,,4-2-3-1,Phil Dowd,Match Report,
2013-10-24,,Europa Lg,Group stage,Thu,Away,W,2,0,md Sheriff Tiraspol,,,,4-2-3-1,Liran Liany,Match Report,
2013-10-27,,Premier League,Matchweek 9,Sun,Home,W,1,0,Hull City,,,,4-2-3-1,Michael Oliver,Match Report,
2013-11-03,,Premier League,Matchweek 10,Sun,Away,D,0,0,Everton,,,,4-2-3-1,Kevin Friend,Match Report,
2013-11-07,,Europa Lg,Group stage,Thu,Home,W,2,1,md Sheriff Tiraspol,,,,4-2-3-1,Kenn Hansen,Match Report,
2013-11-10,,Premier League,Matchweek 11,Sun,Home,L,0,1,Newcastle Utd,,,,4-2-3-1,Chris Foy,Match Report,
2013-11-24,,Premier League,Matchweek 12,Sun,Away,L,0,6,Manchester City,,,,4-2-3-1,Howard Webb,Match Report,
2013-11-28,,Europa Lg,Group stage,Thu,Away,W,2,0,no Tromsø,,,,4-2-3-1,Yevhen Aranovskiy,Match Report,
2013-12-01,,Premier League,Matchweek 13,Sun,Home,D,2,2,Manchester Utd,,,,4-2-3-1,Mike Dean,Match Report,
2013-12-04,,Premier League,Matchweek 14,Wed,Away,W,2,1,Fulham,,,,4-2-3-1,Mark Clattenburg,Match Report,
2013-12-07,,Premier League,Matchweek 15,Sat,Away,W,2,1,Sunderland,,,,4-2-3-1,Lee Mason,Match Report,
2013-12-12,,Europa Lg,Group stage,Thu,Home,W,4,1,ru Anzhi,,,,4-2-3-1,Stefan Johannesson,Match Report,
2013-12-15,,Premier League,Matchweek 16,Sun,Home,L,0,5,Liverpool,,,,4-2-3-1,Jon Moss,Match Report,
2013-12-22,,Premier League,Matchweek 17,Sun,Away,W,3,2,Southampton,,,,4-4-2,Chris Foy,Match Report,
2013-12-26,,Premier League,Matchweek 18,Thu,Home,D,1,1,West Brom,,,,4-4-2,Anthony Taylor,Match Report,
2013-12-29,,Premier League,Matchweek 19,Sun,Home,W,3,0,Stoke City,,,,4-4-2,Kevin Friend,Match Report,
2014-01-01,,Premier League,Matchweek 20,Wed,Away,W,2,1,Manchester Utd,,,,4-4-2,Howard Webb,Match Report,
2014-01-11,,Premier League,Matchweek 21,Sat,Home,W,2,0,Crystal Palace,,,,4-4-2,Michael Oliver,Match Report,
